path,edge connectivity,k,max multirute flow,iterations
R-MAT.64.128.26.gexf,34,57,240.625,21
R-MAT.64.128.26.gexf,35,57,232.9411764705882,20
R-MAT.64.128.26.gexf,36,57,226.11111111111114,21
R-MAT.64.128.26.gexf,37,57,218.49999999999997,23
R-MAT.64.128.26.gexf,38,57,211.05882352941168,24
R-MAT.64.128.26.gexf,39,57,204.44444444444446,23
R-MAT.64.128.26.gexf,40,57,196.79999999999978,27
R-MAT.64.128.26.gexf,41,57,188.9999999999998,28
R-MAT.64.128.26.gexf,42,57,182.11764705882337,27
R-MAT.64.128.26.gexf,43,57,176.0,27
R-MAT.64.128.26.gexf,44,57,167.99999999999983,31
R-MAT.64.128.26.gexf,45,57,161.0,31
R-MAT.64.128.26.gexf,46,57,154.8235294117649,31
R-MAT.64.128.26.gexf,47,57,149.3333333333334,32
R-MAT.64.128.26.gexf,48,57,141.55555555555543,41
R-MAT.64.128.26.gexf,49,57,129.99999999999977,43
R-MAT.64.128.26.gexf,50,57,120.54545454545482,41
R-MAT.64.128.26.gexf,51,57,112.66666666666629,41
R-MAT.64.128.26.gexf,52,57,105.99999999999929,42
R-MAT.64.128.26.gexf,53,57,86.39999999999965,51
R-MAT.64.128.26.gexf,54,57,73.33333333333333,50
R-MAT.64.128.26.gexf,55,57,63.99999999999943,51
R-MAT.64.128.26.gexf,56,57,57.00000000000027,50
R-MAT.64.256.26.gexf,1,62,831.0,1
R-MAT.64.256.26.gexf,2,62,831.0,1
R-MAT.64.256.26.gexf,3,62,831.0,1
R-MAT.64.256.26.gexf,4,62,831.0,1
R-MAT.64.256.26.gexf,5,62,831.0,1
R-MAT.64.256.26.gexf,6,62,826.0,3
R-MAT.64.256.26.gexf,7,62,809.1428571428571,2
R-MAT.64.256.26.gexf,8,62,796.5,2
R-MAT.64.256.26.gexf,9,62,786.6666666666667,2
R-MAT.64.256.26.gexf,10,62,778.8,2
R-MAT.64.256.26.gexf,11,62,772.3636363636364,2
R-MAT.64.256.26.gexf,12,62,767.0,2
R-MAT.64.256.26.gexf,13,62,762.4615384615385,2
R-MAT.64.256.26.gexf,14,62,758.5714285714286,2
R-MAT.64.256.26.gexf,15,62,752.0,4
R-MAT.64.256.26.gexf,16,62,741.9285714285713,5
R-MAT.64.256.26.gexf,17,62,733.2,5
R-MAT.64.256.26.gexf,18,62,719.0769230769231,8
R-MAT.64.256.26.gexf,19,62,702.8571428571429,7
R-MAT.64.256.26.gexf,20,62,688.8,7
R-MAT.64.256.26.gexf,21,62,676.5,7
R-MAT.64.256.26.gexf,22,62,665.6470588235295,7
R-MAT.64.256.26.gexf,23,62,655.0588235294117,8
R-MAT.64.256.26.gexf,24,62,644.4444444444445,8
R-MAT.64.256.26.gexf,25,62,634.1111111111112,9
R-MAT.64.256.26.gexf,26,62,623.8421052631578,10
R-MAT.64.256.26.gexf,27,62,614.5263157894738,10
R-MAT.64.256.26.gexf,28,62,604.4210526315791,11
R-MAT.64.256.26.gexf,29,62,593.6842105263158,13
R-MAT.64.256.26.gexf,30,62,582.1111111111112,14
R-MAT.64.256.26.gexf,31,62,568.470588235294,17
R-MAT.64.256.26.gexf,32,62,553.2352941176468,19
R-MAT.64.256.26.gexf,33,62,537.9999999999998,19
R-MAT.64.256.26.gexf,34,62,522.4999999999994,22
R-MAT.64.256.26.gexf,35,62,501.6,22
R-MAT.64.256.26.gexf,36,62,483.31249999999994,22
R-MAT.64.256.26.gexf,37,62,467.1764705882356,22
R-MAT.64.256.26.gexf,38,62,450.93749999999966,25
R-MAT.64.256.26.gexf,39,62,435.29411764705867,25
R-MAT.64.256.26.gexf,40,62,421.38888888888874,25
R-MAT.64.256.26.gexf,41,62,407.647058823529,27
R-MAT.64.256.26.gexf,42,62,394.16666666666663,26
R-MAT.64.256.26.gexf,43,62,379.5,29
R-MAT.64.256.26.gexf,44,62,365.29411764705884,29
R-MAT.64.256.26.gexf,45,62,350.7499999999999,32
R-MAT.64.256.26.gexf,46,62,337.2941176470589,31
R-MAT.64.256.26.gexf,47,62,319.9999999999999,37
R-MAT.64.256.26.gexf,48,62,301.53846153846195,37
R-MAT.64.256.26.gexf,49,62,277.7777777777772,42
R-MAT.64.256.26.gexf,50,62,254.99999999999886,43
R-MAT.64.256.26.gexf,51,62,231.11111111111043,44
R-MAT.64.256.26.gexf,52,62,211.9999999999997,44
R-MAT.64.256.26.gexf,53,62,191.99999999999943,46
R-MAT.64.256.26.gexf,54,62,176.00000000000065,46
R-MAT.64.256.26.gexf,55,62,160.00000000000009,50
R-MAT.64.256.26.gexf,56,62,142.4999999999992,50
R-MAT.64.256.26.gexf,57,62,128.88888888888837,50
R-MAT.64.256.26.gexf,58,62,117.99999999999899,52
R-MAT.64.256.26.gexf,59,62,90.0,57
R-MAT.64.256.26.gexf,60,62,73.19999999999985,57
R-MAT.64.256.26.gexf,61,62,61.99999999999909,58
R-MAT.64.512.26.gexf,1,63,1626.0,1
R-MAT.64.512.26.gexf,2,63,1626.0,1
R-MAT.64.512.26.gexf,3,63,1626.0,1
R-MAT.64.512.26.gexf,4,63,1626.0,1
R-MAT.64.512.26.gexf,5,63,1626.0,1
R-MAT.64.512.26.gexf,6,63,1626.0,1
R-MAT.64.512.26.gexf,7,63,1625.142857142857,2
R-MAT.64.512.26.gexf,8,63,1599.75,2
R-MAT.64.512.26.gexf,9,63,1580.0,2
R-MAT.64.512.26.gexf,10,63,1564.2,2
R-MAT.64.512.26.gexf,11,63,1551.2727272727273,5
R-MAT.64.512.26.gexf,12,63,1540.5,2
R-MAT.64.512.26.gexf,13,63,1531.3846153846152,3
R-MAT.64.512.26.gexf,14,63,1523.5714285714284,2
R-MAT.64.512.26.gexf,15,63,1515.4285714285716,3
R-MAT.64.512.26.gexf,16,63,1502.8000000000002,3
R-MAT.64.512.26.gexf,17,63,1481.142857142857,7
R-MAT.64.512.26.gexf,18,63,1458.6153846153843,9
R-MAT.64.512.26.gexf,19,63,1425.7142857142856,7
R-MAT.64.512.26.gexf,20,63,1397.1999999999998,8
R-MAT.64.512.26.gexf,21,63,1372.25,7
R-MAT.64.512.26.gexf,22,63,1350.2352941176473,7
R-MAT.64.512.26.gexf,23,63,1327.0588235294117,9
R-MAT.64.512.26.gexf,24,63,1305.5555555555554,8
R-MAT.64.512.26.gexf,25,63,1286.315789473684,8
R-MAT.64.512.26.gexf,26,63,1269.0,8
R-MAT.64.512.26.gexf,27,63,1253.0,9
R-MAT.64.512.26.gexf,28,63,1235.9523809523807,9
R-MAT.64.512.26.gexf,29,63,1218.0,11
R-MAT.64.512.26.gexf,30,63,1198.6666666666665,11
R-MAT.64.512.26.gexf,31,63,1180.9523809523812,12
R-MAT.64.512.26.gexf,32,63,1162.5,12
R-MAT.64.512.26.gexf,33,63,1134.0,18
R-MAT.64.512.26.gexf,34,63,1094.333333333333,22
R-MAT.64.512.26.gexf,35,63,1053.5999999999997,23
R-MAT.64.512.26.gexf,36,63,1013.7999999999994,23
R-MAT.64.512.26.gexf,37,63,976.1249999999998,23
R-MAT.64.512.26.gexf,38,63,942.8823529411756,24
R-MAT.64.512.26.gexf,39,63,910.5882352941173,25
R-MAT.64.512.26.gexf,40,63,881.4999999999998,25
R-MAT.64.512.26.gexf,41,63,855.4736842105258,24
R-MAT.64.512.26.gexf,42,63,830.5789473684218,26
R-MAT.64.512.26.gexf,43,63,804.2222222222227,27
R-MAT.64.512.26.gexf,44,63,779.210526315789,28
R-MAT.64.512.26.gexf,45,63,755.3684210526316,28
R-MAT.64.512.26.gexf,46,63,729.8823529411756,32
R-MAT.64.512.26.gexf,47,63,703.058823529411,33
R-MAT.64.512.26.gexf,48,63,677.8333333333323,32
R-MAT.64.512.26.gexf,49,63,655.2631578947373,33
R-MAT.64.512.26.gexf,50,63,627.9374999999999,36
R-MAT.64.512.26.gexf,51,63,599.7333333333322,39
R-MAT.64.512.26.gexf,52,63,568.545454545455,44
R-MAT.64.512.26.gexf,53,63,526.4999999999975,47
R-MAT.64.512.26.gexf,54,63,474.375000000002,48
R-MAT.64.512.26.gexf,55,63,429.3333333333315,49
R-MAT.64.512.26.gexf,56,63,391.875,50
R-MAT.64.512.26.gexf,57,63,354.44444444444315,51
R-MAT.64.512.26.gexf,58,63,295.0,55
R-MAT.64.512.26.gexf,59,63,219.99999999999622,59
R-MAT.64.512.26.gexf,60,63,152.4999999999933,61
R-MAT.64.512.26.gexf,61,63,93.00000000000139,61
R-MAT.64.512.26.gexf,62,63,62.99999999999821,63
R-MAT.128.2.26.gexf,1,3,4.0,1
R-MAT.128.2.26.gexf,2,3,2.9999999999999996,2
R-MAT.128.4.26.gexf,1,13,15.0,1
R-MAT.128.4.26.gexf,2,13,15.0,1
R-MAT.128.4.26.gexf,3,13,15.0,1
R-MAT.128.4.26.gexf,4,13,15.0,1
R-MAT.128.4.26.gexf,5,13,15.0,1
R-MAT.128.4.26.gexf,6,13,15.0,1
R-MAT.128.4.26.gexf,7,13,14.666666666666666,3
R-MAT.128.4.26.gexf,8,13,14.142857142857142,3
R-MAT.128.4.26.gexf,9,13,13.75,3
R-MAT.128.4.26.gexf,10,13,13.444444444444443,4
R-MAT.128.4.26.gexf,11,13,13.2,4
R-MAT.128.4.26.gexf,12,13,13.0,3
R-MAT.128.8.26.gexf,1,23,38.0,1
R-MAT.128.8.26.gexf,2,23,38.0,1
R-MAT.128.8.26.gexf,3,23,38.0,1
R-MAT.128.8.26.gexf,4,23,38.0,1
R-MAT.128.8.26.gexf,5,23,38.0,1
R-MAT.128.8.26.gexf,6,23,38.0,1
R-MAT.128.8.26.gexf,7,23,38.0,1
R-MAT.128.8.26.gexf,8,23,38.0,1
R-MAT.128.8.26.gexf,9,23,38.0,1
R-MAT.128.8.26.gexf,10,23,38.0,1
R-MAT.128.8.26.gexf,11,23,38.0,1
R-MAT.128.8.26.gexf,12,23,37.375,6
R-MAT.128.8.26.gexf,13,23,35.77777777777778,6
R-MAT.128.8.26.gexf,14,23,34.5,6
R-MAT.128.8.26.gexf,15,23,33.45454545454545,6
R-MAT.128.8.26.gexf,16,23,31.571428571428573,12
R-MAT.128.8.26.gexf,17,23,29.249999999999996,11
R-MAT.128.8.26.gexf,18,23,27.44444444444444,11
R-MAT.128.8.26.gexf,19,23,25.999999999999993,11
R-MAT.128.8.26.gexf,20,23,24.818181818181813,11
R-MAT.128.8.26.gexf,21,23,23.833333333333325,12
R-MAT.128.8.26.gexf,22,23,22.999999999999996,12
R-MAT.128.16.26.gexf,1,42,66.0,1
R-MAT.128.16.26.gexf,2,42,66.0,1
R-MAT.128.16.26.gexf,3,42,66.0,1
R-MAT.128.16.26.gexf,4,42,66.0,1
R-MAT.128.16.26.gexf,5,42,66.0,1
R-MAT.128.16.26.gexf,6,42,66.0,1
R-MAT.128.16.26.gexf,7,42,66.0,1
R-MAT.128.16.26.gexf,8,42,66.0,1
R-MAT.128.16.26.gexf,9,42,66.0,1
R-MAT.128.16.26.gexf,10,42,66.0,1
R-MAT.128.16.26.gexf,11,42,66.0,1
R-MAT.128.16.26.gexf,12,42,66.0,1
R-MAT.128.16.26.gexf,13,42,65.33333333333333,4
R-MAT.128.16.26.gexf,14,42,64.61538461538461,3
R-MAT.128.16.26.gexf,15,42,64.0,3
R-MAT.128.16.26.gexf,16,42,63.142857142857146,4
R-MAT.128.16.26.gexf,17,42,62.4,5
R-MAT.128.16.26.gexf,18,42,61.75,4
R-MAT.128.16.26.gexf,19,42,61.17647058823529,4
R-MAT.128.16.26.gexf,20,42,60.529411764705884,5
R-MAT.128.16.26.gexf,21,42,59.888888888888886,6
R-MAT.128.16.26.gexf,22,42,59.31578947368421,5
R-MAT.128.16.26.gexf,23,42,58.8,6
R-MAT.128.16.26.gexf,24,42,58.333333333333336,5
R-MAT.128.16.26.gexf,25,42,57.90909090909091,5
R-MAT.128.16.26.gexf,26,42,57.52173913043478,5
R-MAT.128.16.26.gexf,27,42,57.166666666666664,5
R-MAT.128.16.26.gexf,28,42,55.92857142857143,16
R-MAT.128.16.26.gexf,29,42,53.99999999999998,16
R-MAT.128.16.26.gexf,30,42,52.3125,16
R-MAT.128.16.26.gexf,31,42,50.82352941176471,16
R-MAT.128.16.26.gexf,32,42,49.5,17
R-MAT.128.16.26.gexf,33,42,48.31578947368419,18
R-MAT.128.16.26.gexf,34,42,47.25000000000002,17
R-MAT.128.16.26.gexf,35,42,46.28571428571427,17
R-MAT.128.16.26.gexf,36,42,45.40909090909091,16
R-MAT.128.16.26.gexf,37,42,44.60869565217391,16
R-MAT.128.16.26.gexf,38,42,43.875,16
R-MAT.128.16.26.gexf,39,42,43.19999999999999,17
R-MAT.128.16.26.gexf,40,42,42.57692307692309,16
R-MAT.128.16.26.gexf,41,42,42.0,16
R-MAT.128.32.26.gexf,1,66,139.0,1
R-MAT.128.32.26.gexf,2,66,139.0,1
R-MAT.128.32.26.gexf,3,66,139.0,1
R-MAT.128.32.26.gexf,4,66,139.0,1
R-MAT.128.32.26.gexf,5,66,139.0,1
R-MAT.128.32.26.gexf,6,66,139.0,1
R-MAT.128.32.26.gexf,7,66,139.0,1
R-MAT.128.32.26.gexf,8,66,139.0,1
R-MAT.128.32.26.gexf,9,66,139.0,1
R-MAT.128.32.26.gexf,10,66,139.0,1
R-MAT.128.32.26.gexf,11,66,138.54545454545456,2
R-MAT.128.32.26.gexf,12,66,137.58333333333331,2
R-MAT.128.32.26.gexf,13,66,136.76923076923077,2
R-MAT.128.32.26.gexf,14,66,136.07142857142856,2
R-MAT.128.32.26.gexf,15,66,135.46666666666667,2
R-MAT.128.32.26.gexf,16,66,134.9375,3
R-MAT.128.32.26.gexf,17,66,134.47058823529412,2
R-MAT.128.32.26.gexf,18,66,134.05555555555554,3
R-MAT.128.32.26.gexf,19,66,133.68421052631578,2
R-MAT.128.32.26.gexf,20,66,133.35,2
R-MAT.128.32.26.gexf,21,66,133.04761904761904,2
R-MAT.128.32.26.gexf,22,66,131.94736842105263,5
R-MAT.128.32.26.gexf,23,66,130.8,5
R-MAT.128.32.26.gexf,24,66,129.76190476190476,5
R-MAT.128.32.26.gexf,25,66,128.76190476190476,6
R-MAT.128.32.26.gexf,26,66,127.63636363636365,6
R-MAT.128.32.26.gexf,27,66,126.6086956521739,6
R-MAT.128.32.26.gexf,28,66,125.66666666666666,6
R-MAT.128.32.26.gexf,29,66,124.79999999999998,7
R-MAT.128.32.26.gexf,30,66,124.0,6
R-MAT.128.32.26.gexf,31,66,122.43478260869566,10
R-MAT.128.32.26.gexf,32,66,121.00000000000001,10
R-MAT.128.32.26.gexf,33,66,119.67999999999998,11
R-MAT.128.32.26.gexf,34,66,118.46153846153848,10
R-MAT.128.32.26.gexf,35,66,117.33333333333331,12
R-MAT.128.32.26.gexf,36,66,116.28571428571428,11
R-MAT.128.32.26.gexf,37,66,115.31034482758619,12
R-MAT.128.32.26.gexf,38,66,113.88000000000001,15
R-MAT.128.32.26.gexf,39,66,112.30769230769229,15
R-MAT.128.32.26.gexf,40,66,110.85185185185188,15
R-MAT.128.32.26.gexf,41,66,109.49999999999999,16
R-MAT.128.32.26.gexf,42,66,108.24137931034487,15
R-MAT.128.32.26.gexf,43,66,107.06666666666666,15
R-MAT.128.32.26.gexf,44,66,105.96774193548387,15
R-MAT.128.32.26.gexf,45,66,104.9375,16
R-MAT.128.32.26.gexf,46,66,103.969696969697,15
R-MAT.128.32.26.gexf,47,66,103.05882352941174,16
R-MAT.128.32.26.gexf,48,66,102.20000000000005,15
R-MAT.128.32.26.gexf,49,66,101.38888888888886,15
R-MAT.128.32.26.gexf,50,66,98.8125,36
R-MAT.128.32.26.gexf,51,66,94.8235294117647,36
R-MAT.128.32.26.gexf,52,66,91.27777777777783,36
R-MAT.128.32.26.gexf,53,66,88.10526315789457,36
R-MAT.128.32.26.gexf,54,66,85.24999999999989,37
R-MAT.128.32.26.gexf,55,66,82.66666666666669,35
R-MAT.128.32.26.gexf,56,66,80.31818181818173,36
R-MAT.128.32.26.gexf,57,66,78.1739130434784,36
R-MAT.128.32.26.gexf,58,66,76.20833333333334,34
R-MAT.128.32.26.gexf,59,66,74.39999999999998,35
R-MAT.128.32.26.gexf,60,66,72.73076923076927,34
R-MAT.128.32.26.gexf,61,66,71.18518518518529,34
R-MAT.128.32.26.gexf,62,66,69.75000000000011,33
R-MAT.128.32.26.gexf,63,66,68.41379310344831,34
R-MAT.128.32.26.gexf,64,66,67.1666666666666,34
R-MAT.128.32.26.gexf,65,66,65.99999999999999,33
R-MAT.128.64.26.gexf,1,83,271.0,1
R-MAT.128.64.26.gexf,2,83,271.0,1
R-MAT.128.64.26.gexf,3,83,271.0,1
R-MAT.128.64.26.gexf,4,83,271.0,1
R-MAT.128.64.26.gexf,5,83,271.0,1
R-MAT.128.64.26.gexf,6,83,271.0,1
R-MAT.128.64.26.gexf,7,83,271.0,1
R-MAT.128.64.26.gexf,8,83,271.0,1
R-MAT.128.64.26.gexf,9,83,271.0,1
R-MAT.128.64.26.gexf,10,83,271.0,1
R-MAT.128.64.26.gexf,11,83,271.0,1
R-MAT.128.64.26.gexf,12,83,269.75,2
R-MAT.128.64.26.gexf,13,83,268.1538461538462,2
R-MAT.128.64.26.gexf,14,83,266.7857142857143,2
R-MAT.128.64.26.gexf,15,83,265.6,2
R-MAT.128.64.26.gexf,16,83,264.5625,2
R-MAT.128.64.26.gexf,17,83,263.6470588235294,2
R-MAT.128.64.26.gexf,18,83,262.83333333333337,2
R-MAT.128.64.26.gexf,19,83,262.10526315789474,2
R-MAT.128.64.26.gexf,20,83,260.16666666666663,4
R-MAT.128.64.26.gexf,21,83,258.2105263157895,4
R-MAT.128.64.26.gexf,22,83,256.45000000000005,4
R-MAT.128.64.26.gexf,23,83,254.85714285714286,5
R-MAT.128.64.26.gexf,24,83,253.40909090909088,5
R-MAT.128.64.26.gexf,25,83,252.08695652173913,4
R-MAT.128.64.26.gexf,26,83,250.87499999999997,4
R-MAT.128.64.26.gexf,27,83,249.56521739130437,7
R-MAT.128.64.26.gexf,28,83,247.7083333333333,7
R-MAT.128.64.26.gexf,29,83,245.99999999999994,7
R-MAT.128.64.26.gexf,30,83,244.125,8
