path,edge connectivity,k,max multirute flow,iterations
R-MAT.64.2.1.gexf,1,6,10.0,1
R-MAT.64.2.1.gexf,2,6,10.0,1
R-MAT.64.2.1.gexf,3,6,9.333333333333334,2
R-MAT.64.2.1.gexf,4,6,7.499999999999998,4
R-MAT.64.2.1.gexf,5,6,6.0,4
R-MAT.64.4.1.gexf,1,9,13.0,1
R-MAT.64.4.1.gexf,2,9,13.0,1
R-MAT.64.4.1.gexf,3,9,13.0,1
R-MAT.64.4.1.gexf,4,9,13.0,1
R-MAT.64.4.1.gexf,5,9,13.0,1
R-MAT.64.4.1.gexf,6,9,11.666666666666668,5
R-MAT.64.4.1.gexf,7,9,10.0,6
R-MAT.64.4.1.gexf,8,9,8.999999999999998,6
R-MAT.64.8.1.gexf,1,13,21.0,1
R-MAT.64.8.1.gexf,2,13,21.0,1
R-MAT.64.8.1.gexf,3,13,21.0,1
R-MAT.64.8.1.gexf,4,13,21.0,1
R-MAT.64.8.1.gexf,5,13,21.0,1
R-MAT.64.8.1.gexf,6,13,21.0,1
R-MAT.64.8.1.gexf,7,13,20.57142857142857,3
R-MAT.64.8.1.gexf,8,13,20.25,3
R-MAT.64.8.1.gexf,9,13,20.0,2
R-MAT.64.8.1.gexf,10,13,16.5,8
R-MAT.64.8.1.gexf,11,13,14.399999999999997,8
R-MAT.64.8.1.gexf,12,13,12.999999999999998,9
R-MAT.64.16.1.gexf,1,26,47.0,1
R-MAT.64.16.1.gexf,2,26,47.0,1
R-MAT.64.16.1.gexf,3,26,47.0,1
R-MAT.64.16.1.gexf,4,26,47.0,1
R-MAT.64.16.1.gexf,5,26,47.0,1
R-MAT.64.16.1.gexf,6,26,46.66666666666667,2
R-MAT.64.16.1.gexf,7,26,45.714285714285715,2
R-MAT.64.16.1.gexf,8,26,45.0,2
R-MAT.64.16.1.gexf,9,26,43.75,3
R-MAT.64.16.1.gexf,10,26,42.625,4
R-MAT.64.16.1.gexf,11,26,41.333333333333336,4
R-MAT.64.16.1.gexf,12,26,40.3,5
R-MAT.64.16.1.gexf,13,26,38.888888888888886,6
R-MAT.64.16.1.gexf,14,26,37.5,6
R-MAT.64.16.1.gexf,15,26,36.36363636363637,6
R-MAT.64.16.1.gexf,16,26,35.416666666666664,7
R-MAT.64.16.1.gexf,17,26,34.0,10
R-MAT.64.16.1.gexf,18,26,32.3,11
R-MAT.64.16.1.gexf,19,26,30.909090909090917,10
R-MAT.64.16.1.gexf,20,26,29.75,10
R-MAT.64.16.1.gexf,21,26,28.769230769230763,11
R-MAT.64.16.1.gexf,22,26,27.92857142857143,10
R-MAT.64.16.1.gexf,23,26,27.199999999999996,11
R-MAT.64.16.1.gexf,24,26,26.5625,10
R-MAT.64.16.1.gexf,25,26,25.999999999999996,10
R-MAT.64.32.1.gexf,1,34,92.0,1
R-MAT.64.32.1.gexf,2,34,92.0,1
R-MAT.64.32.1.gexf,3,34,92.0,1
R-MAT.64.32.1.gexf,4,34,92.0,1
R-MAT.64.32.1.gexf,5,34,92.0,1
R-MAT.64.32.1.gexf,6,34,91.0,2
R-MAT.64.32.1.gexf,7,34,89.14285714285714,2
R-MAT.64.32.1.gexf,8,34,87.75,2
R-MAT.64.32.1.gexf,9,34,86.25,3
R-MAT.64.32.1.gexf,10,34,84.33333333333334,3
R-MAT.64.32.1.gexf,11,34,82.8,4
R-MAT.64.32.1.gexf,12,34,81.54545454545455,3
R-MAT.64.32.1.gexf,13,34,79.8,5
R-MAT.64.32.1.gexf,14,34,77.72727272727272,5
R-MAT.64.32.1.gexf,15,34,75.2,7
R-MAT.64.32.1.gexf,16,34,72.63636363636364,7
R-MAT.64.32.1.gexf,17,34,70.19999999999999,9
R-MAT.64.32.1.gexf,18,34,67.36363636363637,9
R-MAT.64.32.1.gexf,19,34,65.0,9
R-MAT.64.32.1.gexf,20,34,63.0,10
R-MAT.64.32.1.gexf,21,34,59.400000000000006,13
R-MAT.64.32.1.gexf,22,34,56.45454545454544,13
R-MAT.64.32.1.gexf,23,34,53.99999999999999,13
R-MAT.64.32.1.gexf,24,34,51.923076923076934,14
R-MAT.64.32.1.gexf,25,34,49.11111111111115,18
R-MAT.64.32.1.gexf,26,34,45.900000000000006,18
R-MAT.64.32.1.gexf,27,34,43.27272727272729,19
R-MAT.64.32.1.gexf,28,34,41.08333333333333,18
R-MAT.64.32.1.gexf,29,34,39.23076923076921,19
R-MAT.64.32.1.gexf,30,34,37.64285714285715,18
R-MAT.64.32.1.gexf,31,34,36.26666666666666,18
R-MAT.64.32.1.gexf,32,34,35.0625,18
R-MAT.64.32.1.gexf,33,34,33.99999999999999,18
R-MAT.64.64.1.gexf,1,45,197.0,1
R-MAT.64.64.1.gexf,2,45,197.0,1
R-MAT.64.64.1.gexf,3,45,197.0,1
R-MAT.64.64.1.gexf,4,45,197.0,1
R-MAT.64.64.1.gexf,5,45,197.0,1
R-MAT.64.64.1.gexf,6,45,197.0,1
R-MAT.64.64.1.gexf,7,45,197.0,1
R-MAT.64.64.1.gexf,8,45,197.0,1
R-MAT.64.64.1.gexf,9,45,196.66666666666669,2
R-MAT.64.64.1.gexf,10,45,194.7,2
R-MAT.64.64.1.gexf,11,45,193.0909090909091,3
R-MAT.64.64.1.gexf,12,45,191.75,2
R-MAT.64.64.1.gexf,13,45,190.6153846153846,2
R-MAT.64.64.1.gexf,14,45,189.23076923076923,3
R-MAT.64.64.1.gexf,15,45,187.07692307692307,4
R-MAT.64.64.1.gexf,16,45,184.3846153846154,5
R-MAT.64.64.1.gexf,17,45,181.28571428571428,5
R-MAT.64.64.1.gexf,18,45,177.7857142857143,6
R-MAT.64.64.1.gexf,19,45,173.84615384615384,9
R-MAT.64.64.1.gexf,20,45,169.50000000000003,8
R-MAT.64.64.1.gexf,21,45,165.0,9
R-MAT.64.64.1.gexf,22,45,161.0,10
R-MAT.64.64.1.gexf,23,45,155.07692307692307,13
R-MAT.64.64.1.gexf,24,45,150.0,12
R-MAT.64.64.1.gexf,25,45,145.60000000000005,12
R-MAT.64.64.1.gexf,26,45,141.75,12
R-MAT.64.64.1.gexf,27,45,138.00000000000003,16
R-MAT.64.64.1.gexf,28,45,133.4000000000001,15
R-MAT.64.64.1.gexf,29,45,129.375,15
R-MAT.64.64.1.gexf,30,45,125.82352941176474,16
R-MAT.64.64.1.gexf,31,45,121.1428571428572,19
R-MAT.64.64.1.gexf,32,45,116.59999999999998,20
R-MAT.64.64.1.gexf,33,45,112.62499999999997,19
R-MAT.64.64.1.gexf,34,45,109.11764705882356,20
R-MAT.64.64.1.gexf,35,45,104.40000000000006,27
R-MAT.64.64.1.gexf,36,45,97.54545454545462,27
R-MAT.64.64.1.gexf,37,45,91.83333333333321,28
R-MAT.64.64.1.gexf,38,45,86.99999999999989,27
R-MAT.64.64.1.gexf,39,45,82.8571428571428,28
R-MAT.64.64.1.gexf,40,45,73.79999999999984,37
R-MAT.64.64.1.gexf,41,45,63.0000000000002,37
R-MAT.64.64.1.gexf,42,45,55.28571428571425,38
R-MAT.64.64.1.gexf,43,45,49.4999999999999,37
R-MAT.64.64.1.gexf,44,45,45.0,37
R-MAT.64.128.1.gexf,1,53,421.0,1
R-MAT.64.128.1.gexf,2,53,421.0,1
R-MAT.64.128.1.gexf,3,53,421.0,1
R-MAT.64.128.1.gexf,4,53,421.0,1
R-MAT.64.128.1.gexf,5,53,421.0,1
R-MAT.64.128.1.gexf,6,53,421.0,1
R-MAT.64.128.1.gexf,7,53,417.1428571428571,3
R-MAT.64.128.1.gexf,8,53,410.625,2
R-MAT.64.128.1.gexf,9,53,405.55555555555554,2
R-MAT.64.128.1.gexf,10,53,401.5,2
R-MAT.64.128.1.gexf,11,53,398.1818181818182,3
R-MAT.64.128.1.gexf,12,53,394.72727272727275,4
R-MAT.64.128.1.gexf,13,53,389.66666666666663,3
R-MAT.64.128.1.gexf,14,53,385.38461538461536,4
R-MAT.64.128.1.gexf,15,53,380.3076923076923,4
R-MAT.64.128.1.gexf,16,53,375.2142857142858,4
R-MAT.64.128.1.gexf,17,53,370.79999999999995,5
R-MAT.64.128.1.gexf,18,53,365.07142857142856,8
R-MAT.64.128.1.gexf,19,53,357.14285714285717,7
R-MAT.64.128.1.gexf,20,53,350.0,7
R-MAT.64.128.1.gexf,21,53,343.20000000000005,8
R-MAT.64.128.1.gexf,22,53,335.14285714285717,11
R-MAT.64.128.1.gexf,23,53,325.7142857142857,11
R-MAT.64.128.1.gexf,24,53,316.0714285714286,12
R-MAT.64.128.1.gexf,25,53,306.80000000000007,12
R-MAT.64.128.1.gexf,26,53,298.6875,12
R-MAT.64.128.1.gexf,27,53,289.33333333333337,15
R-MAT.64.128.1.gexf,28,53,280.3333333333335,16
