path,edge connectivity,k,max multirute flow,iterations
R-MAT.64.2.76.gexf,1,4,6.0,1
R-MAT.64.2.76.gexf,2,4,6.0,1
R-MAT.64.2.76.gexf,3,4,3.9999999999999964,4
R-MAT.64.4.76.gexf,1,6,7.0,1
R-MAT.64.4.76.gexf,2,6,7.0,1
R-MAT.64.4.76.gexf,3,6,6.666666666666667,2
R-MAT.64.4.76.gexf,4,6,6.25,2
R-MAT.64.4.76.gexf,5,6,6.0,2
R-MAT.64.8.76.gexf,1,9,17.0,1
R-MAT.64.8.76.gexf,2,9,17.0,1
R-MAT.64.8.76.gexf,3,9,17.0,1
R-MAT.64.8.76.gexf,4,9,16.25,2
R-MAT.64.8.76.gexf,5,9,15.0,3
R-MAT.64.8.76.gexf,6,9,14.0,3
R-MAT.64.8.76.gexf,7,9,10.666666666666666,6
R-MAT.64.8.76.gexf,8,9,9.0,6
R-MAT.64.16.76.gexf,1,17,26.0,1
R-MAT.64.16.76.gexf,2,17,26.0,1
R-MAT.64.16.76.gexf,3,17,25.333333333333332,2
R-MAT.64.16.76.gexf,4,17,23.75,2
R-MAT.64.16.76.gexf,5,17,22.8,2
R-MAT.64.16.76.gexf,6,17,22.166666666666664,2
R-MAT.64.16.76.gexf,7,17,21.714285714285715,2
R-MAT.64.16.76.gexf,8,17,21.375,2
R-MAT.64.16.76.gexf,9,17,21.11111111111111,2
R-MAT.64.16.76.gexf,10,17,20.428571428571427,6
R-MAT.64.16.76.gexf,11,17,19.5,6
R-MAT.64.16.76.gexf,12,17,18.77777777777778,5
R-MAT.64.16.76.gexf,13,17,18.200000000000003,5
R-MAT.64.16.76.gexf,14,17,17.727272727272727,5
R-MAT.64.16.76.gexf,15,17,17.333333333333332,5
R-MAT.64.16.76.gexf,16,17,16.999999999999996,5
R-MAT.64.32.76.gexf,1,36,100.0,1
R-MAT.64.32.76.gexf,2,36,100.0,1
R-MAT.64.32.76.gexf,3,36,100.0,1
R-MAT.64.32.76.gexf,4,36,100.0,1
R-MAT.64.32.76.gexf,5,36,98.4,2
R-MAT.64.32.76.gexf,6,36,95.66666666666666,2
R-MAT.64.32.76.gexf,7,36,93.71428571428572,2
R-MAT.64.32.76.gexf,8,36,92.25,2
R-MAT.64.32.76.gexf,9,36,90.0,3
R-MAT.64.32.76.gexf,10,36,88.0,3
R-MAT.64.32.76.gexf,11,36,86.4,3
R-MAT.64.32.76.gexf,12,36,84.5,4
R-MAT.64.32.76.gexf,13,36,82.6,5
R-MAT.64.32.76.gexf,14,36,80.45454545454545,5
R-MAT.64.32.76.gexf,15,36,78.66666666666667,5
R-MAT.64.32.76.gexf,16,36,77.15384615384615,5
R-MAT.64.32.76.gexf,17,36,75.85714285714285,6
R-MAT.64.32.76.gexf,18,36,74.41666666666667,8
R-MAT.64.32.76.gexf,19,36,72.30769230769229,9
