construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
cut,cap,first,Small.50.6.2.1.gexf,50,300,2,1,"[6, 6, 6, 6]",6.0,4.0,4.0,inf,3508,0,0,0,0,"[6.0, 4.0]",Small,50,6,2,1,gexf
cut,cap,first,Small.50.6.2.1.gexf,50,300,3,2,"[6, 6, 6, 6]",6.0,3.0,3.0,inf,3537,0,0,0,0,"[6.0, 3.0]",Small,50,6,2,1,gexf
cut,cap,first,Small.50.6.2.1.gexf,50,300,5,3,"[6, 6, 6, 6]",6.0,1.0,1.0,inf,3659,0,0,0,0,"[6.0, 1.0]",Small,50,6,2,1,gexf
cut,cap,first,Small.50.6.2.1.gexf,50,F,10,4,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Small,50,6,2,1,gexf
cut,cap,first,Small.50.6.2.1.gexf,50,F,50,5,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Small,50,6,2,1,gexf
cut,cap,first,Small.50.6.5.1.gexf,50,300,2,1,"[5, 5, 5, 5]",5.0,3.0,3.0,inf,3570,0,0,0,0,"[5.0, 3.0]",Small,50,6,5,1,gexf
cut,cap,first,Small.50.6.5.1.gexf,50,300,3,2,"[5, 5, 5, 5]",5.0,2.0,2.0,inf,3538,0,0,0,0,"[5.0, 2.0]",Small,50,6,5,1,gexf
cut,cap,first,Small.50.6.5.1.gexf,50,F,5,3,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,1,gexf
cut,cap,first,Small.50.6.5.1.gexf,50,F,10,4,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,1,gexf
cut,cap,first,Small.50.6.5.1.gexf,50,F,50,5,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,1,gexf
cut,cap,first,Small.50.10.2.1.gexf,50,500,2,1,"[9, 9, 9, 9]",9.0,7.0,7.0,inf,2346,0,0,0,0,"[9.0, 7.0]",Small,50,10,2,1,gexf
cut,cap,first,Small.50.10.2.1.gexf,50,500,3,2,"[9, 9, 9, 9]",9.0,6.0,6.0,inf,2333,0,0,0,0,"[9.0, 6.0]",Small,50,10,2,1,gexf
cut,cap,first,Small.50.10.2.1.gexf,50,500,5,3,"[9, 9, 9, 9]",9.0,4.0,4.0,inf,2366,0,0,0,0,"[9.0, 4.0]",Small,50,10,2,1,gexf
cut,cap,first,Small.50.10.2.1.gexf,50,F,10,4,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,50,10,2,1,gexf
cut,cap,first,Small.50.10.2.1.gexf,50,F,50,5,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,50,10,2,1,gexf
cut,cap,first,Small.50.10.5.1.gexf,50,500,2,1,"[9, 9, 9, 9]",9.0,7.0,7.0,inf,2305,0,0,0,0,"[9.0, 7.0]",Small,50,10,5,1,gexf
cut,cap,first,Small.50.10.5.1.gexf,50,500,3,2,"[9, 9, 9, 9]",9.0,6.0,6.0,inf,2339,0,0,0,0,"[9.0, 6.0]",Small,50,10,5,1,gexf
cut,cap,first,Small.50.10.5.1.gexf,50,500,5,3,"[9, 9, 9, 9]",9.0,4.0,4.0,inf,2390,0,0,0,0,"[9.0, 4.0]",Small,50,10,5,1,gexf
cut,cap,first,Small.50.10.5.1.gexf,50,F,10,4,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,50,10,5,1,gexf
cut,cap,first,Small.50.10.5.1.gexf,50,F,50,5,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,50,10,5,1,gexf
cut,cap,first,Small.50.24.2.1.gexf,50,1200,2,1,"[21, 21, 21, 21]",21.0,19.0,19.0,inf,1043,0,0,0,0,"[21.0, 19.0]",Small,50,24,2,1,gexf
cut,cap,first,Small.50.24.2.1.gexf,50,1200,3,2,"[21, 21, 21, 21]",21.0,18.0,18.0,inf,1043,0,0,0,0,"[21.0, 18.0]",Small,50,24,2,1,gexf
cut,cap,first,Small.50.24.2.1.gexf,50,1200,5,3,"[21, 21, 21, 21]",21.0,16.0,16.0,inf,1047,0,0,0,0,"[21.0, 16.0]",Small,50,24,2,1,gexf
cut,cap,first,Small.50.24.2.1.gexf,50,1200,10,4,"[21, 21, 21, 21]",21.0,11.0,11.0,inf,1055,0,0,0,0,"[21.0, 11.0]",Small,50,24,2,1,gexf
cut,cap,first,Small.50.24.2.1.gexf,50,F,50,5,"[21, 21, 21, 21]",F,F,F,F,F,F,F,F,F,F,Small,50,24,2,1,gexf
cut,cap,first,Small.50.24.5.1.gexf,50,1200,2,1,"[24, 24, 24, 24]",24.0,22.0,22.0,inf,1030,0,0,0,0,"[24.0, 22.0]",Small,50,24,5,1,gexf
cut,cap,first,Small.50.24.5.1.gexf,50,1200,3,2,"[24, 24, 24, 24]",24.0,21.0,21.0,inf,1042,0,0,0,0,"[24.0, 21.0]",Small,50,24,5,1,gexf
cut,cap,first,Small.50.24.5.1.gexf,50,1200,5,3,"[24, 24, 24, 24]",24.0,19.0,19.0,inf,1041,0,0,0,0,"[24.0, 19.0]",Small,50,24,5,1,gexf
cut,cap,first,Small.50.24.5.1.gexf,50,1200,10,4,"[24, 24, 24, 24]",24.0,14.0,14.0,inf,1049,0,0,0,0,"[24.0, 14.0]",Small,50,24,5,1,gexf
cut,cap,first,Small.50.24.5.1.gexf,50,F,50,5,"[24, 24, 24, 24]",F,F,F,F,F,F,F,F,F,F,Small,50,24,5,1,gexf
cut,cap,first,Small.50.6.2.2.gexf,50,300,2,1,"[5, 5, 5, 5]",5.0,3.0,3.0,inf,3665,0,0,0,0,"[5.0, 3.0]",Small,50,6,2,2,gexf
cut,cap,first,Small.50.6.2.2.gexf,50,300,3,2,"[5, 5, 5, 5]",5.0,2.0,2.0,inf,3700,0,0,0,0,"[5.0, 2.0]",Small,50,6,2,2,gexf
cut,cap,first,Small.50.6.2.2.gexf,50,F,5,3,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,2,2,gexf
cut,cap,first,Small.50.6.2.2.gexf,50,F,10,4,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,2,2,gexf
cut,cap,first,Small.50.6.2.2.gexf,50,F,50,5,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,50,6,2,2,gexf
cut,cap,first,Small.50.6.5.2.gexf,50,300,2,1,"[4, 4, 4, 4]",4.0,2.0,2.0,inf,3678,0,0,0,0,"[4.0, 2.0]",Small,50,6,5,2,gexf
cut,cap,first,Small.50.6.5.2.gexf,50,300,3,2,"[4, 4, 4, 4]",4.0,1.0,1.0,inf,3723,0,0,0,0,"[4.0, 1.0]",Small,50,6,5,2,gexf
cut,cap,first,Small.50.6.5.2.gexf,50,F,5,3,"[4, 4, 4, 4]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,2,gexf
cut,cap,first,Small.50.6.5.2.gexf,50,F,10,4,"[4, 4, 4, 4]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,2,gexf
cut,cap,first,Small.50.6.5.2.gexf,50,F,50,5,"[4, 4, 4, 4]",F,F,F,F,F,F,F,F,F,F,Small,50,6,5,2,gexf
