construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
card,tabu,sim,Rand.Uni.1000.5.1.gexf,1000,5000,2,1,"[10, 10, 10, 10]",4.821185941157136,3.083848362407877,3.083848362407877,4.072711187310794,247,247,247,0,2,"[4.821185941157136, 3.083848362407877, 4.072711187310794, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136]",Rand,Uni,1000,5,1,gexf
card,tabu,sim,Rand.Uni.1000.5.1.gexf,1000,5000,3,2,"[10, 10, 10, 10]",4.821185941157136,2.3393557312493187,2.3393557312493187,3.0838483624078767,197,173,171,0,2,"[4.821185941157136, 2.3393557312493187, 3.0838483624078767, 3.0838483624078767, 4.072711187310794, 4.072711187310794, 4.072711187310794, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.238233940438851, 4.238233940438851, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445, 4.340518584637445]",Rand,Uni,1000,5,1,gexf
card,tabu,sim,Rand.Uni.1000.5.1.gexf,1000,5000,5,3,"[10, 10, 10, 10]",4.821185941157136,1.0863538199346037,1.0863538199346037,1.7564037305310345,235,235,235,50,1,"[4.821185941157136, 1.0863538199346037, 1.7564037305310345, 2.339355731249319, 3.0878304850956604, 3.0878304850956604, 3.8323231162542184, 3.8323231162542184, 3.8323231162542184, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136, 4.821185941157136]",Rand,Uni,1000,5,1,gexf
card,tabu,sim,Rand.Uni.1000.5.1.gexf,1000,F,10,4,"[10, 10, 10, 10]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,5,1,gexf
card,tabu,sim,Rand.Uni.1000.5.1.gexf,1000,F,50,5,"[10, 10, 10, 10]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,5,1,gexf
card,tabu,sim,Rand.Uni.1000.10.1.gexf,1000,10000,2,1,"[16, 16, 16, 16]",8.62746284830862,7.122291945389655,7.122291945389655,8.087082668453823,133,133,133,0,0,"[8.62746284830862, 7.122291945389655, 8.087082668453823, 8.087082668453823, 8.087082668453823, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862, 8.62746284830862]",Rand,Uni,1000,10,1,gexf
card,tabu,sim,Rand.Uni.1000.10.1.gexf,1000,10000,3,2,"[16, 16, 16, 16]",8.62746284830862,6.249477781502726,6.249477781502726,7.130745703463009,104,99,98,0,0,"[8.62746284830862, 6.249477781502726, 7.130745703463009, 8.003559867349939, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.627462848308621, 8.15429803668566, 8.15429803668566, 8.15429803668566, 8.15429803668566]",Rand,Uni,1000,10,1,gexf
card,tabu,sim,Rand.Uni.1000.10.1.gexf,1000,10000,5,3,"[16, 16, 16, 16]",8.62746284830862,4.672862865531096,4.672862865531096,5.637653588595264,122,122,122,33,1,"[8.62746284830862, 4.672862865531096, 5.637653588595264, 6.477498862031027, 7.3503130259179565, 8.23158094787824, 8.23158094787824, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623]",Rand,Uni,1000,10,1,gexf
card,tabu,sim,Rand.Uni.1000.10.1.gexf,1000,10000,10,4,"[16, 16, 16, 16]",8.62746284830862,1.6699853513530845,1.6699853513530845,2.2404677152783092,110,110,110,22,0,"[8.62746284830862, 1.6699853513530845, 2.2404677152783092, 2.9164326060956216, 3.88122332915979, 4.721068602595552, 5.243768811721498, 6.125036733681781, 6.125036733681781, 6.997850897568711, 6.997850897568711, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 7.695555702561288, 8.23158094787824, 8.23158094787824, 8.23158094787824, 8.23158094787824, 8.23158094787824, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623, 8.627462848308623]",Rand,Uni,1000,10,1,gexf
card,tabu,sim,Rand.Uni.1000.10.1.gexf,1000,F,50,5,"[16, 16, 16, 16]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,10,1,gexf
