construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4
3796	cut	cap	first	Complete.1000.20.80.gexf	1000	999000	2	1	[999, 999, 999, 999]	9833	9795	9795	inf	1	0	0	0	0	[9833, 9795]	Complete	1000	20	80	gexf
3797	cut	cap	first	Complete.1000.20.80.gexf	1000	999000	3	2	[999, 999, 999, 999]	9833	9776	9776	inf	1	0	0	0	0	[9833, 9776]	Complete	1000	20	80	gexf
3798	cut	cap	first	Complete.1000.20.80.gexf	1000	999000	5	3	[999, 999, 999, 999]	9833	9738	9738	inf	1	0	0	0	0	[9833, 9738]	Complete	1000	20	80	gexf
3799	cut	cap	first	Complete.1000.20.80.gexf	1000	999000	10	4	[999, 999, 999, 999]	9833	9643	9643	inf	1	0	0	0	0	[9833, 9643]	Complete	1000	20	80	gexf
3800	cut	cap	first	Complete.1000.20.80.gexf	1000	999000	50	5	[999, 999, 999, 999]	9833	8883	8883	inf	1	0	0	0	0	[9833, 8883]	Complete	1000	20	80	gexf
3801	cut	cap	first	Complete.1000.1.81.gexf	1000	999000	2	1	[999, 999, 999, 999]	487.62870223559	485.631501632906	485.6315016329059	inf	1	0	0	0	0	[487.6287022355903, 485.6315016329059]	Complete	1000	1	81	gexf
3802	cut	cap	first	Complete.1000.1.81.gexf	1000	999000	3	2	[999, 999, 999, 999]	487.62870223559	484.633335722967	484.6333357229672	inf	1	0	0	0	0	[487.6287022355903, 484.6333357229672]	Complete	1000	1	81	gexf
3803	cut	cap	first	Complete.1000.1.81.gexf	1000	999000	5	3	[999, 999, 999, 999]	487.62870223559	482.638028530903	482.6380285309028	inf	1	0	0	0	0	[487.6287022355903, 482.6380285309028]	Complete	1000	1	81	gexf
3804	cut	cap	first	Complete.1000.1.81.gexf	1000	999000	10	4	[999, 999, 999, 999]	487.62870223559	477.670997153005	477.67099715300543	inf	1	0	0	0	0	[487.6287022355903, 477.67099715300543]	Complete	1000	1	81	gexf
3805	cut	cap	first	Complete.1000.1.81.gexf	1000	999000	50	5	[999, 999, 999, 999]	487.62870223559	438.830016330421	438.8300163304213	inf	1	0	0	0	0	[487.6287022355903, 438.8300163304213]	Complete	1000	1	81	gexf
3806	cut	cap	first	Complete.1000.20.81.gexf	1000	999000	2	1	[999, 999, 999, 999]	9918	9880	9880	inf	1	0	0	0	0	[9918, 9880]	Complete	1000	20	81	gexf
3807	cut	cap	first	Complete.1000.20.81.gexf	1000	999000	3	2	[999, 999, 999, 999]	9918	9861	9861	inf	1	0	0	0	0	[9918, 9861]	Complete	1000	20	81	gexf
3808	cut	cap	first	Complete.1000.20.81.gexf	1000	999000	5	3	[999, 999, 999, 999]	9918	9823	9823	inf	1	0	0	0	0	[9918, 9823]	Complete	1000	20	81	gexf
3809	cut	cap	first	Complete.1000.20.81.gexf	1000	999000	10	4	[999, 999, 999, 999]	9918	9728	9728	inf	1	0	0	0	0	[9918, 9728]	Complete	1000	20	81	gexf
3810	cut	cap	first	Complete.1000.20.81.gexf	1000	999000	50	5	[999, 999, 999, 999]	9918	8974	8974	inf	1	0	0	0	0	[9918, 8974]	Complete	1000	20	81	gexf
3811	cut	cap	first	Complete.1000.1.82.gexf	1000	999000	2	1	[999, 999, 999, 999]	493.800123390425	491.805607983535	491.8056079835347	inf	1	0	0	0	0	[493.8001233904254, 491.8056079835347]	Complete	1000	1	82	gexf
3812	cut	cap	first	Complete.1000.1.82.gexf	1000	999000	3	2	[999, 999, 999, 999]	493.800123390425	490.812647073346	490.8126470733464	inf	1	0	0	0	0	[493.8001233904254, 490.8126470733464]	Complete	1000	1	82	gexf
3813	cut	cap	first	Complete.1000.1.82.gexf	1000	999000	5	3	[999, 999, 999, 999]	493.800123390425	488.828136834344	488.82813683434426	inf	1	0	0	0	0	[493.8001233904254, 488.82813683434426]	Complete	1000	1	82	gexf
3814	cut	cap	first	Complete.1000.1.82.gexf	1000	999000	10	4	[999, 999, 999, 999]	493.800123390425	483.884611084007	483.8846110840065	inf	1	0	0	0	0	[493.8001233904254, 483.8846110840065]	Complete	1000	1	82	gexf
3815	cut	cap	first	Complete.1000.1.82.gexf	1000	999000	50	5	[999, 999, 999, 999]	493.800123390425	445.499196303745	445.4991963037447	inf	1	0	0	0	0	[493.8001233904254, 445.4991963037447]	Complete	1000	1	82	gexf
3816	cut	cap	first	Complete.1000.20.82.gexf	1000	999000	2	1	[999, 999, 999, 999]	9907	9869	9869	inf	1	0	0	0	0	[9907, 9869]	Complete	1000	20	82	gexf
3817	cut	cap	first	Complete.1000.20.82.gexf	1000	999000	3	2	[999, 999, 999, 999]	9907	9850	9850	inf	1	0	0	0	0	[9907, 9850]	Complete	1000	20	82	gexf
3818	cut	cap	first	Complete.1000.20.82.gexf	1000	999000	5	3	[999, 999, 999, 999]	9907	9812	9812	inf	1	0	0	0	0	[9907, 9812]	Complete	1000	20	82	gexf
3819	cut	cap	first	Complete.1000.20.82.gexf	1000	999000	10	4	[999, 999, 999, 999]	9907	9717	9717	inf	1	0	0	0	0	[9907, 9717]	Complete	1000	20	82	gexf
3820	cut	cap	first	Complete.1000.20.82.gexf	1000	999000	50	5	[999, 999, 999, 999]	9907	8957	8957	inf	1	0	0	0	0	[9907, 8957]	Complete	1000	20	82	gexf
3821	cut	cap	first	Complete.1000.1.83.gexf	1000	999000	2	1	[999, 999, 999, 999]	484.396552025956	482.397731613642	482.39773161364155	inf	1	0	0	0	0	[484.396552025956, 482.39773161364155]	Complete	1000	1	83	gexf
3822	cut	cap	first	Complete.1000.1.83.gexf	1000	999000	3	2	[999, 999, 999, 999]	484.396552025956	481.399168276511	481.39916827651075	inf	1	0	0	0	0	[484.396552025956, 481.39916827651075]	Complete	1000	1	83	gexf
3823	cut	cap	first	Complete.1000.1.83.gexf	1000	999000	5	3	[999, 999, 999, 999]	484.396552025956	479.404793224866	479.40479322486556	inf	1	0	0	0	0	[484.396552025956, 479.40479322486556]	Complete	1000	1	83	gexf
3824	cut	cap	first	Complete.1000.1.83.gexf	1000	999000	10	4	[999, 999, 999, 999]	484.396552025956	474.442825770203	474.44282577020255	inf	1	0	0	0	0	[484.396552025956, 474.44282577020255]	Complete	1000	1	83	gexf
3825	cut	cap	first	Complete.1000.1.83.gexf	1000	999000	50	5	[999, 999, 999, 999]	484.396552025956	436.07035654815	436.0703565481496	inf	1	0	0	0	0	[484.396552025956, 436.0703565481496]	Complete	1000	1	83	gexf
3826	cut	cap	first	Complete.1000.20.83.gexf	1000	999000	2	1	[999, 999, 999, 999]	10028	9990	9990	inf	1	0	0	0	0	[10028, 9990]	Complete	1000	20	83	gexf
3827	cut	cap	first	Complete.1000.20.83.gexf	1000	999000	3	2	[999, 999, 999, 999]	10028	9971	9971	inf	1	0	0	0	0	[10028, 9971]	Complete	1000	20	83	gexf
3828	cut	cap	first	Complete.1000.20.83.gexf	1000	999000	5	3	[999, 999, 999, 999]	10028	9933	9933	inf	1	0	0	0	0	[10028, 9933]	Complete	1000	20	83	gexf
3829	cut	cap	first	Complete.1000.20.83.gexf	1000	999000	10	4	[999, 999, 999, 999]	10028	9838	9838	inf	1	0	0	0	0	[10028, 9838]	Complete	1000	20	83	gexf
3830	cut	cap	first	Complete.1000.20.83.gexf	1000	999000	50	5	[999, 999, 999, 999]	10028	9078	9078	inf	1	0	0	0	0	[10028, 9078]	Complete	1000	20	83	gexf
3831	cut	cap	first	Complete.1000.1.84.gexf	1000	999000	2	1	[999, 999, 999, 999]	508.192665421232	506.197614350056	506.197614350056	inf	1	0	0	0	0	[508.1926654212323, 506.197614350056]	Complete	1000	1	84	gexf
3832	cut	cap	first	Complete.1000.1.84.gexf	1000	999000	3	2	[999, 999, 999, 999]	508.192665421232	505.202049109402	505.202049109402	inf	1	0	0	0	0	[508.1926654212323, 505.202049109402]	Complete	1000	1	84	gexf
3833	cut	cap	first	Complete.1000.1.84.gexf	1000	999000	5	3	[999, 999, 999, 999]	508.192665421232	503.212389513019	503.2123895130191	inf	1	0	0	0	0	[508.1926654212323, 503.2123895130191]	Complete	1000	1	84	gexf
3834	cut	cap	first	Complete.1000.1.84.gexf	1000	999000	10	4	[999, 999, 999, 999]	508.192665421232	498.261518285579	498.2615182855785	inf	1	0	0	0	0	[508.1926654212323, 498.2615182855785]	Complete	1000	1	84	gexf
3835	cut	cap	first	Complete.1000.1.84.gexf	1000	999000	50	5	[999, 999, 999, 999]	508.192665421232	459.522555546041	459.52255554604125	inf	1	0	0	0	0	[508.1926654212323, 459.52255554604125]	Complete	1000	1	84	gexf
3836	cut	cap	first	Complete.1000.20.84.gexf	1000	999000	2	1	[999, 999, 999, 999]	9982	9944	9944	inf	1	0	0	0	0	[9982, 9944]	Complete	1000	20	84	gexf
3837	cut	cap	first	Complete.1000.20.84.gexf	1000	999000	3	2	[999, 999, 999, 999]	9982	9925	9925	inf	1	0	0	0	0	[9982, 9925]	Complete	1000	20	84	gexf
3838	cut	cap	first	Complete.1000.20.84.gexf	1000	999000	5	3	[999, 999, 999, 999]	9982	9887	9887	inf	1	0	0	0	0	[9982, 9887]	Complete	1000	20	84	gexf
3839	cut	cap	first	Complete.1000.20.84.gexf	1000	999000	10	4	[999, 999, 999, 999]	9982	9792	9792	inf	1	0	0	0	0	[9982, 9792]	Complete	1000	20	84	gexf
3840	cut	cap	first	Complete.1000.20.84.gexf	1000	999000	50	5	[999, 999, 999, 999]	9982	9036	9036	inf	1	0	0	0	0	[9982, 9036]	Complete	1000	20	84	gexf
3841	cut	cap	first	Complete.1000.1.85.gexf	1000	999000	2	1	[999, 999, 999, 999]	487.227406569214	485.231253406664	485.231253406664	inf	1	0	0	0	0	[487.22740656921445, 485.231253406664]	Complete	1000	1	85	gexf
3842	cut	cap	first	Complete.1000.1.85.gexf	1000	999000	3	2	[999, 999, 999, 999]	487.227406569214	484.234579095332	484.2345790953323	inf	1	0	0	0	0	[487.22740656921445, 484.2345790953323]	Complete	1000	1	85	gexf
3843	cut	cap	first	Complete.1000.1.85.gexf	1000	999000	5	3	[999, 999, 999, 999]	487.227406569214	482.24318018944	482.24318018943984	inf	1	0	0	0	0	[487.22740656921445, 482.24318018943984]	Complete	1000	1	85	gexf
3844	cut	cap	first	Complete.1000.1.85.gexf	1000	999000	10	4	[999, 999, 999, 999]	487.227406569214	477.276462796898	477.27646279689765	inf	1	0	0	0	0	[487.22740656921445, 477.27646279689765]	Complete	1000	1	85	gexf
3845	cut	cap	first	Complete.1000.1.85.gexf	1000	999000	50	5	[999, 999, 999, 999]	487.227406569214	438.558800506885	438.55880050688535	inf	1	0	0	0	0	[487.22740656921445, 438.55880050688535]	Complete	1000	1	85	gexf
3846	cut	cap	first	Complete.1000.20.85.gexf	1000	999000	2	1	[999, 999, 999, 999]	9806	9768	9768	inf	1	0	0	0	0	[9806, 9768]	Complete	1000	20	85	gexf
3847	cut	cap	first	Complete.1000.20.85.gexf	1000	999000	3	2	[999, 999, 999, 999]	9806	9749	9749	inf	1	0	0	0	0	[9806, 9749]	Complete	1000	20	85	gexf
3848	cut	cap	first	Complete.1000.20.85.gexf	1000	999000	5	3	[999, 999, 999, 999]	9806	9711	9711	inf	1	0	0	0	0	[9806, 9711]	Complete	1000	20	85	gexf
3849	cut	cap	first	Complete.1000.20.85.gexf	1000	999000	10	4	[999, 999, 999, 999]	9806	9616	9616	inf	1	0	0	0	0	[9806, 9616]	Complete	1000	20	85	gexf
3850	cut	cap	first	Complete.1000.20.85.gexf	1000	999000	50	5	[999, 999, 999, 999]	9806	8858	8858	inf	1	0	0	0	0	[9806, 8858]	Complete	1000	20	85	gexf
3851	cut	cap	first	Complete.1000.1.86.gexf	1000	999000	2	1	[999, 999, 999, 999]	495.294530959711	493.296280185032	493.29628018503166	inf	1	0	0	0	0	[495.29453095971144, 493.29628018503166]	Complete	1000	1	86	gexf
3852	cut	cap	first	Complete.1000.1.86.gexf	1000	999000	3	2	[999, 999, 999, 999]	495.294530959711	492.298659323702	492.29865932370234	inf	1	0	0	0	0	[495.29453095971144, 492.29865932370234]	Complete	1000	1	86	gexf
3853	cut	cap	first	Complete.1000.1.86.gexf	1000	999000	5	3	[999, 999, 999, 999]	495.294530959711	490.304830082005	490.3048300820049	inf	1	0	0	0	0	[495.29453095971144, 490.3048300820049]	Complete	1000	1	86	gexf
3854	cut	cap	first	Complete.1000.1.86.gexf	1000	999000	10	4	[999, 999, 999, 999]	495.294530959711	485.341010750052	485.3410107500516	inf	1	0	0	0	0	[495.29453095971144, 485.3410107500516]	Complete	1000	1	86	gexf
3855	cut	cap	first	Complete.1000.1.86.gexf	1000	999000	50	5	[999, 999, 999, 999]	495.294530959711	446.656421016815	446.65642101681505	inf	1	0	0	0	0	[495.29453095971144, 446.65642101681505]	Complete	1000	1	86	gexf
3856	cut	cap	first	Complete.1000.20.86.gexf	1000	999000	2	1	[999, 999, 999, 999]	9993	9955	9955	inf	1	0	0	0	0	[9993, 9955]	Complete	1000	20	86	gexf
3857	cut	cap	first	Complete.1000.20.86.gexf	1000	999000	3	2	[999, 999, 999, 999]	9993	9936	9936	inf	1	0	0	0	0	[9993, 9936]	Complete	1000	20	86	gexf
3858	cut	cap	first	Complete.1000.20.86.gexf	1000	999000	5	3	[999, 999, 999, 999]	9993	9898	9898	inf	1	0	0	0	0	[9993, 9898]	Complete	1000	20	86	gexf
3859	cut	cap	first	Complete.1000.20.86.gexf	1000	999000	10	4	[999, 999, 999, 999]	9993	9803	9803	inf	1	0	0	0	0	[9993, 9803]	Complete	1000	20	86	gexf
3860	cut	cap	first	Complete.1000.20.86.gexf	1000	999000	50	5	[999, 999, 999, 999]	9993	9043	9043	inf	1	0	0	0	0	[9993, 9043]	Complete	1000	20	86	gexf
3861	cut	cap	first	Complete.1000.1.87.gexf	1000	999000	2	1	[999, 999, 999, 999]	492.209572977584	490.213922443241	490.21392244324136	inf	1	0	0	0	0	[492.2095729775843, 490.21392244324136]	Complete	1000	1	87	gexf
3862	cut	cap	first	Complete.1000.1.87.gexf	1000	999000	3	2	[999, 999, 999, 999]	492.209572977584	489.218040791224	489.21804079122415	inf	1	0	0	0	0	[492.2095729775843, 489.21804079122415]	Complete	1000	1	87	gexf
3863	cut	cap	first	Complete.1000.1.87.gexf	1000	999000	5	3	[999, 999, 999, 999]	492.209572977584	487.22930784485	487.2293078448498	inf	1	0	0	0	0	[492.2095729775843, 487.2293078448498]	Complete	1000	1	87	gexf
3864	cut	cap	first	Complete.1000.1.87.gexf	1000	999000	10	4	[999, 999, 999, 999]	492.209572977584	482.27672414771	482.27672414771035	inf	1	0	0	0	0	[492.2095729775843, 482.27672414771035]	Complete	1000	1	87	gexf
3865	cut	cap	first	Complete.1000.1.87.gexf	1000	999000	50	5	[999, 999, 999, 999]	492.209572977584	443.354854973346	443.3548549733461	inf	1	0	0	0	0	[492.2095729775843, 443.3548549733461]	Complete	1000	1	87	gexf
3866	cut	cap	first	Complete.1000.20.87.gexf	1000	999000	2	1	[999, 999, 999, 999]	9933	9895	9895	inf	1	0	0	0	0	[9933, 9895]	Complete	1000	20	87	gexf
3867	cut	cap	first	Complete.1000.20.87.gexf	1000	999000	3	2	[999, 999, 999, 999]	9933	9876	9876	inf	1	0	0	0	0	[9933, 9876]	Complete	1000	20	87	gexf
3868	cut	cap	first	Complete.1000.20.87.gexf	1000	999000	5	3	[999, 999, 999, 999]	9933	9838	9838	inf	1	0	0	0	0	[9933, 9838]	Complete	1000	20	87	gexf
3869	cut	cap	first	Complete.1000.20.87.gexf	1000	999000	10	4	[999, 999, 999, 999]	9933	9743	9743	inf	1	0	0	0	0	[9933, 9743]	Complete	1000	20	87	gexf
3870	cut	cap	first	Complete.1000.20.87.gexf	1000	999000	50	5	[999, 999, 999, 999]	9933	8997	8997	inf	1	0	0	0	0	[9933, 8997]	Complete	1000	20	87	gexf
3871	cut	cap	first	Complete.1000.1.88.gexf	1000	999000	2	1	[999, 999, 999, 999]	498.91207805492	496.915607054542	496.91560705454214	inf	1	0	0	0	0	[498.9120780549203, 496.91560705454214]	Complete	1000	1	88	gexf
3872	cut	cap	first	Complete.1000.1.88.gexf	1000	999000	3	2	[999, 999, 999, 999]	498.91207805492	495.918426331542	495.9184263315419	inf	1	0	0	0	0	[498.9120780549203, 495.9184263315419]	Complete	1000	1	88	gexf
3873	cut	cap	first	Complete.1000.1.88.gexf	1000	999000	5	3	[999, 999, 999, 999]	498.91207805492	493.927878072863	493.92787807286294	inf	1	0	0	0	0	[498.9120780549203, 493.92787807286294]	Complete	1000	1	88	gexf
3874	cut	cap	first	Complete.1000.1.88.gexf	1000	999000	10	4	[999, 999, 999, 999]	498.91207805492	488.971096259636	488.97109625963554	inf	1	0	0	0	0	[498.9120780549203, 488.97109625963554]	Complete	1000	1	88	gexf
3875	cut	cap	first	Complete.1000.1.88.gexf	1000	999000	50	5	[999, 999, 999, 999]	498.91207805492	450.192129998003	450.1921299980033	inf	1	0	0	0	0	[498.9120780549203, 450.1921299980033]	Complete	1000	1	88	gexf
3876	cut	cap	first	Complete.1000.20.88.gexf	1000	999000	2	1	[999, 999, 999, 999]	10112	10074	10074	inf	1	0	0	0	0	[10112, 10074]	Complete	1000	20	88	gexf
3877	cut	cap	first	Complete.1000.20.88.gexf	1000	999000	3	2	[999, 999, 999, 999]	10112	10055	10055	inf	1	0	0	0	0	[10112, 10055]	Complete	1000	20	88	gexf
3878	cut	cap	first	Complete.1000.20.88.gexf	1000	999000	5	3	[999, 999, 999, 999]	10112	10017	10017	inf	1	0	0	0	0	[10112, 10017]	Complete	1000	20	88	gexf
3879	cut	cap	first	Complete.1000.20.88.gexf	1000	999000	10	4	[999, 999, 999, 999]	10112	9922	9922	inf	1	0	0	0	0	[10112, 9922]	Complete	1000	20	88	gexf
3880	cut	cap	first	Complete.1000.20.88.gexf	1000	999000	50	5	[999, 999, 999, 999]	10112	9162	9162	inf	1	0	0	0	0	[10112, 9162]	Complete	1000	20	88	gexf
3881	cut	cap	first	Complete.1000.1.89.gexf	1000	999000	2	1	[999, 999, 999, 999]	486.066447078008	484.069219291609	484.0692192916089	inf	1	0	0	0	0	[486.0664470780078, 484.0692192916089]	Complete	1000	1	89	gexf
3882	cut	cap	first	Complete.1000.1.89.gexf	1000	999000	3	2	[999, 999, 999, 999]	486.066447078008	483.071610914956	483.07161091495584	inf	1	0	0	0	0	[486.0664470780078, 483.07161091495584]	Complete	1000	1	89	gexf
3883	cut	cap	first	Complete.1000.1.89.gexf	1000	999000	5	3	[999, 999, 999, 999]	486.066447078008	481.083935130572	481.0839351305717	inf	1	0	0	0	0	[486.0664470780078, 481.0839351305717]	Complete	1000	1	89	gexf
3884	cut	cap	first	Complete.1000.1.89.gexf	1000	999000	10	4	[999, 999, 999, 999]	486.066447078008	476.145537711529	476.14553771152873	inf	1	0	0	0	0	[486.0664470780078, 476.14553771152873]	Complete	1000	1	89	gexf
3885	cut	cap	first	Complete.1000.1.89.gexf	1000	999000	50	5	[999, 999, 999, 999]	486.066447078008	437.700261170687	437.7002611706868	inf	1	0	0	0	0	[486.0664470780078, 437.7002611706868]	Complete	1000	1	89	gexf
3886	cut	cap	first	Complete.1000.20.89.gexf	1000	999000	2	1	[999, 999, 999, 999]	9915	9877	9877	inf	1	0	0	0	0	[9915, 9877]	Complete	1000	20	89	gexf
3887	cut	cap	first	Complete.1000.20.89.gexf	1000	999000	3	2	[999, 999, 999, 999]	9915	9858	9858	inf	1	0	0	0	0	[9915, 9858]	Complete	1000	20	89	gexf
3888	cut	cap	first	Complete.1000.20.89.gexf	1000	999000	5	3	[999, 999, 999, 999]	9915	9820	9820	inf	1	0	0	0	0	[9915, 9820]	Complete	1000	20	89	gexf
3889	cut	cap	first	Complete.1000.20.89.gexf	1000	999000	10	4	[999, 999, 999, 999]	9915	9725	9725	inf	1	0	0	0	0	[9915, 9725]	Complete	1000	20	89	gexf
3890	cut	cap	first	Complete.1000.20.89.gexf	1000	999000	50	5	[999, 999, 999, 999]	9915	8968	8968	inf	1	0	0	0	0	[9915, 8968]	Complete	1000	20	89	gexf
3891	cut	cap	first	Complete.1000.1.90.gexf	1000	999000	2	1	[999, 999, 999, 999]	496.269224638016	494.271373720774	494.27137372077357	inf	1	0	0	0	0	[496.26922463801606, 494.27137372077357]	Complete	1000	1	90	gexf
3892	cut	cap	first	Complete.1000.1.90.gexf	1000	999000	3	2	[999, 999, 999, 999]	496.269224638016	493.27593829967	493.2759382996703	inf	1	0	0	0	0	[496.26922463801606, 493.2759382996703]	Complete	1000	1	90	gexf
3893	cut	cap	first	Complete.1000.1.90.gexf	1000	999000	5	3	[999, 999, 999, 999]	496.269224638016	491.287637132789	491.2876371327885	inf	1	0	0	0	0	[496.26922463801606, 491.2876371327885]	Complete	1000	1	90	gexf
3894	cut	cap	first	Complete.1000.1.90.gexf	1000	999000	10	4	[999, 999, 999, 999]	496.269224638016	486.323439985236	486.3234399852356	inf	1	0	0	0	0	[496.26922463801606, 486.3234399852356]	Complete	1000	1	90	gexf
3895	cut	cap	first	Complete.1000.1.90.gexf	1000	999000	50	5	[999, 999, 999, 999]	496.269224638016	447.617997019677	447.6179970196769	inf	1	0	0	0	0	[496.26922463801606, 447.6179970196769]	Complete	1000	1	90	gexf
3896	cut	cap	first	Complete.1000.20.90.gexf	1000	999000	2	1	[999, 999, 999, 999]	9931	9893	9893	inf	1	0	0	0	0	[9931, 9893]	Complete	1000	20	90	gexf
3897	cut	cap	first	Complete.1000.20.90.gexf	1000	999000	3	2	[999, 999, 999, 999]	9931	9874	9874	inf	1	0	0	0	0	[9931, 9874]	Complete	1000	20	90	gexf
3898	cut	cap	first	Complete.1000.20.90.gexf	1000	999000	5	3	[999, 999, 999, 999]	9931	9836	9836	inf	1	0	0	0	0	[9931, 9836]	Complete	1000	20	90	gexf
3899	cut	cap	first	Complete.1000.20.90.gexf	1000	999000	10	4	[999, 999, 999, 999]	9931	9741	9741	inf	1	0	0	0	0	[9931, 9741]	Complete	1000	20	90	gexf
3900	cut	cap	first	Complete.1000.20.90.gexf	1000	999000	50	5	[999, 999, 999, 999]	9931	8982	8982	inf	1	0	0	0	0	[9931, 8982]	Complete	1000	20	90	gexf
3901	cut	cap	first	Complete.1000.1.91.gexf	1000	999000	2	1	[999, 999, 999, 999]	487.294985685498	485.29738298041	485.29738298040957	inf	1	0	0	0	0	[487.29498568549764, 485.29738298040957]	Complete	1000	1	91	gexf
3902	cut	cap	first	Complete.1000.1.91.gexf	1000	999000	3	2	[999, 999, 999, 999]	487.294985685498	484.299354168738	484.29935416873764	inf	1	0	0	0	0	[487.29498568549764, 484.29935416873764]	Complete	1000	1	91	gexf
3903	cut	cap	first	Complete.1000.1.91.gexf	1000	999000	5	3	[999, 999, 999, 999]	487.294985685498	482.31540670873	482.31540670873005	inf	1	0	0	0	0	[487.29498568549764, 482.31540670873005]	Complete	1000	1	91	gexf
3904	cut	cap	first	Complete.1000.1.91.gexf	1000	999000	10	4	[999, 999, 999, 999]	487.294985685498	477.364854689949	477.3648546899494	inf	1	0	0	0	0	[487.29498568549764, 477.3648546899494]	Complete	1000	1	91	gexf
3905	cut	cap	first	Complete.1000.1.91.gexf	1000	999000	50	5	[999, 999, 999, 999]	487.294985685498	438.782208883329	438.78220888332885	inf	1	0	0	0	0	[487.29498568549764, 438.78220888332885]	Complete	1000	1	91	gexf
3906	cut	cap	first	Complete.1000.20.91.gexf	1000	999000	2	1	[999, 999, 999, 999]	10070	10032	10032	inf	1	0	0	0	0	[10070, 10032]	Complete	1000	20	91	gexf
3907	cut	cap	first	Complete.1000.20.91.gexf	1000	999000	3	2	[999, 999, 999, 999]	10070	10013	10013	inf	1	0	0	0	0	[10070, 10013]	Complete	1000	20	91	gexf
3908	cut	cap	first	Complete.1000.20.91.gexf	1000	999000	5	3	[999, 999, 999, 999]	10070	9975	9975	inf	1	0	0	0	0	[10070, 9975]	Complete	1000	20	91	gexf
3909	cut	cap	first	Complete.1000.20.91.gexf	1000	999000	10	4	[999, 999, 999, 999]	10070	9880	9880	inf	1	0	0	0	0	[10070, 9880]	Complete	1000	20	91	gexf
3910	cut	cap	first	Complete.1000.20.91.gexf	1000	999000	50	5	[999, 999, 999, 999]	10070	9120	9120	inf	1	0	0	0	0	[10070, 9120]	Complete	1000	20	91	gexf
3911	cut	cap	first	Complete.1000.1.92.gexf	1000	999000	2	1	[999, 999, 999, 999]	505.057888927036	503.060081504397	503.0600815043974	inf	1	0	0	0	0	[505.0578889270358, 503.0600815043974]	Complete	1000	1	92	gexf
3912	cut	cap	first	Complete.1000.1.92.gexf	1000	999000	3	2	[999, 999, 999, 999]	505.057888927036	502.061183842209	502.06118384220923	inf	1	0	0	0	0	[505.0578889270358, 502.06118384220923]	Complete	1000	1	92	gexf
3913	cut	cap	first	Complete.1000.1.92.gexf	1000	999000	5	3	[999, 999, 999, 999]	505.057888927036	500.069061768444	500.0690617684438	inf	1	0	0	0	0	[505.0578889270358, 500.0690617684438]	Complete	1000	1	92	gexf
3914	cut	cap	first	Complete.1000.1.92.gexf	1000	999000	10	4	[999, 999, 999, 999]	505.057888927036	495.123814666217	495.1238146662168	inf	1	0	0	0	0	[505.0578889270358, 495.1238146662168]	Complete	1000	1	92	gexf
3915	cut	cap	first	Complete.1000.1.92.gexf	1000	999000	50	5	[999, 999, 999, 999]	505.057888927036	456.361947058032	456.3619470580316	inf	1	0	0	0	0	[505.0578889270358, 456.3619470580316]	Complete	1000	1	92	gexf
3916	cut	cap	first	Complete.1000.20.92.gexf	1000	999000	2	1	[999, 999, 999, 999]	9739	9701	9701	inf	1	0	0	0	0	[9739, 9701]	Complete	1000	20	92	gexf
