construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
cut,cap,first,Small.100.6.2.1.gexf,100,600,2,1,"[5, 5, 5, 5]",5.0,3.0,3.0,inf,1792,0,0,0,0,"[5.0, 3.0]",Small,100,6,2,1,gexf
cut,cap,first,Small.100.6.2.1.gexf,100,600,3,2,"[5, 5, 5, 5]",5.0,2.0,2.0,inf,1800,0,0,0,0,"[5.0, 2.0]",Small,100,6,2,1,gexf
cut,cap,first,Small.100.6.2.1.gexf,100,F,5,3,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,1,gexf
cut,cap,first,Small.100.6.2.1.gexf,100,F,10,4,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,1,gexf
cut,cap,first,Small.100.6.2.1.gexf,100,F,50,5,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,1,gexf
cut,cap,first,Small.100.6.5.1.gexf,100,600,2,1,"[6, 6, 6, 6]",6.0,4.0,4.0,inf,1795,0,0,0,0,"[6.0, 4.0]",Small,100,6,5,1,gexf
cut,cap,first,Small.100.6.5.1.gexf,100,600,3,2,"[6, 6, 6, 6]",6.0,3.0,3.0,inf,1805,0,0,0,0,"[6.0, 3.0]",Small,100,6,5,1,gexf
cut,cap,first,Small.100.6.5.1.gexf,100,600,5,3,"[6, 6, 6, 6]",6.0,1.0,1.0,inf,1810,0,0,0,0,"[6.0, 1.0]",Small,100,6,5,1,gexf
cut,cap,first,Small.100.6.5.1.gexf,100,F,10,4,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Small,100,6,5,1,gexf
cut,cap,first,Small.100.6.5.1.gexf,100,F,50,5,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Small,100,6,5,1,gexf
cut,cap,first,Small.100.10.2.1.gexf,100,1000,2,1,"[9, 9, 9, 9]",9.0,7.0,7.0,inf,1173,0,0,0,0,"[9.0, 7.0]",Small,100,10,2,1,gexf
cut,cap,first,Small.100.10.2.1.gexf,100,1000,3,2,"[9, 9, 9, 9]",9.0,6.0,6.0,inf,1161,0,0,0,0,"[9.0, 6.0]",Small,100,10,2,1,gexf
cut,cap,first,Small.100.10.2.1.gexf,100,1000,5,3,"[9, 9, 9, 9]",9.0,4.0,4.0,inf,1173,0,0,0,0,"[9.0, 4.0]",Small,100,10,2,1,gexf
cut,cap,first,Small.100.10.2.1.gexf,100,F,10,4,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,100,10,2,1,gexf
cut,cap,first,Small.100.10.2.1.gexf,100,F,50,5,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,100,10,2,1,gexf
cut,cap,first,Small.100.10.5.1.gexf,100,1000,2,1,"[9, 9, 9, 9]",9.0,7.0,7.0,inf,1144,0,0,0,0,"[9.0, 7.0]",Small,100,10,5,1,gexf
cut,cap,first,Small.100.10.5.1.gexf,100,1000,3,2,"[9, 9, 9, 9]",9.0,6.0,6.0,inf,1155,0,0,0,0,"[9.0, 6.0]",Small,100,10,5,1,gexf
cut,cap,first,Small.100.10.5.1.gexf,100,1000,5,3,"[9, 9, 9, 9]",9.0,4.0,4.0,inf,1149,0,0,0,0,"[9.0, 4.0]",Small,100,10,5,1,gexf
cut,cap,first,Small.100.10.5.1.gexf,100,F,10,4,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,100,10,5,1,gexf
cut,cap,first,Small.100.10.5.1.gexf,100,F,50,5,"[9, 9, 9, 9]",F,F,F,F,F,F,F,F,F,F,Small,100,10,5,1,gexf
cut,cap,first,Small.100.24.2.1.gexf,100,2400,2,1,"[23, 23, 23, 23]",23.0,21.0,21.0,inf,506,0,0,0,0,"[23.0, 21.0]",Small,100,24,2,1,gexf
cut,cap,first,Small.100.24.2.1.gexf,100,2400,3,2,"[23, 23, 23, 23]",23.0,20.0,20.0,inf,512,0,0,0,0,"[23.0, 20.0]",Small,100,24,2,1,gexf
cut,cap,first,Small.100.24.2.1.gexf,100,2400,5,3,"[23, 23, 23, 23]",23.0,18.0,18.0,inf,511,0,0,0,0,"[23.0, 18.0]",Small,100,24,2,1,gexf
cut,cap,first,Small.100.24.2.1.gexf,100,2400,10,4,"[23, 23, 23, 23]",23.0,13.0,13.0,inf,510,0,0,0,0,"[23.0, 13.0]",Small,100,24,2,1,gexf
cut,cap,first,Small.100.24.2.1.gexf,100,F,50,5,"[23, 23, 23, 23]",F,F,F,F,F,F,F,F,F,F,Small,100,24,2,1,gexf
cut,cap,first,Small.100.24.5.1.gexf,100,2400,2,1,"[23, 23, 23, 23]",23.0,21.0,21.0,inf,500,0,0,0,0,"[23.0, 21.0]",Small,100,24,5,1,gexf
cut,cap,first,Small.100.24.5.1.gexf,100,2400,3,2,"[23, 23, 23, 23]",23.0,20.0,20.0,inf,500,0,0,0,0,"[23.0, 20.0]",Small,100,24,5,1,gexf
cut,cap,first,Small.100.24.5.1.gexf,100,2400,5,3,"[23, 23, 23, 23]",23.0,18.0,18.0,inf,510,0,0,0,0,"[23.0, 18.0]",Small,100,24,5,1,gexf
cut,cap,first,Small.100.24.5.1.gexf,100,2400,10,4,"[23, 23, 23, 23]",23.0,13.0,13.0,inf,514,0,0,0,0,"[23.0, 13.0]",Small,100,24,5,1,gexf
cut,cap,first,Small.100.24.5.1.gexf,100,F,50,5,"[23, 23, 23, 23]",F,F,F,F,F,F,F,F,F,F,Small,100,24,5,1,gexf
cut,cap,first,Small.100.6.2.2.gexf,100,600,2,1,"[5, 5, 5, 5]",5.0,3.0,3.0,inf,1819,0,0,0,0,"[5.0, 3.0]",Small,100,6,2,2,gexf
cut,cap,first,Small.100.6.2.2.gexf,100,600,3,2,"[5, 5, 5, 5]",5.0,2.0,2.0,inf,1815,0,0,0,0,"[5.0, 2.0]",Small,100,6,2,2,gexf
cut,cap,first,Small.100.6.2.2.gexf,100,F,5,3,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,2,gexf
cut,cap,first,Small.100.6.2.2.gexf,100,F,10,4,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,2,gexf
cut,cap,first,Small.100.6.2.2.gexf,100,F,50,5,"[5, 5, 5, 5]",F,F,F,F,F,F,F,F,F,F,Small,100,6,2,2,gexf
