construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
2358	cut	cap	first	Complete.50.20.86.gexf	50	2450	5	3	[49, 49, 49, 49]	459	368	368	inf	233	0	0	0	0	[459, 368]	Complete	50	20	86	gexf	459	1.24728260869565	0.5
2359	cut	cap	first	Complete.50.20.86.gexf	50	2450	10	4	[49, 49, 49, 49]	459	287	287	inf	194	0	0	0	0	[459, 287]	Complete	50	20	86	gexf	459	1.5993031358885	0.5
2361	cut	cap	first	Complete.50.1.87.gexf	50	2450	2	1	[49, 49, 49, 49]	20.7883174439031	19.0579040895116	19.05790408951156	inf	503	0	0	0	0	[20.788317443903143, 19.05790408951156]	Complete	50	1	87	gexf	20.7883174439031	1.09079767356705	0.5
2362	cut	cap	first	Complete.50.1.87.gexf	50	2450	3	2	[49, 49, 49, 49]	20.7883174439031	18.2423137151488	18.242313715148804	inf	149	0	0	0	0	[20.788317443903143, 18.242313715148804]	Complete	50	1	87	gexf	20.7883174439031	1.13956583405536	0.5
2363	cut	cap	first	Complete.50.1.87.gexf	50	2450	5	3	[49, 49, 49, 49]	20.7883174439031	16.6377413325793	16.637741332579306	inf	525	0	0	0	0	[20.788317443903143, 16.637741332579306]	Complete	50	1	87	gexf	20.7883174439031	1.24946752256548	0.5
2364	cut	cap	first	Complete.50.1.87.gexf	50	2450	10	4	[49, 49, 49, 49]	20.7883174439031	12.97536407507	12.975364075069955	inf	324	0	0	0	0	[20.788317443903143, 12.975364075069955]	Complete	50	1	87	gexf	20.7883174439031	1.60213750640296	0.5
2366	cut	cap	first	Complete.50.20.87.gexf	50	2450	2	1	[49, 49, 49, 49]	443	406	406	inf	230	0	0	0	0	[443, 406]	Complete	50	20	87	gexf	443	1.09113300492611	0.5
2367	cut	cap	first	Complete.50.20.87.gexf	50	2450	3	2	[49, 49, 49, 49]	443	388	388	inf	166	0	0	0	0	[443, 388]	Complete	50	20	87	gexf	443	1.14175257731959	0.5
2368	cut	cap	first	Complete.50.20.87.gexf	50	2450	5	3	[49, 49, 49, 49]	443	354	354	inf	267	0	0	0	0	[443, 354]	Complete	50	20	87	gexf	443	1.25141242937853	0.5
2369	cut	cap	first	Complete.50.20.87.gexf	50	2450	10	4	[49, 49, 49, 49]	443	274	274	inf	299	0	0	0	0	[443, 274]	Complete	50	20	87	gexf	443	1.61678832116788	0.5
2371	cut	cap	first	Complete.50.1.88.gexf	50	2450	2	1	[49, 49, 49, 49]	22.337103615235	20.4017236948114	20.401723694811366	inf	126	0	0	0	0	[22.337103615235, 20.401723694811366]	Complete	50	1	88	gexf	22.337103615235	1.09486354924588	0.5
2372	cut	cap	first	Complete.50.1.88.gexf	50	2450	3	2	[49, 49, 49, 49]	22.337103615235	19.4932880969221	19.49328809692206	inf	181	0	0	0	0	[22.337103615235, 19.49328809692206]	Complete	50	1	88	gexf	22.337103615235	1.14588690754342	0.5
2373	cut	cap	first	Complete.50.1.88.gexf	50	2450	5	3	[49, 49, 49, 49]	22.337103615235	17.6885715143249	17.688571514324888	inf	321	0	0	0	0	[22.337103615235, 17.688571514324888]	Complete	50	1	88	gexf	22.337103615235	1.26279861531755	0.5
2374	cut	cap	first	Complete.50.1.88.gexf	50	2450	10	4	[49, 49, 49, 49]	22.337103615235	13.4699990080229	13.46999900802286	inf	185	0	0	0	0	[22.337103615235, 13.46999900802286]	Complete	50	1	88	gexf	22.337103615235	1.65828546846446	0.5
2376	cut	cap	first	Complete.50.20.88.gexf	50	2450	2	1	[49, 49, 49, 49]	501	464	464	inf	510	0	0	0	0	[501, 464]	Complete	50	20	88	gexf	501	1.07974137931034	0.5
2377	cut	cap	first	Complete.50.20.88.gexf	50	2450	3	2	[49, 49, 49, 49]	501	446	446	inf	316	0	0	0	0	[501, 446]	Complete	50	20	88	gexf	501	1.12331838565022	0.5
2378	cut	cap	first	Complete.50.20.88.gexf	50	2450	5	3	[49, 49, 49, 49]	501	410	410	inf	173	0	0	0	0	[501, 410]	Complete	50	20	88	gexf	501	1.2219512195122	0.5
2379	cut	cap	first	Complete.50.20.88.gexf	50	2450	10	4	[49, 49, 49, 49]	501	324	324	inf	185	0	0	0	0	[501, 324]	Complete	50	20	88	gexf	501	1.5462962962963	0.5
2381	cut	cap	first	Complete.50.1.89.gexf	50	2450	2	1	[49, 49, 49, 49]	25.338437874762	23.3819086688035	23.381908668803472	inf	125	0	0	0	0	[25.338437874762022, 23.381908668803472]	Complete	50	1	89	gexf	25.338437874762	1.08367705278778	0
2382	cut	cap	first	Complete.50.1.89.gexf	50	2450	3	2	[49, 49, 49, 49]	25.338437874762	22.4701064162386	22.470106416238632	inf	182	0	0	0	0	[25.338437874762022, 22.470106416238632]	Complete	50	1	89	gexf	25.338437874762	1.12765099574475	0
2383	cut	cap	first	Complete.50.1.89.gexf	50	2450	5	3	[49, 49, 49, 49]	25.338437874762	20.6715218081666	20.671521808166556	inf	147	0	0	0	0	[25.338437874762022, 20.671521808166556]	Complete	50	1	89	gexf	25.338437874762	1.22576548112446	0.5
2384	cut	cap	first	Complete.50.1.89.gexf	50	2450	10	4	[49, 49, 49, 49]	25.338437874762	16.4938371563016	16.49383715630156	inf	125	0	0	0	0	[25.338437874762022, 16.49383715630156]	Complete	50	1	89	gexf	25.338437874762	1.53623669462999	0
2386	cut	cap	first	Complete.50.20.89.gexf	50	2450	2	1	[49, 49, 49, 49]	472	434	434	inf	134	0	0	0	0	[472, 434]	Complete	50	20	89	gexf	472	1.08755760368664	0.5
2387	cut	cap	first	Complete.50.20.89.gexf	50	2450	3	2	[49, 49, 49, 49]	472	416	416	inf	127	0	0	0	0	[472, 416]	Complete	50	20	89	gexf	472	1.13461538461538	0.5
2388	cut	cap	first	Complete.50.20.89.gexf	50	2450	5	3	[49, 49, 49, 49]	472	380	380	inf	142	0	0	0	0	[472, 380]	Complete	50	20	89	gexf	472	1.24210526315789	0.5
2389	cut	cap	first	Complete.50.20.89.gexf	50	2450	10	4	[49, 49, 49, 49]	472	302	302	inf	236	0	0	0	0	[472, 302]	Complete	50	20	89	gexf	472	1.56291390728477	0.5
2391	cut	cap	first	Complete.50.1.90.gexf	50	2450	2	1	[49, 49, 49, 49]	23.4668893888695	21.4985412888038	21.49854128880383	inf	298	0	0	0	0	[23.46688938886947, 21.49854128880383]	Complete	50	1	90	gexf	23.4668893888695	1.09155728631183	0.5
2392	cut	cap	first	Complete.50.1.90.gexf	50	2450	3	2	[49, 49, 49, 49]	23.4668893888695	20.5288759968319	20.528875996831882	inf	182	0	0	0	0	[23.46688938886947, 20.528875996831882]	Complete	50	1	90	gexf	23.4668893888695	1.14311613516936	0.5
2393	cut	cap	first	Complete.50.1.90.gexf	50	2450	5	3	[49, 49, 49, 49]	23.4668893888695	18.6108470328947	18.610847032894736	inf	182	0	0	0	0	[23.46688938886947, 18.610847032894736]	Complete	50	1	90	gexf	23.4668893888695	1.26092538117108	0.5
2394	cut	cap	first	Complete.50.1.90.gexf	50	2450	10	4	[49, 49, 49, 49]	23.4668893888695	14.3809378354955	14.38093783549545	inf	488	0	0	0	0	[23.46688938886947, 14.38093783549545]	Complete	50	1	90	gexf	23.4668893888695	1.63180521724722	0.5
2396	cut	cap	first	Complete.50.20.90.gexf	50	2450	2	1	[49, 49, 49, 49]	494	456	456	inf	129	0	0	0	0	[494, 456]	Complete	50	20	90	gexf	494	1.08333333333333	0.5
2397	cut	cap	first	Complete.50.20.90.gexf	50	2450	3	2	[49, 49, 49, 49]	494	438	438	inf	182	0	0	0	0	[494, 438]	Complete	50	20	90	gexf	494	1.12785388127854	0.5
2398	cut	cap	first	Complete.50.20.90.gexf	50	2450	5	3	[49, 49, 49, 49]	494	402	402	inf	169	0	0	0	0	[494, 402]	Complete	50	20	90	gexf	494	1.22885572139303	0.5
2399	cut	cap	first	Complete.50.20.90.gexf	50	2450	10	4	[49, 49, 49, 49]	494	318	318	inf	129	0	0	0	0	[494, 318]	Complete	50	20	90	gexf	494	1.55345911949686	0.5
2401	cut	cap	first	Complete.50.1.91.gexf	50	2450	2	1	[49, 49, 49, 49]	22.6498652156786	20.7051646567066	20.705164656706557	inf	145	0	0	0	0	[22.649865215678624, 20.705164656706557]	Complete	50	1	91	gexf	22.6498652156786	1.09392345297492	0.5
2402	cut	cap	first	Complete.50.1.91.gexf	50	2450	3	2	[49, 49, 49, 49]	22.6498652156786	19.7616935849456	19.761693584945583	inf	180	0	0	0	0	[22.649865215678624, 19.761693584945583]	Complete	50	1	91	gexf	22.6498652156786	1.14615000573297	0
2403	cut	cap	first	Complete.50.1.91.gexf	50	2450	5	3	[49, 49, 49, 49]	22.6498652156786	17.9774164056655	17.97741640566547	inf	227	0	0	0	0	[22.649865215678624, 17.97741640566547]	Complete	50	1	91	gexf	22.6498652156786	1.25990657970968	0
2404	cut	cap	first	Complete.50.1.91.gexf	50	2450	10	4	[49, 49, 49, 49]	22.6498652156786	14.0398333900858	14.039833390085754	inf	181	0	0	0	0	[22.649865215678624, 14.039833390085754]	Complete	50	1	91	gexf	22.6498652156786	1.61325740743283	0.5
2406	cut	cap	first	Complete.50.20.91.gexf	50	2450	2	1	[49, 49, 49, 49]	482	444	444	inf	163	0	0	0	0	[482, 444]	Complete	50	20	91	gexf	482	1.08558558558559	0.5
2407	cut	cap	first	Complete.50.20.91.gexf	50	2450	3	2	[49, 49, 49, 49]	482	425	425	inf	157	0	0	0	0	[482, 425]	Complete	50	20	91	gexf	482	1.13411764705882	0.5
2408	cut	cap	first	Complete.50.20.91.gexf	50	2450	5	3	[49, 49, 49, 49]	482	388	388	inf	185	0	0	0	0	[482, 388]	Complete	50	20	91	gexf	482	1.24226804123711	0.5
2409	cut	cap	first	Complete.50.20.91.gexf	50	2450	10	4	[49, 49, 49, 49]	482	304	304	inf	530	0	0	0	0	[482, 304]	Complete	50	20	91	gexf	482	1.58552631578947	0.5
2411	cut	cap	first	Complete.50.1.92.gexf	50	2450	2	1	[49, 49, 49, 49]	22.4339411198552	20.4466941146288	20.446694114628848	inf	147	0	0	0	0	[22.433941119855216, 20.446694114628848]	Complete	50	1	92	gexf	22.4339411198552	1.09719160437797	0.5
2412	cut	cap	first	Complete.50.1.92.gexf	50	2450	3	2	[49, 49, 49, 49]	22.4339411198552	19.47553775308	19.47553775307997	inf	180	0	0	0	0	[22.433941119855216, 19.47553775307997]	Complete	50	1	92	gexf	22.4339411198552	1.15190355225531	0.5
2413	cut	cap	first	Complete.50.1.92.gexf	50	2450	5	3	[49, 49, 49, 49]	22.4339411198552	17.6438789261923	17.64387892619225	inf	147	0	0	0	0	[22.433941119855216, 17.64387892619225]	Complete	50	1	92	gexf	22.4339411198552	1.27148577779868	0.5
2414	cut	cap	first	Complete.50.1.92.gexf	50	2450	10	4	[49, 49, 49, 49]	22.4339411198552	13.757697893838	13.757697893838046	inf	149	0	0	0	0	[22.433941119855216, 13.757697893838046]	Complete	50	1	92	gexf	22.4339411198552	1.63064644193875	0
2416	cut	cap	first	Complete.50.20.92.gexf	50	2450	2	1	[49, 49, 49, 49]	439	401	401	inf	269	0	0	0	0	[439, 401]	Complete	50	20	92	gexf	439	1.09476309226933	0.5
2417	cut	cap	first	Complete.50.20.92.gexf	50	2450	3	2	[49, 49, 49, 49]	439	382	382	inf	192	0	0	0	0	[439, 382]	Complete	50	20	92	gexf	439	1.14921465968586	0.5
2418	cut	cap	first	Complete.50.20.92.gexf	50	2450	5	3	[49, 49, 49, 49]	439	345	345	inf	128	0	0	0	0	[439, 345]	Complete	50	20	92	gexf	439	1.27246376811594	0.5
2419	cut	cap	first	Complete.50.20.92.gexf	50	2450	10	4	[49, 49, 49, 49]	439	265	265	inf	515	0	0	0	0	[439, 265]	Complete	50	20	92	gexf	439	1.65660377358491	0.5
2421	cut	cap	first	Complete.50.1.93.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1526962896755	21.2378326776847	21.237832677684683	inf	303	0	0	0	0	[23.152696289675482, 21.237832677684683]	Complete	50	1	93	gexf	23.1526962896755	1.09016285423525	0.5
2422	cut	cap	first	Complete.50.1.93.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1526962896755	20.3571687535577	20.3571687535577	inf	182	0	0	0	0	[23.152696289675482, 20.3571687535577]	Complete	50	1	93	gexf	23.1526962896755	1.13732398497847	0.5
2423	cut	cap	first	Complete.50.1.93.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1526962896755	18.6468097848028	18.64680978480279	inf	149	0	0	0	0	[23.152696289675482, 18.64680978480279]	Complete	50	1	93	gexf	23.1526962896755	1.24164382845504	0.5
2424	cut	cap	first	Complete.50.1.93.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1526962896755	14.7616436916568	14.7616436916568	inf	181	0	0	0	0	[23.152696289675482, 14.7616436916568]	Complete	50	1	93	gexf	23.1526962896755	1.56843619676048	0.5
2426	cut	cap	first	Complete.50.20.93.gexf	50	2450	2	1	[49, 49, 49, 49]	469	433	433	inf	111	0	0	0	0	[469, 433]	Complete	50	20	93	gexf	469	1.08314087759815	0.5
2427	cut	cap	first	Complete.50.20.93.gexf	50	2450	3	2	[49, 49, 49, 49]	469	417	417	inf	226	0	0	0	0	[469, 417]	Complete	50	20	93	gexf	469	1.12470023980815	0.5
2428	cut	cap	first	Complete.50.20.93.gexf	50	2450	5	3	[49, 49, 49, 49]	469	385	385	inf	196	0	0	0	0	[469, 385]	Complete	50	20	93	gexf	469	1.21818181818182	0.5
2429	cut	cap	first	Complete.50.20.93.gexf	50	2450	10	4	[49, 49, 49, 49]	469	306	306	inf	317	0	0	0	0	[469, 306]	Complete	50	20	93	gexf	469	1.53267973856209	0.5
2431	cut	cap	first	Complete.50.1.94.gexf	50	2450	2	1	[49, 49, 49, 49]	26.1429597713408	24.166825843276	24.166825843275966	inf	178	0	0	0	0	[26.142959771340802, 24.166825843275966]	Complete	50	1	94	gexf	26.1429597713408	1.08177052050113	0.5
2432	cut	cap	first	Complete.50.1.94.gexf	50	2450	3	2	[49, 49, 49, 49]	26.1429597713408	23.1875939219774	23.187593921977413	inf	229	0	0	0	0	[26.142959771340802, 23.187593921977413]	Complete	50	1	94	gexf	26.1429597713408	1.12745461470939	0.5
2433	cut	cap	first	Complete.50.1.94.gexf	50	2450	5	3	[49, 49, 49, 49]	26.1429597713408	21.2763670958129	21.276367095812937	inf	111	0	0	0	0	[26.142959771340802, 21.276367095812937]	Complete	50	1	94	gexf	26.1429597713408	1.22873231382089	0
2434	cut	cap	first	Complete.50.1.94.gexf	50	2450	10	4	[49, 49, 49, 49]	26.1429597713408	17.1166736611276	17.11667366112763	inf	229	0	0	0	0	[26.142959771340802, 17.11667366112763]	Complete	50	1	94	gexf	26.1429597713408	1.52733879776607	0.5
2436	cut	cap	first	Complete.50.20.94.gexf	50	2450	2	1	[49, 49, 49, 49]	418	381	381	inf	151	0	0	0	0	[418, 381]	Complete	50	20	94	gexf	418	1.09711286089239	0.5
2437	cut	cap	first	Complete.50.20.94.gexf	50	2450	3	2	[49, 49, 49, 49]	418	363	363	inf	183	0	0	0	0	[418, 363]	Complete	50	20	94	gexf	418	1.15151515151515	0.5
2438	cut	cap	first	Complete.50.20.94.gexf	50	2450	5	3	[49, 49, 49, 49]	418	329	329	inf	235	0	0	0	0	[418, 329]	Complete	50	20	94	gexf	418	1.27051671732523	0.5
2439	cut	cap	first	Complete.50.20.94.gexf	50	2450	10	4	[49, 49, 49, 49]	418	255	255	inf	317	0	0	0	0	[418, 255]	Complete	50	20	94	gexf	418	1.63921568627451	0.5
2441	cut	cap	first	Complete.50.1.95.gexf	50	2450	2	1	[49, 49, 49, 49]	22.1561629500888	20.1986813070565	20.19868130705655	inf	227	0	0	0	0	[22.156162950088788, 20.19868130705655]	Complete	50	1	95	gexf	22.1561629500888	1.09691135838399	0
2442	cut	cap	first	Complete.50.1.95.gexf	50	2450	3	2	[49, 49, 49, 49]	22.1561629500888	19.2342501492284	19.234250149228373	inf	223	0	0	0	0	[22.156162950088788, 19.234250149228373]	Complete	50	1	95	gexf	22.1561629500888	1.15191196839964	0
2443	cut	cap	first	Complete.50.1.95.gexf	50	2450	5	3	[49, 49, 49, 49]	22.1561629500888	17.4150943596192	17.415094359619218	inf	179	0	0	0	0	[22.156162950088788, 17.415094359619218]	Complete	50	1	95	gexf	22.1561629500888	1.27223904117699	0.5
2444	cut	cap	first	Complete.50.1.95.gexf	50	2450	10	4	[49, 49, 49, 49]	22.1561629500888	13.1649204426765	13.164920442676506	inf	182	0	0	0	0	[22.156162950088788, 13.164920442676506]	Complete	50	1	95	gexf	22.1561629500888	1.68296975637358	0.5
2446	cut	cap	first	Complete.50.20.95.gexf	50	2450	2	1	[49, 49, 49, 49]	497	459	459	inf	118	0	0	0	0	[497, 459]	Complete	50	20	95	gexf	497	1.08278867102397	0.5
2447	cut	cap	first	Complete.50.20.95.gexf	50	2450	3	2	[49, 49, 49, 49]	497	441	441	inf	109	0	0	0	0	[497, 441]	Complete	50	20	95	gexf	497	1.12698412698413	0.5
2448	cut	cap	first	Complete.50.20.95.gexf	50	2450	5	3	[49, 49, 49, 49]	497	406	406	inf	309	0	0	0	0	[497, 406]	Complete	50	20	95	gexf	497	1.22413793103448	0.5
2449	cut	cap	first	Complete.50.20.95.gexf	50	2450	10	4	[49, 49, 49, 49]	497	322	322	inf	509	0	0	0	0	[497, 322]	Complete	50	20	95	gexf	497	1.54347826086957	0.5
2451	cut	cap	first	Complete.50.1.96.gexf	50	2450	2	1	[49, 49, 49, 49]	24.4794594511189	22.5052087121371	22.505208712137133	inf	98	0	0	0	0	[24.479459451118892, 22.505208712137133]	Complete	50	1	96	gexf	24.4794594511189	1.08772416929051	0.5
2452	cut	cap	first	Complete.50.1.96.gexf	50	2450	3	2	[49, 49, 49, 49]	24.4794594511189	21.5348942326058	21.53489423260576	inf	299	0	0	0	0	[24.479459451118892, 21.53489423260576]	Complete	50	1	96	gexf	24.4794594511189	1.13673460323083	0.5
2453	cut	cap	first	Complete.50.1.96.gexf	50	2450	5	3	[49, 49, 49, 49]	24.4794594511189	19.6398358489462	19.63983584894616	inf	127	0	0	0	0	[24.479459451118892, 19.63983584894616]	Complete	50	1	96	gexf	24.4794594511189	1.24641873992203	0.5
2454	cut	cap	first	Complete.50.1.96.gexf	50	2450	10	4	[49, 49, 49, 49]	24.4794594511189	15.7735951825531	15.7735951825531	inf	233	0	0	0	0	[24.479459451118892, 15.7735951825531]	Complete	50	1	96	gexf	24.4794594511189	1.55192644212115	0.5
2456	cut	cap	first	Complete.50.20.96.gexf	50	2450	2	1	[49, 49, 49, 49]	461	424	424	inf	316	0	0	0	0	[461, 424]	Complete	50	20	96	gexf	461	1.0872641509434	0.5
2457	cut	cap	first	Complete.50.20.96.gexf	50	2450	3	2	[49, 49, 49, 49]	461	406	406	inf	318	0	0	0	0	[461, 406]	Complete	50	20	96	gexf	461	1.13546798029557	0.5
2458	cut	cap	first	Complete.50.20.96.gexf	50	2450	5	3	[49, 49, 49, 49]	461	374	374	inf	272	0	0	0	0	[461, 374]	Complete	50	20	96	gexf	461	1.23262032085562	0.5
2459	cut	cap	first	Complete.50.20.96.gexf	50	2450	10	4	[49, 49, 49, 49]	461	299	299	inf	325	0	0	0	0	[461, 299]	Complete	50	20	96	gexf	461	1.54180602006689	0.5
2461	cut	cap	first	Complete.50.1.97.gexf	50	2450	2	1	[49, 49, 49, 49]	20.6944859049817	18.8056061386889	18.80560613868891	inf	150	0	0	0	0	[20.694485904981732, 18.80560613868891]	Complete	50	1	97	gexf	20.6944859049817	1.10044237619158	0.5
2462	cut	cap	first	Complete.50.1.97.gexf	50	2450	3	2	[49, 49, 49, 49]	20.6944859049817	17.8723166300838	17.87231663008379	inf	232	0	0	0	0	[20.694485904981732, 17.87231663008379]	Complete	50	1	97	gexf	20.6944859049817	1.15790730062087	0.5
2463	cut	cap	first	Complete.50.1.97.gexf	50	2450	5	3	[49, 49, 49, 49]	20.6944859049817	16.1586967673847	16.158696767384694	inf	226	0	0	0	0	[20.694485904981732, 16.158696767384694]	Complete	50	1	97	gexf	20.6944859049817	1.28070265832033	0
2464	cut	cap	first	Complete.50.1.97.gexf	50	2450	10	4	[49, 49, 49, 49]	20.6944859049817	12.4082167300257	12.408216730025712	inf	234	0	0	0	0	[20.694485904981732, 12.408216730025712]	Complete	50	1	97	gexf	20.6944859049817	1.66780500012582	0.5
2466	cut	cap	first	Complete.50.20.97.gexf	50	2450	2	1	[49, 49, 49, 49]	523	485	485	inf	151	0	0	0	0	[523, 485]	Complete	50	20	97	gexf	523	1.07835051546392	0.5
2467	cut	cap	first	Complete.50.20.97.gexf	50	2450	3	2	[49, 49, 49, 49]	523	466	466	inf	195	0	0	0	0	[523, 466]	Complete	50	20	97	gexf	523	1.12231759656652	0.5
2468	cut	cap	first	Complete.50.20.97.gexf	50	2450	5	3	[49, 49, 49, 49]	523	431	431	inf	231	0	0	0	0	[523, 431]	Complete	50	20	97	gexf	523	1.21345707656613	0.5
2469	cut	cap	first	Complete.50.20.97.gexf	50	2450	10	4	[49, 49, 49, 49]	523	349	349	inf	323	0	0	0	0	[523, 349]	Complete	50	20	97	gexf	523	1.49856733524355	0.5
2471	cut	cap	first	Complete.50.1.98.gexf	50	2450	2	1	[49, 49, 49, 49]	21.7829506572352	19.9279095497994	19.927909549799356	inf	227	0	0	0	0	[21.78295065723515, 19.927909549799356]	Complete	50	1	98	gexf	21.7829506572351	1.09308759169145	0
2472	cut	cap	first	Complete.50.1.98.gexf	50	2450	3	2	[49, 49, 49, 49]	21.7829506572352	19.067537382282	19.067537382281998	inf	229	0	0	0	0	[21.78295065723515, 19.067537382281998]	Complete	50	1	98	gexf	21.7829506572351	1.14241027671861	0
2473	cut	cap	first	Complete.50.1.98.gexf	50	2450	5	3	[49, 49, 49, 49]	21.7829506572352	17.3836351535345	17.383635153534467	inf	127	0	0	0	0	[21.78295065723515, 17.383635153534467]	Complete	50	1	98	gexf	21.7829506572351	1.25307224092345	0.5
2474	cut	cap	first	Complete.50.1.98.gexf	50	2450	10	4	[49, 49, 49, 49]	21.7829506572352	13.2979470323483	13.297947032348299	inf	509	0	0	0	0	[21.78295065723515, 13.297947032348299]	Complete	50	1	98	gexf	21.7829506572351	1.63806868866648	0.5
2476	cut	cap	first	Complete.50.20.98.gexf	50	2450	2	1	[49, 49, 49, 49]	514	476	476	inf	150	0	0	0	0	[514, 476]	Complete	50	20	98	gexf	514	1.07983193277311	0.5
2477	cut	cap	first	Complete.50.20.98.gexf	50	2450	3	2	[49, 49, 49, 49]	514	457	457	inf	147	0	0	0	0	[514, 457]	Complete	50	20	98	gexf	514	1.12472647702407	0.5
2478	cut	cap	first	Complete.50.20.98.gexf	50	2450	5	3	[49, 49, 49, 49]	514	421	421	inf	234	0	0	0	0	[514, 421]	Complete	50	20	98	gexf	514	1.2209026128266	0.5
2479	cut	cap	first	Complete.50.20.98.gexf	50	2450	10	4	[49, 49, 49, 49]	514	334	334	inf	153	0	0	0	0	[514, 334]	Complete	50	20	98	gexf	514	1.53892215568862	0.5
2481	cut	cap	first	Complete.50.1.99.gexf	50	2450	2	1	[49, 49, 49, 49]	23.8555716648496	21.8998112489551	21.89981124895514	inf	226	0	0	0	0	[23.85557166484961, 21.89981124895514]	Complete	50	1	99	gexf	23.8555716648496	1.08930489827796	0.5
2482	cut	cap	first	Complete.50.1.99.gexf	50	2450	3	2	[49, 49, 49, 49]	23.8555716648496	20.9551938406275	20.955193840627516	inf	127	0	0	0	0	[23.85557166484961, 20.955193840627516]	Complete	50	1	99	gexf	23.8555716648496	1.13840854187657	0.5
2483	cut	cap	first	Complete.50.1.99.gexf	50	2450	5	3	[49, 49, 49, 49]	23.8555716648496	19.221132625296	19.221132625295997	inf	320	0	0	0	0	[23.85557166484961, 19.221132625295997]	Complete	50	1	99	gexf	23.8555716648496	1.24111165194576	0.5
2484	cut	cap	first	Complete.50.1.99.gexf	50	2450	10	4	[49, 49, 49, 49]	23.8555716648496	15.5202076549287	15.520207654928722	inf	522	0	0	0	0	[23.85557166484961, 15.520207654928722]	Complete	50	1	99	gexf	23.8555716648496	1.53706523747921	0
2486	cut	cap	first	Complete.50.20.99.gexf	50	2450	2	1	[49, 49, 49, 49]	481	443	443	inf	273	0	0	0	0	[481, 443]	Complete	50	20	99	gexf	481	1.08577878103837	0.5
2487	cut	cap	first	Complete.50.20.99.gexf	50	2450	3	2	[49, 49, 49, 49]	481	425	425	inf	151	0	0	0	0	[481, 425]	Complete	50	20	99	gexf	481	1.13176470588235	0.5
2488	cut	cap	first	Complete.50.20.99.gexf	50	2450	5	3	[49, 49, 49, 49]	481	389	389	inf	257	0	0	0	0	[481, 389]	Complete	50	20	99	gexf	481	1.23650385604113	0.5
2489	cut	cap	first	Complete.50.20.99.gexf	50	2450	10	4	[49, 49, 49, 49]	481	309	309	inf	234	0	0	0	0	[481, 309]	Complete	50	20	99	gexf	481	1.55663430420712	0.5
2491	cut	cap	first	Complete.50.1.100.gexf	50	2450	2	1	[49, 49, 49, 49]	24.6467359875286	22.7813106825093	22.781310682509282	inf	148	0	0	0	0	[24.646735987528555, 22.781310682509282]	Complete	50	1	100	gexf	24.6467359875286	1.08188402023995	0.5
2492	cut	cap	first	Complete.50.1.100.gexf	50	2450	3	2	[49, 49, 49, 49]	24.6467359875286	21.9061615422813	21.906161542281346	inf	97	0	0	0	0	[24.646735987528555, 21.906161542281346]	Complete	50	1	100	gexf	24.6467359875286	1.12510518741303	0.5
2493	cut	cap	first	Complete.50.1.100.gexf	50	2450	5	3	[49, 49, 49, 49]	24.6467359875286	20.1785711552655	20.178571155265487	inf	108	0	0	0	0	[24.646735987528555, 20.178571155265487]	Complete	50	1	100	gexf	24.6467359875286	1.22143118052723	0.5
2494	cut	cap	first	Complete.50.1.100.gexf	50	2450	10	4	[49, 49, 49, 49]	24.6467359875286	16.1891255540854	16.18912555408539	inf	508	0	0	0	0	[24.646735987528555, 16.18912555408539]	Complete	50	1	100	gexf	24.6467359875286	1.52242540248314	0.5
2496	cut	cap	first	Complete.50.20.100.gexf	50	2450	2	1	[49, 49, 49, 49]	463	425	425	inf	152	0	0	0	0	[463, 425]	Complete	50	20	100	gexf	463	1.08941176470588	0.5
