path	k	max.multirute.flow	iterations	k.0	n	max.c	ex	k.4	small_1	constant1	uni_2	constant2	best.constant	best.alg
1673	Complete.1000.1.42.gexf	5	490.459158158757	1	Complete	1000	1	42	gexf	485.465564307918	1.01028619580455	490.459158158756	1	1.01028619580455	NA
1674	Complete.1000.1.42.gexf	10	490.459158158757	2	Complete	1000	1	42	gexf	480.497394666315	1.02073219044062	486.733725088988	1.00765394481159	1.02073219044062	NA
1675	Complete.1000.1.42.gexf	50	490.459158158757	4	Complete	1000	1	42	gexf	441.781586941509	1.11018469908229	448.043468837514	1.0946686923733	1.11018469908229	NA
1676	Complete.1000.20.42.gexf	2	9928	1	Complete	1000	20	42	gexf	9890	1.00384226491405	9902	1.00262573217532	1.00384226491405	NA
1677	Complete.1000.20.42.gexf	3	9928	1	Complete	1000	20	42	gexf	9871	1.00577449093304	9883	1.00455327329758	1.00577449093304	NA
1678	Complete.1000.20.42.gexf	5	9928	1	Complete	1000	20	42	gexf	9833	1.00966134445235	9845	1.00843067546978	1.00966134445235	NA
1679	Complete.1000.20.42.gexf	10	9928	1	Complete	1000	20	42	gexf	9738	1.0195111932635	9750	1.01825641025641	1.0195111932635	NA
1680	Complete.1000.20.42.gexf	50	9928	1	Complete	1000	20	42	gexf	8978	1.10581421251949	8992	1.10409252669039	1.10581421251949	NA
1681	Complete.50.1.43.gexf	2	23.4606850384458	1	Complete	50	1	43	gexf	21.5066525208319	1.09085712040593	21.5066525208319	1.09085712040593	1.09085712040593	2
1682	Complete.50.1.43.gexf	3	23.4606850384458	1	Complete	50	1	43	gexf	20.5739099115255	1.14031242186509	20.5739099115255	1.14031242186509	1.14031242186509	NA
1683	Complete.50.1.43.gexf	5	23.4606850384458	1	Complete	50	1	43	gexf	18.8808721818632	1.2425636280183	18.8808721818632	1.2425636280183	1.2425636280183	2
1684	Complete.50.1.43.gexf	10	23.4606850384458	1	Complete	50	1	43	gexf	15.0434313755066	1.55953016654458	15.0434313755066	1.55953016654458	1.55953016654458	NA
1686	Complete.50.20.43.gexf	2	437	1	Complete	50	20	43	gexf	399	1.0952380952381	400	1.0925	1.0952380952381	NA
1687	Complete.50.20.43.gexf	3	437	1	Complete	50	20	43	gexf	381	1.14698162729659	396	1.10353535353535	1.14698162729659	NA
1688	Complete.50.20.43.gexf	5	437	1	Complete	50	20	43	gexf	346	1.26300578034682	387	1.12919896640827	1.26300578034682	NA
1689	Complete.50.20.43.gexf	10	437	1	Complete	50	20	43	gexf	275	1.58909090909091	357	1.22408963585434	1.58909090909091	NA
1691	Complete.100.1.43.gexf	2	45.7546968406097	1	Complete	100	1	43	gexf	43.7604235777354	1.0455725310641	44.7555576881213	1.02232435934439	1.0455725310641	NA
1692	Complete.100.1.43.gexf	3	45.7546968406097	1	Complete	100	1	43	gexf	42.7777167101979	1.06959184265443	44.6982030802942	1.02363615732869	1.06959184265443	NA
1693	Complete.100.1.43.gexf	5	45.7546968406097	1	Complete	100	1	43	gexf	40.8479239796772	1.12012294341748	42.7229617734851	1.07096266132481	1.12012294341748	NA
1694	Complete.100.1.43.gexf	10	45.7546968406097	1	Complete	100	1	43	gexf	36.2686623843509	1.26154905730275	38.0111326754828	1.20371832197785	1.26154905730275	NA
1695	Complete.100.1.43.gexf	50	45.0785420815894	14	Complete	100	1	43	gexf	10.2981382107899	4.37734871671836	11.158175641462	4.03995630917339	4.37734871671836	NA
1696	Complete.100.20.43.gexf	2	961	1	Complete	100	20	43	gexf	923	1.04117009750813	923	1.04117009750813	1.04117009750813	NA
1697	Complete.100.20.43.gexf	3	961	1	Complete	100	20	43	gexf	904	1.06305309734513	904	1.06305309734513	1.06305309734513	NA
1698	Complete.100.20.43.gexf	5	961	1	Complete	100	20	43	gexf	866	1.10969976905312	866	1.10969976905312	1.10969976905312	NA
1699	Complete.100.20.43.gexf	10	961	1	Complete	100	20	43	gexf	775	1.24	775	1.24	1.24	NA
1700	Complete.100.20.43.gexf	50	959.933333333333	8	Complete	100	20	43	gexf	240	3.99972222222222	240	3.99972222222222	3.99972222222222	NA
1701	Complete.500.1.43.gexf	2	236.872793966753	1	Complete	500	1	43	gexf	234.873722202173	1.00851126190635	234.873722202172	1.00851126190635	1.00851126190635	2
1702	Complete.500.1.43.gexf	3	236.872793966753	1	Complete	500	1	43	gexf	233.875664667936	1.01281505411464	233.875664667936	1.01281505411464	1.01281505411464	2
1703	Complete.500.1.43.gexf	5	236.872793966753	1	Complete	500	1	43	gexf	231.889556630268	1.02148970142899	231.889556630268	1.02148970142899	1.02148970142899	2
1704	Complete.500.1.43.gexf	10	236.872793966753	1	Complete	500	1	43	gexf	226.96719181068	1.04364332164948	226.967191810679	1.04364332164949	1.04364332164949	2
1705	Complete.500.1.43.gexf	50	236.872793966753	1	Complete	500	1	43	gexf	189.754803150878	1.24830987165269	189.754803150878	1.24830987165269	1.24830987165269	NA
1706	Complete.500.20.43.gexf	2	4863	1	Complete	500	20	43	gexf	4825	1.00787564766839	4825	1.00787564766839	1.00787564766839	NA
1707	Complete.500.20.43.gexf	3	4863	1	Complete	500	20	43	gexf	4806	1.01186017478152	4806	1.01186017478152	1.01186017478152	NA
1708	Complete.500.20.43.gexf	5	4863	1	Complete	500	20	43	gexf	4768	1.0199244966443	4768	1.0199244966443	1.0199244966443	NA
1709	Complete.500.20.43.gexf	10	4863	1	Complete	500	20	43	gexf	4673	1.04065910549968	4673	1.04065910549968	1.04065910549968	NA
1710	Complete.500.20.43.gexf	50	4863	1	Complete	500	20	43	gexf	3945	1.23269961977186	3945	1.23269961977186	1.23269961977186	NA
1711	Complete.1000.1.43.gexf	2	496.18374934709	1	Complete	1000	1	43	gexf	494.186151781749	1.00404219656528	494.186151781749	1.00404219656528	1.00404219656528	NA
1712	Complete.1000.1.43.gexf	3	496.18374934709	1	Complete	1000	1	43	gexf	493.187958780282	1.00607433842103	493.187958780282	1.00607433842103	1.00607433842103	NA
1713	Complete.1000.1.43.gexf	5	496.18374934709	1	Complete	1000	1	43	gexf	491.192875262475	1.01016072165531	491.192875262475	1.01016072165531	1.01016072165531	NA
1714	Complete.1000.1.43.gexf	10	496.18374934709	1	Complete	1000	1	43	gexf	486.211811251122	1.02050945259908	486.211811251123	1.02050945259908	1.02050945259908	NA
1715	Complete.1000.1.43.gexf	50	496.18374934709	1	Complete	1000	1	43	gexf	447.444146158413	1.10892891013803	447.444146158414	1.10892891013803	1.10892891013803	NA
1716	Complete.1000.20.43.gexf	2	9795	1	Complete	1000	20	43	gexf	9757	1.00389463974582	9795	1	1.00389463974582	NA
1717	Complete.1000.20.43.gexf	3	9795	1	Complete	1000	20	43	gexf	9738	1.00585335797905	9795	1	1.00585335797905	NA
1718	Complete.1000.20.43.gexf	5	9795	1	Complete	1000	20	43	gexf	9700	1.00979381443299	9795	1	1.00979381443299	NA
1719	Complete.1000.20.43.gexf	10	9795	1	Complete	1000	20	43	gexf	9605	1.01978136387298	9706	1.0091695858232	1.01978136387298	NA
1720	Complete.1000.20.43.gexf	50	9795	1	Complete	1000	20	43	gexf	8849	1.1069047349983	8947	1.09478037330949	1.1069047349983	NA
1721	Complete.50.1.44.gexf	2	21.3980981935797	1	Complete	50	1	44	gexf	19.6168469871672	1.09080211552742	19.6168469871672	1.09080211552742	1.09080211552742	NA
1722	Complete.50.1.44.gexf	3	21.3980981935797	1	Complete	50	1	44	gexf	18.7496448249986	1.14125352204272	18.7496448249986	1.14125352204272	1.14125352204272	NA
1723	Complete.50.1.44.gexf	5	21.3980981935797	1	Complete	50	1	44	gexf	17.0366344253117	1.25600501010858	17.0366344253117	1.25600501010858	1.25600501010858	NA
1724	Complete.50.1.44.gexf	10	21.3980981935797	1	Complete	50	1	44	gexf	13.341468207568	1.60387881308607	13.341468207568	1.60387881308607	1.60387881308607	NA
1726	Complete.50.20.44.gexf	2	550	1	Complete	50	20	44	gexf	512	1.07421875	512	1.07421875	1.07421875	NA
1727	Complete.50.20.44.gexf	3	550	1	Complete	50	20	44	gexf	493	1.11561866125761	493	1.11561866125761	1.11561866125761	NA
1728	Complete.50.20.44.gexf	5	550	1	Complete	50	20	44	gexf	458	1.20087336244541	458	1.20087336244541	1.20087336244541	NA
1729	Complete.50.20.44.gexf	10	550	1	Complete	50	20	44	gexf	374	1.47058823529412	374	1.47058823529412	1.47058823529412	NA
1731	Complete.100.1.44.gexf	2	49.6773723755834	1	Complete	100	1	44	gexf	47.7091393634651	1.04125484211995	47.7091393634651	1.04125484211995	1.04125484211995	NA
1732	Complete.100.1.44.gexf	3	49.6773723755834	1	Complete	100	1	44	gexf	46.7453156314478	1.06272407629574	46.7453156314478	1.06272407629575	1.06272407629575	2
1733	Complete.100.1.44.gexf	5	49.6773723755834	1	Complete	100	1	44	gexf	44.8414779003572	1.10784422596356	44.8414779003572	1.10784422596356	1.10784422596356	NA
1734	Complete.100.1.44.gexf	10	49.6773723755834	1	Complete	100	1	44	gexf	40.2515008999251	1.23417441001997	40.2515008999251	1.23417441001997	1.23417441001997	NA
1735	Complete.100.1.44.gexf	50	49.6564511742188	3	Complete	100	1	44	gexf	12.2408484049747	4.05661842475217	12.2408484049747	4.05661842475217	4.05661842475217	NA
1736	Complete.100.20.44.gexf	2	936	1	Complete	100	20	44	gexf	898	1.04231625835189	919	1.01849836779108	1.04231625835189	NA
1737	Complete.100.20.44.gexf	3	936	1	Complete	100	20	44	gexf	879	1.06484641638225	906	1.03311258278146	1.06484641638225	NA
1738	Complete.100.20.44.gexf	5	936	1	Complete	100	20	44	gexf	841	1.11296076099881	868	1.07834101382488	1.11296076099881	NA
1739	Complete.100.20.44.gexf	10	936	1	Complete	100	20	44	gexf	752	1.24468085106383	781	1.19846350832266	1.24468085106383	NA
1740	Complete.100.20.44.gexf	50	931.6	7	Complete	100	20	44	gexf	229	4.06812227074236	256	3.6390625	4.06812227074236	NA
1741	Complete.500.1.44.gexf	2	244.237792699281	1	Complete	500	1	44	gexf	242.239074084912	1.0082510165708	244.227673477425	1.00004143355957	1.0082510165708	NA
1742	Complete.500.1.44.gexf	3	244.237792699281	1	Complete	500	1	44	gexf	241.240860632943	1.01242298696198	243.237628966899	1.00411187913906	1.01242298696198	NA
1743	Complete.500.1.44.gexf	5	244.237792699281	1	Complete	500	1	44	gexf	239.257599872582	1.02081519178221	241.261591080875	1.01233599432497	1.02081519178221	NA
1744	Complete.500.1.44.gexf	10	244.237792699281	1	Complete	500	1	44	gexf	234.313326790787	1.04235553327001	236.345625627838	1.03339248209261	1.04235553327001	NA
1745	Complete.500.1.44.gexf	50	244.237792699281	1	Complete	500	1	44	gexf	197.008636742094	1.23973139826867	198.832177642278	1.22836150363295	1.23973139826867	NA
1746	Complete.500.20.44.gexf	2	4880	1	Complete	500	20	44	gexf	4842	1.00784799669558	4880	1	1.00784799669558	NA
1747	Complete.500.20.44.gexf	3	4880	1	Complete	500	20	44	gexf	4823	1.01181837030894	4880	1	1.01181837030894	NA
1748	Complete.500.20.44.gexf	5	4880	1	Complete	500	20	44	gexf	4785	1.01985370950888	4880	1	1.01985370950888	NA
1749	Complete.500.20.44.gexf	10	4880	1	Complete	500	20	44	gexf	4690	1.04051172707889	4880	1	1.04051172707889	NA
1750	Complete.500.20.44.gexf	50	4880	1	Complete	500	20	44	gexf	3959	1.23263450366254	4172	1.16970278044104	1.23263450366254	NA
1751	Complete.1000.1.44.gexf	2	488.633664092198	1	Complete	1000	1	44	gexf	486.635177547043	1.00410674492384	486.635177547044	1.00410674492384	1.00410674492384	NA
1752	Complete.1000.1.44.gexf	3	488.633664092198	1	Complete	1000	1	44	gexf	485.636723495773	1.00617115726927	485.636723495774	1.00617115726927	1.00617115726927	NA
1753	Complete.1000.1.44.gexf	5	488.633664092198	1	Complete	1000	1	44	gexf	483.643920304959	1.01031697821011	483.643920304959	1.01031697821011	1.01031697821011	NA
1754	Complete.1000.1.44.gexf	10	488.633664092198	1	Complete	1000	1	44	gexf	478.682288962047	1.0207891024164	478.682288962046	1.02078910241641	1.02078910241641	2
1755	Complete.1000.1.44.gexf	50	488.633664092198	1	Complete	1000	1	44	gexf	439.946363599895	1.11066644600473	439.946363599894	1.11066644600473	1.11066644600473	2
1756	Complete.1000.20.44.gexf	2	9833	1	Complete	1000	20	44	gexf	9795	1.00387953037264	9795	1.00387953037264	1.00387953037264	NA
1757	Complete.1000.20.44.gexf	3	9833	1	Complete	1000	20	44	gexf	9776	1.00583060556465	9776	1.00583060556465	1.00583060556465	NA
1758	Complete.1000.20.44.gexf	5	9833	1	Complete	1000	20	44	gexf	9738	1.00975559663175	9738	1.00975559663175	1.00975559663175	NA
1759	Complete.1000.20.44.gexf	10	9833	1	Complete	1000	20	44	gexf	9643	1.01970341180131	9643	1.01970341180131	1.01970341180131	NA
1760	Complete.1000.20.44.gexf	50	9833	1	Complete	1000	20	44	gexf	8883	1.1069458516267	8883	1.1069458516267	1.1069458516267	NA
1761	Complete.50.1.45.gexf	2	21.3254584116811	1	Complete	50	1	45	gexf	19.3926129421173	1.09966916141383	19.3926129421173	1.09966916141383	1.09966916141383	NA
1762	Complete.50.1.45.gexf	3	21.3254584116811	1	Complete	50	1	45	gexf	18.4429885478122	1.15629082327934	18.4429885478122	1.15629082327934	1.15629082327934	NA
1763	Complete.50.1.45.gexf	5	21.3254584116811	1	Complete	50	1	45	gexf	16.5819989906913	1.28606077130102	16.5819989906913	1.28606077130102	1.28606077130102	NA
1764	Complete.50.1.45.gexf	10	21.3254584116811	1	Complete	50	1	45	gexf	12.1788157723994	1.75102890217049	12.1788157723994	1.75102890217049	1.75102890217049	NA
1766	Complete.50.20.45.gexf	2	482	1	Complete	50	20	45	gexf	444	1.08558558558559	446	1.08071748878924	1.08558558558559	NA
1767	Complete.50.20.45.gexf	3	482	1	Complete	50	20	45	gexf	426	1.13145539906103	435	1.10804597701149	1.13145539906103	NA
1768	Complete.50.20.45.gexf	5	482	1	Complete	50	20	45	gexf	391	1.23273657289003	419	1.15035799522673	1.23273657289003	NA
1769	Complete.50.20.45.gexf	10	482	1	Complete	50	20	45	gexf	311	1.54983922829582	334	1.44311377245509	1.54983922829582	NA
1771	Complete.100.1.45.gexf	2	47.9541878212079	1	Complete	100	1	45	gexf	46.0097757947189	1.04226084550301	46.0097757947189	1.04226084550301	1.04226084550301	NA
1772	Complete.100.1.45.gexf	3	47.9541878212079	1	Complete	100	1	45	gexf	45.0648735412672	1.06411455426131	45.0648735412672	1.06411455426131	1.06411455426131	NA
1773	Complete.100.1.45.gexf	5	47.9541878212079	1	Complete	100	1	45	gexf	43.1882032092582	1.11035385262168	43.1882032092582	1.11035385262168	1.11035385262168	NA
1774	Complete.100.1.45.gexf	10	47.9541878212079	1	Complete	100	1	45	gexf	38.6415353823963	1.24100109756648	38.6415353823963	1.24100109756648	1.24100109756648	2
1775	Complete.100.1.45.gexf	50	47.8754456822972	5	Complete	100	1	45	gexf	11.9657893869053	4.00102693890714	11.9657893869053	4.00102693890714	4.00102693890714	NA
1776	Complete.100.20.45.gexf	2	860	1	Complete	100	20	45	gexf	822	1.04622871046229	860	1	1.04622871046229	NA
1777	Complete.100.20.45.gexf	3	860	1	Complete	100	20	45	gexf	804	1.06965174129353	851	1.01057579318449	1.06965174129353	NA
1778	Complete.100.20.45.gexf	5	860	1	Complete	100	20	45	gexf	769	1.1183355006502	850	1.01176470588235	1.1183355006502	NA
1779	Complete.100.20.45.gexf	10	860	1	Complete	100	20	45	gexf	688	1.25	833	1.03241296518607	1.25	NA
1780	Complete.100.20.45.gexf	50	852.266666666667	8	Complete	100	20	45	gexf	228	3.73801169590643	259	3.29060489060489	3.73801169590643	NA
1781	Complete.500.1.45.gexf	2	241.556886805625	1	Complete	500	1	45	gexf	239.563438500198	1.00832117086775	239.563438500198	1.00832117086775	1.00832117086775	2
1782	Complete.500.1.45.gexf	3	241.556886805625	1	Complete	500	1	45	gexf	238.567002264232	1.01253268269717	238.567002264232	1.01253268269717	1.01253268269717	2
1783	Complete.500.1.45.gexf	5	241.556886805625	1	Complete	500	1	45	gexf	236.584833607016	1.02101594224281	236.584833607016	1.02101594224281	1.02101594224281	2
1784	Complete.500.1.45.gexf	10	241.556886805625	1	Complete	500	1	45	gexf	231.68671612785	1.0426013663741	231.686716127851	1.0426013663741	1.0426013663741	NA
1785	Complete.500.1.45.gexf	50	241.556886805625	3	Complete	500	1	45	gexf	194.235696152285	1.24362767292907	194.235696152285	1.24362767292907	1.24362767292907	2
1786	Complete.500.20.45.gexf	2	4920	1	Complete	500	20	45	gexf	4882	1.00778369520688	4882	1.00778369520688	1.00778369520688	NA
1787	Complete.500.20.45.gexf	3	4920	1	Complete	500	20	45	gexf	4863	1.01172115977791	4863	1.01172115977791	1.01172115977791	NA
1788	Complete.500.20.45.gexf	5	4920	1	Complete	500	20	45	gexf	4825	1.01968911917098	4825	1.01968911917098	1.01968911917098	NA
1789	Complete.500.20.45.gexf	10	4920	1	Complete	500	20	45	gexf	4730	1.04016913319239	4730	1.04016913319239	1.04016913319239	NA
1790	Complete.500.20.45.gexf	50	4920	1	Complete	500	20	45	gexf	3994	1.23184777165749	3994	1.23184777165749	1.23184777165749	NA
1791	Complete.1000.1.45.gexf	2	494.935728443703	1	Complete	1000	1	45	gexf	492.93758535273	1.00405354176745	494.935728443704	0.999999999999999	1.00405354176745	NA
1792	Complete.1000.1.45.gexf	3	494.935728443703	1	Complete	1000	1	45	gexf	491.938972866546	1.0060917222307	494.935728443703	0.999999999999999	1.0060917222307	NA
1793	Complete.1000.1.45.gexf	5	494.935728443703	1	Complete	1000	1	45	gexf	489.942809181418	1.01019082057889	494.935728443703	1	1.01019082057889	NA
1794	Complete.1000.1.45.gexf	10	494.935728443703	1	Complete	1000	1	45	gexf	484.973319073022	1.02054218031978	494.935728443703	0.999999999999999	1.02054218031978	NA
1795	Complete.1000.1.45.gexf	50	494.935728443703	1	Complete	1000	1	45	gexf	446.030135276305	1.10964638776504	459.637528100237	1.07679573182233	1.10964638776504	NA
1796	Complete.1000.20.45.gexf	2	9773	1	Complete	1000	20	45	gexf	9735	1.00390344119158	9773	1	1.00390344119158	NA
1797	Complete.1000.20.45.gexf	3	9773	1	Complete	1000	20	45	gexf	9716	1.00586661177439	9773	1	1.00586661177439	NA
1798	Complete.1000.20.45.gexf	5	9773	1	Complete	1000	20	45	gexf	9678	1.009816077702	9773	1	1.009816077702	NA
1799	Complete.1000.20.45.gexf	10	9773	1	Complete	1000	20	45	gexf	9583	1.01982677658353	9773	1	1.01982677658353	NA
1800	Complete.1000.20.45.gexf	50	9773	1	Complete	1000	20	45	gexf	8823	1.10767312705429	9383	1.0415645315997	1.10767312705429	NA
1801	Complete.50.1.46.gexf	2	22.2721030572198	1	Complete	50	1	46	gexf	20.3884918723718	1.09238599876043	20.3884918723718	1.09238599876043	1.09238599876043	NA
1802	Complete.50.1.46.gexf	3	22.2721030572198	1	Complete	50	1	46	gexf	19.5280406219198	1.14051908680586	19.5280406219198	1.14051908680586	1.14051908680586	NA
1803	Complete.50.1.46.gexf	5	22.2721030572198	1	Complete	50	1	46	gexf	17.8509957405565	1.24766726634855	17.8509957405565	1.24766726634855	1.24766726634855	NA
1804	Complete.50.1.46.gexf	10	22.2721030572198	1	Complete	50	1	46	gexf	13.9167842751845	1.60037711419684	13.9167842751845	1.60037711419684	1.60037711419684	NA
1806	Complete.50.20.46.gexf	2	483	1	Complete	50	20	46	gexf	446	1.08295964125561	446	1.08295964125561	1.08295964125561	NA
1807	Complete.50.20.46.gexf	3	483	1	Complete	50	20	46	gexf	428	1.1285046728972	432	1.11805555555556	1.1285046728972	NA
1808	Complete.50.20.46.gexf	5	483	1	Complete	50	20	46	gexf	394	1.2258883248731	404	1.19554455445545	1.2258883248731	NA
1809	Complete.50.20.46.gexf	10	483	1	Complete	50	20	46	gexf	310	1.55806451612903	315	1.53333333333333	1.55806451612903	NA
1811	Complete.100.1.46.gexf	2	47.1093744329761	1	Complete	100	1	46	gexf	45.1410191186895	1.04360458298718	45.7055851683241	1.03071373573891	1.04360458298718	NA
1812	Complete.100.1.46.gexf	3	47.1093744329761	1	Complete	100	1	46	gexf	44.1661559413636	1.06663967983811	44.7501610109352	1.05271966332064	1.06663967983811	NA
1813	Complete.100.1.46.gexf	5	47.1093744329761	1	Complete	100	1	46	gexf	42.2258495882982	1.11565249467547	42.8498491419396	1.09940584100837	1.11565249467547	NA
1814	Complete.100.1.46.gexf	10	47.1093744329761	1	Complete	100	1	46	gexf	37.7216365947297	1.24886878422337	38.1597882918302	1.23452923985592	1.24886878422337	NA
1815	Complete.100.1.46.gexf	50	46.7953003637796	9	Complete	100	1	46	gexf	10.9190161075372	4.28567005515063	11.3508352933451	4.1226305513582	4.28567005515063	NA
1816	Complete.100.20.46.gexf	2	910	1	Complete	100	20	46	gexf	872	1.04357798165138	872	1.04357798165138	1.04357798165138	NA
1817	Complete.100.20.46.gexf	3	910	1	Complete	100	20	46	gexf	853	1.06682297772567	853	1.06682297772567	1.06682297772567	NA
1818	Complete.100.20.46.gexf	5	910	1	Complete	100	20	46	gexf	815	1.11656441717791	815	1.11656441717791	1.11656441717791	NA
1819	Complete.100.20.46.gexf	10	910	2	Complete	100	20	46	gexf	725	1.2551724137931	725	1.2551724137931	1.2551724137931	NA
1820	Complete.100.20.46.gexf	50	901	14	Complete	100	20	46	gexf	200	4.505	200	4.505	4.505	NA
1821	Complete.500.1.46.gexf	2	246.397122725673	2	Complete	500	1	46	gexf	244.407995128719	1.00813855371591	244.407995128719	1.00813855371591	1.00813855371591	2
1822	Complete.500.1.46.gexf	3	246.397122725673	1	Complete	500	1	46	gexf	243.414321744916	1.01225400773206	243.414321744916	1.01225400773206	1.01225400773206	2
1823	Complete.500.1.46.gexf	5	246.397122725673	3	Complete	500	1	46	gexf	241.429282967411	1.02057679042576	241.429282967411	1.02057679042576	1.02057679042576	2
1824	Complete.500.1.46.gexf	10	246.397122725673	2	Complete	500	1	46	gexf	236.51359532876	1.04178841128847	236.51359532876	1.04178841128847	1.04178841128847	2
1825	Complete.500.1.46.gexf	50	246.397122725673	2	Complete	500	1	46	gexf	199.046204093349	1.23788908132163	199.046204093349	1.23788908132163	1.23788908132163	2
1826	Complete.500.20.46.gexf	2	5097	1	Complete	500	20	46	gexf	5059	1.00751136588259	5059	1.00751136588259	1.00751136588259	NA
1827	Complete.500.20.46.gexf	3	5097	1	Complete	500	20	46	gexf	5040	1.01130952380952	5040	1.01130952380952	1.01130952380952	NA
1828	Complete.500.20.46.gexf	5	5097	1	Complete	500	20	46	gexf	5002	1.01899240303878	5002	1.01899240303878	1.01899240303878	NA
1829	Complete.500.20.46.gexf	10	5097	1	Complete	500	20	46	gexf	4907	1.03872019563888	4907	1.03872019563888	1.03872019563888	NA
1830	Complete.500.20.46.gexf	50	5097	1	Complete	500	20	46	gexf	4171	1.22200911052505	4171	1.22200911052505	1.22200911052505	NA
1831	Complete.1000.1.46.gexf	2	489.262809812264	2	Complete	1000	1	46	gexf	487.268563604244	1.00409270442827	489.262809812264	0.999999999999999	1.00409270442827	NA
1832	Complete.1000.1.46.gexf	3	489.262809812264	1	Complete	1000	1	46	gexf	486.274145961096	1.00614604719579	489.262809812264	0.999999999999999	1.00614604719579	NA
1833	Complete.1000.1.46.gexf	5	489.262809812264	3	Complete	1000	1	46	gexf	484.28870848107	1.01027094219643	489.262809812266	0.999999999999997	1.01027094219643	NA
1834	Complete.1000.1.46.gexf	10	489.262809812264	1	Complete	1000	1	46	gexf	479.361268078166	1.02065569830828	489.262809812265	0.999999999999998	1.02065569830828	NA
1835	Complete.1000.1.46.gexf	50	489.262809812264	2	Complete	1000	1	46	gexf	441.123575724804	1.10912868125074	463.162624107078	1.05635209826247	1.10912868125074	NA
1836	Complete.1000.20.46.gexf	2	9974	1	Complete	1000	20	46	gexf	9936	1.00382447665056	9974	1	1.00382447665056	NA
1837	Complete.1000.20.46.gexf	3	9974	1	Complete	1000	20	46	gexf	9917	1.00574770595946	9974	1	1.00574770595946	NA
1838	Complete.1000.20.46.gexf	5	9974	1	Complete	1000	20	46	gexf	9879	1.00961635793096	9974	1	1.00961635793096	NA
1839	Complete.1000.20.46.gexf	10	9974	1	Complete	1000	20	46	gexf	9784	1.01941946034342	9974	1	1.01941946034342	NA
1840	Complete.1000.20.46.gexf	50	9974	1	Complete	1000	20	46	gexf	9030	1.10454042081949	9239	1.07955406429267	1.10454042081949	NA
1841	Complete.50.1.47.gexf	2	20.3078681801486	1	Complete	50	1	47	gexf	18.4195818773703	1.10251515562893	18.4195818773703	1.10251515562893	1.10251515562893	NA
1842	Complete.50.1.47.gexf	3	20.3078681801486	1	Complete	50	1	47	gexf	17.4993720423104	1.16049125254596	17.4993720423104	1.16049125254596	1.16049125254596	NA
1843	Complete.50.1.47.gexf	5	20.3078681801486	1	Complete	50	1	47	gexf	15.6921227910105	1.29414410342126	15.6921227910105	1.29414410342126	1.29414410342126	2
1844	Complete.50.1.47.gexf	10	20.3078681801486	1	Complete	50	1	47	gexf	11.4228171532768	1.77783360336141	11.4228171532768	1.77783360336141	1.77783360336141	NA
1846	Complete.50.20.47.gexf	2	467	1	Complete	50	20	47	gexf	429	1.08857808857809	434	1.07603686635945	1.08857808857809	NA
1847	Complete.50.20.47.gexf	3	467	1	Complete	50	20	47	gexf	410	1.1390243902439	429	1.08857808857809	1.1390243902439	NA
1848	Complete.50.20.47.gexf	5	467	1	Complete	50	20	47	gexf	374	1.24866310160428	403	1.15880893300248	1.24866310160428	NA
1849	Complete.50.20.47.gexf	10	467	1	Complete	50	20	47	gexf	292	1.59931506849315	356	1.31179775280899	1.59931506849315	NA
1851	Complete.100.1.47.gexf	2	49.4008067920516	1	Complete	100	1	47	gexf	47.405660307582	1.04208667217215	47.4872246372387	1.04029677812151	1.04208667217215	NA
1852	Complete.100.1.47.gexf	3	49.4008067920516	1	Complete	100	1	47	gexf	46.419584798473	1.06422336620462	46.5426160204265	1.06141018739408	1.06422336620462	NA
1853	Complete.100.1.47.gexf	5	49.4008067920516	1	Complete	100	1	47	gexf	44.4901242913743	1.110376911256	44.6787923042911	1.10568805118098	1.110376911256	NA
1854	Complete.100.1.47.gexf	10	49.4008067920516	1	Complete	100	1	47	gexf	39.8141767402626	1.24078433454319	40.2535036561633	1.22724240886017	1.24078433454319	NA
1855	Complete.100.1.47.gexf	50	49.3185745705558	5	Complete	100	1	47	gexf	11.0064878382231	4.48086395001349	12.3615642711572	3.98967100673732	4.48086395001349	NA
1856	Complete.100.20.47.gexf	2	1006	1	Complete	100	20	47	gexf	968	1.03925619834711	972	1.03497942386831	1.03925619834711	NA
1857	Complete.100.20.47.gexf	3	1006	1	Complete	100	20	47	gexf	949	1.06006322444679	953	1.05561385099685	1.06006322444679	NA
1858	Complete.100.20.47.gexf	5	1006	1	Complete	100	20	47	gexf	911	1.10428100987925	916	1.09825327510917	1.10428100987925	NA
1859	Complete.100.20.47.gexf	10	1006	1	Complete	100	20	47	gexf	820	1.22682926829268	827	1.21644498186215	1.22682926829268	NA
1860	Complete.100.20.47.gexf	50	1006	1	Complete	100	20	47	gexf	259	3.88416988416988	288	3.49305555555556	3.88416988416988	NA
1861	Complete.500.1.47.gexf	2	243.701355656453	2	Complete	500	1	47	gexf	241.708692559936	1.00824406882273	243.701355656453	1	1.00824406882273	NA
1862	Complete.500.1.47.gexf	3	243.701355656453	1	Complete	500	1	47	gexf	240.712692905155	1.01241589180541	243.701355656453	1	1.01241589180541	NA
1863	Complete.500.1.47.gexf	5	243.701355656453	3	Complete	500	1	47	gexf	238.723253555515	1.02085302552975	243.701355656453	1	1.02085302552975	NA
1864	Complete.500.1.47.gexf	10	243.701355656453	1	Complete	500	1	47	gexf	233.790812905866	1.04239064241835	243.701355656453	1	1.04239064241835	NA
