construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5	mem	constant	best
5422	cut	cap	first	Small.100.24.2.81.gexf	100	2400	3	2	[20, 20, 20, 20]	20	17	17.0	inf	510	0	0	0	0	[20.0, 17.0]	Small	100	24	2	81	gexf	20	1.17647058823529	0.5
5423	cut	cap	first	Small.100.24.2.81.gexf	100	2400	5	3	[20, 20, 20, 20]	20	15	15.0	inf	507	0	0	0	0	[20.0, 15.0]	Small	100	24	2	81	gexf	20	1.33333333333333	0.5
5424	cut	cap	first	Small.100.24.2.81.gexf	100	2400	10	4	[20, 20, 20, 20]	20	10	10.0	inf	512	0	0	0	0	[20.0, 10.0]	Small	100	24	2	81	gexf	20	2	0.5
5426	cut	cap	first	Small.100.24.5.81.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	503	0	0	0	0	[24.0, 22.0]	Small	100	24	5	81	gexf	24	1.09090909090909	0.5
5427	cut	cap	first	Small.100.24.5.81.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	511	0	0	0	0	[24.0, 21.0]	Small	100	24	5	81	gexf	24	1.14285714285714	0.5
5428	cut	cap	first	Small.100.24.5.81.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	510	0	0	0	0	[24.0, 19.0]	Small	100	24	5	81	gexf	24	1.26315789473684	0.5
5429	cut	cap	first	Small.100.24.5.81.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	511	0	0	0	0	[24.0, 14.0]	Small	100	24	5	81	gexf	24	1.71428571428571	0.5
5431	cut	cap	first	Small.100.6.2.82.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1800	0	0	0	0	[4.0, 2.0]	Small	100	6	2	82	gexf	4	2	0.5
5432	cut	cap	first	Small.100.6.2.82.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1819	0	0	0	0	[4.0, 1.0]	Small	100	6	2	82	gexf	4	4	0.5
5436	cut	cap	first	Small.100.6.5.82.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1828	0	0	0	0	[4.0, 2.0]	Small	100	6	5	82	gexf	4	2	0.5
5437	cut	cap	first	Small.100.6.5.82.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1816	0	0	0	0	[4.0, 1.0]	Small	100	6	5	82	gexf	4	4	0.5
5441	cut	cap	first	Small.100.10.2.82.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1147	0	0	0	0	[10.0, 8.0]	Small	100	10	2	82	gexf	10	1.25	0.5
5442	cut	cap	first	Small.100.10.2.82.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1142	0	0	0	0	[10.0, 7.0]	Small	100	10	2	82	gexf	10	1.42857142857143	0.5
5443	cut	cap	first	Small.100.10.2.82.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1158	0	0	0	0	[10.0, 5.0]	Small	100	10	2	82	gexf	10	2	0.5
5446	cut	cap	first	Small.100.10.5.82.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1149	0	0	0	0	[8.0, 6.0]	Small	100	10	5	82	gexf	8	1.33333333333333	0.5
5447	cut	cap	first	Small.100.10.5.82.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1158	0	0	0	0	[8.0, 5.0]	Small	100	10	5	82	gexf	8	1.6	0.5
5448	cut	cap	first	Small.100.10.5.82.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1166	0	0	0	0	[8.0, 3.0]	Small	100	10	5	82	gexf	8	2.66666666666667	0.5
5451	cut	cap	first	Small.100.24.2.82.gexf	100	2400	2	1	[19, 19, 19, 19]	19	17	17.0	inf	507	0	0	0	0	[19.0, 17.0]	Small	100	24	2	82	gexf	19	1.11764705882353	0.5
5452	cut	cap	first	Small.100.24.2.82.gexf	100	2400	3	2	[19, 19, 19, 19]	19	16	16.0	inf	518	0	0	0	0	[19.0, 16.0]	Small	100	24	2	82	gexf	19	1.1875	0.5
5453	cut	cap	first	Small.100.24.2.82.gexf	100	2400	5	3	[19, 19, 19, 19]	19	14	14.0	inf	513	0	0	0	0	[19.0, 14.0]	Small	100	24	2	82	gexf	19	1.35714285714286	0.5
5454	cut	cap	first	Small.100.24.2.82.gexf	100	2400	10	4	[19, 19, 19, 19]	19	9	9.0	inf	517	0	0	0	0	[19.0, 9.0]	Small	100	24	2	82	gexf	19	2.11111111111111	0.5
5456	cut	cap	first	Small.100.24.5.82.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	519	0	0	0	0	[21.0, 19.0]	Small	100	24	5	82	gexf	21	1.10526315789474	0.5
5457	cut	cap	first	Small.100.24.5.82.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	517	0	0	0	0	[21.0, 18.0]	Small	100	24	5	82	gexf	21	1.16666666666667	0.5
5458	cut	cap	first	Small.100.24.5.82.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	509	0	0	0	0	[21.0, 16.0]	Small	100	24	5	82	gexf	21	1.3125	0.5
5459	cut	cap	first	Small.100.24.5.82.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	515	0	0	0	0	[21.0, 11.0]	Small	100	24	5	82	gexf	21	1.90909090909091	0.5
5461	cut	cap	first	Small.100.6.2.83.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1799	0	0	0	0	[6.0, 4.0]	Small	100	6	2	83	gexf	6	1.5	0.5
5462	cut	cap	first	Small.100.6.2.83.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1830	0	0	0	0	[6.0, 3.0]	Small	100	6	2	83	gexf	6	2	0.5
5463	cut	cap	first	Small.100.6.2.83.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1848	0	0	0	0	[6.0, 1.0]	Small	100	6	2	83	gexf	6	6	0.5
5466	cut	cap	first	Small.100.6.5.83.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1815	0	0	0	0	[4.0, 2.0]	Small	100	6	5	83	gexf	4	2	0.5
5467	cut	cap	first	Small.100.6.5.83.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1833	0	0	0	0	[4.0, 1.0]	Small	100	6	5	83	gexf	4	4	0.5
5471	cut	cap	first	Small.100.10.2.83.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1164	0	0	0	0	[9.0, 7.0]	Small	100	10	2	83	gexf	9	1.28571428571429	0.5
5472	cut	cap	first	Small.100.10.2.83.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1171	0	0	0	0	[9.0, 6.0]	Small	100	10	2	83	gexf	9	1.5	0.5
5473	cut	cap	first	Small.100.10.2.83.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1182	0	0	0	0	[9.0, 4.0]	Small	100	10	2	83	gexf	9	2.25	0.5
5476	cut	cap	first	Small.100.10.5.83.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1160	0	0	0	0	[10.0, 8.0]	Small	100	10	5	83	gexf	10	1.25	0.5
5477	cut	cap	first	Small.100.10.5.83.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1167	0	0	0	0	[10.0, 7.0]	Small	100	10	5	83	gexf	10	1.42857142857143	0.5
5478	cut	cap	first	Small.100.10.5.83.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1168	0	0	0	0	[10.0, 5.0]	Small	100	10	5	83	gexf	10	2	0.5
5481	cut	cap	first	Small.100.24.2.83.gexf	100	2400	2	1	[19, 19, 19, 19]	19	17	17.0	inf	515	0	0	0	0	[19.0, 17.0]	Small	100	24	2	83	gexf	19	1.11764705882353	0.5
5482	cut	cap	first	Small.100.24.2.83.gexf	100	2400	3	2	[19, 19, 19, 19]	19	16	16.0	inf	516	0	0	0	0	[19.0, 16.0]	Small	100	24	2	83	gexf	19	1.1875	0.5
5483	cut	cap	first	Small.100.24.2.83.gexf	100	2400	5	3	[19, 19, 19, 19]	19	14	14.0	inf	517	0	0	0	0	[19.0, 14.0]	Small	100	24	2	83	gexf	19	1.35714285714286	0.5
5484	cut	cap	first	Small.100.24.2.83.gexf	100	2400	10	4	[19, 19, 19, 19]	19	9	9.0	inf	517	0	0	0	0	[19.0, 9.0]	Small	100	24	2	83	gexf	19	2.11111111111111	0.5
5486	cut	cap	first	Small.100.24.5.83.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	508	0	0	0	0	[22.0, 20.0]	Small	100	24	5	83	gexf	22	1.1	0.5
5487	cut	cap	first	Small.100.24.5.83.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	513	0	0	0	0	[22.0, 19.0]	Small	100	24	5	83	gexf	22	1.15789473684211	0.5
5488	cut	cap	first	Small.100.24.5.83.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	515	0	0	0	0	[22.0, 17.0]	Small	100	24	5	83	gexf	22	1.29411764705882	0.5
5489	cut	cap	first	Small.100.24.5.83.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	511	0	0	0	0	[22.0, 12.0]	Small	100	24	5	83	gexf	22	1.83333333333333	0.5
5491	cut	cap	first	Small.100.6.2.84.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1811	0	0	0	0	[4.0, 2.0]	Small	100	6	2	84	gexf	4	2	0.5
5492	cut	cap	first	Small.100.6.2.84.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1812	0	0	0	0	[4.0, 1.0]	Small	100	6	2	84	gexf	4	4	0.5
5496	cut	cap	first	Small.100.6.5.84.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1830	0	0	0	0	[5.0, 3.0]	Small	100	6	5	84	gexf	5	1.66666666666667	0.5
5497	cut	cap	first	Small.100.6.5.84.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1812	0	0	0	0	[5.0, 2.0]	Small	100	6	5	84	gexf	5	2.5	0.5
5501	cut	cap	first	Small.100.10.2.84.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1161	0	0	0	0	[10.0, 8.0]	Small	100	10	2	84	gexf	10	1.25	0.5
5502	cut	cap	first	Small.100.10.2.84.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1170	0	0	0	0	[10.0, 7.0]	Small	100	10	2	84	gexf	10	1.42857142857143	0.5
5503	cut	cap	first	Small.100.10.2.84.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1176	0	0	0	0	[10.0, 5.0]	Small	100	10	2	84	gexf	10	2	0.5
5506	cut	cap	first	Small.100.10.5.84.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1174	0	0	0	0	[8.0, 6.0]	Small	100	10	5	84	gexf	8	1.33333333333333	0.5
5507	cut	cap	first	Small.100.10.5.84.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1178	0	0	0	0	[8.0, 5.0]	Small	100	10	5	84	gexf	8	1.6	0.5
5508	cut	cap	first	Small.100.10.5.84.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1173	0	0	0	0	[8.0, 3.0]	Small	100	10	5	84	gexf	8	2.66666666666667	0.5
5511	cut	cap	first	Small.100.24.2.84.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	510	0	0	0	0	[22.0, 20.0]	Small	100	24	2	84	gexf	22	1.1	0.5
5512	cut	cap	first	Small.100.24.2.84.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	514	0	0	0	0	[22.0, 19.0]	Small	100	24	2	84	gexf	22	1.15789473684211	0.5
5513	cut	cap	first	Small.100.24.2.84.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	517	0	0	0	0	[22.0, 17.0]	Small	100	24	2	84	gexf	22	1.29411764705882	0.5
5514	cut	cap	first	Small.100.24.2.84.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	523	0	0	0	0	[22.0, 12.0]	Small	100	24	2	84	gexf	22	1.83333333333333	0.5
5516	cut	cap	first	Small.100.24.5.84.gexf	100	2400	2	1	[24, 24, 24, 24]	24	22	22.0	inf	499	0	0	0	0	[24.0, 22.0]	Small	100	24	5	84	gexf	24	1.09090909090909	0.5
5517	cut	cap	first	Small.100.24.5.84.gexf	100	2400	3	2	[24, 24, 24, 24]	24	21	21.0	inf	506	0	0	0	0	[24.0, 21.0]	Small	100	24	5	84	gexf	24	1.14285714285714	0.5
5518	cut	cap	first	Small.100.24.5.84.gexf	100	2400	5	3	[24, 24, 24, 24]	24	19	19.0	inf	507	0	0	0	0	[24.0, 19.0]	Small	100	24	5	84	gexf	24	1.26315789473684	0.5
5519	cut	cap	first	Small.100.24.5.84.gexf	100	2400	10	4	[24, 24, 24, 24]	24	14	14.0	inf	506	0	0	0	0	[24.0, 14.0]	Small	100	24	5	84	gexf	24	1.71428571428571	0.5
5521	cut	cap	first	Small.100.6.2.85.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1777	0	0	0	0	[5.0, 3.0]	Small	100	6	2	85	gexf	5	1.66666666666667	0.5
5522	cut	cap	first	Small.100.6.2.85.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1802	0	0	0	0	[5.0, 2.0]	Small	100	6	2	85	gexf	5	2.5	0.5
5526	cut	cap	first	Small.100.6.5.85.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1795	0	0	0	0	[6.0, 4.0]	Small	100	6	5	85	gexf	6	1.5	0.5
5527	cut	cap	first	Small.100.6.5.85.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1794	0	0	0	0	[6.0, 3.0]	Small	100	6	5	85	gexf	6	2	0.5
5528	cut	cap	first	Small.100.6.5.85.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1821	0	0	0	0	[6.0, 1.0]	Small	100	6	5	85	gexf	6	6	0.5
5531	cut	cap	first	Small.100.10.2.85.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1169	0	0	0	0	[10.0, 8.0]	Small	100	10	2	85	gexf	10	1.25	0.5
5532	cut	cap	first	Small.100.10.2.85.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1175	0	0	0	0	[10.0, 7.0]	Small	100	10	2	85	gexf	10	1.42857142857143	0.5
5533	cut	cap	first	Small.100.10.2.85.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1187	0	0	0	0	[10.0, 5.0]	Small	100	10	2	85	gexf	10	2	0.5
5536	cut	cap	first	Small.100.10.5.85.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1152	0	0	0	0	[10.0, 8.0]	Small	100	10	5	85	gexf	10	1.25	0.5
5537	cut	cap	first	Small.100.10.5.85.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1169	0	0	0	0	[10.0, 7.0]	Small	100	10	5	85	gexf	10	1.42857142857143	0.5
5538	cut	cap	first	Small.100.10.5.85.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1174	0	0	0	0	[10.0, 5.0]	Small	100	10	5	85	gexf	10	2	0.5
5541	cut	cap	first	Small.100.24.2.85.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	510	0	0	0	0	[21.0, 19.0]	Small	100	24	2	85	gexf	21	1.10526315789474	0.5
5542	cut	cap	first	Small.100.24.2.85.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	513	0	0	0	0	[21.0, 18.0]	Small	100	24	2	85	gexf	21	1.16666666666667	0.5
5543	cut	cap	first	Small.100.24.2.85.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	509	0	0	0	0	[21.0, 16.0]	Small	100	24	2	85	gexf	21	1.3125	0.5
5544	cut	cap	first	Small.100.24.2.85.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	508	0	0	0	0	[21.0, 11.0]	Small	100	24	2	85	gexf	21	1.90909090909091	0.5
5546	cut	cap	first	Small.100.24.5.85.gexf	100	2400	2	1	[21, 21, 21, 21]	21	19	19.0	inf	513	0	0	0	0	[21.0, 19.0]	Small	100	24	5	85	gexf	21	1.10526315789474	0.5
5547	cut	cap	first	Small.100.24.5.85.gexf	100	2400	3	2	[21, 21, 21, 21]	21	18	18.0	inf	511	0	0	0	0	[21.0, 18.0]	Small	100	24	5	85	gexf	21	1.16666666666667	0.5
5548	cut	cap	first	Small.100.24.5.85.gexf	100	2400	5	3	[21, 21, 21, 21]	21	16	16.0	inf	514	0	0	0	0	[21.0, 16.0]	Small	100	24	5	85	gexf	21	1.3125	0.5
5549	cut	cap	first	Small.100.24.5.85.gexf	100	2400	10	4	[21, 21, 21, 21]	21	11	11.0	inf	516	0	0	0	0	[21.0, 11.0]	Small	100	24	5	85	gexf	21	1.90909090909091	0.5
5551	cut	cap	first	Small.100.6.2.86.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1841	0	0	0	0	[4.0, 2.0]	Small	100	6	2	86	gexf	4	2	0.5
5552	cut	cap	first	Small.100.6.2.86.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1859	0	0	0	0	[4.0, 1.0]	Small	100	6	2	86	gexf	4	4	0.5
5556	cut	cap	first	Small.100.6.5.86.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1809	0	0	0	0	[6.0, 4.0]	Small	100	6	5	86	gexf	6	1.5	0.5
5557	cut	cap	first	Small.100.6.5.86.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1815	0	0	0	0	[6.0, 3.0]	Small	100	6	5	86	gexf	6	2	0.5
5558	cut	cap	first	Small.100.6.5.86.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1840	0	0	0	0	[6.0, 1.0]	Small	100	6	5	86	gexf	6	6	0.5
5561	cut	cap	first	Small.100.10.2.86.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1165	0	0	0	0	[9.0, 7.0]	Small	100	10	2	86	gexf	9	1.28571428571429	0.5
5562	cut	cap	first	Small.100.10.2.86.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1177	0	0	0	0	[9.0, 6.0]	Small	100	10	2	86	gexf	9	1.5	0.5
5563	cut	cap	first	Small.100.10.2.86.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1172	0	0	0	0	[9.0, 4.0]	Small	100	10	2	86	gexf	9	2.25	0.5
5566	cut	cap	first	Small.100.10.5.86.gexf	100	1000	2	1	[10, 10, 10, 10]	10	8	8.0	inf	1159	0	0	0	0	[10.0, 8.0]	Small	100	10	5	86	gexf	10	1.25	0.5
5567	cut	cap	first	Small.100.10.5.86.gexf	100	1000	3	2	[10, 10, 10, 10]	10	7	7.0	inf	1158	0	0	0	0	[10.0, 7.0]	Small	100	10	5	86	gexf	10	1.42857142857143	0.5
5568	cut	cap	first	Small.100.10.5.86.gexf	100	1000	5	3	[10, 10, 10, 10]	10	5	5.0	inf	1189	0	0	0	0	[10.0, 5.0]	Small	100	10	5	86	gexf	10	2	0.5
5571	cut	cap	first	Small.100.24.2.86.gexf	100	2400	2	1	[23, 23, 23, 23]	23	21	21.0	inf	519	0	0	0	0	[23.0, 21.0]	Small	100	24	2	86	gexf	23	1.0952380952381	0.5
5572	cut	cap	first	Small.100.24.2.86.gexf	100	2400	3	2	[23, 23, 23, 23]	23	20	20.0	inf	508	0	0	0	0	[23.0, 20.0]	Small	100	24	2	86	gexf	23	1.15	0.5
5573	cut	cap	first	Small.100.24.2.86.gexf	100	2400	5	3	[23, 23, 23, 23]	23	18	18.0	inf	514	0	0	0	0	[23.0, 18.0]	Small	100	24	2	86	gexf	23	1.27777777777778	0.5
5574	cut	cap	first	Small.100.24.2.86.gexf	100	2400	10	4	[23, 23, 23, 23]	23	13	13.0	inf	523	0	0	0	0	[23.0, 13.0]	Small	100	24	2	86	gexf	23	1.76923076923077	0.5
5576	cut	cap	first	Small.100.24.5.86.gexf	100	2400	2	1	[25, 25, 25, 25]	25	23	23.0	inf	518	0	0	0	0	[25.0, 23.0]	Small	100	24	5	86	gexf	25	1.08695652173913	0.5
5577	cut	cap	first	Small.100.24.5.86.gexf	100	2400	3	2	[25, 25, 25, 25]	25	22	22.0	inf	516	0	0	0	0	[25.0, 22.0]	Small	100	24	5	86	gexf	25	1.13636363636364	0.5
5578	cut	cap	first	Small.100.24.5.86.gexf	100	2400	5	3	[25, 25, 25, 25]	25	20	20.0	inf	520	0	0	0	0	[25.0, 20.0]	Small	100	24	5	86	gexf	25	1.25	0.5
5579	cut	cap	first	Small.100.24.5.86.gexf	100	2400	10	4	[25, 25, 25, 25]	25	15	15.0	inf	519	0	0	0	0	[25.0, 15.0]	Small	100	24	5	86	gexf	25	1.66666666666667	0.5
5581	cut	cap	first	Small.100.6.2.87.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1820	0	0	0	0	[6.0, 4.0]	Small	100	6	2	87	gexf	6	1.5	0.5
5582	cut	cap	first	Small.100.6.2.87.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1837	0	0	0	0	[6.0, 3.0]	Small	100	6	2	87	gexf	6	2	0.5
5583	cut	cap	first	Small.100.6.2.87.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1846	0	0	0	0	[6.0, 1.0]	Small	100	6	2	87	gexf	6	6	0.5
5586	cut	cap	first	Small.100.6.5.87.gexf	100	600	2	1	[5, 5, 5, 5]	5	3	3.0	inf	1814	0	0	0	0	[5.0, 3.0]	Small	100	6	5	87	gexf	5	1.66666666666667	0.5
5587	cut	cap	first	Small.100.6.5.87.gexf	100	600	3	2	[5, 5, 5, 5]	5	2	2.0	inf	1813	0	0	0	0	[5.0, 2.0]	Small	100	6	5	87	gexf	5	2.5	0.5
5591	cut	cap	first	Small.100.10.2.87.gexf	100	1000	2	1	[9, 9, 9, 9]	9	7	7.0	inf	1178	0	0	0	0	[9.0, 7.0]	Small	100	10	2	87	gexf	9	1.28571428571429	0.5
5592	cut	cap	first	Small.100.10.2.87.gexf	100	1000	3	2	[9, 9, 9, 9]	9	6	6.0	inf	1181	0	0	0	0	[9.0, 6.0]	Small	100	10	2	87	gexf	9	1.5	0.5
5593	cut	cap	first	Small.100.10.2.87.gexf	100	1000	5	3	[9, 9, 9, 9]	9	4	4.0	inf	1180	0	0	0	0	[9.0, 4.0]	Small	100	10	2	87	gexf	9	2.25	0.5
5596	cut	cap	first	Small.100.10.5.87.gexf	100	1000	2	1	[8, 8, 8, 8]	8	6	6.0	inf	1166	0	0	0	0	[8.0, 6.0]	Small	100	10	5	87	gexf	8	1.33333333333333	0.5
5597	cut	cap	first	Small.100.10.5.87.gexf	100	1000	3	2	[8, 8, 8, 8]	8	5	5.0	inf	1151	0	0	0	0	[8.0, 5.0]	Small	100	10	5	87	gexf	8	1.6	0.5
5598	cut	cap	first	Small.100.10.5.87.gexf	100	1000	5	3	[8, 8, 8, 8]	8	3	3.0	inf	1158	0	0	0	0	[8.0, 3.0]	Small	100	10	5	87	gexf	8	2.66666666666667	0.5
5601	cut	cap	first	Small.100.24.2.87.gexf	100	2400	2	1	[22, 22, 22, 22]	22	20	20.0	inf	524	0	0	0	0	[22.0, 20.0]	Small	100	24	2	87	gexf	22	1.1	0.5
5602	cut	cap	first	Small.100.24.2.87.gexf	100	2400	3	2	[22, 22, 22, 22]	22	19	19.0	inf	525	0	0	0	0	[22.0, 19.0]	Small	100	24	2	87	gexf	22	1.15789473684211	0.5
5603	cut	cap	first	Small.100.24.2.87.gexf	100	2400	5	3	[22, 22, 22, 22]	22	17	17.0	inf	526	0	0	0	0	[22.0, 17.0]	Small	100	24	2	87	gexf	22	1.29411764705882	0.5
5604	cut	cap	first	Small.100.24.2.87.gexf	100	2400	10	4	[22, 22, 22, 22]	22	12	12.0	inf	526	0	0	0	0	[22.0, 12.0]	Small	100	24	2	87	gexf	22	1.83333333333333	0.5
5606	cut	cap	first	Small.100.24.5.87.gexf	100	2400	2	1	[20, 20, 20, 20]	20	18	18.0	inf	504	0	0	0	0	[20.0, 18.0]	Small	100	24	5	87	gexf	20	1.11111111111111	0.5
5607	cut	cap	first	Small.100.24.5.87.gexf	100	2400	3	2	[20, 20, 20, 20]	20	17	17.0	inf	507	0	0	0	0	[20.0, 17.0]	Small	100	24	5	87	gexf	20	1.17647058823529	0.5
5608	cut	cap	first	Small.100.24.5.87.gexf	100	2400	5	3	[20, 20, 20, 20]	20	15	15.0	inf	513	0	0	0	0	[20.0, 15.0]	Small	100	24	5	87	gexf	20	1.33333333333333	0.5
5609	cut	cap	first	Small.100.24.5.87.gexf	100	2400	10	4	[20, 20, 20, 20]	20	10	10.0	inf	508	0	0	0	0	[20.0, 10.0]	Small	100	24	5	87	gexf	20	2	0.5
5611	cut	cap	first	Small.100.6.2.88.gexf	100	600	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1813	0	0	0	0	[6.0, 4.0]	Small	100	6	2	88	gexf	6	1.5	0.5
5612	cut	cap	first	Small.100.6.2.88.gexf	100	600	3	2	[6, 6, 6, 6]	6	3	3.0	inf	1857	0	0	0	0	[6.0, 3.0]	Small	100	6	2	88	gexf	6	2	0.5
5613	cut	cap	first	Small.100.6.2.88.gexf	100	600	5	3	[6, 6, 6, 6]	6	1	1.0	inf	1879	0	0	0	0	[6.0, 1.0]	Small	100	6	2	88	gexf	6	6	0.5
5616	cut	cap	first	Small.100.6.5.88.gexf	100	600	2	1	[4, 4, 4, 4]	4	2	2.0	inf	1827	0	0	0	0	[4.0, 2.0]	Small	100	6	5	88	gexf	4	2	0.5
5617	cut	cap	first	Small.100.6.5.88.gexf	100	600	3	2	[4, 4, 4, 4]	4	1	1.0	inf	1835	0	0	0	0	[4.0, 1.0]	Small	100	6	5	88	gexf	4	4	0.5
5621	cut	cap	first	Small.100.10.2.88.gexf	100	1000	2	1	[11, 11, 11, 11]	11	9	9.0	inf	1134	0	0	0	0	[11.0, 9.0]	Small	100	10	2	88	gexf	11	1.22222222222222	0.5
5622	cut	cap	first	Small.100.10.2.88.gexf	100	1000	3	2	[11, 11, 11, 11]	11	8	8.0	inf	1181	0	0	0	0	[11.0, 8.0]	Small	100	10	2	88	gexf	11	1.375	0.5
5623	cut	cap	first	Small.100.10.2.88.gexf	100	1000	5	3	[11, 11, 11, 11]	11	6	6.0	inf	1182	0	0	0	0	[11.0, 6.0]	Small	100	10	2	88	gexf	11	1.83333333333333	0.5
5624	cut	cap	first	Small.100.10.2.88.gexf	100	1000	10	4	[11, 11, 11, 11]	11	1	1.0	inf	1205	0	0	0	0	[11.0, 1.0]	Small	100	10	2	88	gexf	11	11	0.5
5626	cut	cap	first	Small.100.10.5.88.gexf	100	1000	2	1	[6, 6, 6, 6]	6	4	4.0	inf	1186	0	0	0	0	[6.0, 4.0]	Small	100	10	5	88	gexf	6	1.5	0.5
