path,k,max multirute flow,iterations,k:0,k:1,k:2,k:3,k:4
Complete.1000.1.24.gexf,10,504.9437427076307,1,Complete,1000,1,24,gexf
Complete.1000.1.24.gexf,50,504.9437427076307,3,Complete,1000,1,24,gexf
Complete.1000.20.24.gexf,2,10001,1,Complete,1000,20,24,gexf
Complete.1000.20.24.gexf,3,10001,1,Complete,1000,20,24,gexf
Complete.1000.20.24.gexf,5,10001,1,Complete,1000,20,24,gexf
Complete.1000.20.24.gexf,10,10001,1,Complete,1000,20,24,gexf
Complete.1000.20.24.gexf,50,10001,1,Complete,1000,20,24,gexf
Complete.50.1.25.gexf,2,22.89937131016682,1,Complete,50,1,25,gexf
Complete.50.1.25.gexf,3,22.89937131016682,1,Complete,50,1,25,gexf
Complete.50.1.25.gexf,5,22.89937131016682,1,Complete,50,1,25,gexf
Complete.50.1.25.gexf,10,22.89937131016682,1,Complete,50,1,25,gexf
Complete.50.1.25.gexf,50,F,F,Complete,50,1,25,gexf
Complete.50.20.25.gexf,2,471,1,Complete,50,20,25,gexf
Complete.50.20.25.gexf,3,471,1,Complete,50,20,25,gexf
Complete.50.20.25.gexf,5,471,1,Complete,50,20,25,gexf
Complete.50.20.25.gexf,10,471,1,Complete,50,20,25,gexf
Complete.50.20.25.gexf,50,F,F,Complete,50,20,25,gexf
Complete.100.1.25.gexf,2,51.74284084001459,1,Complete,100,1,25,gexf
Complete.100.1.25.gexf,3,51.74284084001459,1,Complete,100,1,25,gexf
Complete.100.1.25.gexf,5,51.74284084001459,1,Complete,100,1,25,gexf
Complete.100.1.25.gexf,10,51.74284084001459,1,Complete,100,1,25,gexf
Complete.100.1.25.gexf,50,51.74284084001459,2,Complete,100,1,25,gexf
Complete.100.20.25.gexf,2,995,1,Complete,100,20,25,gexf
Complete.100.20.25.gexf,3,995,1,Complete,100,20,25,gexf
Complete.100.20.25.gexf,5,995,1,Complete,100,20,25,gexf
Complete.100.20.25.gexf,10,995,1,Complete,100,20,25,gexf
Complete.100.20.25.gexf,50,995,8,Complete,100,20,25,gexf
Complete.500.1.25.gexf,2,248.584577304875,1,Complete,500,1,25,gexf
Complete.500.1.25.gexf,3,248.584577304875,1,Complete,500,1,25,gexf
Complete.500.1.25.gexf,5,248.584577304875,1,Complete,500,1,25,gexf
Complete.500.1.25.gexf,10,248.584577304875,1,Complete,500,1,25,gexf
Complete.500.1.25.gexf,50,248.584577304875,1,Complete,500,1,25,gexf
Complete.500.20.25.gexf,2,4938,1,Complete,500,20,25,gexf
Complete.500.20.25.gexf,3,4938,1,Complete,500,20,25,gexf
Complete.500.20.25.gexf,5,4938,1,Complete,500,20,25,gexf
Complete.500.20.25.gexf,10,4938,1,Complete,500,20,25,gexf
Complete.500.20.25.gexf,50,4938,1,Complete,500,20,25,gexf
Complete.1000.1.25.gexf,2,492.2972658232183,2,Complete,1000,1,25,gexf
Complete.1000.1.25.gexf,3,492.2972658232183,1,Complete,1000,1,25,gexf
Complete.1000.1.25.gexf,5,492.2972658232183,3,Complete,1000,1,25,gexf
Complete.1000.1.25.gexf,10,492.2972658232183,1,Complete,1000,1,25,gexf
Complete.1000.1.25.gexf,50,492.2972658232183,1,Complete,1000,1,25,gexf
Complete.1000.20.25.gexf,2,10034,1,Complete,1000,20,25,gexf
Complete.1000.20.25.gexf,3,10034,1,Complete,1000,20,25,gexf
Complete.1000.20.25.gexf,5,10034,1,Complete,1000,20,25,gexf
Complete.1000.20.25.gexf,10,10034,1,Complete,1000,20,25,gexf
Complete.1000.20.25.gexf,50,10034,1,Complete,1000,20,25,gexf
Complete.50.1.26.gexf,2,21.987949071813222,1,Complete,50,1,26,gexf
Complete.50.1.26.gexf,3,21.987949071813222,1,Complete,50,1,26,gexf
Complete.50.1.26.gexf,5,21.987949071813222,1,Complete,50,1,26,gexf
Complete.50.1.26.gexf,10,21.987949071813222,1,Complete,50,1,26,gexf
Complete.50.1.26.gexf,50,F,F,Complete,50,1,26,gexf
Complete.50.20.26.gexf,2,516,1,Complete,50,20,26,gexf
Complete.50.20.26.gexf,3,516,1,Complete,50,20,26,gexf
Complete.50.20.26.gexf,5,516,1,Complete,50,20,26,gexf
Complete.50.20.26.gexf,10,516,1,Complete,50,20,26,gexf
Complete.50.20.26.gexf,50,F,F,Complete,50,20,26,gexf
Complete.100.1.26.gexf,2,45.492727478892164,1,Complete,100,1,26,gexf
Complete.100.1.26.gexf,3,45.492727478892164,1,Complete,100,1,26,gexf
Complete.100.1.26.gexf,5,45.492727478892164,1,Complete,100,1,26,gexf
Complete.100.1.26.gexf,10,45.492727478892164,1,Complete,100,1,26,gexf
Complete.100.1.26.gexf,50,45.09922666512196,7,Complete,100,1,26,gexf
Complete.100.20.26.gexf,2,886,1,Complete,100,20,26,gexf
Complete.100.20.26.gexf,3,886,1,Complete,100,20,26,gexf
Complete.100.20.26.gexf,5,886,1,Complete,100,20,26,gexf
Complete.100.20.26.gexf,10,886,1,Complete,100,20,26,gexf
Complete.100.20.26.gexf,50,880.3043478260869,6,Complete,100,20,26,gexf
Complete.500.1.26.gexf,2,248.97007719126083,1,Complete,500,1,26,gexf
Complete.500.1.26.gexf,3,248.97007719126083,1,Complete,500,1,26,gexf
Complete.500.1.26.gexf,5,248.97007719126083,1,Complete,500,1,26,gexf
Complete.500.1.26.gexf,10,248.97007719126083,2,Complete,500,1,26,gexf
Complete.500.1.26.gexf,50,248.97007719126083,1,Complete,500,1,26,gexf
Complete.500.20.26.gexf,2,4661,1,Complete,500,20,26,gexf
Complete.500.20.26.gexf,3,4661,1,Complete,500,20,26,gexf
Complete.500.20.26.gexf,5,4661,1,Complete,500,20,26,gexf
Complete.500.20.26.gexf,10,4661,1,Complete,500,20,26,gexf
Complete.500.20.26.gexf,50,4661,1,Complete,500,20,26,gexf
Complete.1000.1.26.gexf,2,489.4012512058345,1,Complete,1000,1,26,gexf
Complete.1000.1.26.gexf,3,489.4012512058345,1,Complete,1000,1,26,gexf
Complete.1000.1.26.gexf,5,489.4012512058345,1,Complete,1000,1,26,gexf
Complete.1000.1.26.gexf,10,489.4012512058345,1,Complete,1000,1,26,gexf
Complete.1000.1.26.gexf,50,489.4012512058345,1,Complete,1000,1,26,gexf
Complete.1000.20.26.gexf,2,10030,1,Complete,1000,20,26,gexf
Complete.1000.20.26.gexf,3,10030,1,Complete,1000,20,26,gexf
Complete.1000.20.26.gexf,5,10030,1,Complete,1000,20,26,gexf
Complete.1000.20.26.gexf,10,10030,1,Complete,1000,20,26,gexf
Complete.1000.20.26.gexf,50,10030,1,Complete,1000,20,26,gexf
Complete.50.1.27.gexf,2,23.043793128539416,1,Complete,50,1,27,gexf
Complete.50.1.27.gexf,3,23.043793128539416,1,Complete,50,1,27,gexf
Complete.50.1.27.gexf,5,23.043793128539416,1,Complete,50,1,27,gexf
Complete.50.1.27.gexf,10,23.043793128539416,1,Complete,50,1,27,gexf
Complete.50.1.27.gexf,50,F,F,Complete,50,1,27,gexf
Complete.50.20.27.gexf,2,461,1,Complete,50,20,27,gexf
Complete.50.20.27.gexf,3,461,1,Complete,50,20,27,gexf
Complete.50.20.27.gexf,5,461,1,Complete,50,20,27,gexf
Complete.50.20.27.gexf,10,461,1,Complete,50,20,27,gexf
Complete.50.20.27.gexf,50,F,F,Complete,50,20,27,gexf
Complete.100.1.27.gexf,2,48.84672899554885,2,Complete,100,1,27,gexf
Complete.100.1.27.gexf,3,48.84672899554885,1,Complete,100,1,27,gexf
Complete.100.1.27.gexf,5,48.84672899554885,3,Complete,100,1,27,gexf
Complete.100.1.27.gexf,10,48.84672899554885,1,Complete,100,1,27,gexf
Complete.100.1.27.gexf,50,48.69401529133253,7,Complete,100,1,27,gexf
Complete.100.20.27.gexf,2,1017,1,Complete,100,20,27,gexf
Complete.100.20.27.gexf,3,1017,1,Complete,100,20,27,gexf
Complete.100.20.27.gexf,5,1017,1,Complete,100,20,27,gexf
Complete.100.20.27.gexf,10,1017,1,Complete,100,20,27,gexf
Complete.100.20.27.gexf,50,1017,1,Complete,100,20,27,gexf
Complete.500.1.27.gexf,2,247.57791907392584,1,Complete,500,1,27,gexf
Complete.500.1.27.gexf,3,247.57791907392584,1,Complete,500,1,27,gexf
Complete.500.1.27.gexf,5,247.57791907392584,1,Complete,500,1,27,gexf
Complete.500.1.27.gexf,10,247.57791907392584,1,Complete,500,1,27,gexf
Complete.500.1.27.gexf,50,247.57791907392584,3,Complete,500,1,27,gexf
Complete.500.20.27.gexf,2,4960,1,Complete,500,20,27,gexf
Complete.500.20.27.gexf,3,4960,1,Complete,500,20,27,gexf
Complete.500.20.27.gexf,5,4960,1,Complete,500,20,27,gexf
Complete.500.20.27.gexf,10,4960,1,Complete,500,20,27,gexf
Complete.500.20.27.gexf,50,4960,1,Complete,500,20,27,gexf
Complete.1000.1.27.gexf,2,470.21997222232534,1,Complete,1000,1,27,gexf
Complete.1000.1.27.gexf,3,470.21997222232534,1,Complete,1000,1,27,gexf
Complete.1000.1.27.gexf,5,470.21997222232534,1,Complete,1000,1,27,gexf
Complete.1000.1.27.gexf,10,470.21997222232534,1,Complete,1000,1,27,gexf
Complete.1000.1.27.gexf,50,470.21997222232534,1,Complete,1000,1,27,gexf
Complete.1000.20.27.gexf,2,9909,1,Complete,1000,20,27,gexf
Complete.1000.20.27.gexf,3,9909,1,Complete,1000,20,27,gexf
Complete.1000.20.27.gexf,5,9909,1,Complete,1000,20,27,gexf
Complete.1000.20.27.gexf,10,9909,1,Complete,1000,20,27,gexf
Complete.1000.20.27.gexf,50,9909,1,Complete,1000,20,27,gexf
Complete.50.1.28.gexf,2,20.485827811444345,1,Complete,50,1,28,gexf
Complete.50.1.28.gexf,3,20.485827811444345,1,Complete,50,1,28,gexf
Complete.50.1.28.gexf,5,20.485827811444345,1,Complete,50,1,28,gexf
Complete.50.1.28.gexf,10,20.485827811444345,1,Complete,50,1,28,gexf
Complete.50.1.28.gexf,50,F,F,Complete,50,1,28,gexf
Complete.50.20.28.gexf,2,514,1,Complete,50,20,28,gexf
Complete.50.20.28.gexf,3,514,1,Complete,50,20,28,gexf
Complete.50.20.28.gexf,5,514,1,Complete,50,20,28,gexf
Complete.50.20.28.gexf,10,514,1,Complete,50,20,28,gexf
Complete.50.20.28.gexf,50,F,F,Complete,50,20,28,gexf
Complete.100.1.28.gexf,2,45.14179105184437,1,Complete,100,1,28,gexf
Complete.100.1.28.gexf,3,45.14179105184437,1,Complete,100,1,28,gexf
Complete.100.1.28.gexf,5,45.14179105184437,1,Complete,100,1,28,gexf
Complete.100.1.28.gexf,10,45.14179105184437,1,Complete,100,1,28,gexf
Complete.100.1.28.gexf,50,44.33454913948974,16,Complete,100,1,28,gexf
Complete.100.20.28.gexf,2,1018,1,Complete,100,20,28,gexf
Complete.100.20.28.gexf,3,1018,1,Complete,100,20,28,gexf
Complete.100.20.28.gexf,5,1018,1,Complete,100,20,28,gexf
Complete.100.20.28.gexf,10,1018,1,Complete,100,20,28,gexf
Complete.100.20.28.gexf,50,1018,1,Complete,100,20,28,gexf
Complete.500.1.28.gexf,2,247.04221118243666,2,Complete,500,1,28,gexf
Complete.500.1.28.gexf,3,247.04221118243666,1,Complete,500,1,28,gexf
Complete.500.1.28.gexf,5,247.04221118243666,3,Complete,500,1,28,gexf
Complete.500.1.28.gexf,10,247.04221118243666,1,Complete,500,1,28,gexf
Complete.500.1.28.gexf,50,247.04221118243666,1,Complete,500,1,28,gexf
Complete.500.20.28.gexf,2,4892,1,Complete,500,20,28,gexf
Complete.500.20.28.gexf,3,4892,1,Complete,500,20,28,gexf
Complete.500.20.28.gexf,5,4892,1,Complete,500,20,28,gexf
Complete.500.20.28.gexf,10,4892,1,Complete,500,20,28,gexf
Complete.500.20.28.gexf,50,4892,1,Complete,500,20,28,gexf
Complete.1000.1.28.gexf,2,501.4153557772333,1,Complete,1000,1,28,gexf
Complete.1000.1.28.gexf,3,501.4153557772333,1,Complete,1000,1,28,gexf
Complete.1000.1.28.gexf,5,501.4153557772333,1,Complete,1000,1,28,gexf
Complete.1000.1.28.gexf,10,501.4153557772333,2,Complete,1000,1,28,gexf
Complete.1000.1.28.gexf,50,501.4153557772333,1,Complete,1000,1,28,gexf
Complete.1000.20.28.gexf,2,9969,1,Complete,1000,20,28,gexf
Complete.1000.20.28.gexf,3,9969,1,Complete,1000,20,28,gexf
Complete.1000.20.28.gexf,5,9969,1,Complete,1000,20,28,gexf
Complete.1000.20.28.gexf,10,9969,1,Complete,1000,20,28,gexf
Complete.1000.20.28.gexf,50,9969,1,Complete,1000,20,28,gexf
Complete.50.1.29.gexf,2,22.028342826580282,1,Complete,50,1,29,gexf
Complete.50.1.29.gexf,3,22.028342826580282,1,Complete,50,1,29,gexf
Complete.50.1.29.gexf,5,22.028342826580282,1,Complete,50,1,29,gexf
Complete.50.1.29.gexf,10,22.028342826580282,1,Complete,50,1,29,gexf
Complete.50.1.29.gexf,50,F,F,Complete,50,1,29,gexf
Complete.50.20.29.gexf,2,438,1,Complete,50,20,29,gexf
Complete.50.20.29.gexf,3,438,1,Complete,50,20,29,gexf
Complete.50.20.29.gexf,5,438,1,Complete,50,20,29,gexf
Complete.50.20.29.gexf,10,438,1,Complete,50,20,29,gexf
Complete.50.20.29.gexf,50,F,F,Complete,50,20,29,gexf
Complete.100.1.29.gexf,2,48.562609871905906,1,Complete,100,1,29,gexf
Complete.100.1.29.gexf,3,48.562609871905906,1,Complete,100,1,29,gexf
Complete.100.1.29.gexf,5,48.562609871905906,1,Complete,100,1,29,gexf
Complete.100.1.29.gexf,10,48.562609871905906,1,Complete,100,1,29,gexf
Complete.100.1.29.gexf,50,48.46786074677814,6,Complete,100,1,29,gexf
Complete.100.20.29.gexf,2,1000,1,Complete,100,20,29,gexf
Complete.100.20.29.gexf,3,1000,1,Complete,100,20,29,gexf
Complete.100.20.29.gexf,5,1000,1,Complete,100,20,29,gexf
Complete.100.20.29.gexf,10,1000,1,Complete,100,20,29,gexf
Complete.100.20.29.gexf,50,1000,3,Complete,100,20,29,gexf
Complete.500.1.29.gexf,2,249.56525084652247,1,Complete,500,1,29,gexf
Complete.500.1.29.gexf,3,249.56525084652247,1,Complete,500,1,29,gexf
Complete.500.1.29.gexf,5,249.56525084652247,1,Complete,500,1,29,gexf
Complete.500.1.29.gexf,10,249.56525084652247,1,Complete,500,1,29,gexf
Complete.500.1.29.gexf,50,249.56525084652247,1,Complete,500,1,29,gexf
Complete.500.20.29.gexf,2,4904,1,Complete,500,20,29,gexf
Complete.500.20.29.gexf,3,4904,1,Complete,500,20,29,gexf
Complete.500.20.29.gexf,5,4904,1,Complete,500,20,29,gexf
Complete.500.20.29.gexf,10,4904,1,Complete,500,20,29,gexf
Complete.500.20.29.gexf,50,4904,1,Complete,500,20,29,gexf
Complete.1000.1.29.gexf,2,499.3403705131431,1,Complete,1000,1,29,gexf
Complete.1000.1.29.gexf,3,499.3403705131431,1,Complete,1000,1,29,gexf
Complete.1000.1.29.gexf,5,499.3403705131431,1,Complete,1000,1,29,gexf
Complete.1000.1.29.gexf,10,499.3403705131431,1,Complete,1000,1,29,gexf
Complete.1000.1.29.gexf,50,499.3403705131431,1,Complete,1000,1,29,gexf
Complete.1000.20.29.gexf,2,9915,1,Complete,1000,20,29,gexf
Complete.1000.20.29.gexf,3,9915,1,Complete,1000,20,29,gexf
Complete.1000.20.29.gexf,5,9915,1,Complete,1000,20,29,gexf
Complete.1000.20.29.gexf,10,9915,1,Complete,1000,20,29,gexf
Complete.1000.20.29.gexf,50,9915,1,Complete,1000,20,29,gexf
Complete.50.1.30.gexf,2,25.905494035107786,1,Complete,50,1,30,gexf
Complete.50.1.30.gexf,3,25.905494035107786,1,Complete,50,1,30,gexf
Complete.50.1.30.gexf,5,25.905494035107786,1,Complete,50,1,30,gexf
Complete.50.1.30.gexf,10,25.905494035107786,1,Complete,50,1,30,gexf
Complete.50.1.30.gexf,50,F,F,Complete,50,1,30,gexf
Complete.50.20.30.gexf,2,482,1,Complete,50,20,30,gexf
Complete.50.20.30.gexf,3,482,1,Complete,50,20,30,gexf
Complete.50.20.30.gexf,5,482,1,Complete,50,20,30,gexf
Complete.50.20.30.gexf,10,482,1,Complete,50,20,30,gexf
Complete.50.20.30.gexf,50,F,F,Complete,50,20,30,gexf
Complete.100.1.30.gexf,2,49.78319452446065,2,Complete,100,1,30,gexf
Complete.100.1.30.gexf,3,49.78319452446065,1,Complete,100,1,30,gexf
Complete.100.1.30.gexf,5,49.78319452446065,3,Complete,100,1,30,gexf
Complete.100.1.30.gexf,10,49.78319452446065,1,Complete,100,1,30,gexf
Complete.100.1.30.gexf,50,49.777767946402534,2,Complete,100,1,30,gexf
Complete.100.20.30.gexf,2,1021,1,Complete,100,20,30,gexf
Complete.100.20.30.gexf,3,1021,1,Complete,100,20,30,gexf
Complete.100.20.30.gexf,5,1021,1,Complete,100,20,30,gexf
Complete.100.20.30.gexf,10,1021,1,Complete,100,20,30,gexf
Complete.100.20.30.gexf,50,1021,1,Complete,100,20,30,gexf
Complete.500.1.30.gexf,2,252.81055290209733,2,Complete,500,1,30,gexf
Complete.500.1.30.gexf,3,252.81055290209733,1,Complete,500,1,30,gexf
Complete.500.1.30.gexf,5,252.81055290209733,3,Complete,500,1,30,gexf
Complete.500.1.30.gexf,10,252.81055290209733,1,Complete,500,1,30,gexf
Complete.500.1.30.gexf,50,252.81055290209733,1,Complete,500,1,30,gexf
Complete.500.20.30.gexf,2,4873,1,Complete,500,20,30,gexf
Complete.500.20.30.gexf,3,4873,1,Complete,500,20,30,gexf
Complete.500.20.30.gexf,5,4873,1,Complete,500,20,30,gexf
Complete.500.20.30.gexf,10,4873,1,Complete,500,20,30,gexf
Complete.500.20.30.gexf,50,4873,1,Complete,500,20,30,gexf
Complete.1000.1.30.gexf,2,494.0070086646167,1,Complete,1000,1,30,gexf
Complete.1000.1.30.gexf,3,494.0070086646167,1,Complete,1000,1,30,gexf
Complete.1000.1.30.gexf,5,494.0070086646167,1,Complete,1000,1,30,gexf
Complete.1000.1.30.gexf,10,494.0070086646167,1,Complete,1000,1,30,gexf
Complete.1000.1.30.gexf,50,494.0070086646167,1,Complete,1000,1,30,gexf
Complete.1000.20.30.gexf,2,9876,1,Complete,1000,20,30,gexf
Complete.1000.20.30.gexf,3,9876,1,Complete,1000,20,30,gexf
Complete.1000.20.30.gexf,5,9876,1,Complete,1000,20,30,gexf
Complete.1000.20.30.gexf,10,9876,1,Complete,1000,20,30,gexf
Complete.1000.20.30.gexf,50,9876,1,Complete,1000,20,30,gexf
Complete.50.1.31.gexf,2,22.97438547397816,1,Complete,50,1,31,gexf
Complete.50.1.31.gexf,3,22.97438547397816,1,Complete,50,1,31,gexf
Complete.50.1.31.gexf,5,22.97438547397816,1,Complete,50,1,31,gexf
Complete.50.1.31.gexf,10,22.97438547397816,1,Complete,50,1,31,gexf
Complete.50.1.31.gexf,50,F,F,Complete,50,1,31,gexf
Complete.50.20.31.gexf,2,474,1,Complete,50,20,31,gexf
Complete.50.20.31.gexf,3,474,1,Complete,50,20,31,gexf
Complete.50.20.31.gexf,5,474,1,Complete,50,20,31,gexf
Complete.50.20.31.gexf,10,474,1,Complete,50,20,31,gexf
Complete.50.20.31.gexf,50,F,F,Complete,50,20,31,gexf
Complete.100.1.31.gexf,2,46.885626523779216,1,Complete,100,1,31,gexf
Complete.100.1.31.gexf,3,46.885626523779216,1,Complete,100,1,31,gexf
Complete.100.1.31.gexf,5,46.885626523779216,1,Complete,100,1,31,gexf
Complete.100.1.31.gexf,10,46.885626523779216,1,Complete,100,1,31,gexf
Complete.100.1.31.gexf,50,46.366873527843865,12,Complete,100,1,31,gexf
Complete.100.20.31.gexf,2,889,1,Complete,100,20,31,gexf
Complete.100.20.31.gexf,3,889,1,Complete,100,20,31,gexf
Complete.100.20.31.gexf,5,889,1,Complete,100,20,31,gexf
Complete.100.20.31.gexf,10,889,1,Complete,100,20,31,gexf
Complete.100.20.31.gexf,50,872.1000000000001,13,Complete,100,20,31,gexf
Complete.500.1.31.gexf,2,243.666142208826,1,Complete,500,1,31,gexf
Complete.500.1.31.gexf,3,243.666142208826,1,Complete,500,1,31,gexf
Complete.500.1.31.gexf,5,243.666142208826,1,Complete,500,1,31,gexf
Complete.500.1.31.gexf,10,243.666142208826,1,Complete,500,1,31,gexf
Complete.500.1.31.gexf,50,243.666142208826,2,Complete,500,1,31,gexf
Complete.500.20.31.gexf,2,4942,1,Complete,500,20,31,gexf
Complete.500.20.31.gexf,3,4942,1,Complete,500,20,31,gexf
Complete.500.20.31.gexf,5,4942,1,Complete,500,20,31,gexf
Complete.500.20.31.gexf,10,4942,1,Complete,500,20,31,gexf
Complete.500.20.31.gexf,50,4942,1,Complete,500,20,31,gexf
Complete.1000.1.31.gexf,2,501.09058427317143,1,Complete,1000,1,31,gexf
Complete.1000.1.31.gexf,3,501.09058427317143,1,Complete,1000,1,31,gexf
Complete.1000.1.31.gexf,5,501.09058427317143,1,Complete,1000,1,31,gexf
Complete.1000.1.31.gexf,10,501.09058427317143,1,Complete,1000,1,31,gexf
Complete.1000.1.31.gexf,50,501.09058427317143,1,Complete,1000,1,31,gexf
Complete.1000.20.31.gexf,2,10024,1,Complete,1000,20,31,gexf
Complete.1000.20.31.gexf,3,10024,1,Complete,1000,20,31,gexf
Complete.1000.20.31.gexf,5,10024,1,Complete,1000,20,31,gexf
Complete.1000.20.31.gexf,10,10024,1,Complete,1000,20,31,gexf
Complete.1000.20.31.gexf,50,10024,1,Complete,1000,20,31,gexf
Complete.50.1.32.gexf,2,20.0569500220575,1,Complete,50,1,32,gexf
Complete.50.1.32.gexf,3,20.0569500220575,1,Complete,50,1,32,gexf
Complete.50.1.32.gexf,5,20.0569500220575,1,Complete,50,1,32,gexf
Complete.50.1.32.gexf,10,20.0569500220575,1,Complete,50,1,32,gexf
Complete.50.1.32.gexf,50,F,F,Complete,50,1,32,gexf
Complete.50.20.32.gexf,2,459,1,Complete,50,20,32,gexf
Complete.50.20.32.gexf,3,459,1,Complete,50,20,32,gexf
Complete.50.20.32.gexf,5,459,1,Complete,50,20,32,gexf
Complete.50.20.32.gexf,10,459,1,Complete,50,20,32,gexf
Complete.50.20.32.gexf,50,F,F,Complete,50,20,32,gexf
Complete.100.1.32.gexf,2,46.96759289386662,1,Complete,100,1,32,gexf
Complete.100.1.32.gexf,3,46.96759289386662,1,Complete,100,1,32,gexf
Complete.100.1.32.gexf,5,46.96759289386662,1,Complete,100,1,32,gexf
Complete.100.1.32.gexf,10,46.96759289386662,1,Complete,100,1,32,gexf
Complete.100.1.32.gexf,50,46.549657225969874,10,Complete,100,1,32,gexf
Complete.100.20.32.gexf,2,966,1,Complete,100,20,32,gexf
Complete.100.20.32.gexf,3,966,1,Complete,100,20,32,gexf
Complete.100.20.32.gexf,5,966,1,Complete,100,20,32,gexf
Complete.100.20.32.gexf,10,966,1,Complete,100,20,32,gexf
Complete.100.20.32.gexf,50,966.0,1,Complete,100,20,32,gexf
Complete.500.1.32.gexf,2,248.01085190785787,2,Complete,500,1,32,gexf
Complete.500.1.32.gexf,3,248.01085190785787,1,Complete,500,1,32,gexf
Complete.500.1.32.gexf,5,248.01085190785787,3,Complete,500,1,32,gexf
Complete.500.1.32.gexf,10,248.01085190785787,2,Complete,500,1,32,gexf
Complete.500.1.32.gexf,50,248.01085190785787,2,Complete,500,1,32,gexf
Complete.500.20.32.gexf,2,4868,1,Complete,500,20,32,gexf
Complete.500.20.32.gexf,3,4868,1,Complete,500,20,32,gexf
Complete.500.20.32.gexf,5,4868,1,Complete,500,20,32,gexf
Complete.500.20.32.gexf,10,4868,1,Complete,500,20,32,gexf
Complete.500.20.32.gexf,50,4868,1,Complete,500,20,32,gexf
Complete.1000.1.32.gexf,2,481.89219501881456,2,Complete,1000,1,32,gexf
Complete.1000.1.32.gexf,3,481.89219501881456,1,Complete,1000,1,32,gexf
Complete.1000.1.32.gexf,5,481.89219501881456,3,Complete,1000,1,32,gexf
Complete.1000.1.32.gexf,10,481.89219501881456,1,Complete,1000,1,32,gexf
Complete.1000.1.32.gexf,50,481.89219501881456,1,Complete,1000,1,32,gexf
Complete.1000.20.32.gexf,2,9773,1,Complete,1000,20,32,gexf
Complete.1000.20.32.gexf,3,9773,1,Complete,1000,20,32,gexf
Complete.1000.20.32.gexf,5,9773,1,Complete,1000,20,32,gexf
Complete.1000.20.32.gexf,10,9773,1,Complete,1000,20,32,gexf
Complete.1000.20.32.gexf,50,9773,1,Complete,1000,20,32,gexf
Complete.50.1.33.gexf,2,20.745443055008856,1,Complete,50,1,33,gexf
Complete.50.1.33.gexf,3,20.745443055008856,1,Complete,50,1,33,gexf
Complete.50.1.33.gexf,5,20.745443055008856,1,Complete,50,1,33,gexf
Complete.50.1.33.gexf,10,20.745443055008856,1,Complete,50,1,33,gexf
Complete.50.1.33.gexf,50,F,F,Complete,50,1,33,gexf
Complete.50.20.33.gexf,2,460,1,Complete,50,20,33,gexf
Complete.50.20.33.gexf,3,460,1,Complete,50,20,33,gexf
Complete.50.20.33.gexf,5,460,1,Complete,50,20,33,gexf
Complete.50.20.33.gexf,10,460,1,Complete,50,20,33,gexf
Complete.50.20.33.gexf,50,F,F,Complete,50,20,33,gexf
Complete.100.1.33.gexf,2,47.76170030315815,1,Complete,100,1,33,gexf
Complete.100.1.33.gexf,3,47.76170030315815,1,Complete,100,1,33,gexf
Complete.100.1.33.gexf,5,47.76170030315815,1,Complete,100,1,33,gexf
Complete.100.1.33.gexf,10,47.76170030315815,1,Complete,100,1,33,gexf
Complete.100.1.33.gexf,50,47.68843195570561,5,Complete,100,1,33,gexf
Complete.100.20.33.gexf,2,1029,1,Complete,100,20,33,gexf
Complete.100.20.33.gexf,3,1029,1,Complete,100,20,33,gexf
Complete.100.20.33.gexf,5,1029,1,Complete,100,20,33,gexf
Complete.100.20.33.gexf,10,1029,1,Complete,100,20,33,gexf
Complete.100.20.33.gexf,50,1029,1,Complete,100,20,33,gexf
Complete.500.1.33.gexf,2,239.13758803147905,1,Complete,500,1,33,gexf
Complete.500.1.33.gexf,3,239.13758803147905,1,Complete,500,1,33,gexf
Complete.500.1.33.gexf,5,239.13758803147905,1,Complete,500,1,33,gexf
Complete.500.1.33.gexf,10,239.13758803147905,1,Complete,500,1,33,gexf
Complete.500.1.33.gexf,50,239.13758803147905,1,Complete,500,1,33,gexf
Complete.500.20.33.gexf,2,4950,1,Complete,500,20,33,gexf
Complete.500.20.33.gexf,3,4950,1,Complete,500,20,33,gexf
Complete.500.20.33.gexf,5,4950,1,Complete,500,20,33,gexf
Complete.500.20.33.gexf,10,4950,1,Complete,500,20,33,gexf
Complete.500.20.33.gexf,50,4950,1,Complete,500,20,33,gexf
Complete.1000.1.33.gexf,2,482.89142211565587,1,Complete,1000,1,33,gexf
Complete.1000.1.33.gexf,3,482.89142211565587,1,Complete,1000,1,33,gexf
Complete.1000.1.33.gexf,5,482.89142211565587,1,Complete,1000,1,33,gexf
Complete.1000.1.33.gexf,10,482.89142211565587,1,Complete,1000,1,33,gexf
Complete.1000.1.33.gexf,50,482.89142211565587,1,Complete,1000,1,33,gexf
Complete.1000.20.33.gexf,2,9902,1,Complete,1000,20,33,gexf
Complete.1000.20.33.gexf,3,9902,1,Complete,1000,20,33,gexf
Complete.1000.20.33.gexf,5,9902,1,Complete,1000,20,33,gexf
Complete.1000.20.33.gexf,10,9902,1,Complete,1000,20,33,gexf
Complete.1000.20.33.gexf,50,9902,1,Complete,1000,20,33,gexf
Complete.50.1.34.gexf,2,23.35708993249767,1,Complete,50,1,34,gexf
Complete.50.1.34.gexf,3,23.35708993249767,1,Complete,50,1,34,gexf
Complete.50.1.34.gexf,5,23.35708993249767,1,Complete,50,1,34,gexf
