construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
cut,cap,first,Rand.Uni.100.5.1.gexf,100,500,2,1,"[6, 6, 6, 6]",1.520184853241888,0.5148326861982471,0.5148326861982471,inf,1217,0,0,0,0,"[1.520184853241888, 0.5148326861982471]",Rand,Uni,100,5,1,gexf
cut,cap,first,Rand.Uni.100.5.1.gexf,100,500,3,2,"[6, 6, 6, 6]",1.520184853241888,0.3136033971366766,0.3136033971366766,inf,2040,0,0,0,0,"[1.520184853241888, 0.3136033971366766]",Rand,Uni,100,5,1,gexf
cut,cap,first,Rand.Uni.100.5.1.gexf,100,500,5,3,"[6, 6, 6, 6]",1.520184853241888,0.06329647655600079,0.06329647655600079,inf,2096,0,0,0,0,"[1.520184853241888, 0.06329647655600079]",Rand,Uni,100,5,1,gexf
cut,cap,first,Rand.Uni.100.5.1.gexf,100,F,10,4,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,5,1,gexf
cut,cap,first,Rand.Uni.100.5.1.gexf,100,F,50,5,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,5,1,gexf
cut,cap,first,Rand.Uni.100.10.1.gexf,100,1000,2,1,"[21, 21, 21, 21]",7.4657409254801665,5.56473907922493,5.56473907922493,inf,461,0,0,0,0,"[7.4657409254801665, 5.56473907922493]",Rand,Uni,100,10,1,gexf
cut,cap,first,Rand.Uni.100.10.1.gexf,100,1000,3,2,"[21, 21, 21, 21]",7.4657409254801665,4.678037408442017,4.678037408442017,inf,200,0,0,0,0,"[7.4657409254801665, 4.678037408442017]",Rand,Uni,100,10,1,gexf
cut,cap,first,Rand.Uni.100.10.1.gexf,100,1000,5,3,"[21, 21, 21, 21]",7.4657409254801665,3.4953124960997206,3.4953124960997206,inf,677,0,0,0,0,"[7.4657409254801665, 3.4953124960997206]",Rand,Uni,100,10,1,gexf
cut,cap,first,Rand.Uni.100.10.1.gexf,100,1000,10,4,"[21, 21, 21, 21]",7.4657409254801665,1.4986486536217356,1.4986486536217356,inf,1129,0,0,0,0,"[7.4657409254801665, 1.4986486536217356]",Rand,Uni,100,10,1,gexf
cut,cap,first,Rand.Uni.100.10.1.gexf,100,F,50,5,"[21, 21, 21, 21]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,10,1,gexf
cut,cap,first,Rand.Uni.100.25.1.gexf,100,2500,2,1,"[39, 39, 39, 39]",23.503852366090015,21.58111840290051,21.58111840290051,inf,195,0,0,0,0,"[23.503852366090015, 21.58111840290051]",Rand,Uni,100,25,1,gexf
cut,cap,first,Rand.Uni.100.25.1.gexf,100,2500,3,2,"[39, 39, 39, 39]",23.503852366090015,20.62621748124792,20.62621748124792,inf,193,0,0,0,0,"[23.503852366090015, 20.62621748124792]",Rand,Uni,100,25,1,gexf
cut,cap,first,Rand.Uni.100.25.1.gexf,100,2500,5,3,"[39, 39, 39, 39]",23.503852366090015,18.748330058104404,18.748330058104404,inf,126,0,0,0,0,"[23.503852366090015, 18.748330058104404]",Rand,Uni,100,25,1,gexf
cut,cap,first,Rand.Uni.100.25.1.gexf,100,2500,10,4,"[39, 39, 39, 39]",23.503852366090015,14.3704414546018,14.3704414546018,inf,200,0,0,0,0,"[23.503852366090015, 14.3704414546018]",Rand,Uni,100,25,1,gexf
cut,cap,first,Rand.Uni.100.25.1.gexf,100,F,50,5,"[39, 39, 39, 39]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,25,1,gexf
cut,cap,first,Rand.Uni.100.5.2.gexf,100,500,2,1,"[8, 8, 8, 8]",3.208296738476842,1.8313075517454767,1.8313075517454767,inf,630,0,0,0,0,"[3.208296738476842, 1.8313075517454767]",Rand,Uni,100,5,2,gexf
cut,cap,first,Rand.Uni.100.5.2.gexf,100,500,3,2,"[8, 8, 8, 8]",3.208296738476842,1.3531628158825875,1.3531628158825875,inf,1159,0,0,0,0,"[3.208296738476842, 1.3531628158825875]",Rand,Uni,100,5,2,gexf
cut,cap,first,Rand.Uni.100.5.2.gexf,100,500,5,3,"[8, 8, 8, 8]",3.208296738476842,0.5810025334752439,0.5810025334752439,inf,2015,0,0,0,0,"[3.208296738476842, 0.5810025334752439]",Rand,Uni,100,5,2,gexf
cut,cap,first,Rand.Uni.100.5.2.gexf,100,F,10,4,"[8, 8, 8, 8]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,5,2,gexf
cut,cap,first,Rand.Uni.100.5.2.gexf,100,F,50,5,"[8, 8, 8, 8]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,100,5,2,gexf
cut,cap,first,Rand.Uni.100.10.2.gexf,100,1000,2,1,"[18, 18, 18, 18]",8.162833114575715,6.293218577509302,6.293218577509302,inf,185,0,0,0,0,"[8.162833114575715, 6.293218577509302]",Rand,Uni,100,10,2,gexf
cut,cap,first,Rand.Uni.100.10.2.gexf,100,1000,3,2,"[18, 18, 18, 18]",8.162833114575715,5.377094163475492,5.377094163475492,inf,222,0,0,0,0,"[8.162833114575715, 5.377094163475492]",Rand,Uni,100,10,2,gexf
