path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4
3165	R-MAT.500.25.53.gexf	50	199.973684210526	14	R-MAT	500	25	53	gexf
3166	R-MAT.1000.5.53.gexf	2	86	1	R-MAT	1000	5	53	gexf
3167	R-MAT.1000.5.53.gexf	3	86	1	R-MAT	1000	5	53	gexf
3168	R-MAT.1000.5.53.gexf	5	86	1	R-MAT	1000	5	53	gexf
3169	R-MAT.1000.5.53.gexf	10	85.8	2	R-MAT	1000	5	53	gexf
3170	R-MAT.1000.5.53.gexf	50	65.3846153846154	13	R-MAT	1000	5	53	gexf
3171	R-MAT.1000.10.53.gexf	2	130	1	R-MAT	1000	10	53	gexf
3172	R-MAT.1000.10.53.gexf	3	130	1	R-MAT	1000	10	53	gexf
3173	R-MAT.1000.10.53.gexf	5	130	1	R-MAT	1000	10	53	gexf
3174	R-MAT.1000.10.53.gexf	10	126.5	2	R-MAT	1000	10	53	gexf
3175	R-MAT.1000.10.53.gexf	50	105.4	7	R-MAT	1000	10	53	gexf
3176	R-MAT.1000.25.53.gexf	2	349	1	R-MAT	1000	25	53	gexf
3177	R-MAT.1000.25.53.gexf	3	349	1	R-MAT	1000	25	53	gexf
3178	R-MAT.1000.25.53.gexf	5	349	1	R-MAT	1000	25	53	gexf
3179	R-MAT.1000.25.53.gexf	10	349	1	R-MAT	1000	25	53	gexf
3180	R-MAT.1000.25.53.gexf	50	306	7	R-MAT	1000	25	53	gexf
3181	R-MAT.50.5.54.gexf	2	15	1	R-MAT	50	5	54	gexf
3182	R-MAT.50.5.54.gexf	3	14.6666666666667	2	R-MAT	50	5	54	gexf
3183	R-MAT.50.5.54.gexf	5	13.2	3	R-MAT	50	5	54	gexf
3186	R-MAT.50.10.54.gexf	2	29	1	R-MAT	50	10	54	gexf
3187	R-MAT.50.10.54.gexf	3	28	2	R-MAT	50	10	54	gexf
3188	R-MAT.50.10.54.gexf	5	25.2	3	R-MAT	50	10	54	gexf
3189	R-MAT.50.10.54.gexf	10	22	3	R-MAT	50	10	54	gexf
3191	R-MAT.50.25.54.gexf	2	54	1	R-MAT	50	25	54	gexf
3192	R-MAT.50.25.54.gexf	3	54	1	R-MAT	50	25	54	gexf
3193	R-MAT.50.25.54.gexf	5	54	1	R-MAT	50	25	54	gexf
3194	R-MAT.50.25.54.gexf	10	46.2	7	R-MAT	50	25	54	gexf
3196	R-MAT.100.5.54.gexf	2	25	1	R-MAT	100	5	54	gexf
3197	R-MAT.100.5.54.gexf	3	25	1	R-MAT	100	5	54	gexf
3198	R-MAT.100.5.54.gexf	5	25	1	R-MAT	100	5	54	gexf
3199	R-MAT.100.5.54.gexf	10	24.2	3	R-MAT	100	5	54	gexf
3201	R-MAT.100.10.54.gexf	2	43	1	R-MAT	100	10	54	gexf
3202	R-MAT.100.10.54.gexf	3	43	1	R-MAT	100	10	54	gexf
3203	R-MAT.100.10.54.gexf	5	43	1	R-MAT	100	10	54	gexf
3204	R-MAT.100.10.54.gexf	10	41.8	3	R-MAT	100	10	54	gexf
3206	R-MAT.100.25.54.gexf	2	100	1	R-MAT	100	25	54	gexf
3207	R-MAT.100.25.54.gexf	3	100	1	R-MAT	100	25	54	gexf
3208	R-MAT.100.25.54.gexf	5	100	1	R-MAT	100	25	54	gexf
3209	R-MAT.100.25.54.gexf	10	91.6666666666667	3	R-MAT	100	25	54	gexf
3211	R-MAT.500.5.54.gexf	2	52	1	R-MAT	500	5	54	gexf
3212	R-MAT.500.5.54.gexf	3	52	1	R-MAT	500	5	54	gexf
3213	R-MAT.500.5.54.gexf	5	52	1	R-MAT	500	5	54	gexf
3214	R-MAT.500.5.54.gexf	10	48.8888888888889	4	R-MAT	500	5	54	gexf
3216	R-MAT.500.10.54.gexf	2	93	1	R-MAT	500	10	54	gexf
3217	R-MAT.500.10.54.gexf	3	93	1	R-MAT	500	10	54	gexf
3218	R-MAT.500.10.54.gexf	5	93	1	R-MAT	500	10	54	gexf
3219	R-MAT.500.10.54.gexf	10	85.8	2	R-MAT	500	10	54	gexf
3220	R-MAT.500.10.54.gexf	50	65.1666666666667	17	R-MAT	500	10	54	gexf
3221	R-MAT.500.25.54.gexf	2	246	1	R-MAT	500	25	54	gexf
3222	R-MAT.500.25.54.gexf	3	246	1	R-MAT	500	25	54	gexf
3223	R-MAT.500.25.54.gexf	5	246	1	R-MAT	500	25	54	gexf
3224	R-MAT.500.25.54.gexf	10	246	1	R-MAT	500	25	54	gexf
3225	R-MAT.500.25.54.gexf	50	196.35	12	R-MAT	500	25	54	gexf
3226	R-MAT.1000.5.54.gexf	2	76	1	R-MAT	1000	5	54	gexf
3227	R-MAT.1000.5.54.gexf	3	76	1	R-MAT	1000	5	54	gexf
3228	R-MAT.1000.5.54.gexf	5	76	1	R-MAT	1000	5	54	gexf
3229	R-MAT.1000.5.54.gexf	10	76	1	R-MAT	1000	5	54	gexf
3230	R-MAT.1000.5.54.gexf	50	59.7073170731707	11	R-MAT	1000	5	54	gexf
3231	R-MAT.1000.10.54.gexf	2	136	1	R-MAT	1000	10	54	gexf
3232	R-MAT.1000.10.54.gexf	3	136	1	R-MAT	1000	10	54	gexf
3233	R-MAT.1000.10.54.gexf	5	136	1	R-MAT	1000	10	54	gexf
3234	R-MAT.1000.10.54.gexf	10	136	1	R-MAT	1000	10	54	gexf
3235	R-MAT.1000.10.54.gexf	50	121.704545454545	8	R-MAT	1000	10	54	gexf
3236	R-MAT.1000.25.54.gexf	2	332	1	R-MAT	1000	25	54	gexf
3237	R-MAT.1000.25.54.gexf	3	332	1	R-MAT	1000	25	54	gexf
3238	R-MAT.1000.25.54.gexf	5	332	1	R-MAT	1000	25	54	gexf
3239	R-MAT.1000.25.54.gexf	10	332	1	R-MAT	1000	25	54	gexf
3240	R-MAT.1000.25.54.gexf	50	286.571428571429	10	R-MAT	1000	25	54	gexf
3241	R-MAT.50.5.55.gexf	2	15	1	R-MAT	50	5	55	gexf
3242	R-MAT.50.5.55.gexf	3	14.6666666666667	2	R-MAT	50	5	55	gexf
3243	R-MAT.50.5.55.gexf	5	13.2	3	R-MAT	50	5	55	gexf
3246	R-MAT.50.10.55.gexf	2	27	1	R-MAT	50	10	55	gexf
3247	R-MAT.50.10.55.gexf	3	27	1	R-MAT	50	10	55	gexf
3248	R-MAT.50.10.55.gexf	5	27	1	R-MAT	50	10	55	gexf
3249	R-MAT.50.10.55.gexf	10	24.4444444444444	4	R-MAT	50	10	55	gexf
3251	R-MAT.50.25.55.gexf	2	75	1	R-MAT	50	25	55	gexf
3252	R-MAT.50.25.55.gexf	3	75	1	R-MAT	50	25	55	gexf
3253	R-MAT.50.25.55.gexf	5	72	2	R-MAT	50	25	55	gexf
3254	R-MAT.50.25.55.gexf	10	59.125	4	R-MAT	50	25	55	gexf
3256	R-MAT.100.5.55.gexf	2	21	1	R-MAT	100	5	55	gexf
3257	R-MAT.100.5.55.gexf	3	21	1	R-MAT	100	5	55	gexf
3258	R-MAT.100.5.55.gexf	5	21	1	R-MAT	100	5	55	gexf
3259	R-MAT.100.5.55.gexf	10	18.3333333333333	6	R-MAT	100	5	55	gexf
3261	R-MAT.100.10.55.gexf	2	35	1	R-MAT	100	10	55	gexf
3262	R-MAT.100.10.55.gexf	3	35	1	R-MAT	100	10	55	gexf
3263	R-MAT.100.10.55.gexf	5	35	1	R-MAT	100	10	55	gexf
3264	R-MAT.100.10.55.gexf	10	34.1	2	R-MAT	100	10	55	gexf
3266	R-MAT.100.25.55.gexf	2	114	1	R-MAT	100	25	55	gexf
3267	R-MAT.100.25.55.gexf	3	114	1	R-MAT	100	25	55	gexf
3268	R-MAT.100.25.55.gexf	5	114	1	R-MAT	100	25	55	gexf
3269	R-MAT.100.25.55.gexf	10	113.3	3	R-MAT	100	25	55	gexf
3271	R-MAT.500.5.55.gexf	2	56	1	R-MAT	500	5	55	gexf
3272	R-MAT.500.5.55.gexf	3	56	1	R-MAT	500	5	55	gexf
3273	R-MAT.500.5.55.gexf	5	56	1	R-MAT	500	5	55	gexf
3274	R-MAT.500.5.55.gexf	10	52.8	2	R-MAT	500	5	55	gexf
3276	R-MAT.500.10.55.gexf	2	117	1	R-MAT	500	10	55	gexf
3277	R-MAT.500.10.55.gexf	3	117	1	R-MAT	500	10	55	gexf
3278	R-MAT.500.10.55.gexf	5	117	1	R-MAT	500	10	55	gexf
3279	R-MAT.500.10.55.gexf	10	116.6	2	R-MAT	500	10	55	gexf
3280	R-MAT.500.10.55.gexf	50	80.4230769230769	26	R-MAT	500	10	55	gexf
3281	R-MAT.500.25.55.gexf	2	237	1	R-MAT	500	25	55	gexf
3282	R-MAT.500.25.55.gexf	3	237	1	R-MAT	500	25	55	gexf
3283	R-MAT.500.25.55.gexf	5	237	1	R-MAT	500	25	55	gexf
3284	R-MAT.500.25.55.gexf	10	233.2	2	R-MAT	500	25	55	gexf
3285	R-MAT.500.25.55.gexf	50	178.5	9	R-MAT	500	25	55	gexf
3286	R-MAT.1000.5.55.gexf	2	79	1	R-MAT	1000	5	55	gexf
3287	R-MAT.1000.5.55.gexf	3	79	1	R-MAT	1000	5	55	gexf
3288	R-MAT.1000.5.55.gexf	5	79	1	R-MAT	1000	5	55	gexf
3289	R-MAT.1000.5.55.gexf	10	79	1	R-MAT	1000	5	55	gexf
3290	R-MAT.1000.5.55.gexf	50	65.9268292682927	11	R-MAT	1000	5	55	gexf
3291	R-MAT.1000.10.55.gexf	2	145	1	R-MAT	1000	10	55	gexf
3292	R-MAT.1000.10.55.gexf	3	145	1	R-MAT	1000	10	55	gexf
3293	R-MAT.1000.10.55.gexf	5	145	1	R-MAT	1000	10	55	gexf
3294	R-MAT.1000.10.55.gexf	10	145	1	R-MAT	1000	10	55	gexf
3295	R-MAT.1000.10.55.gexf	50	127.5	9	R-MAT	1000	10	55	gexf
3296	R-MAT.1000.25.55.gexf	2	356	1	R-MAT	1000	25	55	gexf
3297	R-MAT.1000.25.55.gexf	3	356	1	R-MAT	1000	25	55	gexf
3298	R-MAT.1000.25.55.gexf	5	356	1	R-MAT	1000	25	55	gexf
3299	R-MAT.1000.25.55.gexf	10	356	2	R-MAT	1000	25	55	gexf
3300	R-MAT.1000.25.55.gexf	50	318.75	9	R-MAT	1000	25	55	gexf
3301	R-MAT.50.5.56.gexf	2	8	1	R-MAT	50	5	56	gexf
3302	R-MAT.50.5.56.gexf	3	8	1	R-MAT	50	5	56	gexf
3306	R-MAT.50.10.56.gexf	2	26	1	R-MAT	50	10	56	gexf
3307	R-MAT.50.10.56.gexf	3	26	1	R-MAT	50	10	56	gexf
3308	R-MAT.50.10.56.gexf	5	26	1	R-MAT	50	10	56	gexf
3309	R-MAT.50.10.56.gexf	10	24.75	4	R-MAT	50	10	56	gexf
3311	R-MAT.50.25.56.gexf	2	73	1	R-MAT	50	25	56	gexf
3312	R-MAT.50.25.56.gexf	3	73	1	R-MAT	50	25	56	gexf
3313	R-MAT.50.25.56.gexf	5	73	1	R-MAT	50	25	56	gexf
3314	R-MAT.50.25.56.gexf	10	64.4285714285714	5	R-MAT	50	25	56	gexf
3316	R-MAT.100.5.56.gexf	2	20	1	R-MAT	100	5	56	gexf
3317	R-MAT.100.5.56.gexf	3	20	1	R-MAT	100	5	56	gexf
3318	R-MAT.100.5.56.gexf	5	19.2	2	R-MAT	100	5	56	gexf
3319	R-MAT.100.5.56.gexf	10	14.1428571428571	6	R-MAT	100	5	56	gexf
3321	R-MAT.100.10.56.gexf	2	47	1	R-MAT	100	10	56	gexf
3322	R-MAT.100.10.56.gexf	3	47	1	R-MAT	100	10	56	gexf
3323	R-MAT.100.10.56.gexf	5	47	1	R-MAT	100	10	56	gexf
3324	R-MAT.100.10.56.gexf	10	44	2	R-MAT	100	10	56	gexf
3326	R-MAT.100.25.56.gexf	2	96	1	R-MAT	100	25	56	gexf
3327	R-MAT.100.25.56.gexf	3	96	1	R-MAT	100	25	56	gexf
3328	R-MAT.100.25.56.gexf	5	96	1	R-MAT	100	25	56	gexf
3329	R-MAT.100.25.56.gexf	10	92.4	2	R-MAT	100	25	56	gexf
3331	R-MAT.500.5.56.gexf	2	45	1	R-MAT	500	5	56	gexf
3332	R-MAT.500.5.56.gexf	3	45	1	R-MAT	500	5	56	gexf
3333	R-MAT.500.5.56.gexf	5	45	1	R-MAT	500	5	56	gexf
3334	R-MAT.500.5.56.gexf	10	45	1	R-MAT	500	5	56	gexf
3336	R-MAT.500.10.56.gexf	2	100	1	R-MAT	500	10	56	gexf
3337	R-MAT.500.10.56.gexf	3	100	1	R-MAT	500	10	56	gexf
3338	R-MAT.500.10.56.gexf	5	100	1	R-MAT	500	10	56	gexf
3339	R-MAT.500.10.56.gexf	10	100	2	R-MAT	500	10	56	gexf
3340	R-MAT.500.10.56.gexf	50	80.75	16	R-MAT	500	10	56	gexf
3341	R-MAT.500.25.56.gexf	2	259	1	R-MAT	500	25	56	gexf
3342	R-MAT.500.25.56.gexf	3	259	1	R-MAT	500	25	56	gexf
3343	R-MAT.500.25.56.gexf	5	259	1	R-MAT	500	25	56	gexf
3344	R-MAT.500.25.56.gexf	10	259	1	R-MAT	500	25	56	gexf
3345	R-MAT.500.25.56.gexf	50	215.590909090909	8	R-MAT	500	25	56	gexf
3346	R-MAT.1000.5.56.gexf	2	89	1	R-MAT	1000	5	56	gexf
3347	R-MAT.1000.5.56.gexf	3	89	1	R-MAT	1000	5	56	gexf
3348	R-MAT.1000.5.56.gexf	5	89	1	R-MAT	1000	5	56	gexf
3349	R-MAT.1000.5.56.gexf	10	89	2	R-MAT	1000	5	56	gexf
3350	R-MAT.1000.5.56.gexf	50	71.1315789473684	15	R-MAT	1000	5	56	gexf
3351	R-MAT.1000.10.56.gexf	2	159	1	R-MAT	1000	10	56	gexf
3352	R-MAT.1000.10.56.gexf	3	159	1	R-MAT	1000	10	56	gexf
3353	R-MAT.1000.10.56.gexf	5	159	1	R-MAT	1000	10	56	gexf
3354	R-MAT.1000.10.56.gexf	10	159	1	R-MAT	1000	10	56	gexf
3355	R-MAT.1000.10.56.gexf	50	142.071428571429	10	R-MAT	1000	10	56	gexf
3356	R-MAT.1000.25.56.gexf	2	361	1	R-MAT	1000	25	56	gexf
3357	R-MAT.1000.25.56.gexf	3	361	1	R-MAT	1000	25	56	gexf
3358	R-MAT.1000.25.56.gexf	5	361	1	R-MAT	1000	25	56	gexf
3359	R-MAT.1000.25.56.gexf	10	361	1	R-MAT	1000	25	56	gexf
3360	R-MAT.1000.25.56.gexf	50	303.512195121951	12	R-MAT	1000	25	56	gexf
3361	R-MAT.50.5.57.gexf	2	16	1	R-MAT	50	5	57	gexf
3362	R-MAT.50.5.57.gexf	3	14.6666666666667	2	R-MAT	50	5	57	gexf
3363	R-MAT.50.5.57.gexf	5	13.2	3	R-MAT	50	5	57	gexf
3366	R-MAT.50.10.57.gexf	2	20	1	R-MAT	50	10	57	gexf
3367	R-MAT.50.10.57.gexf	3	20	1	R-MAT	50	10	57	gexf
3368	R-MAT.50.10.57.gexf	5	18	3	R-MAT	50	10	57	gexf
3369	R-MAT.50.10.57.gexf	10	11	6	R-MAT	50	10	57	gexf
3371	R-MAT.50.25.57.gexf	2	77	1	R-MAT	50	25	57	gexf
3372	R-MAT.50.25.57.gexf	3	77	1	R-MAT	50	25	57	gexf
3373	R-MAT.50.25.57.gexf	5	77	1	R-MAT	50	25	57	gexf
3374	R-MAT.50.25.57.gexf	10	73.3333333333333	3	R-MAT	50	25	57	gexf
3376	R-MAT.100.5.57.gexf	2	16	1	R-MAT	100	5	57	gexf
3377	R-MAT.100.5.57.gexf	3	16	1	R-MAT	100	5	57	gexf
3378	R-MAT.100.5.57.gexf	5	16	1	R-MAT	100	5	57	gexf
3379	R-MAT.100.5.57.gexf	10	13.75	5	R-MAT	100	5	57	gexf
3381	R-MAT.100.10.57.gexf	2	51	1	R-MAT	100	10	57	gexf
3382	R-MAT.100.10.57.gexf	3	51	1	R-MAT	100	10	57	gexf
3383	R-MAT.100.10.57.gexf	5	51	1	R-MAT	100	10	57	gexf
3384	R-MAT.100.10.57.gexf	10	48.7142857142857	5	R-MAT	100	10	57	gexf
3386	R-MAT.100.25.57.gexf	2	94	1	R-MAT	100	25	57	gexf
3387	R-MAT.100.25.57.gexf	3	94	1	R-MAT	100	25	57	gexf
3388	R-MAT.100.25.57.gexf	5	94	1	R-MAT	100	25	57	gexf
3389	R-MAT.100.25.57.gexf	10	90.2	2	R-MAT	100	25	57	gexf
3391	R-MAT.500.5.57.gexf	2	41	1	R-MAT	500	5	57	gexf
3392	R-MAT.500.5.57.gexf	3	41	1	R-MAT	500	5	57	gexf
3393	R-MAT.500.5.57.gexf	5	41	1	R-MAT	500	5	57	gexf
3394	R-MAT.500.5.57.gexf	10	38.5	2	R-MAT	500	5	57	gexf
3396	R-MAT.500.10.57.gexf	2	95	1	R-MAT	500	10	57	gexf
3397	R-MAT.500.10.57.gexf	3	95	1	R-MAT	500	10	57	gexf
3398	R-MAT.500.10.57.gexf	5	95	1	R-MAT	500	10	57	gexf
3399	R-MAT.500.10.57.gexf	10	95	1	R-MAT	500	10	57	gexf
3400	R-MAT.500.10.57.gexf	50	78.5675675675676	15	R-MAT	500	10	57	gexf
3401	R-MAT.500.25.57.gexf	2	268	1	R-MAT	500	25	57	gexf
3402	R-MAT.500.25.57.gexf	3	268	1	R-MAT	500	25	57	gexf
3403	R-MAT.500.25.57.gexf	5	268	1	R-MAT	500	25	57	gexf
3404	R-MAT.500.25.57.gexf	10	268	1	R-MAT	500	25	57	gexf
3405	R-MAT.500.25.57.gexf	50	204	9	R-MAT	500	25	57	gexf
3406	R-MAT.1000.5.57.gexf	2	78	1	R-MAT	1000	5	57	gexf
3407	R-MAT.1000.5.57.gexf	3	78	1	R-MAT	1000	5	57	gexf
3408	R-MAT.1000.5.57.gexf	5	78	1	R-MAT	1000	5	57	gexf
3409	R-MAT.1000.5.57.gexf	10	78	1	R-MAT	1000	5	57	gexf
3410	R-MAT.1000.5.57.gexf	50	58.8461538461538	13	R-MAT	1000	5	57	gexf
3411	R-MAT.1000.10.57.gexf	2	141	1	R-MAT	1000	10	57	gexf
3412	R-MAT.1000.10.57.gexf	3	141	1	R-MAT	1000	10	57	gexf
3413	R-MAT.1000.10.57.gexf	5	141	1	R-MAT	1000	10	57	gexf
3414	R-MAT.1000.10.57.gexf	10	139.7	2	R-MAT	1000	10	57	gexf
3415	R-MAT.1000.10.57.gexf	50	120.133333333333	8	R-MAT	1000	10	57	gexf
3416	R-MAT.1000.25.57.gexf	2	369	1	R-MAT	1000	25	57	gexf
3417	R-MAT.1000.25.57.gexf	3	369	1	R-MAT	1000	25	57	gexf
3418	R-MAT.1000.25.57.gexf	5	369	1	R-MAT	1000	25	57	gexf
3419	R-MAT.1000.25.57.gexf	10	369	1	R-MAT	1000	25	57	gexf
3420	R-MAT.1000.25.57.gexf	50	325.266666666667	8	R-MAT	1000	25	57	gexf
3421	R-MAT.50.5.58.gexf	2	12	1	R-MAT	50	5	58	gexf
3422	R-MAT.50.5.58.gexf	3	12	1	R-MAT	50	5	58	gexf
3423	R-MAT.50.5.58.gexf	5	12	1	R-MAT	50	5	58	gexf
3424	R-MAT.50.5.58.gexf	10	11	2	R-MAT	50	5	58	gexf
3426	R-MAT.50.10.58.gexf	2	23	1	R-MAT	50	10	58	gexf
3427	R-MAT.50.10.58.gexf	3	23	1	R-MAT	50	10	58	gexf
3428	R-MAT.50.10.58.gexf	5	23	1	R-MAT	50	10	58	gexf
3429	R-MAT.50.10.58.gexf	10	22	2	R-MAT	50	10	58	gexf
3431	R-MAT.50.25.58.gexf	2	66	1	R-MAT	50	25	58	gexf
3432	R-MAT.50.25.58.gexf	3	66	1	R-MAT	50	25	58	gexf
3433	R-MAT.50.25.58.gexf	5	63.6	2	R-MAT	50	25	58	gexf
3434	R-MAT.50.25.58.gexf	10	52.25	4	R-MAT	50	25	58	gexf
3436	R-MAT.100.5.58.gexf	2	15	1	R-MAT	100	5	58	gexf
3437	R-MAT.100.5.58.gexf	3	15	1	R-MAT	100	5	58	gexf
3438	R-MAT.100.5.58.gexf	5	13.5	4	R-MAT	100	5	58	gexf
3441	R-MAT.100.10.58.gexf	2	42	1	R-MAT	100	10	58	gexf
3442	R-MAT.100.10.58.gexf	3	42	1	R-MAT	100	10	58	gexf
3443	R-MAT.100.10.58.gexf	5	42	1	R-MAT	100	10	58	gexf
3444	R-MAT.100.10.58.gexf	10	37.125	4	R-MAT	100	10	58	gexf
3446	R-MAT.100.25.58.gexf	2	104	1	R-MAT	100	25	58	gexf
3447	R-MAT.100.25.58.gexf	3	104	1	R-MAT	100	25	58	gexf
3448	R-MAT.100.25.58.gexf	5	104	1	R-MAT	100	25	58	gexf
3449	R-MAT.100.25.58.gexf	10	92.125	4	R-MAT	100	25	58	gexf
3451	R-MAT.500.5.58.gexf	2	57	1	R-MAT	500	5	58	gexf
3452	R-MAT.500.5.58.gexf	3	57	1	R-MAT	500	5	58	gexf
3453	R-MAT.500.5.58.gexf	5	57	1	R-MAT	500	5	58	gexf
3454	R-MAT.500.5.58.gexf	10	57	1	R-MAT	500	5	58	gexf
3456	R-MAT.500.10.58.gexf	2	112	1	R-MAT	500	10	58	gexf
3457	R-MAT.500.10.58.gexf	3	112	1	R-MAT	500	10	58	gexf
3458	R-MAT.500.10.58.gexf	5	112	1	R-MAT	500	10	58	gexf
3459	R-MAT.500.10.58.gexf	10	108.9	2	R-MAT	500	10	58	gexf
3460	R-MAT.500.10.58.gexf	50	82.258064516129	22	R-MAT	500	10	58	gexf
3461	R-MAT.500.25.58.gexf	2	276	1	R-MAT	500	25	58	gexf
3462	R-MAT.500.25.58.gexf	3	276	1	R-MAT	500	25	58	gexf
3463	R-MAT.500.25.58.gexf	5	276	1	R-MAT	500	25	58	gexf
3464	R-MAT.500.25.58.gexf	10	276	1	R-MAT	500	25	58	gexf
3465	R-MAT.500.25.58.gexf	50	224.162790697674	11	R-MAT	500	25	58	gexf
3466	R-MAT.1000.5.58.gexf	2	74	1	R-MAT	1000	5	58	gexf
3467	R-MAT.1000.5.58.gexf	3	74	1	R-MAT	1000	5	58	gexf
3468	R-MAT.1000.5.58.gexf	5	74	1	R-MAT	1000	5	58	gexf
3469	R-MAT.1000.5.58.gexf	10	73.7	2	R-MAT	1000	5	58	gexf
3470	R-MAT.1000.5.58.gexf	50	60.2727272727273	9	R-MAT	1000	5	58	gexf
3471	R-MAT.1000.10.58.gexf	2	167	1	R-MAT	1000	10	58	gexf
3472	R-MAT.1000.10.58.gexf	3	167	1	R-MAT	1000	10	58	gexf
3473	R-MAT.1000.10.58.gexf	5	167	1	R-MAT	1000	10	58	gexf
3474	R-MAT.1000.10.58.gexf	10	167	1	R-MAT	1000	10	58	gexf
3475	R-MAT.1000.10.58.gexf	50	140.560975609756	12	R-MAT	1000	10	58	gexf
3476	R-MAT.1000.25.58.gexf	2	338	1	R-MAT	1000	25	58	gexf
3477	R-MAT.1000.25.58.gexf	3	338	1	R-MAT	1000	25	58	gexf
3478	R-MAT.1000.25.58.gexf	5	338	1	R-MAT	1000	25	58	gexf
3479	R-MAT.1000.25.58.gexf	10	338	1	R-MAT	1000	25	58	gexf
3480	R-MAT.1000.25.58.gexf	50	301.024390243902	11	R-MAT	1000	25	58	gexf
3481	R-MAT.50.5.59.gexf	2	13	1	R-MAT	50	5	59	gexf
3482	R-MAT.50.5.59.gexf	3	13	1	R-MAT	50	5	59	gexf
3483	R-MAT.50.5.59.gexf	5	13	1	R-MAT	50	5	59	gexf
3486	R-MAT.50.10.59.gexf	2	30	1	R-MAT	50	10	59	gexf
3487	R-MAT.50.10.59.gexf	3	30	1	R-MAT	50	10	59	gexf
3488	R-MAT.50.10.59.gexf	5	30	1	R-MAT	50	10	59	gexf
3489	R-MAT.50.10.59.gexf	10	22	5	R-MAT	50	10	59	gexf
3491	R-MAT.50.25.59.gexf	2	75	1	R-MAT	50	25	59	gexf
3492	R-MAT.50.25.59.gexf	3	75	1	R-MAT	50	25	59	gexf
3493	R-MAT.50.25.59.gexf	5	75	1	R-MAT	50	25	59	gexf
3494	R-MAT.50.25.59.gexf	10	63.25	5	R-MAT	50	25	59	gexf
3496	R-MAT.100.5.59.gexf	2	17	1	R-MAT	100	5	59	gexf
3497	R-MAT.100.5.59.gexf	3	17	1	R-MAT	100	5	59	gexf
3498	R-MAT.100.5.59.gexf	5	17	1	R-MAT	100	5	59	gexf
3499	R-MAT.100.5.59.gexf	10	15.125	4	R-MAT	100	5	59	gexf
3501	R-MAT.100.10.59.gexf	2	47	1	R-MAT	100	10	59	gexf
3502	R-MAT.100.10.59.gexf	3	47	1	R-MAT	100	10	59	gexf
3503	R-MAT.100.10.59.gexf	5	47	1	R-MAT	100	10	59	gexf
3504	R-MAT.100.10.59.gexf	10	39.2857142857143	5	R-MAT	100	10	59	gexf
3506	R-MAT.100.25.59.gexf	2	108	1	R-MAT	100	25	59	gexf
3507	R-MAT.100.25.59.gexf	3	108	1	R-MAT	100	25	59	gexf
3508	R-MAT.100.25.59.gexf	5	108	1	R-MAT	100	25	59	gexf
3509	R-MAT.100.25.59.gexf	10	106.7	2	R-MAT	100	25	59	gexf
3511	R-MAT.500.5.59.gexf	2	45	1	R-MAT	500	5	59	gexf
3512	R-MAT.500.5.59.gexf	3	45	1	R-MAT	500	5	59	gexf
3513	R-MAT.500.5.59.gexf	5	45	1	R-MAT	500	5	59	gexf
3514	R-MAT.500.5.59.gexf	10	44	2	R-MAT	500	5	59	gexf
3516	R-MAT.500.10.59.gexf	2	110	1	R-MAT	500	10	59	gexf
3517	R-MAT.500.10.59.gexf	3	110	1	R-MAT	500	10	59	gexf
3518	R-MAT.500.10.59.gexf	5	110	1	R-MAT	500	10	59	gexf
3519	R-MAT.500.10.59.gexf	10	110	1	R-MAT	500	10	59	gexf
3520	R-MAT.500.10.59.gexf	50	87.4285714285714	18	R-MAT	500	10	59	gexf
3521	R-MAT.500.25.59.gexf	2	221	1	R-MAT	500	25	59	gexf
3522	R-MAT.500.25.59.gexf	3	221	1	R-MAT	500	25	59	gexf
3523	R-MAT.500.25.59.gexf	5	221	1	R-MAT	500	25	59	gexf
3524	R-MAT.500.25.59.gexf	10	220	2	R-MAT	500	25	59	gexf
3525	R-MAT.500.25.59.gexf	50	169.170731707317	11	R-MAT	500	25	59	gexf
3526	R-MAT.1000.5.59.gexf	2	70	1	R-MAT	1000	5	59	gexf
3527	R-MAT.1000.5.59.gexf	3	70	1	R-MAT	1000	5	59	gexf
3528	R-MAT.1000.5.59.gexf	5	70	1	R-MAT	1000	5	59	gexf
3529	R-MAT.1000.5.59.gexf	10	70	1	R-MAT	1000	5	59	gexf
3531	R-MAT.1000.10.59.gexf	2	158	1	R-MAT	1000	10	59	gexf
3532	R-MAT.1000.10.59.gexf	3	158	1	R-MAT	1000	10	59	gexf
3533	R-MAT.1000.10.59.gexf	5	158	1	R-MAT	1000	10	59	gexf
3534	R-MAT.1000.10.59.gexf	10	156.2	2	R-MAT	1000	10	59	gexf
3535	R-MAT.1000.10.59.gexf	50	125.071428571429	12	R-MAT	1000	10	59	gexf
3536	R-MAT.1000.25.59.gexf	2	370	1	R-MAT	1000	25	59	gexf
3537	R-MAT.1000.25.59.gexf	3	370	1	R-MAT	1000	25	59	gexf
3538	R-MAT.1000.25.59.gexf	5	370	1	R-MAT	1000	25	59	gexf
3539	R-MAT.1000.25.59.gexf	10	370	1	R-MAT	1000	25	59	gexf
3540	R-MAT.1000.25.59.gexf	50	341.214285714286	10	R-MAT	1000	25	59	gexf
3541	R-MAT.50.5.60.gexf	2	14	1	R-MAT	50	5	60	gexf
3542	R-MAT.50.5.60.gexf	3	14	1	R-MAT	50	5	60	gexf
