path,k,max multirute flow,iterations,k:0,k:1,k:2,k:3,k:4,k:5
Rand.Uni.100.10.71.gexf,3,6.4100291223645325,1,Rand,Uni,100,10,71,gexf
Rand.Uni.100.10.71.gexf,5,6.4100291223645325,1,Rand,Uni,100,10,71,gexf
Rand.Uni.100.10.71.gexf,10,5.131481133312229,7,Rand,Uni,100,10,71,gexf
Rand.Uni.100.10.71.gexf,50,F,F,Rand,Uni,100,10,71,gexf
Rand.Uni.100.25.71.gexf,2,19.453149672408603,1,Rand,Uni,100,25,71,gexf
Rand.Uni.100.25.71.gexf,3,19.453149672408603,1,Rand,Uni,100,25,71,gexf
Rand.Uni.100.25.71.gexf,5,19.453149672408603,1,Rand,Uni,100,25,71,gexf
Rand.Uni.100.25.71.gexf,10,19.453149672408603,1,Rand,Uni,100,25,71,gexf
Rand.Uni.100.25.71.gexf,50,F,F,Rand,Uni,100,25,71,gexf
Rand.Uni.500.5.71.gexf,2,5.912926976752126,1,Rand,Uni,500,5,71,gexf
Rand.Uni.500.5.71.gexf,3,5.912926976752126,1,Rand,Uni,500,5,71,gexf
Rand.Uni.500.5.71.gexf,5,5.912926976752126,1,Rand,Uni,500,5,71,gexf
Rand.Uni.500.5.71.gexf,10,0.2552065556377123,11,Rand,Uni,500,5,71,gexf
Rand.Uni.500.5.71.gexf,50,F,F,Rand,Uni,500,5,71,gexf
Rand.Uni.500.10.71.gexf,2,7.40973610037572,1,Rand,Uni,500,10,71,gexf
Rand.Uni.500.10.71.gexf,3,7.40973610037572,1,Rand,Uni,500,10,71,gexf
Rand.Uni.500.10.71.gexf,5,7.40973610037572,1,Rand,Uni,500,10,71,gexf
Rand.Uni.500.10.71.gexf,10,5.976684179738502,7,Rand,Uni,500,10,71,gexf
Rand.Uni.500.10.71.gexf,50,F,F,Rand,Uni,500,10,71,gexf
Rand.Uni.500.25.71.gexf,2,13.396513581147618,2,Rand,Uni,500,25,71,gexf
Rand.Uni.500.25.71.gexf,3,13.396513581147618,1,Rand,Uni,500,25,71,gexf
Rand.Uni.500.25.71.gexf,5,13.396513581147618,3,Rand,Uni,500,25,71,gexf
Rand.Uni.500.25.71.gexf,10,13.396513581147618,2,Rand,Uni,500,25,71,gexf
Rand.Uni.500.25.71.gexf,50,F,F,Rand,Uni,500,25,71,gexf
Rand.Uni.1000.5.71.gexf,2,5.24813386291101,1,Rand,Uni,1000,5,71,gexf
Rand.Uni.1000.5.71.gexf,3,5.24813386291101,1,Rand,Uni,1000,5,71,gexf
Rand.Uni.1000.5.71.gexf,5,5.109460296654717,4,Rand,Uni,1000,5,71,gexf
Rand.Uni.1000.5.71.gexf,10,F,F,Rand,Uni,1000,5,71,gexf
Rand.Uni.1000.5.71.gexf,50,F,F,Rand,Uni,1000,5,71,gexf
Rand.Uni.1000.10.71.gexf,2,5.437735053528056,1,Rand,Uni,1000,10,71,gexf
Rand.Uni.1000.10.71.gexf,3,5.437735053528056,1,Rand,Uni,1000,10,71,gexf
Rand.Uni.1000.10.71.gexf,5,5.437735053528056,1,Rand,Uni,1000,10,71,gexf
