construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5	mem	constant	best
4783	cut	cap	first	Rand.Uni.1000.25.19.gexf	1000	25000	5	3	[50, 50, 50, 50]	25.2768254401294	20.5919556908711	20.591955690871135	inf	8	0	0	0	0	[25.27682544012936, 20.591955690871135]	Rand	Uni	1000	25	19	gexf	25.2768254401294	1.22750970425481	0.5
4784	cut	cap	first	Rand.Uni.1000.25.19.gexf	1000	25000	10	4	[50, 50, 50, 50]	25.2768254401294	16.2778444763716	16.277844476371587	inf	11	0	0	0	0	[25.27682544012936, 16.277844476371587]	Rand	Uni	1000	25	19	gexf	25.2768254401294	1.552836155722	0.5
4786	cut	cap	first	Rand.Uni.1000.5.20.gexf	1000	5000	2	1	[7, 7, 7, 7]	4.06237431790874	2.2706272531688	2.2706272531687954	inf	41	0	0	0	0	[4.062374317908744, 2.2706272531687954]	Rand	Uni	1000	5	20	gexf	4.06237431790874	1.78909784168205	0
4787	cut	cap	first	Rand.Uni.1000.5.20.gexf	1000	5000	3	2	[7, 7, 7, 7]	4.06237431790874	1.47688735386377	1.4768873538637664	inf	78	0	0	0	0	[4.062374317908744, 1.4768873538637664]	Rand	Uni	1000	5	20	gexf	4.06237431790874	2.75063247530757	0
4788	cut	cap	first	Rand.Uni.1000.5.20.gexf	1000	5000	5	3	[7, 7, 7, 7]	4.06237431790874	0.456800300097997	0.4568003000979971	inf	60	0	0	0	0	[4.062374317908744, 0.4568003000979971]	Rand	Uni	1000	5	20	gexf	2.71826225041945	5.95065775971755	0.5
4791	cut	cap	first	Rand.Uni.1000.10.20.gexf	1000	10000	2	1	[17, 17, 17, 17]	9.10485362593125	7.19180668492266	7.191806684922657	inf	20	0	0	0	0	[9.104853625931254, 7.191806684922657]	Rand	Uni	1000	10	20	gexf	9.10485362593126	1.26600366567405	0
4792	cut	cap	first	Rand.Uni.1000.10.20.gexf	1000	10000	3	2	[17, 17, 17, 17]	9.10485362593125	6.30463561442406	6.304635614424056	inf	23	0	0	0	0	[9.104853625931254, 6.304635614424056]	Rand	Uni	1000	10	20	gexf	9.10485362593126	1.44415223698269	0
4793	cut	cap	first	Rand.Uni.1000.10.20.gexf	1000	10000	5	3	[17, 17, 17, 17]	9.10485362593125	4.66383576801271	4.663835768012712	inf	27	0	0	0	0	[9.104853625931254, 4.663835768012712]	Rand	Uni	1000	10	20	gexf	9.10485362593126	1.95222432324432	0.5
4794	cut	cap	first	Rand.Uni.1000.10.20.gexf	1000	10000	10	4	[17, 17, 17, 17]	9.10485362593125	1.78979330032986	1.789793300329864	inf	33	0	0	0	0	[9.104853625931254, 1.789793300329864]	Rand	Uni	1000	10	20	gexf	8.52596451746355	4.76365875092514	0.5
4796	cut	cap	first	Rand.Uni.1000.25.20.gexf	1000	25000	2	1	[48, 48, 48, 48]	23.1464605016729	21.1559808163085	21.1559808163085	inf	12	0	0	0	0	[23.146460501672863, 21.1559808163085]	Rand	Uni	1000	25	20	gexf	23.1464605016729	1.0940859089752	0
4797	cut	cap	first	Rand.Uni.1000.25.20.gexf	1000	25000	3	2	[48, 48, 48, 48]	23.1464605016729	20.1674962567048	20.167496256704833	inf	12	0	0	0	0	[23.146460501672863, 20.167496256704833]	Rand	Uni	1000	25	20	gexf	23.1464605016729	1.14771115893861	0.5
4798	cut	cap	first	Rand.Uni.1000.25.20.gexf	1000	25000	5	3	[48, 48, 48, 48]	23.1464605016729	18.3534312557419	18.353431255741885	inf	12	0	0	0	0	[23.146460501672863, 18.353431255741885]	Rand	Uni	1000	25	20	gexf	23.1464605016729	1.26115167126754	0.5
4799	cut	cap	first	Rand.Uni.1000.25.20.gexf	1000	25000	10	4	[48, 48, 48, 48]	23.1464605016729	14.0000514523973	14.000051452397274	inf	18	0	0	0	0	[23.146460501672863, 14.000051452397274]	Rand	Uni	1000	25	20	gexf	23.1464605016729	1.65331253105569	0.5
4801	cut	cap	first	Rand.Uni.1000.5.21.gexf	1000	5000	2	1	[10, 10, 10, 10]	5.10559204872376	3.41201075302087	3.4120107530208705	inf	48	0	0	0	0	[5.105592048723758, 3.4120107530208705]	Rand	Uni	1000	5	21	gexf	5.10559204872376	1.49635872167268	0
4802	cut	cap	first	Rand.Uni.1000.5.21.gexf	1000	5000	3	2	[10, 10, 10, 10]	5.10559204872376	2.70706420416798	2.707064204167981	inf	36	0	0	0	0	[5.105592048723758, 2.707064204167981]	Rand	Uni	1000	5	21	gexf	5.10559204872376	1.88602547396654	0
4803	cut	cap	first	Rand.Uni.1000.5.21.gexf	1000	5000	5	3	[10, 10, 10, 10]	5.10559204872376	1.45920102558952	1.4592010255895167	inf	104	0	0	0	0	[5.105592048723758, 1.4592010255895167]	Rand	Uni	1000	5	21	gexf	4.94702599168149	3.39022924526996	0
4806	cut	cap	first	Rand.Uni.1000.10.21.gexf	1000	10000	2	1	[18, 18, 18, 18]	9.30419177910793	7.501362369475	7.501362369475002	inf	43	0	0	0	0	[9.304191779107931, 7.501362369475002]	Rand	Uni	1000	10	21	gexf	9.30419177910793	1.24033359819666	0.5
4807	cut	cap	first	Rand.Uni.1000.10.21.gexf	1000	10000	3	2	[18, 18, 18, 18]	9.30419177910793	6.63245546543847	6.632455465438468	inf	26	0	0	0	0	[9.304191779107931, 6.632455465438468]	Rand	Uni	1000	10	21	gexf	9.30419177910793	1.40282762961497	0.5
4808	cut	cap	first	Rand.Uni.1000.10.21.gexf	1000	10000	5	3	[18, 18, 18, 18]	9.30419177910793	4.98322365687462	4.983223656874622	inf	20	0	0	0	0	[9.304191779107931, 4.983223656874622]	Rand	Uni	1000	10	21	gexf	9.30419177910793	1.86710298789666	0
4809	cut	cap	first	Rand.Uni.1000.10.21.gexf	1000	10000	10	4	[18, 18, 18, 18]	9.30419177910793	1.62813955851158	1.6281395585115799	inf	44	0	0	0	0	[9.304191779107931, 1.6281395585115799]	Rand	Uni	1000	10	21	gexf	9.09453753501458	5.58584642665931	0.5
4811	cut	cap	first	Rand.Uni.1000.25.21.gexf	1000	25000	2	1	[46, 46, 46, 46]	19.9093937175251	17.9892974336635	17.989297433663463	inf	9	0	0	0	0	[19.909393717525102, 17.989297433663463]	Rand	Uni	1000	25	21	gexf	19.9093937175251	1.10673547930052	0
4812	cut	cap	first	Rand.Uni.1000.25.21.gexf	1000	25000	3	2	[46, 46, 46, 46]	19.9093937175251	17.0844309482959	17.08443094829594	inf	9	0	0	0	0	[19.909393717525102, 17.08443094829594]	Rand	Uni	1000	25	21	gexf	19.9093937175251	1.16535305025837	0
4813	cut	cap	first	Rand.Uni.1000.25.21.gexf	1000	25000	5	3	[46, 46, 46, 46]	19.9093937175251	15.2983879830021	15.298387983002092	inf	14	0	0	0	0	[19.909393717525102, 15.298387983002092]	Rand	Uni	1000	25	21	gexf	19.9093937175251	1.30140467999937	0
4814	cut	cap	first	Rand.Uni.1000.25.21.gexf	1000	25000	10	4	[46, 46, 46, 46]	19.9093937175251	11.4773642564915	11.477364256491494	inf	10	0	0	0	0	[19.909393717525102, 11.477364256491494]	Rand	Uni	1000	25	21	gexf	19.9093937175251	1.73466601500118	0
4816	cut	cap	first	Rand.Uni.1000.5.22.gexf	1000	5000	2	1	[9, 9, 9, 9]	4.03612182946163	2.67034286262601	2.670342862626013	inf	50	0	0	0	0	[4.036121829461632, 2.670342862626013]	Rand	Uni	1000	5	22	gexf	4.03612182946163	1.51146202457781	0
4817	cut	cap	first	Rand.Uni.1000.5.22.gexf	1000	5000	3	2	[9, 9, 9, 9]	4.03612182946163	2.09012975679622	2.090129756796224	inf	77	0	0	0	0	[4.036121829461632, 2.090129756796224]	Rand	Uni	1000	5	22	gexf	4.03612182946163	1.93103888231717	0
4818	cut	cap	first	Rand.Uni.1000.5.22.gexf	1000	5000	5	3	[9, 9, 9, 9]	4.03612182946163	1.12619986266044	1.1261998626604408	inf	77	0	0	0	0	[4.036121829461632, 1.1261998626604408]	Rand	Uni	1000	5	22	gexf	4.0048309248857	3.55605701764607	0.5
4821	cut	cap	first	Rand.Uni.1000.10.22.gexf	1000	10000	2	1	[14, 14, 14, 14]	8.56449365395317	6.58193065028201	6.581930650282011	inf	27	0	0	0	0	[8.564493653953175, 6.581930650282011]	Rand	Uni	1000	10	22	gexf	8.56449365395317	1.30121298886463	0
4822	cut	cap	first	Rand.Uni.1000.10.22.gexf	1000	10000	3	2	[14, 14, 14, 14]	8.56449365395317	5.67996023139501	5.6799602313950075	inf	27	0	0	0	0	[8.564493653953175, 5.6799602313950075]	Rand	Uni	1000	10	22	gexf	8.56449365395317	1.50784394697245	0.5
4823	cut	cap	first	Rand.Uni.1000.10.22.gexf	1000	10000	5	3	[14, 14, 14, 14]	8.56449365395317	4.14048199771996	4.140481997719965	inf	20	0	0	0	0	[8.564493653953175, 4.140481997719965]	Rand	Uni	1000	10	22	gexf	8.56449365395317	2.06847745230371	0.5
4824	cut	cap	first	Rand.Uni.1000.10.22.gexf	1000	10000	10	4	[14, 14, 14, 14]	8.56449365395317	1.18193315938397	1.1819331593839681	inf	58	0	0	0	0	[8.564493653953175, 1.1819331593839681]	Rand	Uni	1000	10	22	gexf	7.5908836624866	6.42243057673669	0.5
4826	cut	cap	first	Rand.Uni.1000.25.22.gexf	1000	25000	2	1	[49, 49, 49, 49]	27.8081111892091	25.8324545697854	25.832454569785437	inf	6	0	0	0	0	[27.80811118920905, 25.832454569785437]	Rand	Uni	1000	25	22	gexf	27.808111189209	1.07647963201044	0.5
4827	cut	cap	first	Rand.Uni.1000.25.22.gexf	1000	25000	3	2	[49, 49, 49, 49]	27.8081111892091	24.8729586213958	24.872958621395775	inf	10	0	0	0	0	[27.80811118920905, 24.872958621395775]	Rand	Uni	1000	25	22	gexf	27.808111189209	1.11800576732711	0.5
4828	cut	cap	first	Rand.Uni.1000.25.22.gexf	1000	25000	5	3	[49, 49, 49, 49]	27.8081111892091	23.0082125550868	23.008212555086814	inf	17	0	0	0	0	[27.80811118920905, 23.008212555086814]	Rand	Uni	1000	25	22	gexf	27.808111189209	1.20861675467532	0.5
4829	cut	cap	first	Rand.Uni.1000.25.22.gexf	1000	25000	10	4	[49, 49, 49, 49]	27.8081111892091	18.687691109972	18.687691109971993	inf	11	0	0	0	0	[27.80811118920905, 18.687691109971993]	Rand	Uni	1000	25	22	gexf	27.808111189209	1.48804424396603	0.5
4831	cut	cap	first	Rand.Uni.1000.5.23.gexf	1000	5000	2	1	[13, 13, 13, 13]	5.31933387100474	3.64660000153872	3.646600001538723	inf	50	0	0	0	0	[5.319333871004736, 3.646600001538723]	Rand	Uni	1000	5	23	gexf	5.31933387100474	1.45871054372846	0.5
4832	cut	cap	first	Rand.Uni.1000.5.23.gexf	1000	5000	3	2	[13, 13, 13, 13]	5.31933387100474	2.86676072197016	2.866760721970156	inf	50	0	0	0	0	[5.319333871004736, 2.866760721970156]	Rand	Uni	1000	5	23	gexf	5.31933387100474	1.85552070329367	0
4833	cut	cap	first	Rand.Uni.1000.5.23.gexf	1000	5000	5	3	[13, 13, 13, 13]	5.31933387100474	1.74876015322835	1.7487601532283492	inf	51	0	0	0	0	[5.319333871004736, 1.7487601532283492]	Rand	Uni	1000	5	23	gexf	5.31933387100474	3.04177440295905	0
4834	cut	cap	first	Rand.Uni.1000.5.23.gexf	1000	5000	10	4	[13, 13, 13, 13]	5.31933387100474	0.283443192379752	0.28344319237975213	inf	182	0	0	0	0	[5.319333871004736, 0.28344319237975213]	Rand	Uni	1000	5	23	gexf	1.63313865266448	5.76178471231876	0
4836	cut	cap	first	Rand.Uni.1000.10.23.gexf	1000	10000	2	1	[14, 14, 14, 14]	6.99601242567642	5.40570350424728	5.405703504247279	inf	33	0	0	0	0	[6.996012425676416, 5.405703504247279]	Rand	Uni	1000	10	23	gexf	6.99601242567642	1.29419092633912	0.5
4837	cut	cap	first	Rand.Uni.1000.10.23.gexf	1000	10000	3	2	[14, 14, 14, 14]	6.99601242567642	4.65799111787314	4.6579911178731415	inf	42	0	0	0	0	[6.996012425676416, 4.6579911178731415]	Rand	Uni	1000	10	23	gexf	6.99601242567642	1.50193769130046	0.5
4838	cut	cap	first	Rand.Uni.1000.10.23.gexf	1000	10000	5	3	[14, 14, 14, 14]	6.99601242567642	3.3072180103421	3.307218010342102	inf	43	0	0	0	0	[6.996012425676416, 3.307218010342102]	Rand	Uni	1000	10	23	gexf	6.99601242567642	2.1153768526293	0.5
4839	cut	cap	first	Rand.Uni.1000.10.23.gexf	1000	10000	10	4	[14, 14, 14, 14]	6.99601242567642	1.02618929173728	1.0261892917372752	inf	59	0	0	0	0	[6.996012425676416, 1.0261892917372752]	Rand	Uni	1000	10	23	gexf	6.06323301896052	5.9084937523523	0.5
4841	cut	cap	first	Rand.Uni.1000.25.23.gexf	1000	25000	2	1	[51, 51, 51, 51]	23.2052732454621	21.2683000677136	21.268300067713593	inf	8	0	0	0	0	[23.20527324546211, 21.268300067713593]	Rand	Uni	1000	25	23	gexf	23.2052732454621	1.09107324852394	0.5
4842	cut	cap	first	Rand.Uni.1000.25.23.gexf	1000	25000	3	2	[51, 51, 51, 51]	23.2052732454621	20.3349595892528	20.33495958925281	inf	9	0	0	0	0	[23.20527324546211, 20.33495958925281]	Rand	Uni	1000	25	23	gexf	23.2052732454621	1.14115167741598	0.5
4843	cut	cap	first	Rand.Uni.1000.25.23.gexf	1000	25000	5	3	[51, 51, 51, 51]	23.2052732454621	18.5805335074072	18.58053350740716	inf	11	0	0	0	0	[23.20527324546211, 18.58053350740716]	Rand	Uni	1000	25	23	gexf	23.2052732454621	1.24890241909422	0
4844	cut	cap	first	Rand.Uni.1000.25.23.gexf	1000	25000	10	4	[51, 51, 51, 51]	23.2052732454621	14.4536267747658	14.4536267747658	inf	17	0	0	0	0	[23.20527324546211, 14.4536267747658]	Rand	Uni	1000	25	23	gexf	23.2052732454621	1.60549830205769	0.5
4845	cut	cap	first	Rand.Uni.1000.25.23.gexf	1000	25000	50	5	[51, 51, 51, 51]	23.2052732454621	0.00248855424484096	0.002488554244840957	inf	39	0	0	0	0	[23.20527324546211, 0.002488554244840957]	Rand	Uni	1000	25	23	gexf	0.126916266486889	51	0.5
4846	cut	cap	first	Rand.Uni.1000.5.24.gexf	1000	5000	2	1	[9, 9, 9, 9]	5.49099029953421	3.84224157883459	3.842241578834591	inf	35	0	0	0	0	[5.490990299534208, 3.842241578834591]	Rand	Uni	1000	5	24	gexf	5.49099029953421	1.42911115474413	0.5
4847	cut	cap	first	Rand.Uni.1000.5.24.gexf	1000	5000	3	2	[9, 9, 9, 9]	5.49099029953421	3.04850895647276	3.048508956472765	inf	59	0	0	0	0	[5.490990299534208, 3.048508956472765]	Rand	Uni	1000	5	24	gexf	5.49099029953421	1.80120523768691	0.5
4848	cut	cap	first	Rand.Uni.1000.5.24.gexf	1000	5000	5	3	[9, 9, 9, 9]	5.49099029953421	1.59171624983418	1.591716249834181	inf	61	0	0	0	0	[5.490990299534208, 1.591716249834181]	Rand	Uni	1000	5	24	gexf	5.49099029953421	3.44972937237164	0.5
4851	cut	cap	first	Rand.Uni.1000.10.24.gexf	1000	10000	2	1	[22, 22, 22, 22]	9.88743155378069	8.040942931052	8.040942931051996	inf	43	0	0	0	0	[9.88743155378069, 8.040942931051996]	Rand	Uni	1000	10	24	gexf	9.88743155378069	1.22963583233479	0.5
4852	cut	cap	first	Rand.Uni.1000.10.24.gexf	1000	10000	3	2	[22, 22, 22, 22]	9.88743155378069	7.2141180809304	7.214118080930404	inf	28	0	0	0	0	[9.88743155378069, 7.214118080930404]	Rand	Uni	1000	10	24	gexf	9.88743155378069	1.37056691377382	0.5
4853	cut	cap	first	Rand.Uni.1000.10.24.gexf	1000	10000	5	3	[22, 22, 22, 22]	9.88743155378069	5.7615659136877	5.761565913687704	inf	28	0	0	0	0	[9.88743155378069, 5.761565913687704]	Rand	Uni	1000	10	24	gexf	9.88743155378069	1.71610143872366	0.5
4854	cut	cap	first	Rand.Uni.1000.10.24.gexf	1000	10000	10	4	[22, 22, 22, 22]	9.88743155378069	2.74620495012208	2.746204950122081	inf	98	0	0	0	0	[9.88743155378069, 2.746204950122081]	Rand	Uni	1000	10	24	gexf	9.77786540357018	3.56050097540444	0.5
4856	cut	cap	first	Rand.Uni.1000.25.24.gexf	1000	25000	2	1	[44, 44, 44, 44]	21.8795775667662	19.9337586193523	19.9337586193523	inf	18	0	0	0	0	[21.879577566766155, 19.9337586193523]	Rand	Uni	1000	25	24	gexf	21.8795775667662	1.09761425251356	0
4857	cut	cap	first	Rand.Uni.1000.25.24.gexf	1000	25000	3	2	[44, 44, 44, 44]	21.8795775667662	18.9864624444551	18.98646244445505	inf	10	0	0	0	0	[21.879577566766155, 18.98646244445505]	Rand	Uni	1000	25	24	gexf	21.8795775667662	1.15237778658215	0.5
4858	cut	cap	first	Rand.Uni.1000.25.24.gexf	1000	25000	5	3	[44, 44, 44, 44]	21.8795775667662	17.1395915195174	17.13959151951738	inf	14	0	0	0	0	[21.879577566766155, 17.13959151951738]	Rand	Uni	1000	25	24	gexf	21.8795775667662	1.27655186775316	0
4859	cut	cap	first	Rand.Uni.1000.25.24.gexf	1000	25000	10	4	[44, 44, 44, 44]	21.8795775667662	12.7867787997453	12.786778799745333	inf	18	0	0	0	0	[21.879577566766155, 12.786778799745333]	Rand	Uni	1000	25	24	gexf	21.8795775667662	1.71110941304482	0.5
4861	cut	cap	first	Rand.Uni.1000.5.25.gexf	1000	5000	2	1	[9, 9, 9, 9]	3.21692273770292	1.75276598001367	1.7527659800136677	inf	51	0	0	0	0	[3.216922737702924, 1.7527659800136677]	Rand	Uni	1000	5	25	gexf	3.21692273770292	1.83534069829324	0.5
4862	cut	cap	first	Rand.Uni.1000.5.25.gexf	1000	5000	3	2	[9, 9, 9, 9]	3.21692273770292	1.17721001264594	1.177210012645935	inf	42	0	0	0	0	[3.216922737702924, 1.177210012645935]	Rand	Uni	1000	5	25	gexf	3.18547219721866	2.70595064856685	0.5
4863	cut	cap	first	Rand.Uni.1000.5.25.gexf	1000	5000	5	3	[9, 9, 9, 9]	3.21692273770292	0.429808615763333	0.42980861576333274	inf	110	0	0	0	0	[3.216922737702924, 0.42980861576333274]	Rand	Uni	1000	5	25	gexf	1.95659747243594	4.55225279502845	0.5
4866	cut	cap	first	Rand.Uni.1000.10.25.gexf	1000	10000	2	1	[19, 19, 19, 19]	11.8162873802544	9.93787302646439	9.937873026464393	inf	28	0	0	0	0	[11.81628738025444, 9.937873026464393]	Rand	Uni	1000	10	25	gexf	11.8162873802544	1.18901573292272	0
4867	cut	cap	first	Rand.Uni.1000.10.25.gexf	1000	10000	3	2	[19, 19, 19, 19]	11.8162873802544	9.04329627903724	9.043296279037243	inf	27	0	0	0	0	[11.81628738025444, 9.043296279037243]	Rand	Uni	1000	10	25	gexf	11.8162873802544	1.30663499410554	0.5
4868	cut	cap	first	Rand.Uni.1000.10.25.gexf	1000	10000	5	3	[19, 19, 19, 19]	11.8162873802544	7.43375405645894	7.43375405645894	inf	60	0	0	0	0	[11.81628738025444, 7.43375405645894]	Rand	Uni	1000	10	25	gexf	11.8162873802544	1.58954510608105	0
4869	cut	cap	first	Rand.Uni.1000.10.25.gexf	1000	10000	10	4	[19, 19, 19, 19]	11.8162873802544	3.74568749727542	3.745687497275416	inf	43	0	0	0	0	[11.81628738025444, 3.745687497275416]	Rand	Uni	1000	10	25	gexf	11.8162873802544	3.15463780383428	0
4871	cut	cap	first	Rand.Uni.1000.25.25.gexf	1000	25000	2	1	[39, 39, 39, 39]	19.3767921775286	17.4108652885653	17.410865288565326	inf	18	0	0	0	0	[19.376792177528582, 17.410865288565326]	Rand	Uni	1000	25	25	gexf	19.3767921775286	1.11291379586139	0
4872	cut	cap	first	Rand.Uni.1000.25.25.gexf	1000	25000	3	2	[39, 39, 39, 39]	19.3767921775286	16.4503344773408	16.450334477340764	inf	10	0	0	0	0	[19.376792177528582, 16.450334477340764]	Rand	Uni	1000	25	25	gexf	19.3767921775286	1.17789654698017	0
4873	cut	cap	first	Rand.Uni.1000.25.25.gexf	1000	25000	5	3	[39, 39, 39, 39]	19.3767921775286	14.6071712312243	14.607171231224264	inf	17	0	0	0	0	[19.376792177528582, 14.607171231224264]	Rand	Uni	1000	25	25	gexf	19.3767921775286	1.32652598308075	0
4874	cut	cap	first	Rand.Uni.1000.25.25.gexf	1000	25000	10	4	[39, 39, 39, 39]	19.3767921775286	10.6275388009759	10.627538800975879	inf	11	0	0	0	0	[19.376792177528582, 10.627538800975879]	Rand	Uni	1000	25	25	gexf	19.3767921775286	1.82326242608018	0.5
4876	cut	cap	first	Rand.Uni.1000.5.26.gexf	1000	5000	2	1	[9, 9, 9, 9]	3.20448171477017	1.73540643775867	1.7354064377586735	inf	48	0	0	0	0	[3.204481714770169, 1.7354064377586735]	Rand	Uni	1000	5	26	gexf	3.20448171477017	1.84653095957674	0.5
4877	cut	cap	first	Rand.Uni.1000.5.26.gexf	1000	5000	3	2	[9, 9, 9, 9]	3.20448171477017	1.39096640584295	1.390966405842947	inf	173	0	0	0	0	[3.204481714770169, 1.390966405842947]	Rand	Uni	1000	5	26	gexf	2.99643897792159	2.15421376485775	0
4878	cut	cap	first	Rand.Uni.1000.5.26.gexf	1000	5000	5	3	[9, 9, 9, 9]	3.20448171477017	0.803527153322345	0.8035271533223453	inf	60	0	0	0	0	[3.204481714770169, 0.8035271533223453]	Rand	Uni	1000	5	26	gexf	1.68115677685106	2.0922214885956	0
4881	cut	cap	first	Rand.Uni.1000.10.26.gexf	1000	10000	2	1	[15, 15, 15, 15]	9.13078351701616	7.19072686800472	7.19072686800472	inf	24	0	0	0	0	[9.130783517016164, 7.19072686800472]	Rand	Uni	1000	10	26	gexf	9.13078351701616	1.26979979696403	0
4882	cut	cap	first	Rand.Uni.1000.10.26.gexf	1000	10000	3	2	[15, 15, 15, 15]	9.13078351701616	6.28875919826126	6.288759198261264	inf	24	0	0	0	0	[9.130783517016164, 6.288759198261264]	Rand	Uni	1000	10	26	gexf	9.13078351701616	1.45192131375306	0
4883	cut	cap	first	Rand.Uni.1000.10.26.gexf	1000	10000	5	3	[15, 15, 15, 15]	9.13078351701616	4.58557953801529	4.585579538015288	inf	16	0	0	0	0	[9.130783517016164, 4.585579538015288]	Rand	Uni	1000	10	26	gexf	9.13078351701616	1.99119510223742	0
4884	cut	cap	first	Rand.Uni.1000.10.26.gexf	1000	10000	10	4	[15, 15, 15, 15]	9.13078351701616	1.37475925370913	1.3747592537091342	inf	98	0	0	0	0	[9.130783517016164, 1.3747592537091342]	Rand	Uni	1000	10	26	gexf	8.39940623132636	6.10972881882013	0
4886	cut	cap	first	Rand.Uni.1000.25.26.gexf	1000	25000	2	1	[52, 52, 52, 52]	25.3607944369115	23.4741441414776	23.474144141477623	inf	7	0	0	0	0	[25.360794436911544, 23.474144141477623]	Rand	Uni	1000	25	26	gexf	25.3607944369115	1.08037141989344	0
4887	cut	cap	first	Rand.Uni.1000.25.26.gexf	1000	25000	3	2	[52, 52, 52, 52]	25.3607944369115	22.5402370738396	22.540237073839563	inf	14	0	0	0	0	[25.360794436911544, 22.540237073839563]	Rand	Uni	1000	25	26	gexf	25.3607944369115	1.12513432551007	0
4888	cut	cap	first	Rand.Uni.1000.25.26.gexf	1000	25000	5	3	[52, 52, 52, 52]	25.3607944369115	20.7194668482099	20.719466848209866	inf	10	0	0	0	0	[25.360794436911544, 20.719466848209866]	Rand	Uni	1000	25	26	gexf	25.3607944369115	1.22400806076256	0
4889	cut	cap	first	Rand.Uni.1000.25.26.gexf	1000	25000	10	4	[52, 52, 52, 52]	25.3607944369115	16.5522336657096	16.55223366570961	inf	18	0	0	0	0	[25.360794436911544, 16.55223366570961]	Rand	Uni	1000	25	26	gexf	25.3607944369115	1.53216749769852	0
4890	cut	cap	first	Rand.Uni.1000.25.26.gexf	1000	25000	50	5	[52, 52, 52, 52]	25.3607944369115	0.0123458874422477	0.012345887442247738	inf	40	0	0	0	0	[25.360794436911544, 0.012345887442247738]	Rand	Uni	1000	25	26	gexf	0.629640259554635	51	0.5
4891	cut	cap	first	Rand.Uni.1000.5.27.gexf	1000	5000	2	1	[6, 6, 6, 6]	1.67959781096385	0.737198978200174	0.7371989782001742	inf	112	0	0	0	0	[1.6795978109638465, 0.7371989782001742]	Rand	Uni	1000	5	27	gexf	1.61335579330655	2.18849434279664	0.5
4892	cut	cap	first	Rand.Uni.1000.5.27.gexf	1000	5000	3	2	[6, 6, 6, 6]	1.67959781096385	0.451520085239428	0.45152008523942766	inf	110	0	0	0	0	[1.6795978109638465, 0.45152008523942766]	Rand	Uni	1000	5	27	gexf	1.43409403849471	3.17614672165525	0.5
4893	cut	cap	first	Rand.Uni.1000.5.27.gexf	1000	5000	5	3	[6, 6, 6, 6]	1.67959781096385	0.0256180362788471	0.025618036278847067	inf	110	0	0	0	0	[1.6795978109638465, 0.025618036278847067]	Rand	Uni	1000	5	27	gexf	0.153708217673082	6	0.5
4896	cut	cap	first	Rand.Uni.1000.10.27.gexf	1000	10000	2	1	[22, 22, 22, 22]	9.89237289838765	7.92143378918333	7.92143378918333	inf	13	0	0	0	0	[9.89237289838765, 7.92143378918333]	Rand	Uni	1000	10	27	gexf	9.89237289838765	1.24881090490154	0
4897	cut	cap	first	Rand.Uni.1000.10.27.gexf	1000	10000	3	2	[22, 22, 22, 22]	9.89237289838765	7.00129591652193	7.00129591652193	inf	42	0	0	0	0	[9.89237289838765, 7.00129591652193]	Rand	Uni	1000	10	27	gexf	9.89237289838765	1.41293455045133	0.5
4898	cut	cap	first	Rand.Uni.1000.10.27.gexf	1000	10000	5	3	[22, 22, 22, 22]	9.89237289838765	5.44078735014	5.440787350140002	inf	17	0	0	0	0	[9.89237289838765, 5.440787350140002]	Rand	Uni	1000	10	27	gexf	9.89237289838765	1.81818774779593	0.5
4899	cut	cap	first	Rand.Uni.1000.10.27.gexf	1000	10000	10	4	[22, 22, 22, 22]	9.89237289838765	2.43500027048816	2.4350002704881564	inf	98	0	0	0	0	[9.89237289838765, 2.4350002704881564]	Rand	Uni	1000	10	27	gexf	9.62678188521765	3.9535034151301	0
4901	cut	cap	first	Rand.Uni.1000.25.27.gexf	1000	25000	2	1	[47, 47, 47, 47]	20.8931897005514	18.9348989088178	18.93489890881782	inf	8	0	0	0	0	[20.893189700551428, 18.93489890881782]	Rand	Uni	1000	25	27	gexf	20.8931897005514	1.10342229980545	0
4902	cut	cap	first	Rand.Uni.1000.25.27.gexf	1000	25000	3	2	[47, 47, 47, 47]	20.8931897005514	18.0401820868294	18.040182086829397	inf	18	0	0	0	0	[20.893189700551428, 18.040182086829397]	Rand	Uni	1000	25	27	gexf	20.8931897005514	1.15814738454358	0.5
4903	cut	cap	first	Rand.Uni.1000.25.27.gexf	1000	25000	5	3	[47, 47, 47, 47]	20.8931897005514	16.3996889374514	16.399688937451366	inf	13	0	0	0	0	[20.893189700551428, 16.399688937451366]	Rand	Uni	1000	25	27	gexf	20.8931897005514	1.27399914597395	0
4904	cut	cap	first	Rand.Uni.1000.25.27.gexf	1000	25000	10	4	[47, 47, 47, 47]	20.8931897005514	12.6695664203808	12.669566420380773	inf	9	0	0	0	0	[20.893189700551428, 12.669566420380773]	Rand	Uni	1000	25	27	gexf	20.8931897005514	1.64908482321398	0
