path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
3464	Rand.Uni.500.25.58.gexf	10	26.1308259869779	2	Rand	Uni	500	25	58	gexf
3466	Rand.Uni.1000.5.58.gexf	2	3.95523191771643	1	Rand	Uni	1000	5	58	gexf
3467	Rand.Uni.1000.5.58.gexf	3	3.95523191771643	1	Rand	Uni	1000	5	58	gexf
3468	Rand.Uni.1000.5.58.gexf	5	2.96266894939148	5	Rand	Uni	1000	5	58	gexf
3471	Rand.Uni.1000.10.58.gexf	2	10.912292538225	1	Rand	Uni	1000	10	58	gexf
3472	Rand.Uni.1000.10.58.gexf	3	10.912292538225	1	Rand	Uni	1000	10	58	gexf
3473	Rand.Uni.1000.10.58.gexf	5	10.912292538225	1	Rand	Uni	1000	10	58	gexf
3474	Rand.Uni.1000.10.58.gexf	10	10.912292538225	1	Rand	Uni	1000	10	58	gexf
3476	Rand.Uni.1000.25.58.gexf	2	23.1929771235139	1	Rand	Uni	1000	25	58	gexf
3477	Rand.Uni.1000.25.58.gexf	3	23.1929771235139	1	Rand	Uni	1000	25	58	gexf
3478	Rand.Uni.1000.25.58.gexf	5	23.1929771235139	1	Rand	Uni	1000	25	58	gexf
3479	Rand.Uni.1000.25.58.gexf	10	23.1929771235139	1	Rand	Uni	1000	25	58	gexf
3481	Rand.Uni.50.5.59.gexf	2	2.92574179655935	1	Rand	Uni	50	5	59	gexf
3482	Rand.Uni.50.5.59.gexf	3	2.61033396302062	3	Rand	Uni	50	5	59	gexf
3483	Rand.Uni.50.5.59.gexf	5	1.0824937249488	5	Rand	Uni	50	5	59	gexf
3486	Rand.Uni.50.10.59.gexf	2	8.32302128801224	1	Rand	Uni	50	10	59	gexf
3487	Rand.Uni.50.10.59.gexf	3	8.32302128801224	1	Rand	Uni	50	10	59	gexf
3488	Rand.Uni.50.10.59.gexf	5	8.32302128801224	1	Rand	Uni	50	10	59	gexf
3489	Rand.Uni.50.10.59.gexf	10	7.51604132236423	6	Rand	Uni	50	10	59	gexf
3491	Rand.Uni.50.25.59.gexf	2	15.2817998635294	1	Rand	Uni	50	25	59	gexf
3492	Rand.Uni.50.25.59.gexf	3	15.2817998635294	1	Rand	Uni	50	25	59	gexf
3493	Rand.Uni.50.25.59.gexf	5	15.2817998635294	1	Rand	Uni	50	25	59	gexf
3494	Rand.Uni.50.25.59.gexf	10	15.2817998635294	2	Rand	Uni	50	25	59	gexf
3496	Rand.Uni.100.5.59.gexf	2	4.30819207425175	1	Rand	Uni	100	5	59	gexf
3497	Rand.Uni.100.5.59.gexf	3	4.30819207425175	1	Rand	Uni	100	5	59	gexf
3498	Rand.Uni.100.5.59.gexf	5	3.70474704416566	5	Rand	Uni	100	5	59	gexf
3501	Rand.Uni.100.10.59.gexf	2	7.60356457192891	1	Rand	Uni	100	10	59	gexf
3502	Rand.Uni.100.10.59.gexf	3	7.60356457192891	1	Rand	Uni	100	10	59	gexf
3503	Rand.Uni.100.10.59.gexf	5	7.60356457192891	1	Rand	Uni	100	10	59	gexf
3504	Rand.Uni.100.10.59.gexf	10	6.43465276639646	7	Rand	Uni	100	10	59	gexf
3506	Rand.Uni.100.25.59.gexf	2	24.1071695104738	2	Rand	Uni	100	25	59	gexf
3507	Rand.Uni.100.25.59.gexf	3	24.1071695104738	1	Rand	Uni	100	25	59	gexf
3508	Rand.Uni.100.25.59.gexf	5	24.1071695104738	3	Rand	Uni	100	25	59	gexf
3509	Rand.Uni.100.25.59.gexf	10	24.1071695104738	1	Rand	Uni	100	25	59	gexf
3511	Rand.Uni.500.5.59.gexf	2	3.59059905687038	1	Rand	Uni	500	5	59	gexf
3512	Rand.Uni.500.5.59.gexf	3	3.40155675638114	3	Rand	Uni	500	5	59	gexf
3513	Rand.Uni.500.5.59.gexf	5	1.22693865462502	6	Rand	Uni	500	5	59	gexf
3516	Rand.Uni.500.10.59.gexf	2	7.01891167379569	1	Rand	Uni	500	10	59	gexf
3517	Rand.Uni.500.10.59.gexf	3	7.01891167379569	1	Rand	Uni	500	10	59	gexf
3518	Rand.Uni.500.10.59.gexf	5	7.01891167379569	1	Rand	Uni	500	10	59	gexf
3519	Rand.Uni.500.10.59.gexf	10	5.84021433417282	5	Rand	Uni	500	10	59	gexf
3521	Rand.Uni.500.25.59.gexf	2	24.0365259475463	1	Rand	Uni	500	25	59	gexf
3522	Rand.Uni.500.25.59.gexf	3	24.0365259475463	1	Rand	Uni	500	25	59	gexf
3523	Rand.Uni.500.25.59.gexf	5	24.0365259475463	1	Rand	Uni	500	25	59	gexf
3524	Rand.Uni.500.25.59.gexf	10	24.0365259475463	2	Rand	Uni	500	25	59	gexf
3526	Rand.Uni.1000.5.59.gexf	2	2.92878786631502	1	Rand	Uni	1000	5	59	gexf
3527	Rand.Uni.1000.5.59.gexf	3	2.84730817622558	2	Rand	Uni	1000	5	59	gexf
3528	Rand.Uni.1000.5.59.gexf	5	1.55897744304351	6	Rand	Uni	1000	5	59	gexf
3531	Rand.Uni.1000.10.59.gexf	2	5.15860690421894	1	Rand	Uni	1000	10	59	gexf
3532	Rand.Uni.1000.10.59.gexf	3	5.15860690421894	1	Rand	Uni	1000	10	59	gexf
3533	Rand.Uni.1000.10.59.gexf	5	5.15860690421894	1	Rand	Uni	1000	10	59	gexf
3534	Rand.Uni.1000.10.59.gexf	10	3.50737330609832	8	Rand	Uni	1000	10	59	gexf
3536	Rand.Uni.1000.25.59.gexf	2	26.8122031579421	1	Rand	Uni	1000	25	59	gexf
3537	Rand.Uni.1000.25.59.gexf	3	26.8122031579421	1	Rand	Uni	1000	25	59	gexf
3538	Rand.Uni.1000.25.59.gexf	5	26.8122031579421	1	Rand	Uni	1000	25	59	gexf
3539	Rand.Uni.1000.25.59.gexf	10	26.8122031579421	1	Rand	Uni	1000	25	59	gexf
3541	Rand.Uni.50.5.60.gexf	2	2.2735167047682	1	Rand	Uni	50	5	60	gexf
3542	Rand.Uni.50.5.60.gexf	3	1.78305719362997	4	Rand	Uni	50	5	60	gexf
3546	Rand.Uni.50.10.60.gexf	2	7.15784808169161	2	Rand	Uni	50	10	60	gexf
3547	Rand.Uni.50.10.60.gexf	3	7.15784808169161	1	Rand	Uni	50	10	60	gexf
3548	Rand.Uni.50.10.60.gexf	5	7.15784808169161	3	Rand	Uni	50	10	60	gexf
3549	Rand.Uni.50.10.60.gexf	10	5.42508055228655	8	Rand	Uni	50	10	60	gexf
3551	Rand.Uni.50.25.60.gexf	2	17.3668488062099	1	Rand	Uni	50	25	60	gexf
3552	Rand.Uni.50.25.60.gexf	3	17.3668488062099	1	Rand	Uni	50	25	60	gexf
3553	Rand.Uni.50.25.60.gexf	5	17.3668488062099	1	Rand	Uni	50	25	60	gexf
3554	Rand.Uni.50.25.60.gexf	10	17.3668488062099	1	Rand	Uni	50	25	60	gexf
3556	Rand.Uni.100.5.60.gexf	2	4.05615767574411	1	Rand	Uni	100	5	60	gexf
3557	Rand.Uni.100.5.60.gexf	3	4.05615767574411	1	Rand	Uni	100	5	60	gexf
3558	Rand.Uni.100.5.60.gexf	5	3.94799597824644	2	Rand	Uni	100	5	60	gexf
3561	Rand.Uni.100.10.60.gexf	2	6.62545279489699	1	Rand	Uni	100	10	60	gexf
3562	Rand.Uni.100.10.60.gexf	3	6.62545279489699	1	Rand	Uni	100	10	60	gexf
3563	Rand.Uni.100.10.60.gexf	5	6.62545279489699	1	Rand	Uni	100	10	60	gexf
3564	Rand.Uni.100.10.60.gexf	10	5.49672209327869	5	Rand	Uni	100	10	60	gexf
3566	Rand.Uni.100.25.60.gexf	2	22.3338924054865	1	Rand	Uni	100	25	60	gexf
3567	Rand.Uni.100.25.60.gexf	3	22.3338924054865	1	Rand	Uni	100	25	60	gexf
3568	Rand.Uni.100.25.60.gexf	5	22.3338924054865	1	Rand	Uni	100	25	60	gexf
3569	Rand.Uni.100.25.60.gexf	10	22.3338924054865	1	Rand	Uni	100	25	60	gexf
3571	Rand.Uni.500.5.60.gexf	2	4.55518020974041	1	Rand	Uni	500	5	60	gexf
3572	Rand.Uni.500.5.60.gexf	3	4.55518020974041	1	Rand	Uni	500	5	60	gexf
3573	Rand.Uni.500.5.60.gexf	5	4.44885967350582	3	Rand	Uni	500	5	60	gexf
3576	Rand.Uni.500.10.60.gexf	2	4.90951887463453	1	Rand	Uni	500	10	60	gexf
3577	Rand.Uni.500.10.60.gexf	3	4.90951887463453	1	Rand	Uni	500	10	60	gexf
3578	Rand.Uni.500.10.60.gexf	5	4.75686817035177	3	Rand	Uni	500	10	60	gexf
3579	Rand.Uni.500.10.60.gexf	10	0.353728469006221	11	Rand	Uni	500	10	60	gexf
3581	Rand.Uni.500.25.60.gexf	2	21.969799212954	1	Rand	Uni	500	25	60	gexf
3582	Rand.Uni.500.25.60.gexf	3	21.969799212954	1	Rand	Uni	500	25	60	gexf
3583	Rand.Uni.500.25.60.gexf	5	21.969799212954	1	Rand	Uni	500	25	60	gexf
3584	Rand.Uni.500.25.60.gexf	10	21.969799212954	1	Rand	Uni	500	25	60	gexf
3586	Rand.Uni.1000.5.60.gexf	2	1.88834941474481	2	Rand	Uni	1000	5	60	gexf
3587	Rand.Uni.1000.5.60.gexf	3	0.293021620556881	4	Rand	Uni	1000	5	60	gexf
3591	Rand.Uni.1000.10.60.gexf	2	8.41677502696991	1	Rand	Uni	1000	10	60	gexf
3592	Rand.Uni.1000.10.60.gexf	3	8.41677502696991	1	Rand	Uni	1000	10	60	gexf
3593	Rand.Uni.1000.10.60.gexf	5	8.41677502696991	1	Rand	Uni	1000	10	60	gexf
3594	Rand.Uni.1000.10.60.gexf	10	8.10017144451488	4	Rand	Uni	1000	10	60	gexf
3596	Rand.Uni.1000.25.60.gexf	2	16.1431476616306	1	Rand	Uni	1000	25	60	gexf
3597	Rand.Uni.1000.25.60.gexf	3	16.1431476616306	1	Rand	Uni	1000	25	60	gexf
3598	Rand.Uni.1000.25.60.gexf	5	16.1431476616306	1	Rand	Uni	1000	25	60	gexf
3599	Rand.Uni.1000.25.60.gexf	10	16.1431476616306	1	Rand	Uni	1000	25	60	gexf
3601	Rand.Uni.50.5.61.gexf	2	5.1966062379959	1	Rand	Uni	50	5	61	gexf
3602	Rand.Uni.50.5.61.gexf	3	5.1966062379959	1	Rand	Uni	50	5	61	gexf
3603	Rand.Uni.50.5.61.gexf	5	5.1966062379959	1	Rand	Uni	50	5	61	gexf
3604	Rand.Uni.50.5.61.gexf	10	3.36217226667913	10	Rand	Uni	50	5	61	gexf
3606	Rand.Uni.50.10.61.gexf	2	6.28258895031867	2	Rand	Uni	50	10	61	gexf
3607	Rand.Uni.50.10.61.gexf	3	6.28258895031867	1	Rand	Uni	50	10	61	gexf
3608	Rand.Uni.50.10.61.gexf	5	6.28258895031867	3	Rand	Uni	50	10	61	gexf
3609	Rand.Uni.50.10.61.gexf	10	3.34019929348965	9	Rand	Uni	50	10	61	gexf
3611	Rand.Uni.50.25.61.gexf	2	18.2975956448648	1	Rand	Uni	50	25	61	gexf
3612	Rand.Uni.50.25.61.gexf	3	18.2975956448648	1	Rand	Uni	50	25	61	gexf
3613	Rand.Uni.50.25.61.gexf	5	18.2975956448648	1	Rand	Uni	50	25	61	gexf
3614	Rand.Uni.50.25.61.gexf	10	18.2975956448648	1	Rand	Uni	50	25	61	gexf
3616	Rand.Uni.100.5.61.gexf	2	3.4857592295644	2	Rand	Uni	100	5	61	gexf
3617	Rand.Uni.100.5.61.gexf	3	3.4857592295644	1	Rand	Uni	100	5	61	gexf
3618	Rand.Uni.100.5.61.gexf	5	2.86397811383004	4	Rand	Uni	100	5	61	gexf
3619	Rand.Uni.100.5.61.gexf	10	0.768392329160806	11	Rand	Uni	100	5	61	gexf
3621	Rand.Uni.100.10.61.gexf	2	7.16936703232545	1	Rand	Uni	100	10	61	gexf
3622	Rand.Uni.100.10.61.gexf	3	7.16936703232545	1	Rand	Uni	100	10	61	gexf
3623	Rand.Uni.100.10.61.gexf	5	7.16936703232545	1	Rand	Uni	100	10	61	gexf
3624	Rand.Uni.100.10.61.gexf	10	4.67740637623598	9	Rand	Uni	100	10	61	gexf
3626	Rand.Uni.100.25.61.gexf	2	24.9935967907791	1	Rand	Uni	100	25	61	gexf
3627	Rand.Uni.100.25.61.gexf	3	24.9935967907791	1	Rand	Uni	100	25	61	gexf
3628	Rand.Uni.100.25.61.gexf	5	24.9935967907791	1	Rand	Uni	100	25	61	gexf
3629	Rand.Uni.100.25.61.gexf	10	24.9935967907791	1	Rand	Uni	100	25	61	gexf
3631	Rand.Uni.500.5.61.gexf	2	3.66079495291378	1	Rand	Uni	500	5	61	gexf
3632	Rand.Uni.500.5.61.gexf	3	3.66079495291378	1	Rand	Uni	500	5	61	gexf
3633	Rand.Uni.500.5.61.gexf	5	3.07157322967034	4	Rand	Uni	500	5	61	gexf
3636	Rand.Uni.500.10.61.gexf	2	7.81586981177791	1	Rand	Uni	500	10	61	gexf
3637	Rand.Uni.500.10.61.gexf	3	7.81586981177791	1	Rand	Uni	500	10	61	gexf
3638	Rand.Uni.500.10.61.gexf	5	7.81586981177791	1	Rand	Uni	500	10	61	gexf
3639	Rand.Uni.500.10.61.gexf	10	7.3436943042791	4	Rand	Uni	500	10	61	gexf
3641	Rand.Uni.500.25.61.gexf	2	24.3108043067333	2	Rand	Uni	500	25	61	gexf
3642	Rand.Uni.500.25.61.gexf	3	24.3108043067333	1	Rand	Uni	500	25	61	gexf
3643	Rand.Uni.500.25.61.gexf	5	24.3108043067333	3	Rand	Uni	500	25	61	gexf
3644	Rand.Uni.500.25.61.gexf	10	24.3108043067333	1	Rand	Uni	500	25	61	gexf
3645	Rand.Uni.500.25.61.gexf	50	5.3538568405741	49	Rand	Uni	500	25	61	gexf
3646	Rand.Uni.1000.5.61.gexf	2	4.79642295596007	1	Rand	Uni	1000	5	61	gexf
3647	Rand.Uni.1000.5.61.gexf	3	4.79642295596007	1	Rand	Uni	1000	5	61	gexf
3648	Rand.Uni.1000.5.61.gexf	5	4.70238787066237	4	Rand	Uni	1000	5	61	gexf
3651	Rand.Uni.1000.10.61.gexf	2	9.10535499171689	1	Rand	Uni	1000	10	61	gexf
3652	Rand.Uni.1000.10.61.gexf	3	9.10535499171689	1	Rand	Uni	1000	10	61	gexf
3653	Rand.Uni.1000.10.61.gexf	5	9.10535499171689	1	Rand	Uni	1000	10	61	gexf
3654	Rand.Uni.1000.10.61.gexf	10	8.32559606682296	6	Rand	Uni	1000	10	61	gexf
3656	Rand.Uni.1000.25.61.gexf	2	22.5476735513161	1	Rand	Uni	1000	25	61	gexf
3657	Rand.Uni.1000.25.61.gexf	3	22.5476735513161	1	Rand	Uni	1000	25	61	gexf
3658	Rand.Uni.1000.25.61.gexf	5	22.5476735513161	1	Rand	Uni	1000	25	61	gexf
3659	Rand.Uni.1000.25.61.gexf	10	22.5476735513161	2	Rand	Uni	1000	25	61	gexf
3661	Rand.Uni.50.5.62.gexf	2	5.00433725362119	1	Rand	Uni	50	5	62	gexf
3662	Rand.Uni.50.5.62.gexf	3	5.00433725362119	1	Rand	Uni	50	5	62	gexf
3663	Rand.Uni.50.5.62.gexf	5	4.6740385571667	4	Rand	Uni	50	5	62	gexf
3664	Rand.Uni.50.5.62.gexf	10	0.238484283196823	11	Rand	Uni	50	5	62	gexf
3666	Rand.Uni.50.10.62.gexf	2	7.45152010425205	1	Rand	Uni	50	10	62	gexf
3667	Rand.Uni.50.10.62.gexf	3	7.45152010425205	1	Rand	Uni	50	10	62	gexf
3668	Rand.Uni.50.10.62.gexf	5	7.45152010425205	1	Rand	Uni	50	10	62	gexf
3669	Rand.Uni.50.10.62.gexf	10	6.23781892295081	6	Rand	Uni	50	10	62	gexf
3671	Rand.Uni.50.25.62.gexf	2	14.7808937617388	1	Rand	Uni	50	25	62	gexf
3672	Rand.Uni.50.25.62.gexf	3	14.7808937617388	1	Rand	Uni	50	25	62	gexf
3673	Rand.Uni.50.25.62.gexf	5	14.7808937617388	1	Rand	Uni	50	25	62	gexf
3674	Rand.Uni.50.25.62.gexf	10	14.7808937617388	2	Rand	Uni	50	25	62	gexf
3676	Rand.Uni.100.5.62.gexf	2	5.70606105448652	1	Rand	Uni	100	5	62	gexf
3677	Rand.Uni.100.5.62.gexf	3	5.70606105448652	1	Rand	Uni	100	5	62	gexf
3678	Rand.Uni.100.5.62.gexf	5	5.65378856061505	2	Rand	Uni	100	5	62	gexf
3681	Rand.Uni.100.10.62.gexf	2	10.7140784289609	1	Rand	Uni	100	10	62	gexf
3682	Rand.Uni.100.10.62.gexf	3	10.7140784289609	1	Rand	Uni	100	10	62	gexf
3683	Rand.Uni.100.10.62.gexf	5	10.7140784289609	1	Rand	Uni	100	10	62	gexf
3684	Rand.Uni.100.10.62.gexf	10	10.7140784289609	1	Rand	Uni	100	10	62	gexf
3686	Rand.Uni.100.25.62.gexf	2	20.4250592995573	1	Rand	Uni	100	25	62	gexf
3687	Rand.Uni.100.25.62.gexf	3	20.4250592995573	1	Rand	Uni	100	25	62	gexf
3688	Rand.Uni.100.25.62.gexf	5	20.4250592995573	1	Rand	Uni	100	25	62	gexf
3689	Rand.Uni.100.25.62.gexf	10	20.4250592995573	1	Rand	Uni	100	25	62	gexf
3691	Rand.Uni.500.5.62.gexf	2	4.67890925253883	1	Rand	Uni	500	5	62	gexf
3692	Rand.Uni.500.5.62.gexf	3	4.67890925253883	1	Rand	Uni	500	5	62	gexf
3693	Rand.Uni.500.5.62.gexf	5	4.12862343895793	5	Rand	Uni	500	5	62	gexf
3696	Rand.Uni.500.10.62.gexf	2	9.9454158995809	1	Rand	Uni	500	10	62	gexf
3697	Rand.Uni.500.10.62.gexf	3	9.9454158995809	1	Rand	Uni	500	10	62	gexf
3698	Rand.Uni.500.10.62.gexf	5	9.9454158995809	1	Rand	Uni	500	10	62	gexf
3699	Rand.Uni.500.10.62.gexf	10	9.8380400226028	5	Rand	Uni	500	10	62	gexf
3701	Rand.Uni.500.25.62.gexf	2	20.5819753696925	1	Rand	Uni	500	25	62	gexf
3702	Rand.Uni.500.25.62.gexf	3	20.5819753696925	1	Rand	Uni	500	25	62	gexf
3703	Rand.Uni.500.25.62.gexf	5	20.5819753696925	1	Rand	Uni	500	25	62	gexf
3704	Rand.Uni.500.25.62.gexf	10	20.5819753696925	1	Rand	Uni	500	25	62	gexf
3706	Rand.Uni.1000.5.62.gexf	2	4.44233303129029	1	Rand	Uni	1000	5	62	gexf
3707	Rand.Uni.1000.5.62.gexf	3	4.44233303129029	1	Rand	Uni	1000	5	62	gexf
3708	Rand.Uni.1000.5.62.gexf	5	4.30582710429016	2	Rand	Uni	1000	5	62	gexf
3711	Rand.Uni.1000.10.62.gexf	2	10.3253560398704	1	Rand	Uni	1000	10	62	gexf
3712	Rand.Uni.1000.10.62.gexf	3	10.3253560398704	1	Rand	Uni	1000	10	62	gexf
3713	Rand.Uni.1000.10.62.gexf	5	10.3253560398704	1	Rand	Uni	1000	10	62	gexf
3714	Rand.Uni.1000.10.62.gexf	10	10.2051558985836	3	Rand	Uni	1000	10	62	gexf
3716	Rand.Uni.1000.25.62.gexf	2	21.0127414199758	1	Rand	Uni	1000	25	62	gexf
3717	Rand.Uni.1000.25.62.gexf	3	21.0127414199758	1	Rand	Uni	1000	25	62	gexf
3718	Rand.Uni.1000.25.62.gexf	5	21.0127414199758	1	Rand	Uni	1000	25	62	gexf
3719	Rand.Uni.1000.25.62.gexf	10	21.0127414199758	1	Rand	Uni	1000	25	62	gexf
3721	Rand.Uni.50.5.63.gexf	2	5.24981359665463	1	Rand	Uni	50	5	63	gexf
3722	Rand.Uni.50.5.63.gexf	3	5.24981359665463	1	Rand	Uni	50	5	63	gexf
3723	Rand.Uni.50.5.63.gexf	5	5.12811723989713	3	Rand	Uni	50	5	63	gexf
3726	Rand.Uni.50.10.63.gexf	2	6.73716624118282	1	Rand	Uni	50	10	63	gexf
3727	Rand.Uni.50.10.63.gexf	3	6.73716624118282	1	Rand	Uni	50	10	63	gexf
3728	Rand.Uni.50.10.63.gexf	5	6.73716624118282	1	Rand	Uni	50	10	63	gexf
3729	Rand.Uni.50.10.63.gexf	10	3.4695096998677	10	Rand	Uni	50	10	63	gexf
3731	Rand.Uni.50.25.63.gexf	2	18.392866924486	1	Rand	Uni	50	25	63	gexf
3732	Rand.Uni.50.25.63.gexf	3	18.392866924486	1	Rand	Uni	50	25	63	gexf
3733	Rand.Uni.50.25.63.gexf	5	18.392866924486	1	Rand	Uni	50	25	63	gexf
3734	Rand.Uni.50.25.63.gexf	10	18.392866924486	1	Rand	Uni	50	25	63	gexf
3736	Rand.Uni.100.5.63.gexf	2	4.73300499843748	1	Rand	Uni	100	5	63	gexf
3737	Rand.Uni.100.5.63.gexf	3	4.73300499843748	1	Rand	Uni	100	5	63	gexf
3738	Rand.Uni.100.5.63.gexf	5	4.61468713601688	2	Rand	Uni	100	5	63	gexf
3739	Rand.Uni.100.5.63.gexf	10	1.2342165543494	11	Rand	Uni	100	5	63	gexf
3741	Rand.Uni.100.10.63.gexf	2	9.55374988175703	1	Rand	Uni	100	10	63	gexf
3742	Rand.Uni.100.10.63.gexf	3	9.55374988175703	1	Rand	Uni	100	10	63	gexf
3743	Rand.Uni.100.10.63.gexf	5	9.55374988175703	1	Rand	Uni	100	10	63	gexf
3744	Rand.Uni.100.10.63.gexf	10	9.42909254982396	3	Rand	Uni	100	10	63	gexf
3746	Rand.Uni.100.25.63.gexf	2	22.1699735342164	1	Rand	Uni	100	25	63	gexf
3747	Rand.Uni.100.25.63.gexf	3	22.1699735342164	1	Rand	Uni	100	25	63	gexf
3748	Rand.Uni.100.25.63.gexf	5	22.1699735342164	1	Rand	Uni	100	25	63	gexf
3749	Rand.Uni.100.25.63.gexf	10	22.1699735342164	1	Rand	Uni	100	25	63	gexf
3751	Rand.Uni.500.5.63.gexf	2	4.27340325688319	1	Rand	Uni	500	5	63	gexf
3752	Rand.Uni.500.5.63.gexf	3	4.27340325688319	1	Rand	Uni	500	5	63	gexf
3753	Rand.Uni.500.5.63.gexf	5	3.72101799079522	4	Rand	Uni	500	5	63	gexf
3756	Rand.Uni.500.10.63.gexf	2	7.59379479508214	1	Rand	Uni	500	10	63	gexf
3757	Rand.Uni.500.10.63.gexf	3	7.59379479508214	1	Rand	Uni	500	10	63	gexf
3758	Rand.Uni.500.10.63.gexf	5	7.59379479508214	1	Rand	Uni	500	10	63	gexf
3759	Rand.Uni.500.10.63.gexf	10	5.89108569829377	7	Rand	Uni	500	10	63	gexf
3761	Rand.Uni.500.25.63.gexf	2	22.1327690853413	1	Rand	Uni	500	25	63	gexf
3762	Rand.Uni.500.25.63.gexf	3	22.1327690853413	1	Rand	Uni	500	25	63	gexf
3763	Rand.Uni.500.25.63.gexf	5	22.1327690853413	1	Rand	Uni	500	25	63	gexf
3764	Rand.Uni.500.25.63.gexf	10	22.1327690853413	2	Rand	Uni	500	25	63	gexf
3766	Rand.Uni.1000.5.63.gexf	2	4.18188540038299	1	Rand	Uni	1000	5	63	gexf
3767	Rand.Uni.1000.5.63.gexf	3	4.18188540038299	1	Rand	Uni	1000	5	63	gexf
3768	Rand.Uni.1000.5.63.gexf	5	3.285144314296	4	Rand	Uni	1000	5	63	gexf
3771	Rand.Uni.1000.10.63.gexf	2	7.78300724839143	1	Rand	Uni	1000	10	63	gexf
3772	Rand.Uni.1000.10.63.gexf	3	7.78300724839143	1	Rand	Uni	1000	10	63	gexf
3773	Rand.Uni.1000.10.63.gexf	5	7.78300724839143	1	Rand	Uni	1000	10	63	gexf
3774	Rand.Uni.1000.10.63.gexf	10	7.03161056621312	6	Rand	Uni	1000	10	63	gexf
3776	Rand.Uni.1000.25.63.gexf	2	18.9055934817255	1	Rand	Uni	1000	25	63	gexf
3777	Rand.Uni.1000.25.63.gexf	3	18.9055934817255	1	Rand	Uni	1000	25	63	gexf
3778	Rand.Uni.1000.25.63.gexf	5	18.9055934817255	1	Rand	Uni	1000	25	63	gexf
3779	Rand.Uni.1000.25.63.gexf	10	18.9055934817255	1	Rand	Uni	1000	25	63	gexf
3781	Rand.Uni.50.5.64.gexf	2	5.30178241253942	1	Rand	Uni	50	5	64	gexf
3782	Rand.Uni.50.5.64.gexf	3	5.30178241253942	1	Rand	Uni	50	5	64	gexf
3783	Rand.Uni.50.5.64.gexf	5	5.18597357829535	4	Rand	Uni	50	5	64	gexf
3784	Rand.Uni.50.5.64.gexf	10	0.0112735675450155	11	Rand	Uni	50	5	64	gexf
3786	Rand.Uni.50.10.64.gexf	2	9.41437617172213	1	Rand	Uni	50	10	64	gexf
3787	Rand.Uni.50.10.64.gexf	3	9.41437617172213	1	Rand	Uni	50	10	64	gexf
3788	Rand.Uni.50.10.64.gexf	5	9.41437617172213	1	Rand	Uni	50	10	64	gexf
3789	Rand.Uni.50.10.64.gexf	10	8.84794980161982	8	Rand	Uni	50	10	64	gexf
3791	Rand.Uni.50.25.64.gexf	2	15.3780509247125	1	Rand	Uni	50	25	64	gexf
3792	Rand.Uni.50.25.64.gexf	3	15.3780509247125	1	Rand	Uni	50	25	64	gexf
3793	Rand.Uni.50.25.64.gexf	5	15.3780509247125	1	Rand	Uni	50	25	64	gexf
3794	Rand.Uni.50.25.64.gexf	10	15.3780509247125	1	Rand	Uni	50	25	64	gexf
3796	Rand.Uni.100.5.64.gexf	2	4.47799648969566	1	Rand	Uni	100	5	64	gexf
3797	Rand.Uni.100.5.64.gexf	3	4.47799648969566	1	Rand	Uni	100	5	64	gexf
3798	Rand.Uni.100.5.64.gexf	5	3.98880790785752	5	Rand	Uni	100	5	64	gexf
3801	Rand.Uni.100.10.64.gexf	2	8.73551763710289	1	Rand	Uni	100	10	64	gexf
3802	Rand.Uni.100.10.64.gexf	3	8.73551763710289	1	Rand	Uni	100	10	64	gexf
3803	Rand.Uni.100.10.64.gexf	5	8.73551763710289	1	Rand	Uni	100	10	64	gexf
3804	Rand.Uni.100.10.64.gexf	10	8.27650248645274	5	Rand	Uni	100	10	64	gexf
3806	Rand.Uni.100.25.64.gexf	2	23.9629975931352	1	Rand	Uni	100	25	64	gexf
3807	Rand.Uni.100.25.64.gexf	3	23.9629975931352	1	Rand	Uni	100	25	64	gexf
3808	Rand.Uni.100.25.64.gexf	5	23.9629975931352	1	Rand	Uni	100	25	64	gexf
3809	Rand.Uni.100.25.64.gexf	10	23.9629975931352	1	Rand	Uni	100	25	64	gexf
3811	Rand.Uni.500.5.64.gexf	2	1.11585744228992	2	Rand	Uni	500	5	64	gexf
3812	Rand.Uni.500.5.64.gexf	3	0.991873282035485	3	Rand	Uni	500	5	64	gexf
3816	Rand.Uni.500.10.64.gexf	2	10.6214144940821	1	Rand	Uni	500	10	64	gexf
3817	Rand.Uni.500.10.64.gexf	3	10.6214144940821	1	Rand	Uni	500	10	64	gexf
3818	Rand.Uni.500.10.64.gexf	5	10.6214144940821	1	Rand	Uni	500	10	64	gexf
3819	Rand.Uni.500.10.64.gexf	10	10.563424113385	3	Rand	Uni	500	10	64	gexf
3821	Rand.Uni.500.25.64.gexf	2	15.965635028477	1	Rand	Uni	500	25	64	gexf
3822	Rand.Uni.500.25.64.gexf	3	15.965635028477	1	Rand	Uni	500	25	64	gexf
3823	Rand.Uni.500.25.64.gexf	5	15.965635028477	1	Rand	Uni	500	25	64	gexf
3824	Rand.Uni.500.25.64.gexf	10	15.965635028477	1	Rand	Uni	500	25	64	gexf
3826	Rand.Uni.1000.5.64.gexf	2	3.46972519623625	1	Rand	Uni	1000	5	64	gexf
3827	Rand.Uni.1000.5.64.gexf	3	3.45877395007532	3	Rand	Uni	1000	5	64	gexf
3828	Rand.Uni.1000.5.64.gexf	5	1.01707079971554	5	Rand	Uni	1000	5	64	gexf
