path	k	max.multirute.flow	iterations	k.0	n	max.c	ex	k.4
822	Complete.500.1.21.gexf	3	246.260391216356	1	Complete	500	1	21	gexf
823	Complete.500.1.21.gexf	5	246.260391216356	1	Complete	500	1	21	gexf
824	Complete.500.1.21.gexf	10	246.260391216356	1	Complete	500	1	21	gexf
825	Complete.500.1.21.gexf	50	246.260391216356	1	Complete	500	1	21	gexf
826	Complete.500.20.21.gexf	2	4890	1	Complete	500	20	21	gexf
827	Complete.500.20.21.gexf	3	4890	1	Complete	500	20	21	gexf
828	Complete.500.20.21.gexf	5	4890	1	Complete	500	20	21	gexf
829	Complete.500.20.21.gexf	10	4890	1	Complete	500	20	21	gexf
830	Complete.500.20.21.gexf	50	4890	1	Complete	500	20	21	gexf
831	Complete.1000.1.21.gexf	2	505.118195992765	1	Complete	1000	1	21	gexf
832	Complete.1000.1.21.gexf	3	505.118195992765	1	Complete	1000	1	21	gexf
833	Complete.1000.1.21.gexf	5	505.118195992765	1	Complete	1000	1	21	gexf
834	Complete.1000.1.21.gexf	10	505.118195992765	1	Complete	1000	1	21	gexf
835	Complete.1000.1.21.gexf	50	505.118195992765	1	Complete	1000	1	21	gexf
836	Complete.1000.20.21.gexf	2	10171	1	Complete	1000	20	21	gexf
837	Complete.1000.20.21.gexf	3	10171	1	Complete	1000	20	21	gexf
838	Complete.1000.20.21.gexf	5	10171	1	Complete	1000	20	21	gexf
839	Complete.1000.20.21.gexf	10	10171	1	Complete	1000	20	21	gexf
840	Complete.1000.20.21.gexf	50	10171	1	Complete	1000	20	21	gexf
841	Complete.50.1.22.gexf	2	26.8626611422004	1	Complete	50	1	22	gexf
842	Complete.50.1.22.gexf	3	26.8626611422004	1	Complete	50	1	22	gexf
843	Complete.50.1.22.gexf	5	26.8626611422004	1	Complete	50	1	22	gexf
844	Complete.50.1.22.gexf	10	26.8626611422004	1	Complete	50	1	22	gexf
846	Complete.50.20.22.gexf	2	490	1	Complete	50	20	22	gexf
847	Complete.50.20.22.gexf	3	490	1	Complete	50	20	22	gexf
848	Complete.50.20.22.gexf	5	490	1	Complete	50	20	22	gexf
849	Complete.50.20.22.gexf	10	490	1	Complete	50	20	22	gexf
851	Complete.100.1.22.gexf	2	42.8172719511832	1	Complete	100	1	22	gexf
852	Complete.100.1.22.gexf	3	42.8172719511832	1	Complete	100	1	22	gexf
853	Complete.100.1.22.gexf	5	42.8172719511832	1	Complete	100	1	22	gexf
854	Complete.100.1.22.gexf	10	42.8172719511832	1	Complete	100	1	22	gexf
855	Complete.100.1.22.gexf	50	42.1322665658558	10	Complete	100	1	22	gexf
856	Complete.100.20.22.gexf	2	922	1	Complete	100	20	22	gexf
857	Complete.100.20.22.gexf	3	922	1	Complete	100	20	22	gexf
858	Complete.100.20.22.gexf	5	922	1	Complete	100	20	22	gexf
859	Complete.100.20.22.gexf	10	922	1	Complete	100	20	22	gexf
860	Complete.100.20.22.gexf	50	920.081632653061	3	Complete	100	20	22	gexf
861	Complete.500.1.22.gexf	2	239.927198812756	1	Complete	500	1	22	gexf
862	Complete.500.1.22.gexf	3	239.927198812756	1	Complete	500	1	22	gexf
863	Complete.500.1.22.gexf	5	239.927198812756	1	Complete	500	1	22	gexf
864	Complete.500.1.22.gexf	10	239.927198812756	1	Complete	500	1	22	gexf
865	Complete.500.1.22.gexf	50	239.927198812756	1	Complete	500	1	22	gexf
866	Complete.500.20.22.gexf	2	4925	1	Complete	500	20	22	gexf
867	Complete.500.20.22.gexf	3	4925	1	Complete	500	20	22	gexf
868	Complete.500.20.22.gexf	5	4925	1	Complete	500	20	22	gexf
869	Complete.500.20.22.gexf	10	4925	1	Complete	500	20	22	gexf
870	Complete.500.20.22.gexf	50	4925	1	Complete	500	20	22	gexf
871	Complete.1000.1.22.gexf	2	487.417264502183	1	Complete	1000	1	22	gexf
872	Complete.1000.1.22.gexf	3	487.417264502183	1	Complete	1000	1	22	gexf
873	Complete.1000.1.22.gexf	5	487.417264502183	1	Complete	1000	1	22	gexf
874	Complete.1000.1.22.gexf	10	487.417264502183	1	Complete	1000	1	22	gexf
875	Complete.1000.1.22.gexf	50	487.417264502183	1	Complete	1000	1	22	gexf
876	Complete.1000.20.22.gexf	2	9915	1	Complete	1000	20	22	gexf
877	Complete.1000.20.22.gexf	3	9915	1	Complete	1000	20	22	gexf
878	Complete.1000.20.22.gexf	5	9915	1	Complete	1000	20	22	gexf
879	Complete.1000.20.22.gexf	10	9915	1	Complete	1000	20	22	gexf
880	Complete.1000.20.22.gexf	50	9915	1	Complete	1000	20	22	gexf
881	Complete.50.1.23.gexf	2	21.4584381482088	1	Complete	50	1	23	gexf
882	Complete.50.1.23.gexf	3	21.4584381482088	1	Complete	50	1	23	gexf
883	Complete.50.1.23.gexf	5	21.4584381482088	1	Complete	50	1	23	gexf
884	Complete.50.1.23.gexf	10	21.4584381482088	1	Complete	50	1	23	gexf
886	Complete.50.20.23.gexf	2	411	1	Complete	50	20	23	gexf
887	Complete.50.20.23.gexf	3	411	1	Complete	50	20	23	gexf
888	Complete.50.20.23.gexf	5	411	1	Complete	50	20	23	gexf
889	Complete.50.20.23.gexf	10	411	2	Complete	50	20	23	gexf
891	Complete.100.1.23.gexf	2	45.0886703320049	1	Complete	100	1	23	gexf
892	Complete.100.1.23.gexf	3	45.0886703320049	1	Complete	100	1	23	gexf
893	Complete.100.1.23.gexf	5	45.0886703320049	1	Complete	100	1	23	gexf
894	Complete.100.1.23.gexf	10	45.0886703320049	1	Complete	100	1	23	gexf
895	Complete.100.1.23.gexf	50	44.2662486213953	13	Complete	100	1	23	gexf
896	Complete.100.20.23.gexf	2	1055	1	Complete	100	20	23	gexf
897	Complete.100.20.23.gexf	3	1055	1	Complete	100	20	23	gexf
898	Complete.100.20.23.gexf	5	1055	1	Complete	100	20	23	gexf
899	Complete.100.20.23.gexf	10	1055	1	Complete	100	20	23	gexf
900	Complete.100.20.23.gexf	50	1055	1	Complete	100	20	23	gexf
901	Complete.500.1.23.gexf	2	249.353318345804	1	Complete	500	1	23	gexf
902	Complete.500.1.23.gexf	3	249.353318345804	1	Complete	500	1	23	gexf
903	Complete.500.1.23.gexf	5	249.353318345804	1	Complete	500	1	23	gexf
904	Complete.500.1.23.gexf	10	249.353318345804	1	Complete	500	1	23	gexf
905	Complete.500.1.23.gexf	50	249.353318345804	1	Complete	500	1	23	gexf
906	Complete.500.20.23.gexf	2	4753	1	Complete	500	20	23	gexf
907	Complete.500.20.23.gexf	3	4753	1	Complete	500	20	23	gexf
908	Complete.500.20.23.gexf	5	4753	1	Complete	500	20	23	gexf
909	Complete.500.20.23.gexf	10	4753	1	Complete	500	20	23	gexf
910	Complete.500.20.23.gexf	50	4753	1	Complete	500	20	23	gexf
911	Complete.1000.1.23.gexf	2	485.387547206448	2	Complete	1000	1	23	gexf
912	Complete.1000.1.23.gexf	3	485.387547206448	1	Complete	1000	1	23	gexf
913	Complete.1000.1.23.gexf	5	485.387547206448	3	Complete	1000	1	23	gexf
914	Complete.1000.1.23.gexf	10	485.387547206448	2	Complete	1000	1	23	gexf
915	Complete.1000.1.23.gexf	50	485.387547206448	1	Complete	1000	1	23	gexf
916	Complete.1000.20.23.gexf	2	9563	1	Complete	1000	20	23	gexf
917	Complete.1000.20.23.gexf	3	9563	1	Complete	1000	20	23	gexf
918	Complete.1000.20.23.gexf	5	9563	1	Complete	1000	20	23	gexf
919	Complete.1000.20.23.gexf	10	9563	1	Complete	1000	20	23	gexf
920	Complete.1000.20.23.gexf	50	9563	1	Complete	1000	20	23	gexf
921	Complete.50.1.24.gexf	2	23.1323013230007	1	Complete	50	1	24	gexf
922	Complete.50.1.24.gexf	3	23.1323013230007	1	Complete	50	1	24	gexf
923	Complete.50.1.24.gexf	5	23.1323013230007	1	Complete	50	1	24	gexf
924	Complete.50.1.24.gexf	10	23.1323013230007	1	Complete	50	1	24	gexf
926	Complete.50.20.24.gexf	2	473	1	Complete	50	20	24	gexf
927	Complete.50.20.24.gexf	3	473	1	Complete	50	20	24	gexf
928	Complete.50.20.24.gexf	5	473	1	Complete	50	20	24	gexf
929	Complete.50.20.24.gexf	10	473	1	Complete	50	20	24	gexf
931	Complete.100.1.24.gexf	2	47.3145105675589	1	Complete	100	1	24	gexf
932	Complete.100.1.24.gexf	3	47.3145105675589	1	Complete	100	1	24	gexf
933	Complete.100.1.24.gexf	5	47.3145105675589	1	Complete	100	1	24	gexf
934	Complete.100.1.24.gexf	10	47.3145105675589	1	Complete	100	1	24	gexf
935	Complete.100.1.24.gexf	50	47.1419286401077	9	Complete	100	1	24	gexf
936	Complete.100.20.24.gexf	2	976	1	Complete	100	20	24	gexf
937	Complete.100.20.24.gexf	3	976	1	Complete	100	20	24	gexf
938	Complete.100.20.24.gexf	5	976	1	Complete	100	20	24	gexf
939	Complete.100.20.24.gexf	10	976	2	Complete	100	20	24	gexf
940	Complete.100.20.24.gexf	50	976	1	Complete	100	20	24	gexf
941	Complete.500.1.24.gexf	2	241.459034952484	1	Complete	500	1	24	gexf
942	Complete.500.1.24.gexf	3	241.459034952484	1	Complete	500	1	24	gexf
943	Complete.500.1.24.gexf	5	241.459034952484	1	Complete	500	1	24	gexf
944	Complete.500.1.24.gexf	10	241.459034952484	1	Complete	500	1	24	gexf
945	Complete.500.1.24.gexf	50	241.459034952484	1	Complete	500	1	24	gexf
946	Complete.500.20.24.gexf	2	4848	1	Complete	500	20	24	gexf
947	Complete.500.20.24.gexf	3	4848	1	Complete	500	20	24	gexf
948	Complete.500.20.24.gexf	5	4848	1	Complete	500	20	24	gexf
949	Complete.500.20.24.gexf	10	4848	1	Complete	500	20	24	gexf
950	Complete.500.20.24.gexf	50	4848	1	Complete	500	20	24	gexf
951	Complete.1000.1.24.gexf	2	504.943742707631	1	Complete	1000	1	24	gexf
952	Complete.1000.1.24.gexf	3	504.943742707631	1	Complete	1000	1	24	gexf
953	Complete.1000.1.24.gexf	5	504.943742707631	1	Complete	1000	1	24	gexf
954	Complete.1000.1.24.gexf	10	504.943742707631	1	Complete	1000	1	24	gexf
955	Complete.1000.1.24.gexf	50	504.943742707631	3	Complete	1000	1	24	gexf
956	Complete.1000.20.24.gexf	2	10001	1	Complete	1000	20	24	gexf
957	Complete.1000.20.24.gexf	3	10001	1	Complete	1000	20	24	gexf
958	Complete.1000.20.24.gexf	5	10001	1	Complete	1000	20	24	gexf
959	Complete.1000.20.24.gexf	10	10001	1	Complete	1000	20	24	gexf
960	Complete.1000.20.24.gexf	50	10001	1	Complete	1000	20	24	gexf
961	Complete.50.1.25.gexf	2	22.8993713101668	1	Complete	50	1	25	gexf
962	Complete.50.1.25.gexf	3	22.8993713101668	1	Complete	50	1	25	gexf
963	Complete.50.1.25.gexf	5	22.8993713101668	1	Complete	50	1	25	gexf
964	Complete.50.1.25.gexf	10	22.8993713101668	1	Complete	50	1	25	gexf
966	Complete.50.20.25.gexf	2	471	1	Complete	50	20	25	gexf
967	Complete.50.20.25.gexf	3	471	1	Complete	50	20	25	gexf
968	Complete.50.20.25.gexf	5	471	1	Complete	50	20	25	gexf
969	Complete.50.20.25.gexf	10	471	1	Complete	50	20	25	gexf
971	Complete.100.1.25.gexf	2	51.7428408400146	1	Complete	100	1	25	gexf
972	Complete.100.1.25.gexf	3	51.7428408400146	1	Complete	100	1	25	gexf
973	Complete.100.1.25.gexf	5	51.7428408400146	1	Complete	100	1	25	gexf
974	Complete.100.1.25.gexf	10	51.7428408400146	1	Complete	100	1	25	gexf
975	Complete.100.1.25.gexf	50	51.7428408400146	2	Complete	100	1	25	gexf
976	Complete.100.20.25.gexf	2	995	1	Complete	100	20	25	gexf
977	Complete.100.20.25.gexf	3	995	1	Complete	100	20	25	gexf
978	Complete.100.20.25.gexf	5	995	1	Complete	100	20	25	gexf
979	Complete.100.20.25.gexf	10	995	1	Complete	100	20	25	gexf
980	Complete.100.20.25.gexf	50	995	8	Complete	100	20	25	gexf
981	Complete.500.1.25.gexf	2	248.584577304875	1	Complete	500	1	25	gexf
982	Complete.500.1.25.gexf	3	248.584577304875	1	Complete	500	1	25	gexf
983	Complete.500.1.25.gexf	5	248.584577304875	1	Complete	500	1	25	gexf
984	Complete.500.1.25.gexf	10	248.584577304875	1	Complete	500	1	25	gexf
985	Complete.500.1.25.gexf	50	248.584577304875	1	Complete	500	1	25	gexf
986	Complete.500.20.25.gexf	2	4938	1	Complete	500	20	25	gexf
987	Complete.500.20.25.gexf	3	4938	1	Complete	500	20	25	gexf
988	Complete.500.20.25.gexf	5	4938	1	Complete	500	20	25	gexf
989	Complete.500.20.25.gexf	10	4938	1	Complete	500	20	25	gexf
990	Complete.500.20.25.gexf	50	4938	1	Complete	500	20	25	gexf
991	Complete.1000.1.25.gexf	2	492.297265823218	2	Complete	1000	1	25	gexf
992	Complete.1000.1.25.gexf	3	492.297265823218	1	Complete	1000	1	25	gexf
993	Complete.1000.1.25.gexf	5	492.297265823218	3	Complete	1000	1	25	gexf
994	Complete.1000.1.25.gexf	10	492.297265823218	1	Complete	1000	1	25	gexf
995	Complete.1000.1.25.gexf	50	492.297265823218	1	Complete	1000	1	25	gexf
996	Complete.1000.20.25.gexf	2	10034	1	Complete	1000	20	25	gexf
997	Complete.1000.20.25.gexf	3	10034	1	Complete	1000	20	25	gexf
998	Complete.1000.20.25.gexf	5	10034	1	Complete	1000	20	25	gexf
999	Complete.1000.20.25.gexf	10	10034	1	Complete	1000	20	25	gexf
1000	Complete.1000.20.25.gexf	50	10034	1	Complete	1000	20	25	gexf
1001	Complete.50.1.26.gexf	2	21.9879490718132	1	Complete	50	1	26	gexf
1002	Complete.50.1.26.gexf	3	21.9879490718132	1	Complete	50	1	26	gexf
1003	Complete.50.1.26.gexf	5	21.9879490718132	1	Complete	50	1	26	gexf
1004	Complete.50.1.26.gexf	10	21.9879490718132	1	Complete	50	1	26	gexf
1006	Complete.50.20.26.gexf	2	516	1	Complete	50	20	26	gexf
1007	Complete.50.20.26.gexf	3	516	1	Complete	50	20	26	gexf
1008	Complete.50.20.26.gexf	5	516	1	Complete	50	20	26	gexf
1009	Complete.50.20.26.gexf	10	516	1	Complete	50	20	26	gexf
1011	Complete.100.1.26.gexf	2	45.4927274788922	1	Complete	100	1	26	gexf
1012	Complete.100.1.26.gexf	3	45.4927274788922	1	Complete	100	1	26	gexf
1013	Complete.100.1.26.gexf	5	45.4927274788922	1	Complete	100	1	26	gexf
1014	Complete.100.1.26.gexf	10	45.4927274788922	1	Complete	100	1	26	gexf
1015	Complete.100.1.26.gexf	50	45.099226665122	7	Complete	100	1	26	gexf
1016	Complete.100.20.26.gexf	2	886	1	Complete	100	20	26	gexf
1017	Complete.100.20.26.gexf	3	886	1	Complete	100	20	26	gexf
1018	Complete.100.20.26.gexf	5	886	1	Complete	100	20	26	gexf
1019	Complete.100.20.26.gexf	10	886	1	Complete	100	20	26	gexf
1020	Complete.100.20.26.gexf	50	880.304347826087	6	Complete	100	20	26	gexf
1021	Complete.500.1.26.gexf	2	248.970077191261	1	Complete	500	1	26	gexf
1022	Complete.500.1.26.gexf	3	248.970077191261	1	Complete	500	1	26	gexf
1023	Complete.500.1.26.gexf	5	248.970077191261	1	Complete	500	1	26	gexf
1024	Complete.500.1.26.gexf	10	248.970077191261	2	Complete	500	1	26	gexf
1025	Complete.500.1.26.gexf	50	248.970077191261	1	Complete	500	1	26	gexf
1026	Complete.500.20.26.gexf	2	4661	1	Complete	500	20	26	gexf
1027	Complete.500.20.26.gexf	3	4661	1	Complete	500	20	26	gexf
1028	Complete.500.20.26.gexf	5	4661	1	Complete	500	20	26	gexf
1029	Complete.500.20.26.gexf	10	4661	1	Complete	500	20	26	gexf
1030	Complete.500.20.26.gexf	50	4661	1	Complete	500	20	26	gexf
1031	Complete.1000.1.26.gexf	2	489.401251205835	1	Complete	1000	1	26	gexf
1032	Complete.1000.1.26.gexf	3	489.401251205835	1	Complete	1000	1	26	gexf
1033	Complete.1000.1.26.gexf	5	489.401251205835	1	Complete	1000	1	26	gexf
1034	Complete.1000.1.26.gexf	10	489.401251205835	1	Complete	1000	1	26	gexf
1035	Complete.1000.1.26.gexf	50	489.401251205835	1	Complete	1000	1	26	gexf
1036	Complete.1000.20.26.gexf	2	10030	1	Complete	1000	20	26	gexf
1037	Complete.1000.20.26.gexf	3	10030	1	Complete	1000	20	26	gexf
1038	Complete.1000.20.26.gexf	5	10030	1	Complete	1000	20	26	gexf
1039	Complete.1000.20.26.gexf	10	10030	1	Complete	1000	20	26	gexf
1040	Complete.1000.20.26.gexf	50	10030	1	Complete	1000	20	26	gexf
1041	Complete.50.1.27.gexf	2	23.0437931285394	1	Complete	50	1	27	gexf
1042	Complete.50.1.27.gexf	3	23.0437931285394	1	Complete	50	1	27	gexf
1043	Complete.50.1.27.gexf	5	23.0437931285394	1	Complete	50	1	27	gexf
1044	Complete.50.1.27.gexf	10	23.0437931285394	1	Complete	50	1	27	gexf
1046	Complete.50.20.27.gexf	2	461	1	Complete	50	20	27	gexf
1047	Complete.50.20.27.gexf	3	461	1	Complete	50	20	27	gexf
1048	Complete.50.20.27.gexf	5	461	1	Complete	50	20	27	gexf
1049	Complete.50.20.27.gexf	10	461	1	Complete	50	20	27	gexf
1051	Complete.100.1.27.gexf	2	48.8467289955489	2	Complete	100	1	27	gexf
1052	Complete.100.1.27.gexf	3	48.8467289955489	1	Complete	100	1	27	gexf
1053	Complete.100.1.27.gexf	5	48.8467289955489	3	Complete	100	1	27	gexf
1054	Complete.100.1.27.gexf	10	48.8467289955489	1	Complete	100	1	27	gexf
1055	Complete.100.1.27.gexf	50	48.6940152913325	7	Complete	100	1	27	gexf
1056	Complete.100.20.27.gexf	2	1017	1	Complete	100	20	27	gexf
1057	Complete.100.20.27.gexf	3	1017	1	Complete	100	20	27	gexf
1058	Complete.100.20.27.gexf	5	1017	1	Complete	100	20	27	gexf
1059	Complete.100.20.27.gexf	10	1017	1	Complete	100	20	27	gexf
1060	Complete.100.20.27.gexf	50	1017	1	Complete	100	20	27	gexf
1061	Complete.500.1.27.gexf	2	247.577919073926	1	Complete	500	1	27	gexf
1062	Complete.500.1.27.gexf	3	247.577919073926	1	Complete	500	1	27	gexf
1063	Complete.500.1.27.gexf	5	247.577919073926	1	Complete	500	1	27	gexf
1064	Complete.500.1.27.gexf	10	247.577919073926	1	Complete	500	1	27	gexf
1065	Complete.500.1.27.gexf	50	247.577919073926	3	Complete	500	1	27	gexf
1066	Complete.500.20.27.gexf	2	4960	1	Complete	500	20	27	gexf
1067	Complete.500.20.27.gexf	3	4960	1	Complete	500	20	27	gexf
1068	Complete.500.20.27.gexf	5	4960	1	Complete	500	20	27	gexf
1069	Complete.500.20.27.gexf	10	4960	1	Complete	500	20	27	gexf
1070	Complete.500.20.27.gexf	50	4960	1	Complete	500	20	27	gexf
1071	Complete.1000.1.27.gexf	2	470.219972222325	1	Complete	1000	1	27	gexf
1072	Complete.1000.1.27.gexf	3	470.219972222325	1	Complete	1000	1	27	gexf
1073	Complete.1000.1.27.gexf	5	470.219972222325	1	Complete	1000	1	27	gexf
1074	Complete.1000.1.27.gexf	10	470.219972222325	1	Complete	1000	1	27	gexf
1075	Complete.1000.1.27.gexf	50	470.219972222325	1	Complete	1000	1	27	gexf
1076	Complete.1000.20.27.gexf	2	9909	1	Complete	1000	20	27	gexf
1077	Complete.1000.20.27.gexf	3	9909	1	Complete	1000	20	27	gexf
1078	Complete.1000.20.27.gexf	5	9909	1	Complete	1000	20	27	gexf
1079	Complete.1000.20.27.gexf	10	9909	1	Complete	1000	20	27	gexf
1080	Complete.1000.20.27.gexf	50	9909	1	Complete	1000	20	27	gexf
1081	Complete.50.1.28.gexf	2	20.4858278114443	1	Complete	50	1	28	gexf
1082	Complete.50.1.28.gexf	3	20.4858278114443	1	Complete	50	1	28	gexf
1083	Complete.50.1.28.gexf	5	20.4858278114443	1	Complete	50	1	28	gexf
1084	Complete.50.1.28.gexf	10	20.4858278114443	1	Complete	50	1	28	gexf
1086	Complete.50.20.28.gexf	2	514	1	Complete	50	20	28	gexf
1087	Complete.50.20.28.gexf	3	514	1	Complete	50	20	28	gexf
1088	Complete.50.20.28.gexf	5	514	1	Complete	50	20	28	gexf
1089	Complete.50.20.28.gexf	10	514	1	Complete	50	20	28	gexf
1091	Complete.100.1.28.gexf	2	45.1417910518444	1	Complete	100	1	28	gexf
1092	Complete.100.1.28.gexf	3	45.1417910518444	1	Complete	100	1	28	gexf
1093	Complete.100.1.28.gexf	5	45.1417910518444	1	Complete	100	1	28	gexf
1094	Complete.100.1.28.gexf	10	45.1417910518444	1	Complete	100	1	28	gexf
1095	Complete.100.1.28.gexf	50	44.3345491394897	16	Complete	100	1	28	gexf
1096	Complete.100.20.28.gexf	2	1018	1	Complete	100	20	28	gexf
1097	Complete.100.20.28.gexf	3	1018	1	Complete	100	20	28	gexf
1098	Complete.100.20.28.gexf	5	1018	1	Complete	100	20	28	gexf
1099	Complete.100.20.28.gexf	10	1018	1	Complete	100	20	28	gexf
1100	Complete.100.20.28.gexf	50	1018	1	Complete	100	20	28	gexf
1101	Complete.500.1.28.gexf	2	247.042211182437	2	Complete	500	1	28	gexf
1102	Complete.500.1.28.gexf	3	247.042211182437	1	Complete	500	1	28	gexf
1103	Complete.500.1.28.gexf	5	247.042211182437	3	Complete	500	1	28	gexf
1104	Complete.500.1.28.gexf	10	247.042211182437	1	Complete	500	1	28	gexf
1105	Complete.500.1.28.gexf	50	247.042211182437	1	Complete	500	1	28	gexf
1106	Complete.500.20.28.gexf	2	4892	1	Complete	500	20	28	gexf
1107	Complete.500.20.28.gexf	3	4892	1	Complete	500	20	28	gexf
1108	Complete.500.20.28.gexf	5	4892	1	Complete	500	20	28	gexf
1109	Complete.500.20.28.gexf	10	4892	1	Complete	500	20	28	gexf
1110	Complete.500.20.28.gexf	50	4892	1	Complete	500	20	28	gexf
1111	Complete.1000.1.28.gexf	2	501.415355777233	1	Complete	1000	1	28	gexf
1112	Complete.1000.1.28.gexf	3	501.415355777233	1	Complete	1000	1	28	gexf
1113	Complete.1000.1.28.gexf	5	501.415355777233	1	Complete	1000	1	28	gexf
1114	Complete.1000.1.28.gexf	10	501.415355777233	2	Complete	1000	1	28	gexf
1115	Complete.1000.1.28.gexf	50	501.415355777233	1	Complete	1000	1	28	gexf
1116	Complete.1000.20.28.gexf	2	9969	1	Complete	1000	20	28	gexf
1117	Complete.1000.20.28.gexf	3	9969	1	Complete	1000	20	28	gexf
1118	Complete.1000.20.28.gexf	5	9969	1	Complete	1000	20	28	gexf
1119	Complete.1000.20.28.gexf	10	9969	1	Complete	1000	20	28	gexf
1120	Complete.1000.20.28.gexf	50	9969	1	Complete	1000	20	28	gexf
1121	Complete.50.1.29.gexf	2	22.0283428265803	1	Complete	50	1	29	gexf
1122	Complete.50.1.29.gexf	3	22.0283428265803	1	Complete	50	1	29	gexf
1123	Complete.50.1.29.gexf	5	22.0283428265803	1	Complete	50	1	29	gexf
1124	Complete.50.1.29.gexf	10	22.0283428265803	1	Complete	50	1	29	gexf
1126	Complete.50.20.29.gexf	2	438	1	Complete	50	20	29	gexf
1127	Complete.50.20.29.gexf	3	438	1	Complete	50	20	29	gexf
1128	Complete.50.20.29.gexf	5	438	1	Complete	50	20	29	gexf
1129	Complete.50.20.29.gexf	10	438	1	Complete	50	20	29	gexf
1131	Complete.100.1.29.gexf	2	48.5626098719059	1	Complete	100	1	29	gexf
1132	Complete.100.1.29.gexf	3	48.5626098719059	1	Complete	100	1	29	gexf
1133	Complete.100.1.29.gexf	5	48.5626098719059	1	Complete	100	1	29	gexf
1134	Complete.100.1.29.gexf	10	48.5626098719059	1	Complete	100	1	29	gexf
1135	Complete.100.1.29.gexf	50	48.4678607467781	6	Complete	100	1	29	gexf
1136	Complete.100.20.29.gexf	2	1000	1	Complete	100	20	29	gexf
1137	Complete.100.20.29.gexf	3	1000	1	Complete	100	20	29	gexf
1138	Complete.100.20.29.gexf	5	1000	1	Complete	100	20	29	gexf
1139	Complete.100.20.29.gexf	10	1000	1	Complete	100	20	29	gexf
1140	Complete.100.20.29.gexf	50	1000	3	Complete	100	20	29	gexf
1141	Complete.500.1.29.gexf	2	249.565250846522	1	Complete	500	1	29	gexf
1142	Complete.500.1.29.gexf	3	249.565250846522	1	Complete	500	1	29	gexf
1143	Complete.500.1.29.gexf	5	249.565250846522	1	Complete	500	1	29	gexf
1144	Complete.500.1.29.gexf	10	249.565250846522	1	Complete	500	1	29	gexf
1145	Complete.500.1.29.gexf	50	249.565250846522	1	Complete	500	1	29	gexf
1146	Complete.500.20.29.gexf	2	4904	1	Complete	500	20	29	gexf
1147	Complete.500.20.29.gexf	3	4904	1	Complete	500	20	29	gexf
1148	Complete.500.20.29.gexf	5	4904	1	Complete	500	20	29	gexf
1149	Complete.500.20.29.gexf	10	4904	1	Complete	500	20	29	gexf
1150	Complete.500.20.29.gexf	50	4904	1	Complete	500	20	29	gexf
1151	Complete.1000.1.29.gexf	2	499.340370513143	1	Complete	1000	1	29	gexf
1152	Complete.1000.1.29.gexf	3	499.340370513143	1	Complete	1000	1	29	gexf
1153	Complete.1000.1.29.gexf	5	499.340370513143	1	Complete	1000	1	29	gexf
1154	Complete.1000.1.29.gexf	10	499.340370513143	1	Complete	1000	1	29	gexf
1155	Complete.1000.1.29.gexf	50	499.340370513143	1	Complete	1000	1	29	gexf
1156	Complete.1000.20.29.gexf	2	9915	1	Complete	1000	20	29	gexf
1157	Complete.1000.20.29.gexf	3	9915	1	Complete	1000	20	29	gexf
1158	Complete.1000.20.29.gexf	5	9915	1	Complete	1000	20	29	gexf
1159	Complete.1000.20.29.gexf	10	9915	1	Complete	1000	20	29	gexf
1160	Complete.1000.20.29.gexf	50	9915	1	Complete	1000	20	29	gexf
1161	Complete.50.1.30.gexf	2	25.9054940351078	1	Complete	50	1	30	gexf
1162	Complete.50.1.30.gexf	3	25.9054940351078	1	Complete	50	1	30	gexf
1163	Complete.50.1.30.gexf	5	25.9054940351078	1	Complete	50	1	30	gexf
1164	Complete.50.1.30.gexf	10	25.9054940351078	1	Complete	50	1	30	gexf
1166	Complete.50.20.30.gexf	2	482	1	Complete	50	20	30	gexf
1167	Complete.50.20.30.gexf	3	482	1	Complete	50	20	30	gexf
1168	Complete.50.20.30.gexf	5	482	1	Complete	50	20	30	gexf
1169	Complete.50.20.30.gexf	10	482	1	Complete	50	20	30	gexf
1171	Complete.100.1.30.gexf	2	49.7831945244606	2	Complete	100	1	30	gexf
1172	Complete.100.1.30.gexf	3	49.7831945244606	1	Complete	100	1	30	gexf
1173	Complete.100.1.30.gexf	5	49.7831945244606	3	Complete	100	1	30	gexf
1174	Complete.100.1.30.gexf	10	49.7831945244606	1	Complete	100	1	30	gexf
1175	Complete.100.1.30.gexf	50	49.7777679464025	2	Complete	100	1	30	gexf
1176	Complete.100.20.30.gexf	2	1021	1	Complete	100	20	30	gexf
1177	Complete.100.20.30.gexf	3	1021	1	Complete	100	20	30	gexf
1178	Complete.100.20.30.gexf	5	1021	1	Complete	100	20	30	gexf
1179	Complete.100.20.30.gexf	10	1021	1	Complete	100	20	30	gexf
1180	Complete.100.20.30.gexf	50	1021	1	Complete	100	20	30	gexf
1181	Complete.500.1.30.gexf	2	252.810552902097	2	Complete	500	1	30	gexf
1182	Complete.500.1.30.gexf	3	252.810552902097	1	Complete	500	1	30	gexf
1183	Complete.500.1.30.gexf	5	252.810552902097	3	Complete	500	1	30	gexf
1184	Complete.500.1.30.gexf	10	252.810552902097	1	Complete	500	1	30	gexf
1185	Complete.500.1.30.gexf	50	252.810552902097	1	Complete	500	1	30	gexf
1186	Complete.500.20.30.gexf	2	4873	1	Complete	500	20	30	gexf
