path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5	small_1	constant1	uni_2	constant2	best.constant	best.alg
536	Rand.Uni.1000.25.9.gexf	2	20.7812132480377	1	Rand	Uni	1000	25	9	gexf	18.8862432300092	1.10033599562128	18.8862432300092	1.10033599562128	1.10033599562128	NA
537	Rand.Uni.1000.25.9.gexf	3	20.7812132480377	1	Rand	Uni	1000	25	9	gexf	17.9990821980747	1.15457071751473	17.9990821980747	1.15457071751473	1.15457071751473	2
538	Rand.Uni.1000.25.9.gexf	5	20.7812132480377	1	Rand	Uni	1000	25	9	gexf	16.2418461575353	1.27948590612629	16.2418461575353	1.27948590612629	1.27948590612629	2
539	Rand.Uni.1000.25.9.gexf	10	20.7812132480377	1	Rand	Uni	1000	25	9	gexf	12.0741739472331	1.72112919184835	12.0741739472331	1.72112919184835	1.72112919184835	NA
541	Rand.Uni.50.5.10.gexf	2	6.58735189391711	1	Rand	Uni	50	5	10	gexf	5.05068686996042	1.30424872171272	5.0555666013224	1.3029898354408	1.30424872171272	NA
542	Rand.Uni.50.5.10.gexf	3	6.58735189391711	1	Rand	Uni	50	5	10	gexf	4.37842641999581	1.50450213433606	4.11096901008618	1.60238422565463	1.60238422565463	2
543	Rand.Uni.50.5.10.gexf	5	6.58735189391711	1	Rand	Uni	50	5	10	gexf	3.08344121297806	2.13636370500311	2.41607547143247	2.72646776634487	2.72646776634487	2
546	Rand.Uni.50.10.10.gexf	2	9.59266561397791	1	Rand	Uni	50	10	10	gexf	7.64246121948715	1.25518014923229	7.7355643077451	1.24007315204831	1.25518014923229	NA
547	Rand.Uni.50.10.10.gexf	3	9.59266561397791	1	Rand	Uni	50	10	10	gexf	6.77673338022847	1.41552944106745	6.91518309029876	1.3871889563467	1.41552944106745	NA
548	Rand.Uni.50.10.10.gexf	5	9.59266561397791	1	Rand	Uni	50	10	10	gexf	5.09895146279357	1.88130161347376	5.16754742217159	1.85632851143661	1.88130161347376	NA
549	Rand.Uni.50.10.10.gexf	10	9.31800839781415	4	Rand	Uni	50	10	10	gexf	2.34122387503983	3.97997325123623	2.13341527446501	4.36764867550261	4.36764867550261	2
551	Rand.Uni.50.25.10.gexf	2	15.4429522248015	1	Rand	Uni	50	25	10	gexf	13.454285836186	1.14780913775942	13.454285836186	1.14780913775942	1.14780913775942	NA
552	Rand.Uni.50.25.10.gexf	3	15.4429522248015	1	Rand	Uni	50	25	10	gexf	12.4812721017541	1.23728992516966	12.4812721017541	1.23728992516966	1.23728992516966	NA
553	Rand.Uni.50.25.10.gexf	5	15.4429522248015	1	Rand	Uni	50	25	10	gexf	10.5472020338595	1.46417525474769	10.5472020338595	1.46417525474769	1.46417525474769	2
554	Rand.Uni.50.25.10.gexf	10	15.4429522248015	1	Rand	Uni	50	25	10	gexf	6.46613889091943	2.38828031462307	6.46613889091943	2.38828031462307	2.38828031462307	NA
556	Rand.Uni.100.5.10.gexf	2	5.81526335182199	1	Rand	Uni	100	5	10	gexf	4.01403902044644	1.44873114640904	4.21516470256335	1.37960524965622	1.44873114640904	NA
557	Rand.Uni.100.5.10.gexf	3	5.81526335182199	1	Rand	Uni	100	5	10	gexf	3.24353352988631	1.79287906175147	3.53569712298364	1.64472893167804	1.79287906175147	NA
558	Rand.Uni.100.5.10.gexf	5	5.81526335182199	1	Rand	Uni	100	5	10	gexf	1.87154289751278	3.10720281087346	1.97575664710816	2.94330952161218	3.10720281087346	NA
559	Rand.Uni.100.5.10.gexf	10	0.660052588250932	11	Rand	Uni	100	5	10	gexf	0.0600047807500848	11	0.317818787513455	2.07682054737871	11	NA
561	Rand.Uni.100.10.10.gexf	2	6.69305938469187	1	Rand	Uni	100	10	10	gexf	4.70606496857063	1.42221992883467	4.70606496857063	1.42221992883467	1.42221992883467	NA
562	Rand.Uni.100.10.10.gexf	3	6.69305938469187	1	Rand	Uni	100	10	10	gexf	3.74374171808043	1.78779945004424	3.74374171808043	1.78779945004424	1.78779945004424	NA
563	Rand.Uni.100.10.10.gexf	5	6.69305938469187	1	Rand	Uni	100	10	10	gexf	2.46386216085002	2.71649099979797	2.46386216085002	2.71649099979797	2.71649099979797	NA
564	Rand.Uni.100.10.10.gexf	10	4.15140638405847	10	Rand	Uni	100	10	10	gexf	0.49447403593614	8.39560033965994	0.49447403593614	8.39560033965994	8.39560033965994	NA
566	Rand.Uni.100.25.10.gexf	2	18.7674491551428	1	Rand	Uni	100	25	10	gexf	16.7781575482558	1.11856436567398	16.7781575482558	1.11856436567398	1.11856436567398	2
567	Rand.Uni.100.25.10.gexf	3	18.7674491551428	1	Rand	Uni	100	25	10	gexf	15.7990067367807	1.18788791395673	15.7990067367807	1.18788791395673	1.18788791395673	2
568	Rand.Uni.100.25.10.gexf	5	18.7674491551428	1	Rand	Uni	100	25	10	gexf	13.9917810435154	1.34131952871294	13.9917810435154	1.34131952871294	1.34131952871294	2
569	Rand.Uni.100.25.10.gexf	10	18.7674491551428	1	Rand	Uni	100	25	10	gexf	10.3075334346297	1.82075074256764	10.3075334346297	1.82075074256764	1.82075074256764	NA
571	Rand.Uni.500.5.10.gexf	2	4.17016564581654	1	Rand	Uni	500	5	10	gexf	2.66923832475178	1.56230547386747	2.66923832475178	1.56230547386747	1.56230547386747	NA
572	Rand.Uni.500.5.10.gexf	3	4.17016564581654	1	Rand	Uni	500	5	10	gexf	1.9620106529949	2.12545514951767	1.9620106529949	2.12545514951767	2.12545514951767	NA
573	Rand.Uni.500.5.10.gexf	5	3.92402130598979	4	Rand	Uni	500	5	10	gexf	1.15976336317622	3.38346720596792	1.15976336317622	3.38346720596792	3.38346720596792	NA
574	Rand.Uni.500.5.10.gexf	10	1.57601542017179	11	Rand	Uni	500	5	10	gexf	0.174576114438029	9.02766925043029	0.174576114438029	9.02766925043029	9.02766925043029	NA
576	Rand.Uni.500.10.10.gexf	2	10.6094197710989	1	Rand	Uni	500	10	10	gexf	8.7487580078104	1.21267724648772	8.7487580078104	1.21267724648772	1.21267724648772	NA
577	Rand.Uni.500.10.10.gexf	3	10.6094197710989	1	Rand	Uni	500	10	10	gexf	7.86663332417837	1.34866077188198	7.86663332417837	1.34866077188198	1.34866077188198	NA
578	Rand.Uni.500.10.10.gexf	5	10.6094197710989	1	Rand	Uni	500	10	10	gexf	6.2400318795986	1.7002188411546	6.2400318795986	1.7002188411546	1.7002188411546	NA
579	Rand.Uni.500.10.10.gexf	10	10.6094197710989	1	Rand	Uni	500	10	10	gexf	2.98101214587571	3.55899917609436	2.98101214587571	3.55899917609436	3.55899917609436	NA
581	Rand.Uni.500.25.10.gexf	2	18.4673728355969	1	Rand	Uni	500	25	10	gexf	16.5689260451196	1.11457874730732	16.5689260451196	1.11457874730732	1.11457874730732	NA
582	Rand.Uni.500.25.10.gexf	3	18.4673728355969	1	Rand	Uni	500	25	10	gexf	15.6619606633413	1.17912266749731	15.6619606633413	1.17912266749731	1.17912266749731	2
583	Rand.Uni.500.25.10.gexf	5	18.4673728355969	1	Rand	Uni	500	25	10	gexf	13.9422582121166	1.32456109725092	13.9422582121167	1.32456109725092	1.32456109725092	NA
584	Rand.Uni.500.25.10.gexf	10	18.4673728355969	1	Rand	Uni	500	25	10	gexf	10.0823537904559	1.8316529274224	10.0823537904559	1.8316529274224	1.8316529274224	2
586	Rand.Uni.1000.5.10.gexf	2	2.72857569382483	1	Rand	Uni	1000	5	10	gexf	1.33100490554836	2.05001174860486	1.33100490554836	2.05001174860486	2.05001174860486	2
587	Rand.Uni.1000.5.10.gexf	3	2.66200981109672	3	Rand	Uni	1000	5	10	gexf	0.890323362410414	2.98993593056991	0.890323362410414	2.98993593056991	2.98993593056991	NA
588	Rand.Uni.1000.5.10.gexf	5	1.18311901780098	6	Rand	Uni	1000	5	10	gexf	0.19718650296683	6	0.19718650296683	6	6	NA
591	Rand.Uni.1000.10.10.gexf	2	5.10509800102205	1	Rand	Uni	1000	10	10	gexf	3.25080088588888	1.57041239381419	3.25080088588888	1.57041239381419	1.57041239381419	2
592	Rand.Uni.1000.10.10.gexf	3	5.10509800102205	1	Rand	Uni	1000	10	10	gexf	2.57630470547641	1.98155831108418	2.57630470547641	1.98155831108418	1.98155831108418	2
593	Rand.Uni.1000.10.10.gexf	5	4.87620132883332	3	Rand	Uni	1000	10	10	gexf	1.44278961098217	3.37970365999092	1.44278961098217	3.37970365999092	3.37970365999092	2
596	Rand.Uni.1000.25.10.gexf	2	22.9382941679046	1	Rand	Uni	1000	25	10	gexf	21.014404390338	1.09155100196184	21.4010556495734	1.07183003228917	1.09155100196184	NA
597	Rand.Uni.1000.25.10.gexf	3	22.9382941679046	1	Rand	Uni	1000	25	10	gexf	20.0701735571128	1.14290462424902	20.4695751968019	1.12060430894963	1.14290462424902	NA
598	Rand.Uni.1000.25.10.gexf	5	22.9382941679046	1	Rand	Uni	1000	25	10	gexf	18.2031017096472	1.26013107731788	18.6248996084618	1.23159290251869	1.26013107731788	NA
599	Rand.Uni.1000.25.10.gexf	10	22.9382941679046	1	Rand	Uni	1000	25	10	gexf	14.0731627316006	1.62993170798756	14.2248171904791	1.61255458405874	1.62993170798756	NA
601	Rand.Uni.50.5.11.gexf	2	5.21393015981015	1	Rand	Uni	50	5	11	gexf	3.29714627901766	1.58134632757743	3.96824287264998	1.31391407409706	1.58134632757743	NA
602	Rand.Uni.50.5.11.gexf	3	5.21393015981015	1	Rand	Uni	50	5	11	gexf	2.47116417071644	2.10990844784647	2.47116417071644	2.10990844784647	2.10990844784647	2
603	Rand.Uni.50.5.11.gexf	5	4.94232834143289	4	Rand	Uni	50	5	11	gexf	1.21259709850603	4.07582068893455	1.47228060370085	3.35692009322776	4.07582068893455	NA
606	Rand.Uni.50.10.11.gexf	2	8.91033252615066	1	Rand	Uni	50	10	11	gexf	7.07552602936505	1.25931732696209	7.07552602936505	1.25931732696209	1.25931732696209	NA
607	Rand.Uni.50.10.11.gexf	3	8.91033252615066	1	Rand	Uni	50	10	11	gexf	6.25990774913974	1.42339677887029	6.25990774913974	1.42339677887029	1.42339677887029	NA
608	Rand.Uni.50.10.11.gexf	5	8.91033252615066	1	Rand	Uni	50	10	11	gexf	4.72708274942571	1.8849537861873	4.72708274942571	1.8849537861873	1.8849537861873	NA
609	Rand.Uni.50.10.11.gexf	10	8.60737315506714	5	Rand	Uni	50	10	11	gexf	1.55162101758094	5.54734246155449	1.55162101758094	5.54734246155449	5.54734246155449	NA
611	Rand.Uni.50.25.11.gexf	2	15.9632357686729	1	Rand	Uni	50	25	11	gexf	14.0549745967296	1.1357712288137	14.0549745967297	1.1357712288137	1.1357712288137	NA
612	Rand.Uni.50.25.11.gexf	3	15.9632357686729	1	Rand	Uni	50	25	11	gexf	13.1357578903078	1.21525045619571	13.1357578903078	1.21525045619571	1.21525045619571	NA
613	Rand.Uni.50.25.11.gexf	5	15.9632357686729	1	Rand	Uni	50	25	11	gexf	11.5552750703936	1.38146739661552	11.5552750703936	1.38146739661552	1.38146739661552	NA
614	Rand.Uni.50.25.11.gexf	10	15.9632357686729	2	Rand	Uni	50	25	11	gexf	7.91914129014515	2.01577862849071	7.91914129014515	2.01577862849071	2.01577862849071	2
616	Rand.Uni.100.5.11.gexf	2	5.98013279111096	1	Rand	Uni	100	5	11	gexf	4.19273940555773	1.42630681582164	4.19273940555773	1.42630681582164	1.42630681582164	NA
617	Rand.Uni.100.5.11.gexf	3	5.98013279111096	1	Rand	Uni	100	5	11	gexf	3.34253976082822	1.78909847571392	3.34253976082822	1.78909847571392	1.78909847571392	NA
618	Rand.Uni.100.5.11.gexf	5	5.98013279111096	1	Rand	Uni	100	5	11	gexf	1.97596750990664	3.02643275313444	1.97596750990664	3.02643275313444	3.02643275313444	NA
621	Rand.Uni.100.10.11.gexf	2	8.67586824311774	1	Rand	Uni	100	10	11	gexf	6.99908531807479	1.23957172242389	6.99908531807479	1.23957172242389	1.23957172242389	2
622	Rand.Uni.100.10.11.gexf	3	8.67586824311774	1	Rand	Uni	100	10	11	gexf	6.26244009924313	1.38538143369488	6.26244009924313	1.38538143369488	1.38538143369488	NA
623	Rand.Uni.100.10.11.gexf	5	8.67586824311774	1	Rand	Uni	100	10	11	gexf	4.84991662483679	1.78886956503293	4.84991662483678	1.78886956503293	1.78886956503293	2
624	Rand.Uni.100.10.11.gexf	10	8.5544376109803	5	Rand	Uni	100	10	11	gexf	2.05537789632103	4.16197801206877	2.05537789632103	4.16197801206877	4.16197801206877	NA
626	Rand.Uni.100.25.11.gexf	2	20.6453741875906	1	Rand	Uni	100	25	11	gexf	18.7188619946964	1.10291823260623	18.7188619946964	1.10291823260623	1.10291823260623	NA
627	Rand.Uni.100.25.11.gexf	3	20.6453741875906	1	Rand	Uni	100	25	11	gexf	17.7768417631685	1.16136344479171	17.7768417631685	1.16136344479171	1.16136344479171	2
628	Rand.Uni.100.25.11.gexf	5	20.6453741875906	1	Rand	Uni	100	25	11	gexf	15.9250420553147	1.296409398222	15.9250420553147	1.296409398222	1.296409398222	NA
629	Rand.Uni.100.25.11.gexf	10	20.6453741875906	1	Rand	Uni	100	25	11	gexf	11.6693478088862	1.76919691877459	11.6693478088862	1.76919691877459	1.76919691877459	NA
631	Rand.Uni.500.5.11.gexf	2	3.9770600194017	1	Rand	Uni	500	5	11	gexf	2.22385661415491	1.78836171095187	2.22385661415491	1.78836171095187	1.78836171095187	NA
632	Rand.Uni.500.5.11.gexf	3	3.9770600194017	1	Rand	Uni	500	5	11	gexf	1.44490849709788	2.75246496742852	1.44490849709788	2.75246496742852	2.75246496742852	NA
633	Rand.Uni.500.5.11.gexf	5	1.57950345206257	6	Rand	Uni	500	5	11	gexf	0.263250575343762	6	0.263250575343762	6	6	NA
636	Rand.Uni.500.10.11.gexf	2	7.88236781213907	1	Rand	Uni	500	10	11	gexf	5.93690342168858	1.32769008559973	5.93690342168859	1.32769008559973	1.32769008559973	NA
637	Rand.Uni.500.10.11.gexf	3	7.88236781213907	1	Rand	Uni	500	10	11	gexf	5.05101424511227	1.56055149117162	5.05101424511227	1.56055149117162	1.56055149117162	NA
638	Rand.Uni.500.10.11.gexf	5	7.88236781213907	1	Rand	Uni	500	10	11	gexf	3.39327432772632	2.32293856931417	3.39327432772632	2.32293856931417	2.32293856931417	NA
639	Rand.Uni.500.10.11.gexf	10	4.91078767615697	10	Rand	Uni	500	10	11	gexf	0.592998037591521	8.28128824186717	0.592998037591521	8.28128824186717	8.28128824186717	NA
641	Rand.Uni.500.25.11.gexf	2	22.0719664620987	1	Rand	Uni	500	25	11	gexf	20.2403884913901	1.09049124583195	20.2403884913901	1.09049124583195	1.09049124583195	NA
642	Rand.Uni.500.25.11.gexf	3	22.0719664620987	1	Rand	Uni	500	25	11	gexf	19.3433973384575	1.14105945692468	19.3433973384575	1.14105945692468	1.14105945692468	2
643	Rand.Uni.500.25.11.gexf	5	22.0719664620987	1	Rand	Uni	500	25	11	gexf	17.5818401331424	1.25538432240049	17.5818401331424	1.25538432240049	1.25538432240049	NA
644	Rand.Uni.500.25.11.gexf	10	22.0719664620987	2	Rand	Uni	500	25	11	gexf	13.6381995748157	1.61839298076095	13.6381995748157	1.61839298076095	1.61839298076095	2
646	Rand.Uni.1000.5.11.gexf	2	3.42996480254423	1	Rand	Uni	1000	5	11	gexf	1.89745781678504	1.8076632704045	1.89745781678504	1.8076632704045	1.8076632704045	NA
647	Rand.Uni.1000.5.11.gexf	3	3.3479180761772	2	Rand	Uni	1000	5	11	gexf	1.41937591138425	2.35872544357339	1.41937591138425	2.35872544357339	2.35872544357339	2
648	Rand.Uni.1000.5.11.gexf	5	2.8387518227685	4	Rand	Uni	1000	5	11	gexf	0.554718270805848	5.11746587802958	0.554718270805848	5.11746587802958	5.11746587802958	NA
651	Rand.Uni.1000.10.11.gexf	2	9.046391698073	1	Rand	Uni	1000	10	11	gexf	7.14625163121166	1.2658932493452	9.04639169807299	1	1.2658932493452	NA
652	Rand.Uni.1000.10.11.gexf	3	9.046391698073	1	Rand	Uni	1000	10	11	gexf	6.21109600793302	1.45648878821365	8.72933091231954	1.03632131591048	1.45648878821365	NA
653	Rand.Uni.1000.10.11.gexf	5	9.046391698073	1	Rand	Uni	1000	10	11	gexf	4.72219898567624	1.91571590386454	7.00735774482278	1.2909847088593	1.91571590386454	NA
654	Rand.Uni.1000.10.11.gexf	10	8.46872730674855	5	Rand	Uni	1000	10	11	gexf	2.56087773832833	3.30696275733832	3.51179042826332	2.41151272541527	3.30696275733832	NA
656	Rand.Uni.1000.25.11.gexf	2	22.6484307425147	1	Rand	Uni	1000	25	11	gexf	20.7430295755754	1.09185741938019	20.7430295755754	1.09185741938019	1.09185741938019	2
657	Rand.Uni.1000.25.11.gexf	3	22.6484307425147	1	Rand	Uni	1000	25	11	gexf	19.8326427807252	1.14197744561436	19.8326427807252	1.14197744561436	1.14197744561436	2
658	Rand.Uni.1000.25.11.gexf	5	22.6484307425147	1	Rand	Uni	1000	25	11	gexf	18.0538433421357	1.2544935897198	18.0538433421357	1.2544935897198	1.2544935897198	2
659	Rand.Uni.1000.25.11.gexf	10	22.6484307425147	1	Rand	Uni	1000	25	11	gexf	13.7352372695189	1.64892897720637	13.7352372695189	1.64892897720637	1.64892897720637	2
661	Rand.Uni.50.5.12.gexf	2	1.40758345185994	2	Rand	Uni	50	5	12	gexf	0.509319378805011	2.76365579327156	0.509319378805011	2.76365579327156	2.76365579327156	NA
666	Rand.Uni.50.10.12.gexf	2	9.47270717945983	1	Rand	Uni	50	10	12	gexf	7.67809665848869	1.23373117073058	7.67809665848869	1.23373117073058	1.23373117073058	NA
667	Rand.Uni.50.10.12.gexf	3	9.47270717945983	1	Rand	Uni	50	10	12	gexf	6.79093939905423	1.39490380090553	6.79093939905423	1.39490380090553	1.39490380090553	NA
668	Rand.Uni.50.10.12.gexf	5	9.47270717945983	1	Rand	Uni	50	10	12	gexf	5.07997327465416	1.86471594776347	5.07997327465416	1.86471594776347	1.86471594776347	NA
669	Rand.Uni.50.10.12.gexf	10	9.2906512722443	6	Rand	Uni	50	10	12	gexf	2.0254717517993	4.58690735330723	2.0254717517993	4.58690735330723	4.58690735330723	NA
671	Rand.Uni.50.25.12.gexf	2	18.5453016525742	1	Rand	Uni	50	25	12	gexf	16.6223845939275	1.11568238286035	16.6223845939275	1.11568238286035	1.11568238286035	NA
672	Rand.Uni.50.25.12.gexf	3	18.5453016525742	1	Rand	Uni	50	25	12	gexf	15.7121724197572	1.18031429118322	15.7121724197572	1.18031429118322	1.18031429118322	NA
673	Rand.Uni.50.25.12.gexf	5	18.5453016525742	1	Rand	Uni	50	25	12	gexf	13.9344900331753	1.33089202463969	13.9344900331753	1.33089202463969	1.33089202463969	NA
674	Rand.Uni.50.25.12.gexf	10	18.5453016525742	1	Rand	Uni	50	25	12	gexf	10.1555034537875	1.82613316385194	10.1555034537875	1.82613316385194	1.82613316385194	NA
676	Rand.Uni.100.5.12.gexf	2	4.65133473764132	1	Rand	Uni	100	5	12	gexf	3.01275345857947	1.5438816357162	3.08522089535975	1.50761805893284	1.5438816357162	NA
677	Rand.Uni.100.5.12.gexf	3	4.65133473764132	1	Rand	Uni	100	5	12	gexf	2.44199367857856	1.90472841041455	2.44199367857856	1.90472841041455	1.90472841041455	NA
678	Rand.Uni.100.5.12.gexf	5	4.38717681043279	2	Rand	Uni	100	5	12	gexf	1.47223696849274	2.97993930618679	1.64569991362303	2.66584252336403	2.97993930618679	NA
681	Rand.Uni.100.10.12.gexf	2	9.36500993473356	1	Rand	Uni	100	10	12	gexf	7.75895409240956	1.20699385808909	7.75895409240956	1.20699385808909	1.20699385808909	NA
682	Rand.Uni.100.10.12.gexf	3	9.36500993473356	1	Rand	Uni	100	10	12	gexf	6.99080211628157	1.33961879895334	6.99080211628157	1.33961879895334	1.33961879895334	2
683	Rand.Uni.100.10.12.gexf	5	9.36500993473356	1	Rand	Uni	100	10	12	gexf	5.50469007211047	1.70127833030626	5.50469007211047	1.70127833030626	1.70127833030626	NA
684	Rand.Uni.100.10.12.gexf	10	9.36500993473356	2	Rand	Uni	100	10	12	gexf	2.70317112962869	3.46445322387708	2.70317112962869	3.46445322387708	3.46445322387708	2
686	Rand.Uni.100.25.12.gexf	2	18.433176494229	1	Rand	Uni	100	25	12	gexf	16.5767770207087	1.11198796190605	16.5767770207087	1.11198796190605	1.11198796190605	2
687	Rand.Uni.100.25.12.gexf	3	18.433176494229	1	Rand	Uni	100	25	12	gexf	15.7050330516792	1.17371141044865	15.7050330516792	1.17371141044865	1.17371141044865	NA
688	Rand.Uni.100.25.12.gexf	5	18.433176494229	1	Rand	Uni	100	25	12	gexf	14.0426505865548	1.31265649462773	14.0426505865548	1.31265649462773	1.31265649462773	2
689	Rand.Uni.100.25.12.gexf	10	18.433176494229	1	Rand	Uni	100	25	12	gexf	10.3103586866984	1.78783076848819	10.3103586866984	1.78783076848819	1.78783076848819	2
691	Rand.Uni.500.5.12.gexf	2	4.50748820929113	1	Rand	Uni	500	5	12	gexf	3.13661847213545	1.43705339024621	3.13661847213545	1.43705339024621	1.43705339024621	2
692	Rand.Uni.500.5.12.gexf	3	4.50748820929113	1	Rand	Uni	500	5	12	gexf	2.6264789368275	1.71617146670732	2.6264789368275	1.71617146670732	1.71617146670732	NA
693	Rand.Uni.500.5.12.gexf	5	4.48612489733889	2	Rand	Uni	500	5	12	gexf	1.699942814175	2.63898577053962	1.699942814175	2.63898577053962	2.63898577053962	NA
694	Rand.Uni.500.5.12.gexf	10	0.807576704624902	10	Rand	Uni	500	5	12	gexf	0.150211368524691	5.37626887070239	0.150211368524691	5.37626887070239	5.37626887070239	NA
696	Rand.Uni.500.10.12.gexf	2	9.57526807280804	1	Rand	Uni	500	10	12	gexf	7.67057972360641	1.24831087321078	7.67057972360641	1.24831087321078	1.24831087321078	NA
697	Rand.Uni.500.10.12.gexf	3	9.57526807280804	1	Rand	Uni	500	10	12	gexf	6.77329508555858	1.41367945023148	6.77329508555859	1.41367945023148	1.41367945023148	NA
698	Rand.Uni.500.10.12.gexf	5	9.57526807280804	1	Rand	Uni	500	10	12	gexf	5.21412617364655	1.83640896938853	5.21412617364655	1.83640896938854	1.83640896938854	2
699	Rand.Uni.500.10.12.gexf	10	9.26548490192651	6	Rand	Uni	500	10	12	gexf	2.36453477203347	3.918523428589	2.30520744058291	4.01937141916546	4.01937141916546	2
701	Rand.Uni.500.25.12.gexf	2	20.5860838804466	1	Rand	Uni	500	25	12	gexf	18.6785271315163	1.10212565131604	18.6785271315163	1.10212565131604	1.10212565131604	NA
702	Rand.Uni.500.25.12.gexf	3	20.5860838804466	1	Rand	Uni	500	25	12	gexf	17.7544444677116	1.15948904613066	17.7544444677116	1.15948904613066	1.15948904613066	NA
703	Rand.Uni.500.25.12.gexf	5	20.5860838804466	1	Rand	Uni	500	25	12	gexf	15.9190753725044	1.29317082799941	15.9190753725044	1.29317082799941	1.29317082799941	NA
704	Rand.Uni.500.25.12.gexf	10	20.5860838804466	1	Rand	Uni	500	25	12	gexf	11.7347900601182	1.75427798665189	11.7347900601182	1.75427798665189	1.75427798665189	NA
706	Rand.Uni.1000.5.12.gexf	2	5.25313094626251	1	Rand	Uni	1000	5	12	gexf	3.28289656357318	1.60015122150083	3.28289656357318	1.60015122150083	1.60015122150083	2
707	Rand.Uni.1000.5.12.gexf	3	5.25313094626251	1	Rand	Uni	1000	5	12	gexf	2.34380434256763	2.24128390363324	2.34380434256763	2.24128390363324	2.24128390363324	2
708	Rand.Uni.1000.5.12.gexf	5	4.68760868513525	4	Rand	Uni	1000	5	12	gexf	1.2070949773857	3.8833801589396	1.2070949773857	3.8833801589396	3.8833801589396	NA
711	Rand.Uni.1000.10.12.gexf	2	9.62363097053809	1	Rand	Uni	1000	10	12	gexf	7.65261639462224	1.25756087516695	8.77595232159733	1.09659107272662	1.25756087516695	NA
712	Rand.Uni.1000.10.12.gexf	3	9.62363097053809	1	Rand	Uni	1000	10	12	gexf	6.6943478194692	1.43757558317326	7.87320856345813	1.22232643692486	1.43757558317326	NA
713	Rand.Uni.1000.10.12.gexf	5	9.62363097053809	1	Rand	Uni	1000	10	12	gexf	5.26393889511319	1.82821859491421	6.29746449755415	1.52817550210498	1.82821859491421	NA
714	Rand.Uni.1000.10.12.gexf	10	9.20472825177015	4	Rand	Uni	1000	10	12	gexf	2.62093943918168	3.51199578065951	3.4203409390476	2.69117272687244	3.51199578065951	NA
716	Rand.Uni.1000.25.12.gexf	2	22.3760617239992	1	Rand	Uni	1000	25	12	gexf	20.3866709604352	1.09758291422003	20.3866709604352	1.09758291422003	1.09758291422003	NA
717	Rand.Uni.1000.25.12.gexf	3	22.3760617239992	1	Rand	Uni	1000	25	12	gexf	19.4149805706457	1.15251527770419	19.4149805706457	1.15251527770419	1.15251527770419	NA
718	Rand.Uni.1000.25.12.gexf	5	22.3760617239992	1	Rand	Uni	1000	25	12	gexf	17.649752624342	1.26778330553703	17.649752624342	1.26778330553704	1.26778330553704	2
719	Rand.Uni.1000.25.12.gexf	10	22.3760617239992	1	Rand	Uni	1000	25	12	gexf	13.6909698597765	1.63436644395363	13.6909698597765	1.63436644395363	1.63436644395363	2
721	Rand.Uni.50.5.13.gexf	2	4.80230614805752	1	Rand	Uni	50	5	13	gexf	3.02603174556659	1.58699794048536	3.02603174556659	1.58699794048536	1.58699794048536	NA
722	Rand.Uni.50.5.13.gexf	3	4.80230614805752	1	Rand	Uni	50	5	13	gexf	2.19614802329655	2.18669511213045	2.19614802329655	2.18669511213045	2.18669511213045	2
723	Rand.Uni.50.5.13.gexf	5	4.25862476202136	6	Rand	Uni	50	5	13	gexf	1.02265454370913	4.16428479022396	1.02265454370913	4.16428479022396	4.16428479022396	2
726	Rand.Uni.50.10.13.gexf	2	8.87304868119463	1	Rand	Uni	50	10	13	gexf	7.23790854824169	1.22591334527847	7.23790854824169	1.22591334527847	1.22591334527847	NA
727	Rand.Uni.50.10.13.gexf	3	8.87304868119463	1	Rand	Uni	50	10	13	gexf	6.55962835073957	1.35267551860529	6.55962835073958	1.35267551860529	1.35267551860529	NA
728	Rand.Uni.50.10.13.gexf	5	8.87304868119463	1	Rand	Uni	50	10	13	gexf	5.2547649342414	1.68857195178714	5.2547649342414	1.68857195178714	1.68857195178714	NA
729	Rand.Uni.50.10.13.gexf	10	8.73744402101837	3	Rand	Uni	50	10	13	gexf	2.66964953594823	3.27288054231992	2.66964953594823	3.27288054231992	3.27288054231992	NA
731	Rand.Uni.50.25.13.gexf	2	22.8347430344592	1	Rand	Uni	50	25	13	gexf	20.854142950734	1.0949739381956	21.0828369125545	1.08309631807006	1.0949739381956	NA
732	Rand.Uni.50.25.13.gexf	3	22.8347430344592	1	Rand	Uni	50	25	13	gexf	19.8994177600572	1.14750809846778	20.460285597134	1.11605201824054	1.14750809846778	NA
733	Rand.Uni.50.25.13.gexf	5	22.8347430344592	1	Rand	Uni	50	25	13	gexf	18.0853092909712	1.26261280175391	19.0342133357506	1.19966833573155	1.26261280175391	NA
734	Rand.Uni.50.25.13.gexf	10	22.8347430344592	1	Rand	Uni	50	25	13	gexf	13.8761758204929	1.64560779063752	15.9207162396033	1.43427862734323	1.64560779063752	NA
736	Rand.Uni.100.5.13.gexf	2	4.8167957029563	1	Rand	Uni	100	5	13	gexf	3.05810295185133	1.57509272212051	3.05810295185133	1.57509272212051	1.57509272212051	NA
737	Rand.Uni.100.5.13.gexf	3	4.8167957029563	1	Rand	Uni	100	5	13	gexf	2.36828089928767	2.03387854219704	2.36828089928767	2.03387854219704	2.03387854219704	NA
738	Rand.Uni.100.5.13.gexf	5	4.587154427777	3	Rand	Uni	100	5	13	gexf	1.14537499993297	4.00493674826623	1.14537499993297	4.00493674826623	4.00493674826623	NA
