construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
1076	cut	cap	first	Rand.Uni.50.25.72.gexf	50	1250	2	1	[35, 35, 35, 35]	18.8124595805035	16.8235701470866	16.82357014708658	inf	254	0	0	0	0	[18.812459580503518, 16.82357014708658]	Rand	Uni	50	25	72	gexf
1077	cut	cap	first	Rand.Uni.50.25.72.gexf	50	1250	3	2	[35, 35, 35, 35]	18.8124595805035	15.8605213703565	15.860521370356475	inf	303	0	0	0	0	[18.812459580503518, 15.860521370356475]	Rand	Uni	50	25	72	gexf
1078	cut	cap	first	Rand.Uni.50.25.72.gexf	50	1250	5	3	[35, 35, 35, 35]	18.8124595805035	14.0942100561782	14.094210056178227	inf	873	0	0	0	0	[18.812459580503518, 14.094210056178227]	Rand	Uni	50	25	72	gexf
1079	cut	cap	first	Rand.Uni.50.25.72.gexf	50	1250	10	4	[35, 35, 35, 35]	18.8124595805035	10.3001788730986	10.300178873098586	inf	561	0	0	0	0	[18.812459580503518, 10.300178873098586]	Rand	Uni	50	25	72	gexf
1081	cut	cap	first	Rand.Uni.50.5.73.gexf	50	250	2	1	[5, 5, 5, 5]	2.64306125697161	1.03353901757663	1.0335390175766346	inf	1730	0	0	0	0	[2.643061256971615, 1.0335390175766346]	Rand	Uni	50	5	73	gexf
1082	cut	cap	first	Rand.Uni.50.5.73.gexf	50	250	3	2	[5, 5, 5, 5]	2.64306125697161	0.421339437855292	0.42133943785529215	inf	4090	0	0	0	0	[2.643061256971615, 0.42133943785529215]	Rand	Uni	50	5	73	gexf
1086	cut	cap	first	Rand.Uni.50.10.73.gexf	50	500	2	1	[19, 19, 19, 19]	9.37648962583638	7.62714581378386	7.627145813783864	inf	493	0	0	0	0	[9.376489625836385, 7.627145813783864]	Rand	Uni	50	10	73	gexf
1087	cut	cap	first	Rand.Uni.50.10.73.gexf	50	500	3	2	[19, 19, 19, 19]	9.37648962583638	6.81640417010749	6.816404170107493	inf	904	0	0	0	0	[9.376489625836385, 6.816404170107493]	Rand	Uni	50	10	73	gexf
1088	cut	cap	first	Rand.Uni.50.10.73.gexf	50	500	5	3	[19, 19, 19, 19]	9.37648962583638	5.28944420737676	5.289444207376763	inf	597	0	0	0	0	[9.376489625836385, 5.289444207376763]	Rand	Uni	50	10	73	gexf
1089	cut	cap	first	Rand.Uni.50.10.73.gexf	50	500	10	4	[19, 19, 19, 19]	9.37648962583638	2.24495258485048	2.2449525848504757	inf	986	0	0	0	0	[9.376489625836385, 2.2449525848504757]	Rand	Uni	50	10	73	gexf
1091	cut	cap	first	Rand.Uni.50.25.73.gexf	50	1250	2	1	[36, 36, 36, 36]	18.5615876558444	16.5755128001757	16.57551280017572	inf	189	0	0	0	0	[18.561587655844384, 16.57551280017572]	Rand	Uni	50	25	73	gexf
1092	cut	cap	first	Rand.Uni.50.25.73.gexf	50	1250	3	2	[36, 36, 36, 36]	18.5615876558444	15.6618477627846	15.66184776278465	inf	844	0	0	0	0	[18.561587655844384, 15.66184776278465]	Rand	Uni	50	25	73	gexf
1093	cut	cap	first	Rand.Uni.50.25.73.gexf	50	1250	5	3	[36, 36, 36, 36]	18.5615876558444	13.9233584695834	13.92335846958345	inf	219	0	0	0	0	[18.561587655844384, 13.92335846958345]	Rand	Uni	50	25	73	gexf
1094	cut	cap	first	Rand.Uni.50.25.73.gexf	50	1250	10	4	[36, 36, 36, 36]	18.5615876558444	10.0008735588042	10.000873558804157	inf	564	0	0	0	0	[18.561587655844384, 10.000873558804157]	Rand	Uni	50	25	73	gexf
1096	cut	cap	first	Rand.Uni.50.5.74.gexf	50	250	2	1	[9, 9, 9, 9]	4.24320136325587	3.04407779025424	3.044077790254236	inf	2231	0	0	0	0	[4.243201363255873, 3.044077790254236]	Rand	Uni	50	5	74	gexf
1097	cut	cap	first	Rand.Uni.50.5.74.gexf	50	250	3	2	[9, 9, 9, 9]	4.24320136325587	2.47439647974855	2.4743964797485494	inf	3627	0	0	0	0	[4.243201363255873, 2.4743964797485494]	Rand	Uni	50	5	74	gexf
1098	cut	cap	first	Rand.Uni.50.5.74.gexf	50	250	5	3	[9, 9, 9, 9]	4.24320136325587	1.39672506633798	1.3967250663379804	inf	1381	0	0	0	0	[4.243201363255873, 1.3967250663379804]	Rand	Uni	50	5	74	gexf
1101	cut	cap	first	Rand.Uni.50.10.74.gexf	50	500	2	1	[21, 21, 21, 21]	11.286177559184	9.35540373588521	9.355403735885215	inf	447	0	0	0	0	[11.286177559183963, 9.355403735885215]	Rand	Uni	50	10	74	gexf
1102	cut	cap	first	Rand.Uni.50.10.74.gexf	50	500	3	2	[21, 21, 21, 21]	11.286177559184	8.47648685827646	8.47648685827646	inf	1069	0	0	0	0	[11.286177559183963, 8.47648685827646]	Rand	Uni	50	10	74	gexf
1103	cut	cap	first	Rand.Uni.50.10.74.gexf	50	500	5	3	[21, 21, 21, 21]	11.286177559184	6.80546787002296	6.805467870022955	inf	553	0	0	0	0	[11.286177559183963, 6.805467870022955]	Rand	Uni	50	10	74	gexf
1104	cut	cap	first	Rand.Uni.50.10.74.gexf	50	500	10	4	[21, 21, 21, 21]	11.286177559184	3.31835296715504	3.3183529671550374	inf	924	0	0	0	0	[11.286177559183963, 3.3183529671550374]	Rand	Uni	50	10	74	gexf
1106	cut	cap	first	Rand.Uni.50.25.74.gexf	50	1250	2	1	[39, 39, 39, 39]	21.6142035438145	19.626467656127	19.626467656126998	inf	192	0	0	0	0	[21.614203543814465, 19.626467656126998]	Rand	Uni	50	25	74	gexf
1107	cut	cap	first	Rand.Uni.50.25.74.gexf	50	1250	3	2	[39, 39, 39, 39]	21.6142035438145	18.6469146840648	18.64691468406484	inf	254	0	0	0	0	[21.614203543814465, 18.64691468406484]	Rand	Uni	50	25	74	gexf
1108	cut	cap	first	Rand.Uni.50.25.74.gexf	50	1250	5	3	[39, 39, 39, 39]	21.6142035438145	16.7980839794354	16.798083979435393	inf	522	0	0	0	0	[21.614203543814465, 16.798083979435393]	Rand	Uni	50	25	74	gexf
1109	cut	cap	first	Rand.Uni.50.25.74.gexf	50	1250	10	4	[39, 39, 39, 39]	21.6142035438145	12.6121726169837	12.612172616983695	inf	409	0	0	0	0	[21.614203543814465, 12.612172616983695]	Rand	Uni	50	25	74	gexf
1111	cut	cap	first	Rand.Uni.50.5.75.gexf	50	250	2	1	[8, 8, 8, 8]	3.49298251280124	1.87660480083893	1.8766048008389267	inf	2189	0	0	0	0	[3.4929825128012433, 1.8766048008389267]	Rand	Uni	50	5	75	gexf
1112	cut	cap	first	Rand.Uni.50.5.75.gexf	50	250	3	2	[8, 8, 8, 8]	3.49298251280124	1.17244747001936	1.1724474700193632	inf	2213	0	0	0	0	[3.4929825128012433, 1.1724474700193632]	Rand	Uni	50	5	75	gexf
1113	cut	cap	first	Rand.Uni.50.5.75.gexf	50	250	5	3	[8, 8, 8, 8]	3.49298251280124	0.271197709087965	0.2711977090879646	inf	1352	0	0	0	0	[3.4929825128012433, 0.2711977090879646]	Rand	Uni	50	5	75	gexf
1116	cut	cap	first	Rand.Uni.50.10.75.gexf	50	500	2	1	[17, 17, 17, 17]	7.29033342086511	5.61844893810672	5.618448938106721	inf	924	0	0	0	0	[7.290333420865106, 5.618448938106721]	Rand	Uni	50	10	75	gexf
1117	cut	cap	first	Rand.Uni.50.10.75.gexf	50	500	3	2	[17, 17, 17, 17]	7.29033342086511	4.90481581282864	4.904815812828641	inf	736	0	0	0	0	[7.290333420865106, 4.904815812828641]	Rand	Uni	50	10	75	gexf
1118	cut	cap	first	Rand.Uni.50.10.75.gexf	50	500	5	3	[17, 17, 17, 17]	7.29033342086511	3.6056233237142	3.605623323714201	inf	2153	0	0	0	0	[7.290333420865106, 3.605623323714201]	Rand	Uni	50	10	75	gexf
1119	cut	cap	first	Rand.Uni.50.10.75.gexf	50	500	10	4	[17, 17, 17, 17]	7.29033342086511	1.38064596328489	1.3806459632848855	inf	1432	0	0	0	0	[7.290333420865106, 1.3806459632848855]	Rand	Uni	50	10	75	gexf
1121	cut	cap	first	Rand.Uni.50.25.75.gexf	50	1250	2	1	[39, 39, 39, 39]	19.1393194337119	17.2074946927207	17.20749469272067	inf	245	0	0	0	0	[19.139319433711872, 17.20749469272067]	Rand	Uni	50	25	75	gexf
1122	cut	cap	first	Rand.Uni.50.25.75.gexf	50	1250	3	2	[39, 39, 39, 39]	19.1393194337119	16.3110358364401	16.311035836440126	inf	216	0	0	0	0	[19.139319433711872, 16.311035836440126]	Rand	Uni	50	25	75	gexf
1123	cut	cap	first	Rand.Uni.50.25.75.gexf	50	1250	5	3	[39, 39, 39, 39]	19.1393194337119	14.7153511905701	14.715351190570074	inf	393	0	0	0	0	[19.139319433711872, 14.715351190570074]	Rand	Uni	50	25	75	gexf
1124	cut	cap	first	Rand.Uni.50.25.75.gexf	50	1250	10	4	[39, 39, 39, 39]	19.1393194337119	11.1206902494148	11.120690249414832	inf	400	0	0	0	0	[19.139319433711872, 11.120690249414832]	Rand	Uni	50	25	75	gexf
1126	cut	cap	first	Rand.Uni.50.5.76.gexf	50	250	2	1	[14, 14, 14, 14]	7.61565537470374	5.77489213559797	5.7748921355979705	inf	850	0	0	0	0	[7.615655374703736, 5.7748921355979705]	Rand	Uni	50	5	76	gexf
1127	cut	cap	first	Rand.Uni.50.5.76.gexf	50	250	3	2	[14, 14, 14, 14]	7.61565537470374	4.91963683301283	4.9196368330128255	inf	1074	0	0	0	0	[7.615655374703736, 4.9196368330128255]	Rand	Uni	50	5	76	gexf
1128	cut	cap	first	Rand.Uni.50.5.76.gexf	50	250	5	3	[14, 14, 14, 14]	7.61565537470374	3.37624102779669	3.4720654227859367	3.3762410277966945	2832	1	0	0	0	[7.615655374703736, 3.4720654227859367, 3.3762410277966945]	Rand	Uni	50	5	76	gexf
1129	cut	cap	first	Rand.Uni.50.5.76.gexf	50	250	10	4	[14, 14, 14, 14]	7.61565537470374	0.839992826316855	0.8399928263168546	inf	2367	0	0	0	0	[7.615655374703736, 0.8399928263168546]	Rand	Uni	50	5	76	gexf
1131	cut	cap	first	Rand.Uni.50.10.76.gexf	50	500	2	1	[13, 13, 13, 13]	6.75038589869241	5.0620674605683	5.062067460568302	inf	1292	0	0	0	0	[6.750385898692406, 5.062067460568302]	Rand	Uni	50	10	76	gexf
1132	cut	cap	first	Rand.Uni.50.10.76.gexf	50	500	3	2	[13, 13, 13, 13]	6.75038589869241	4.24715265713449	4.247152657134494	inf	1313	0	0	0	0	[6.750385898692406, 4.247152657134494]	Rand	Uni	50	10	76	gexf
1133	cut	cap	first	Rand.Uni.50.10.76.gexf	50	500	5	3	[13, 13, 13, 13]	6.75038589869241	2.80681385886301	2.806813858863005	inf	979	0	0	0	0	[6.750385898692406, 2.806813858863005]	Rand	Uni	50	10	76	gexf
1134	cut	cap	first	Rand.Uni.50.10.76.gexf	50	500	10	4	[13, 13, 13, 13]	6.75038589869241	0.200063462039522	0.20006346203952186	inf	2377	0	0	0	0	[6.750385898692406, 0.20006346203952186]	Rand	Uni	50	10	76	gexf
1136	cut	cap	first	Rand.Uni.50.25.76.gexf	50	1250	2	1	[36, 36, 36, 36]	18.026242424114	16.1128519152255	16.11285191522548	inf	248	0	0	0	0	[18.026242424114034, 16.11285191522548]	Rand	Uni	50	25	76	gexf
1137	cut	cap	first	Rand.Uni.50.25.76.gexf	50	1250	3	2	[36, 36, 36, 36]	18.026242424114	15.1801132496877	15.180113249687665	inf	519	0	0	0	0	[18.026242424114034, 15.180113249687665]	Rand	Uni	50	25	76	gexf
1138	cut	cap	first	Rand.Uni.50.25.76.gexf	50	1250	5	3	[36, 36, 36, 36]	18.026242424114	13.356265859365	13.356265859365035	inf	255	0	0	0	0	[18.026242424114034, 13.356265859365035]	Rand	Uni	50	25	76	gexf
1139	cut	cap	first	Rand.Uni.50.25.76.gexf	50	1250	10	4	[36, 36, 36, 36]	18.026242424114	9.26060045282647	9.260600452826468	inf	891	0	0	0	0	[18.026242424114034, 9.260600452826468]	Rand	Uni	50	25	76	gexf
1141	cut	cap	first	Rand.Uni.50.5.77.gexf	50	250	2	1	[9, 9, 9, 9]	4.11899256049497	2.63666841235878	2.636668412358781	inf	2840	0	0	0	0	[4.118992560494973, 2.636668412358781]	Rand	Uni	50	5	77	gexf
1142	cut	cap	first	Rand.Uni.50.5.77.gexf	50	250	3	2	[9, 9, 9, 9]	4.11899256049497	2.06701413386303	2.0670141338630255	inf	1256	0	0	0	0	[4.118992560494973, 2.0670141338630255]	Rand	Uni	50	5	77	gexf
1143	cut	cap	first	Rand.Uni.50.5.77.gexf	50	250	5	3	[9, 9, 9, 9]	4.11899256049497	1.0390863374893	1.0390863374892974	inf	3536	0	0	0	0	[4.118992560494973, 1.0390863374892974]	Rand	Uni	50	5	77	gexf
1146	cut	cap	first	Rand.Uni.50.10.77.gexf	50	500	2	1	[14, 14, 14, 14]	6.31964278813977	4.3812077249876	4.381207724987602	inf	737	0	0	0	0	[6.319642788139771, 4.381207724987602]	Rand	Uni	50	10	77	gexf
1147	cut	cap	first	Rand.Uni.50.10.77.gexf	50	500	3	2	[14, 14, 14, 14]	6.31964278813977	3.62961146437283	3.629611464372827	inf	2170	0	0	0	0	[6.319642788139771, 3.629611464372827]	Rand	Uni	50	10	77	gexf
1148	cut	cap	first	Rand.Uni.50.10.77.gexf	50	500	5	3	[14, 14, 14, 14]	6.31964278813977	2.15169065821189	2.151690658211886	inf	986	0	0	0	0	[6.319642788139771, 2.151690658211886]	Rand	Uni	50	10	77	gexf
1149	cut	cap	first	Rand.Uni.50.10.77.gexf	50	500	10	4	[14, 14, 14, 14]	6.31964278813977	0.234752149266289	0.23475214926628885	inf	2351	0	0	0	0	[6.319642788139771, 0.23475214926628885]	Rand	Uni	50	10	77	gexf
1151	cut	cap	first	Rand.Uni.50.25.77.gexf	50	1250	2	1	[36, 36, 36, 36]	17.4060353151094	15.4718555138706	15.471855513870628	inf	250	0	0	0	0	[17.406035315109374, 15.471855513870628]	Rand	Uni	50	25	77	gexf
1152	cut	cap	first	Rand.Uni.50.25.77.gexf	50	1250	3	2	[36, 36, 36, 36]	17.4060353151094	14.5240224583273	14.52402245832735	inf	518	0	0	0	0	[17.406035315109374, 14.52402245832735]	Rand	Uni	50	25	77	gexf
1153	cut	cap	first	Rand.Uni.50.25.77.gexf	50	1250	5	3	[36, 36, 36, 36]	17.4060353151094	12.6525279966107	12.652527996610749	inf	535	0	0	0	0	[17.406035315109374, 12.652527996610749]	Rand	Uni	50	25	77	gexf
1154	cut	cap	first	Rand.Uni.50.25.77.gexf	50	1250	10	4	[36, 36, 36, 36]	17.4060353151094	8.18549363533291	8.185493635332909	inf	572	0	0	0	0	[17.406035315109374, 8.185493635332909]	Rand	Uni	50	25	77	gexf
1156	cut	cap	first	Rand.Uni.50.5.78.gexf	50	250	2	1	[7, 7, 7, 7]	2.94892158757737	1.22817500100048	1.2281750010004835	inf	1061	0	0	0	0	[2.9489215875773667, 1.2281750010004835]	Rand	Uni	50	5	78	gexf
1157	cut	cap	first	Rand.Uni.50.5.78.gexf	50	250	3	2	[7, 7, 7, 7]	2.94892158757737	0.81931132433835	0.8193113243383502	inf	1715	0	0	0	0	[2.9489215875773667, 0.8193113243383502]	Rand	Uni	50	5	78	gexf
1158	cut	cap	first	Rand.Uni.50.5.78.gexf	50	250	5	3	[7, 7, 7, 7]	2.94892158757737	0.166933853265907	0.16693385326590737	inf	1812	0	0	0	0	[2.9489215875773667, 0.16693385326590737]	Rand	Uni	50	5	78	gexf
1161	cut	cap	first	Rand.Uni.50.10.78.gexf	50	500	2	1	[17, 17, 17, 17]	7.79069805571141	5.95576061223096	5.9557606122309625	inf	877	0	0	0	0	[7.7906980557114105, 5.9557606122309625]	Rand	Uni	50	10	78	gexf
1162	cut	cap	first	Rand.Uni.50.10.78.gexf	50	500	3	2	[17, 17, 17, 17]	7.79069805571141	5.13928734834448	5.139287348344484	inf	347	0	0	0	0	[7.7906980557114105, 5.139287348344484]	Rand	Uni	50	10	78	gexf
1163	cut	cap	first	Rand.Uni.50.10.78.gexf	50	500	5	3	[17, 17, 17, 17]	7.79069805571141	3.67017390777325	3.670173907773252	inf	1286	0	0	0	0	[7.7906980557114105, 3.670173907773252]	Rand	Uni	50	10	78	gexf
1164	cut	cap	first	Rand.Uni.50.10.78.gexf	50	500	10	4	[17, 17, 17, 17]	7.79069805571141	1.19988628506099	1.1998862850609855	inf	1385	0	0	0	0	[7.7906980557114105, 1.1998862850609855]	Rand	Uni	50	10	78	gexf
1166	cut	cap	first	Rand.Uni.50.25.78.gexf	50	1250	2	1	[35, 35, 35, 35]	16.8984705383465	14.9931175969301	14.993117596930073	inf	253	0	0	0	0	[16.898470538346544, 14.993117596930073]	Rand	Uni	50	25	78	gexf
1167	cut	cap	first	Rand.Uni.50.25.78.gexf	50	1250	3	2	[35, 35, 35, 35]	16.8984705383465	14.1150029325759	14.115002932575855	inf	306	0	0	0	0	[16.898470538346544, 14.115002932575855]	Rand	Uni	50	25	78	gexf
1168	cut	cap	first	Rand.Uni.50.25.78.gexf	50	1250	5	3	[35, 35, 35, 35]	16.8984705383465	12.4242571955892	12.424257195589242	inf	883	0	0	0	0	[16.898470538346544, 12.424257195589242]	Rand	Uni	50	25	78	gexf
1169	cut	cap	first	Rand.Uni.50.25.78.gexf	50	1250	10	4	[35, 35, 35, 35]	16.8984705383465	8.82189848357393	8.821898483573928	inf	559	0	0	0	0	[16.898470538346544, 8.821898483573928]	Rand	Uni	50	25	78	gexf
1171	cut	cap	first	Rand.Uni.50.5.79.gexf	50	250	2	1	[10, 10, 10, 10]	4.5303564913925	2.92743502321332	2.9274350232133197	inf	852	0	0	0	0	[4.530356491392502, 2.9274350232133197]	Rand	Uni	50	5	79	gexf
1172	cut	cap	first	Rand.Uni.50.5.79.gexf	50	250	3	2	[10, 10, 10, 10]	4.5303564913925	2.26291941614902	2.262919416149024	inf	2245	0	0	0	0	[4.530356491392502, 2.262919416149024]	Rand	Uni	50	5	79	gexf
1173	cut	cap	first	Rand.Uni.50.5.79.gexf	50	250	5	3	[10, 10, 10, 10]	4.5303564913925	1.12754073475361	1.194592675198889	1.1275407347536075	2215	1	0	0	0	[4.530356491392502, 1.194592675198889, 1.1275407347536075]	Rand	Uni	50	5	79	gexf
1176	cut	cap	first	Rand.Uni.50.10.79.gexf	50	500	2	1	[20, 20, 20, 20]	9.76596404221206	7.85596590870643	7.855965908706434	inf	1221	0	0	0	0	[9.765964042212056, 7.855965908706434]	Rand	Uni	50	10	79	gexf
1177	cut	cap	first	Rand.Uni.50.10.79.gexf	50	500	3	2	[20, 20, 20, 20]	9.76596404221206	6.93132380836196	6.931323808361963	inf	1892	0	0	0	0	[9.765964042212056, 6.931323808361963]	Rand	Uni	50	10	79	gexf
1178	cut	cap	first	Rand.Uni.50.10.79.gexf	50	500	5	3	[20, 20, 20, 20]	9.76596404221206	5.45308746018435	5.453087460184349	inf	915	0	0	0	0	[9.765964042212056, 5.453087460184349]	Rand	Uni	50	10	79	gexf
1179	cut	cap	first	Rand.Uni.50.10.79.gexf	50	500	10	4	[20, 20, 20, 20]	9.76596404221206	2.15169200256376	2.151692002563759	inf	2141	0	0	0	0	[9.765964042212056, 2.151692002563759]	Rand	Uni	50	10	79	gexf
1181	cut	cap	first	Rand.Uni.50.25.79.gexf	50	1250	2	1	[36, 36, 36, 36]	19.553995927357	17.5748056384001	17.574805638400058	inf	242	0	0	0	0	[19.553995927357015, 17.574805638400058]	Rand	Uni	50	25	79	gexf
1182	cut	cap	first	Rand.Uni.50.25.79.gexf	50	1250	3	2	[36, 36, 36, 36]	19.553995927357	16.6105039019738	16.610503901973775	inf	214	0	0	0	0	[19.553995927357015, 16.610503901973775]	Rand	Uni	50	25	79	gexf
1183	cut	cap	first	Rand.Uni.50.25.79.gexf	50	1250	5	3	[36, 36, 36, 36]	19.553995927357	14.9385735812298	14.938573581229775	inf	539	0	0	0	0	[19.553995927357015, 14.938573581229775]	Rand	Uni	50	25	79	gexf
1184	cut	cap	first	Rand.Uni.50.25.79.gexf	50	1250	10	4	[36, 36, 36, 36]	19.553995927357	11.1291820540026	11.12918205400263	inf	314	0	0	0	0	[19.553995927357015, 11.12918205400263]	Rand	Uni	50	25	79	gexf
1186	cut	cap	first	Rand.Uni.50.5.80.gexf	50	250	2	1	[5, 5, 5, 5]	1.93908294930913	0.550194150066861	0.5501941500668608	inf	1365	0	0	0	0	[1.9390829493091275, 0.5501941500668608]	Rand	Uni	50	5	80	gexf
1187	cut	cap	first	Rand.Uni.50.5.80.gexf	50	250	3	2	[5, 5, 5, 5]	1.93908294930913	0.273064002942981	0.27306400294298094	inf	4130	0	0	0	0	[1.9390829493091275, 0.27306400294298094]	Rand	Uni	50	5	80	gexf
1191	cut	cap	first	Rand.Uni.50.10.80.gexf	50	500	2	1	[16, 16, 16, 16]	7.04648572613758	5.40340845396302	5.403408453963024	inf	1215	0	0	0	0	[7.046485726137579, 5.403408453963024]	Rand	Uni	50	10	80	gexf
1192	cut	cap	first	Rand.Uni.50.10.80.gexf	50	500	3	2	[16, 16, 16, 16]	7.04648572613758	4.78955808753626	4.789558087536257	inf	587	0	0	0	0	[7.046485726137579, 4.789558087536257]	Rand	Uni	50	10	80	gexf
1193	cut	cap	first	Rand.Uni.50.10.80.gexf	50	500	5	3	[16, 16, 16, 16]	7.04648572613758	3.67793823236599	3.6779382323659866	inf	1263	0	0	0	0	[7.046485726137579, 3.6779382323659866]	Rand	Uni	50	10	80	gexf
1194	cut	cap	first	Rand.Uni.50.10.80.gexf	50	500	10	4	[16, 16, 16, 16]	7.04648572613758	1.38362335841506	1.3836233584150643	inf	2172	0	0	0	0	[7.046485726137579, 1.3836233584150643]	Rand	Uni	50	10	80	gexf
1196	cut	cap	first	Rand.Uni.50.25.80.gexf	50	1250	2	1	[39, 39, 39, 39]	20.7119439796093	18.7203240427714	18.720324042771374	inf	298	0	0	0	0	[20.71194397960928, 18.720324042771374]	Rand	Uni	50	25	80	gexf
1197	cut	cap	first	Rand.Uni.50.25.80.gexf	50	1250	3	2	[39, 39, 39, 39]	20.7119439796093	17.7345962230089	17.7345962230089	inf	489	0	0	0	0	[20.71194397960928, 17.7345962230089]	Rand	Uni	50	25	80	gexf
1198	cut	cap	first	Rand.Uni.50.25.80.gexf	50	1250	5	3	[39, 39, 39, 39]	20.7119439796093	15.8207058669665	15.820705866966472	inf	522	0	0	0	0	[20.71194397960928, 15.820705866966472]	Rand	Uni	50	25	80	gexf
1199	cut	cap	first	Rand.Uni.50.25.80.gexf	50	1250	10	4	[39, 39, 39, 39]	20.7119439796093	11.4270018123007	11.42700181230068	inf	899	0	0	0	0	[20.71194397960928, 11.42700181230068]	Rand	Uni	50	25	80	gexf
1201	cut	cap	first	Rand.Uni.50.5.81.gexf	50	250	2	1	[7, 7, 7, 7]	4.16661055702425	2.29448379970916	2.2944837997091603	inf	1026	0	0	0	0	[4.166610557024251, 2.2944837997091603]	Rand	Uni	50	5	81	gexf
1202	cut	cap	first	Rand.Uni.50.5.81.gexf	50	250	3	2	[7, 7, 7, 7]	4.16661055702425	1.56403888440087	1.5640388844008686	inf	1685	0	0	0	0	[4.166610557024251, 1.5640388844008686]	Rand	Uni	50	5	81	gexf
1203	cut	cap	first	Rand.Uni.50.5.81.gexf	50	250	5	3	[7, 7, 7, 7]	4.16661055702425	0.486741308568698	0.4867413085686978	inf	4097	0	0	0	0	[4.166610557024251, 0.4867413085686978]	Rand	Uni	50	5	81	gexf
1206	cut	cap	first	Rand.Uni.50.10.81.gexf	50	500	2	1	[21, 21, 21, 21]	9.07230821355567	7.31754158802979	7.317541588029786	inf	667	0	0	0	0	[9.072308213555674, 7.317541588029786]	Rand	Uni	50	10	81	gexf
1207	cut	cap	first	Rand.Uni.50.10.81.gexf	50	500	3	2	[21, 21, 21, 21]	9.07230821355567	6.53285028105649	6.5328502810564855	inf	872	0	0	0	0	[9.072308213555674, 6.5328502810564855]	Rand	Uni	50	10	81	gexf
1208	cut	cap	first	Rand.Uni.50.10.81.gexf	50	500	5	3	[21, 21, 21, 21]	9.07230821355567	5.17736414245354	5.177364142453541	inf	598	0	0	0	0	[9.072308213555674, 5.177364142453541]	Rand	Uni	50	10	81	gexf
1209	cut	cap	first	Rand.Uni.50.10.81.gexf	50	500	10	4	[21, 21, 21, 21]	9.07230821355567	2.72590972331159	2.725909723311591	inf	2126	0	0	0	0	[9.072308213555674, 2.725909723311591]	Rand	Uni	50	10	81	gexf
1211	cut	cap	first	Rand.Uni.50.25.81.gexf	50	1250	2	1	[36, 36, 36, 36]	17.2761013011011	15.3414805762597	15.341480576259668	inf	222	0	0	0	0	[17.276101301101143, 15.341480576259668]	Rand	Uni	50	25	81	gexf
1212	cut	cap	first	Rand.Uni.50.25.81.gexf	50	1250	3	2	[36, 36, 36, 36]	17.2761013011011	14.4076825265558	14.407682526555822	inf	553	0	0	0	0	[17.276101301101143, 14.407682526555822]	Rand	Uni	50	25	81	gexf
1213	cut	cap	first	Rand.Uni.50.25.81.gexf	50	1250	5	3	[36, 36, 36, 36]	17.2761013011011	12.593375750389	12.593375750389004	inf	412	0	0	0	0	[17.276101301101143, 12.593375750389004]	Rand	Uni	50	25	81	gexf
1214	cut	cap	first	Rand.Uni.50.25.81.gexf	50	1250	10	4	[36, 36, 36, 36]	17.2761013011011	8.59546698215145	8.595466982151452	inf	275	0	0	0	0	[17.276101301101143, 8.595466982151452]	Rand	Uni	50	25	81	gexf
1216	cut	cap	first	Rand.Uni.50.5.82.gexf	50	250	2	1	[4, 4, 4, 4]	2.38004445762319	0.646801501843414	0.6468015018434141	inf	1098	0	0	0	0	[2.3800444576231947, 0.6468015018434141]	Rand	Uni	50	5	82	gexf
1217	cut	cap	first	Rand.Uni.50.5.82.gexf	50	250	3	2	[4, 4, 4, 4]	2.38004445762319	0.322417853905742	0.32241785390574185	inf	2517	0	0	0	0	[2.3800444576231947, 0.32241785390574185]	Rand	Uni	50	5	82	gexf
1221	cut	cap	first	Rand.Uni.50.10.82.gexf	50	500	2	1	[14, 14, 14, 14]	7.21010188434501	5.41069813691317	5.410698136913168	inf	905	0	0	0	0	[7.210101884345008, 5.410698136913168]	Rand	Uni	50	10	82	gexf
1222	cut	cap	first	Rand.Uni.50.10.82.gexf	50	500	3	2	[14, 14, 14, 14]	7.21010188434501	4.68088065076119	4.680880650761188	inf	498	0	0	0	0	[7.210101884345008, 4.680880650761188]	Rand	Uni	50	10	82	gexf
1223	cut	cap	first	Rand.Uni.50.10.82.gexf	50	500	5	3	[14, 14, 14, 14]	7.21010188434501	3.25990309380316	3.259903093803156	inf	717	0	0	0	0	[7.210101884345008, 3.259903093803156]	Rand	Uni	50	10	82	gexf
1224	cut	cap	first	Rand.Uni.50.10.82.gexf	50	500	10	4	[14, 14, 14, 14]	7.21010188434501	1.00673049038905	1.0067304903890526	inf	974	0	0	0	0	[7.210101884345008, 1.0067304903890526]	Rand	Uni	50	10	82	gexf
1226	cut	cap	first	Rand.Uni.50.25.82.gexf	50	1250	2	1	[37, 37, 37, 37]	14.0881410707604	12.3355474427229	12.33554744272285	inf	169	0	0	0	0	[14.088141070760443, 12.33554744272285]	Rand	Uni	50	25	82	gexf
1227	cut	cap	first	Rand.Uni.50.25.82.gexf	50	1250	3	2	[37, 37, 37, 37]	14.0881410707604	11.5339618473631	11.533961847363091	inf	190	0	0	0	0	[14.088141070760443, 11.533961847363091]	Rand	Uni	50	25	82	gexf
