construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
cut,cap,first,Rand.Uni.1000.5.1.gexf,1000,5000,2,1,"[10, 10, 10, 10]",4.821185941157136,3.083848362407877,3.083848362407877,inf,42,0,0,0,0,"[4.821185941157136, 3.083848362407877]",Rand,Uni,1000,5,1,gexf
cut,cap,first,Rand.Uni.1000.5.1.gexf,1000,5000,3,2,"[10, 10, 10, 10]",4.821185941157136,2.3393557312493187,2.3393557312493187,inf,48,0,0,0,0,"[4.821185941157136, 2.3393557312493187]",Rand,Uni,1000,5,1,gexf
cut,cap,first,Rand.Uni.1000.5.1.gexf,1000,5000,5,3,"[10, 10, 10, 10]",4.821185941157136,1.0863538199346037,1.0863538199346037,inf,41,0,0,0,0,"[4.821185941157136, 1.0863538199346037]",Rand,Uni,1000,5,1,gexf
cut,cap,first,Rand.Uni.1000.5.1.gexf,1000,F,10,4,"[10, 10, 10, 10]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,5,1,gexf
cut,cap,first,Rand.Uni.1000.5.1.gexf,1000,F,50,5,"[10, 10, 10, 10]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,5,1,gexf
cut,cap,first,Rand.Uni.1000.10.1.gexf,1000,10000,2,1,"[16, 16, 16, 16]",8.627462848308621,6.849470012563672,6.849470012563672,inf,94,0,0,0,0,"[8.627462848308621, 6.849470012563672]",Rand,Uni,1000,10,1,gexf
cut,cap,first,Rand.Uni.1000.10.1.gexf,1000,10000,3,2,"[16, 16, 16, 16]",8.627462848308621,6.020364039396692,6.020364039396692,inf,26,0,0,0,0,"[8.627462848308621, 6.020364039396692]",Rand,Uni,1000,10,1,gexf
cut,cap,first,Rand.Uni.1000.10.1.gexf,1000,10000,5,3,"[16, 16, 16, 16]",8.627462848308621,4.392577633547759,4.392577633547759,inf,22,0,0,0,0,"[8.627462848308621, 4.392577633547759]",Rand,Uni,1000,10,1,gexf
cut,cap,first,Rand.Uni.1000.10.1.gexf,1000,10000,10,4,"[16, 16, 16, 16]",8.627462848308621,1.5299541250822757,1.5299541250822757,inf,93,0,0,0,0,"[8.627462848308621, 1.5299541250822757]",Rand,Uni,1000,10,1,gexf
cut,cap,first,Rand.Uni.1000.10.1.gexf,1000,F,50,5,"[16, 16, 16, 16]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,10,1,gexf
cut,cap,first,Rand.Uni.1000.25.1.gexf,1000,25000,2,1,"[43, 43, 43, 43]",19.709527780538924,17.756304870791443,17.756304870791443,inf,11,0,0,0,0,"[19.709527780538924, 17.756304870791443]",Rand,Uni,1000,25,1,gexf
cut,cap,first,Rand.Uni.1000.25.1.gexf,1000,25000,3,2,"[43, 43, 43, 43]",19.709527780538924,16.808393341678592,16.808393341678592,inf,6,0,0,0,0,"[19.709527780538924, 16.808393341678592]",Rand,Uni,1000,25,1,gexf
cut,cap,first,Rand.Uni.1000.25.1.gexf,1000,25000,5,3,"[43, 43, 43, 43]",19.709527780538924,15.059427820168288,15.059427820168288,inf,11,0,0,0,0,"[19.709527780538924, 15.059427820168288]",Rand,Uni,1000,25,1,gexf
cut,cap,first,Rand.Uni.1000.25.1.gexf,1000,25000,10,4,"[43, 43, 43, 43]",19.709527780538924,11.147062612685502,11.147062612685502,inf,17,0,0,0,0,"[19.709527780538924, 11.147062612685502]",Rand,Uni,1000,25,1,gexf
cut,cap,first,Rand.Uni.1000.25.1.gexf,1000,F,50,5,"[43, 43, 43, 43]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,1000,25,1,gexf
cut,cap,first,Rand.Uni.1000.5.2.gexf,1000,5000,2,1,"[9, 9, 9, 9]",4.428929180059671,2.8027809078017762,2.8027809078017762,inf,42,0,0,0,0,"[4.428929180059671, 2.8027809078017762]",Rand,Uni,1000,5,2,gexf
