construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,k:0,k:1,k:2,k:3,k:4,k:5
cut,cap,first,Rand.Uni.50.5.1.gexf,50,250,2,1,"[6, 6, 6, 6]",1.9395438847598765,0.5389637999030709,0.5389637999030709,inf,2284,0,0,0,0,"[1.9395438847598765, 0.5389637999030709]",Rand,Uni,50,5,1,gexf
cut,cap,first,Rand.Uni.50.5.1.gexf,50,250,3,2,"[6, 6, 6, 6]",1.9395438847598765,0.3521180827337993,0.3521180827337993,inf,3841,0,0,0,0,"[1.9395438847598765, 0.3521180827337993]",Rand,Uni,50,5,1,gexf
cut,cap,first,Rand.Uni.50.5.1.gexf,50,250,5,3,"[6, 6, 6, 6]",1.9395438847598765,0.11949920875867948,0.11949920875867948,inf,1783,0,0,0,0,"[1.9395438847598765, 0.11949920875867948]",Rand,Uni,50,5,1,gexf
cut,cap,first,Rand.Uni.50.5.1.gexf,50,F,10,4,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,50,5,1,gexf
cut,cap,first,Rand.Uni.50.5.1.gexf,50,F,50,5,"[6, 6, 6, 6]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,50,5,1,gexf
cut,cap,first,Rand.Uni.50.10.1.gexf,50,500,2,1,"[19, 19, 19, 19]",9.830713125706048,7.9414798850927335,7.9414798850927335,inf,649,0,0,0,0,"[9.830713125706048, 7.9414798850927335]",Rand,Uni,50,10,1,gexf
cut,cap,first,Rand.Uni.50.10.1.gexf,50,500,3,2,"[19, 19, 19, 19]",9.830713125706048,7.0754150641624465,7.0754150641624465,inf,867,0,0,0,0,"[9.830713125706048, 7.0754150641624465]",Rand,Uni,50,10,1,gexf
cut,cap,first,Rand.Uni.50.10.1.gexf,50,500,5,3,"[19, 19, 19, 19]",9.830713125706048,5.53589082579548,5.53589082579548,inf,708,0,0,0,0,"[9.830713125706048, 5.53589082579548]",Rand,Uni,50,10,1,gexf
cut,cap,first,Rand.Uni.50.10.1.gexf,50,500,10,4,"[19, 19, 19, 19]",9.830713125706048,2.47548937467465,2.47548937467465,inf,959,0,0,0,0,"[9.830713125706048, 2.47548937467465]",Rand,Uni,50,10,1,gexf
cut,cap,first,Rand.Uni.50.10.1.gexf,50,F,50,5,"[19, 19, 19, 19]",F,F,F,F,F,F,F,F,F,F,Rand,Uni,50,10,1,gexf
cut,cap,first,Rand.Uni.50.25.1.gexf,50,1250,2,1,"[39, 39, 39, 39]",18.939785143232328,17.02941726041923,17.02941726041923,inf,187,0,0,0,0,"[18.939785143232328, 17.02941726041923]",Rand,Uni,50,25,1,gexf
cut,cap,first,Rand.Uni.50.25.1.gexf,50,1250,3,2,"[39, 39, 39, 39]",18.939785143232328,16.113855688534713,16.113855688534713,inf,216,0,0,0,0,"[18.939785143232328, 16.113855688534713]",Rand,Uni,50,25,1,gexf
cut,cap,first,Rand.Uni.50.25.1.gexf,50,1250,5,3,"[39, 39, 39, 39]",18.939785143232328,14.41151485312959,14.41151485312959,inf,538,0,0,0,0,"[18.939785143232328, 14.41151485312959]",Rand,Uni,50,25,1,gexf
