path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5	small_1	constant1	small_2	constant2	best.constant	best.alg
11288	Small.50.6.5.95.gexf	5	6	1	Small	50	6	5	95	gexf	1	6	1	6	6	NA
11291	Small.50.10.2.95.gexf	2	11	1	Small	50	10	2	95	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
11292	Small.50.10.2.95.gexf	3	11	1	Small	50	10	2	95	gexf	8	1.375	8	1.375	1.375	NA
11293	Small.50.10.2.95.gexf	5	11	1	Small	50	10	2	95	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
11294	Small.50.10.2.95.gexf	10	11	1	Small	50	10	2	95	gexf	1	11	1	11	11	NA
11296	Small.50.10.5.95.gexf	2	9	1	Small	50	10	5	95	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11297	Small.50.10.5.95.gexf	3	9	1	Small	50	10	5	95	gexf	6	1.5	6	1.5	1.5	NA
11298	Small.50.10.5.95.gexf	5	9	1	Small	50	10	5	95	gexf	4	2.25	4	2.25	2.25	NA
11301	Small.50.24.2.95.gexf	2	26	1	Small	50	24	2	95	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
11302	Small.50.24.2.95.gexf	3	26	1	Small	50	24	2	95	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
11303	Small.50.24.2.95.gexf	5	26	1	Small	50	24	2	95	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
11304	Small.50.24.2.95.gexf	10	26	1	Small	50	24	2	95	gexf	16	1.625	16	1.625	1.625	NA
11306	Small.50.24.5.95.gexf	2	25	1	Small	50	24	5	95	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
11307	Small.50.24.5.95.gexf	3	25	1	Small	50	24	5	95	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
11308	Small.50.24.5.95.gexf	5	25	1	Small	50	24	5	95	gexf	20	1.25	20	1.25	1.25	NA
11309	Small.50.24.5.95.gexf	10	25	2	Small	50	24	5	95	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
11311	Small.100.6.2.95.gexf	2	5	1	Small	100	6	2	95	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11312	Small.100.6.2.95.gexf	3	5	1	Small	100	6	2	95	gexf	2	2.5	2	2.5	2.5	NA
11316	Small.100.6.5.95.gexf	2	4	1	Small	100	6	5	95	gexf	2	2	2	2	2	NA
11317	Small.100.6.5.95.gexf	3	4	1	Small	100	6	5	95	gexf	1	4	1	4	4	NA
11321	Small.100.10.2.95.gexf	2	10	1	Small	100	10	2	95	gexf	8	1.25	8	1.25	1.25	NA
11322	Small.100.10.2.95.gexf	3	10	1	Small	100	10	2	95	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11323	Small.100.10.2.95.gexf	5	10	1	Small	100	10	2	95	gexf	5	2	5	2	2	NA
11326	Small.100.10.5.95.gexf	2	8	1	Small	100	10	5	95	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11327	Small.100.10.5.95.gexf	3	8	1	Small	100	10	5	95	gexf	5	1.6	5	1.6	1.6	NA
11328	Small.100.10.5.95.gexf	5	8	1	Small	100	10	5	95	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11331	Small.100.24.2.95.gexf	2	24	1	Small	100	24	2	95	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11332	Small.100.24.2.95.gexf	3	24	1	Small	100	24	2	95	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11333	Small.100.24.2.95.gexf	5	24	1	Small	100	24	2	95	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11334	Small.100.24.2.95.gexf	10	24	1	Small	100	24	2	95	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11336	Small.100.24.5.95.gexf	2	21	1	Small	100	24	5	95	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
11337	Small.100.24.5.95.gexf	3	21	1	Small	100	24	5	95	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
11338	Small.100.24.5.95.gexf	5	21	1	Small	100	24	5	95	gexf	16	1.3125	16	1.3125	1.3125	NA
11339	Small.100.24.5.95.gexf	10	21	1	Small	100	24	5	95	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
11341	Small.500.6.2.95.gexf	2	6	1	Small	500	6	2	95	gexf	4	1.5	4	1.5	1.5	NA
11342	Small.500.6.2.95.gexf	3	6	1	Small	500	6	2	95	gexf	3	2	3	2	2	NA
11343	Small.500.6.2.95.gexf	5	6	1	Small	500	6	2	95	gexf	1	6	1	6	6	NA
11346	Small.500.6.5.95.gexf	2	6	1	Small	500	6	5	95	gexf	4	1.5	4	1.5	1.5	NA
11347	Small.500.6.5.95.gexf	3	6	1	Small	500	6	5	95	gexf	3	2	3	2	2	NA
11348	Small.500.6.5.95.gexf	5	6	1	Small	500	6	5	95	gexf	1	6	1	6	6	NA
11351	Small.500.10.2.95.gexf	2	9	1	Small	500	10	2	95	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11352	Small.500.10.2.95.gexf	3	9	1	Small	500	10	2	95	gexf	6	1.5	6	1.5	1.5	NA
11353	Small.500.10.2.95.gexf	5	9	1	Small	500	10	2	95	gexf	4	2.25	4	2.25	2.25	NA
11356	Small.500.10.5.95.gexf	2	10	1	Small	500	10	5	95	gexf	8	1.25	8	1.25	1.25	NA
11357	Small.500.10.5.95.gexf	3	10	1	Small	500	10	5	95	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11358	Small.500.10.5.95.gexf	5	10	1	Small	500	10	5	95	gexf	5	2	5	2	2	NA
11361	Small.500.24.2.95.gexf	2	23	1	Small	500	24	2	95	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11362	Small.500.24.2.95.gexf	3	23	1	Small	500	24	2	95	gexf	20	1.15	20	1.15	1.15	NA
11363	Small.500.24.2.95.gexf	5	23	1	Small	500	24	2	95	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11364	Small.500.24.2.95.gexf	10	23	1	Small	500	24	2	95	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11366	Small.500.24.5.95.gexf	2	27	1	Small	500	24	5	95	gexf	25	1.08	25	1.08	1.08	NA
11367	Small.500.24.5.95.gexf	3	27	1	Small	500	24	5	95	gexf	24	1.125	24	1.125	1.125	NA
11368	Small.500.24.5.95.gexf	5	27	1	Small	500	24	5	95	gexf	22	1.22727272727273	22	1.22727272727273	1.22727272727273	NA
11369	Small.500.24.5.95.gexf	10	27	1	Small	500	24	5	95	gexf	17	1.58823529411765	17	1.58823529411765	1.58823529411765	NA
11371	Small.1000.6.2.95.gexf	2	5	1	Small	1000	6	2	95	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11372	Small.1000.6.2.95.gexf	3	5	1	Small	1000	6	2	95	gexf	2	2.5	2	2.5	2.5	NA
11376	Small.1000.6.5.95.gexf	2	4	1	Small	1000	6	5	95	gexf	2	2	2	2	2	NA
11377	Small.1000.6.5.95.gexf	3	4	1	Small	1000	6	5	95	gexf	1	4	1	4	4	NA
11381	Small.1000.10.2.95.gexf	2	9	1	Small	1000	10	2	95	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11382	Small.1000.10.2.95.gexf	3	9	1	Small	1000	10	2	95	gexf	6	1.5	6	1.5	1.5	NA
11383	Small.1000.10.2.95.gexf	5	9	1	Small	1000	10	2	95	gexf	4	2.25	4	2.25	2.25	NA
11386	Small.1000.10.5.95.gexf	2	9	1	Small	1000	10	5	95	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11387	Small.1000.10.5.95.gexf	3	9	1	Small	1000	10	5	95	gexf	6	1.5	6	1.5	1.5	NA
11388	Small.1000.10.5.95.gexf	5	9	1	Small	1000	10	5	95	gexf	4	2.25	4	2.25	2.25	NA
11391	Small.1000.24.2.95.gexf	2	17	1	Small	1000	24	2	95	gexf	15	1.13333333333333	15	1.13333333333333	1.13333333333333	NA
11392	Small.1000.24.2.95.gexf	3	17	1	Small	1000	24	2	95	gexf	14	1.21428571428571	14	1.21428571428571	1.21428571428571	NA
11393	Small.1000.24.2.95.gexf	5	17	1	Small	1000	24	2	95	gexf	12	1.41666666666667	12	1.41666666666667	1.41666666666667	NA
11394	Small.1000.24.2.95.gexf	10	17	1	Small	1000	24	2	95	gexf	7	2.42857142857143	7	2.42857142857143	2.42857142857143	NA
11396	Small.1000.24.5.95.gexf	2	20	1	Small	1000	24	5	95	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11397	Small.1000.24.5.95.gexf	3	20	1	Small	1000	24	5	95	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11398	Small.1000.24.5.95.gexf	5	20	1	Small	1000	24	5	95	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11399	Small.1000.24.5.95.gexf	10	20	1	Small	1000	24	5	95	gexf	10	2	10	2	2	NA
11401	Small.50.6.2.96.gexf	2	6	1	Small	50	6	2	96	gexf	4	1.5	4	1.5	1.5	NA
11402	Small.50.6.2.96.gexf	3	6	1	Small	50	6	2	96	gexf	3	2	3	2	2	NA
11403	Small.50.6.2.96.gexf	5	6	1	Small	50	6	2	96	gexf	1	6	1	6	6	NA
11406	Small.50.6.5.96.gexf	2	4	1	Small	50	6	5	96	gexf	2	2	2	2	2	NA
11407	Small.50.6.5.96.gexf	3	4	1	Small	50	6	5	96	gexf	1	4	1	4	4	NA
11411	Small.50.10.2.96.gexf	2	8	1	Small	50	10	2	96	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11412	Small.50.10.2.96.gexf	3	8	1	Small	50	10	2	96	gexf	5	1.6	5	1.6	1.6	NA
11413	Small.50.10.2.96.gexf	5	8	1	Small	50	10	2	96	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11416	Small.50.10.5.96.gexf	2	9	1	Small	50	10	5	96	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11417	Small.50.10.5.96.gexf	3	9	1	Small	50	10	5	96	gexf	6	1.5	6	1.5	1.5	NA
11418	Small.50.10.5.96.gexf	5	9	1	Small	50	10	5	96	gexf	4	2.25	4	2.25	2.25	NA
11421	Small.50.24.2.96.gexf	2	22	1	Small	50	24	2	96	gexf	20	1.1	20	1.1	1.1	NA
11422	Small.50.24.2.96.gexf	3	22	1	Small	50	24	2	96	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
11423	Small.50.24.2.96.gexf	5	22	1	Small	50	24	2	96	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
11424	Small.50.24.2.96.gexf	10	22	1	Small	50	24	2	96	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
11426	Small.50.24.5.96.gexf	2	20	1	Small	50	24	5	96	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11427	Small.50.24.5.96.gexf	3	20	1	Small	50	24	5	96	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11428	Small.50.24.5.96.gexf	5	20	1	Small	50	24	5	96	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11429	Small.50.24.5.96.gexf	10	20	1	Small	50	24	5	96	gexf	10	2	10	2	2	NA
11431	Small.100.6.2.96.gexf	2	5	1	Small	100	6	2	96	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11432	Small.100.6.2.96.gexf	3	5	1	Small	100	6	2	96	gexf	2	2.5	2	2.5	2.5	NA
11436	Small.100.6.5.96.gexf	2	4	1	Small	100	6	5	96	gexf	2	2	2	2	2	NA
11437	Small.100.6.5.96.gexf	3	4	1	Small	100	6	5	96	gexf	1	4	1	4	4	NA
11441	Small.100.10.2.96.gexf	2	10	1	Small	100	10	2	96	gexf	8	1.25	8	1.25	1.25	NA
11442	Small.100.10.2.96.gexf	3	10	1	Small	100	10	2	96	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11443	Small.100.10.2.96.gexf	5	10	1	Small	100	10	2	96	gexf	5	2	5	2	2	NA
11446	Small.100.10.5.96.gexf	2	9	1	Small	100	10	5	96	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11447	Small.100.10.5.96.gexf	3	9	1	Small	100	10	5	96	gexf	6	1.5	6	1.5	1.5	NA
11448	Small.100.10.5.96.gexf	5	9	1	Small	100	10	5	96	gexf	4	2.25	4	2.25	2.25	NA
11451	Small.100.24.2.96.gexf	2	21	1	Small	100	24	2	96	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
11452	Small.100.24.2.96.gexf	3	21	1	Small	100	24	2	96	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
11453	Small.100.24.2.96.gexf	5	21	1	Small	100	24	2	96	gexf	16	1.3125	16	1.3125	1.3125	NA
11454	Small.100.24.2.96.gexf	10	21	1	Small	100	24	2	96	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
11456	Small.100.24.5.96.gexf	2	21	1	Small	100	24	5	96	gexf	19	1.10526315789474	19	1.10526315789474	1.10526315789474	NA
11457	Small.100.24.5.96.gexf	3	21	1	Small	100	24	5	96	gexf	18	1.16666666666667	18	1.16666666666667	1.16666666666667	NA
11458	Small.100.24.5.96.gexf	5	21	1	Small	100	24	5	96	gexf	16	1.3125	16	1.3125	1.3125	NA
11459	Small.100.24.5.96.gexf	10	21	1	Small	100	24	5	96	gexf	11	1.90909090909091	11	1.90909090909091	1.90909090909091	NA
11461	Small.500.6.2.96.gexf	2	4	1	Small	500	6	2	96	gexf	2	2	2	2	2	NA
11462	Small.500.6.2.96.gexf	3	4	1	Small	500	6	2	96	gexf	1	4	1	4	4	NA
11466	Small.500.6.5.96.gexf	2	6	1	Small	500	6	5	96	gexf	4	1.5	4	1.5	1.5	NA
11467	Small.500.6.5.96.gexf	3	6	1	Small	500	6	5	96	gexf	3	2	3	2	2	NA
11468	Small.500.6.5.96.gexf	5	6	1	Small	500	6	5	96	gexf	1	6	1	6	6	NA
11471	Small.500.10.2.96.gexf	2	9	1	Small	500	10	2	96	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11472	Small.500.10.2.96.gexf	3	9	1	Small	500	10	2	96	gexf	6	1.5	6	1.5	1.5	NA
11473	Small.500.10.2.96.gexf	5	9	1	Small	500	10	2	96	gexf	4	2.25	4	2.25	2.25	NA
11476	Small.500.10.5.96.gexf	2	11	1	Small	500	10	5	96	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
11477	Small.500.10.5.96.gexf	3	11	1	Small	500	10	5	96	gexf	8	1.375	8	1.375	1.375	NA
11478	Small.500.10.5.96.gexf	5	11	1	Small	500	10	5	96	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
11479	Small.500.10.5.96.gexf	10	11	1	Small	500	10	5	96	gexf	1	11	1	11	11	NA
11481	Small.500.24.2.96.gexf	2	19	1	Small	500	24	2	96	gexf	17	1.11764705882353	17	1.11764705882353	1.11764705882353	NA
11482	Small.500.24.2.96.gexf	3	19	1	Small	500	24	2	96	gexf	16	1.1875	16	1.1875	1.1875	NA
11483	Small.500.24.2.96.gexf	5	19	1	Small	500	24	2	96	gexf	14	1.35714285714286	14	1.35714285714286	1.35714285714286	NA
11484	Small.500.24.2.96.gexf	10	19	1	Small	500	24	2	96	gexf	9	2.11111111111111	9	2.11111111111111	2.11111111111111	NA
11486	Small.500.24.5.96.gexf	2	24	1	Small	500	24	5	96	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11487	Small.500.24.5.96.gexf	3	24	1	Small	500	24	5	96	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11488	Small.500.24.5.96.gexf	5	24	1	Small	500	24	5	96	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11489	Small.500.24.5.96.gexf	10	24	1	Small	500	24	5	96	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11491	Small.1000.6.2.96.gexf	2	6	1	Small	1000	6	2	96	gexf	4	1.5	4	1.5	1.5	NA
11492	Small.1000.6.2.96.gexf	3	6	1	Small	1000	6	2	96	gexf	3	2	3	2	2	NA
11493	Small.1000.6.2.96.gexf	5	6	1	Small	1000	6	2	96	gexf	1	6	1	6	6	NA
11496	Small.1000.6.5.96.gexf	2	6	1	Small	1000	6	5	96	gexf	4	1.5	4	1.5	1.5	NA
11497	Small.1000.6.5.96.gexf	3	6	1	Small	1000	6	5	96	gexf	3	2	3	2	2	NA
11498	Small.1000.6.5.96.gexf	5	6	1	Small	1000	6	5	96	gexf	1	6	1	6	6	NA
11501	Small.1000.10.2.96.gexf	2	10	1	Small	1000	10	2	96	gexf	8	1.25	8	1.25	1.25	NA
11502	Small.1000.10.2.96.gexf	3	10	1	Small	1000	10	2	96	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11503	Small.1000.10.2.96.gexf	5	10	1	Small	1000	10	2	96	gexf	5	2	5	2	2	NA
11506	Small.1000.10.5.96.gexf	2	8	1	Small	1000	10	5	96	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11507	Small.1000.10.5.96.gexf	3	8	1	Small	1000	10	5	96	gexf	5	1.6	5	1.6	1.6	NA
11508	Small.1000.10.5.96.gexf	5	8	1	Small	1000	10	5	96	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11511	Small.1000.24.2.96.gexf	2	22	1	Small	1000	24	2	96	gexf	20	1.1	20	1.1	1.1	NA
11512	Small.1000.24.2.96.gexf	3	22	1	Small	1000	24	2	96	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
11513	Small.1000.24.2.96.gexf	5	22	1	Small	1000	24	2	96	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
11514	Small.1000.24.2.96.gexf	10	22	1	Small	1000	24	2	96	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
11516	Small.1000.24.5.96.gexf	2	24	1	Small	1000	24	5	96	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11517	Small.1000.24.5.96.gexf	3	24	1	Small	1000	24	5	96	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11518	Small.1000.24.5.96.gexf	5	24	1	Small	1000	24	5	96	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11519	Small.1000.24.5.96.gexf	10	24	1	Small	1000	24	5	96	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11521	Small.50.6.2.97.gexf	2	6	1	Small	50	6	2	97	gexf	4	1.5	4	1.5	1.5	NA
11522	Small.50.6.2.97.gexf	3	6	1	Small	50	6	2	97	gexf	3	2	3	2	2	NA
11523	Small.50.6.2.97.gexf	5	6	1	Small	50	6	2	97	gexf	1	6	1	6	6	NA
11526	Small.50.6.5.97.gexf	2	6	1	Small	50	6	5	97	gexf	4	1.5	4	1.5	1.5	NA
11527	Small.50.6.5.97.gexf	3	6	1	Small	50	6	5	97	gexf	3	2	3	2	2	NA
11528	Small.50.6.5.97.gexf	5	6	1	Small	50	6	5	97	gexf	1	6	1	6	6	NA
11531	Small.50.10.2.97.gexf	2	9	1	Small	50	10	2	97	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11532	Small.50.10.2.97.gexf	3	9	1	Small	50	10	2	97	gexf	6	1.5	6	1.5	1.5	NA
11533	Small.50.10.2.97.gexf	5	9	1	Small	50	10	2	97	gexf	4	2.25	4	2.25	2.25	NA
11536	Small.50.10.5.97.gexf	2	8	1	Small	50	10	5	97	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
11537	Small.50.10.5.97.gexf	3	8	1	Small	50	10	5	97	gexf	5	1.6	5	1.6	1.6	NA
11538	Small.50.10.5.97.gexf	5	8	1	Small	50	10	5	97	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
11541	Small.50.24.2.97.gexf	2	23	1	Small	50	24	2	97	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11542	Small.50.24.2.97.gexf	3	23	1	Small	50	24	2	97	gexf	20	1.15	20	1.15	1.15	NA
11543	Small.50.24.2.97.gexf	5	23	1	Small	50	24	2	97	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11544	Small.50.24.2.97.gexf	10	23	1	Small	50	24	2	97	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11546	Small.50.24.5.97.gexf	2	20	1	Small	50	24	5	97	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
11547	Small.50.24.5.97.gexf	3	20	1	Small	50	24	5	97	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
11548	Small.50.24.5.97.gexf	5	20	1	Small	50	24	5	97	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
11549	Small.50.24.5.97.gexf	10	20	1	Small	50	24	5	97	gexf	10	2	10	2	2	NA
11551	Small.100.6.2.97.gexf	2	6	1	Small	100	6	2	97	gexf	4	1.5	4	1.5	1.5	NA
11552	Small.100.6.2.97.gexf	3	6	1	Small	100	6	2	97	gexf	3	2	3	2	2	NA
11553	Small.100.6.2.97.gexf	5	6	1	Small	100	6	2	97	gexf	1	6	1	6	6	NA
11556	Small.100.6.5.97.gexf	2	5	1	Small	100	6	5	97	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11557	Small.100.6.5.97.gexf	3	5	1	Small	100	6	5	97	gexf	2	2.5	2	2.5	2.5	NA
11561	Small.100.10.2.97.gexf	2	10	1	Small	100	10	2	97	gexf	8	1.25	8	1.25	1.25	NA
11562	Small.100.10.2.97.gexf	3	10	1	Small	100	10	2	97	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11563	Small.100.10.2.97.gexf	5	10	1	Small	100	10	2	97	gexf	5	2	5	2	2	NA
11566	Small.100.10.5.97.gexf	2	10	1	Small	100	10	5	97	gexf	8	1.25	8	1.25	1.25	NA
11567	Small.100.10.5.97.gexf	3	10	1	Small	100	10	5	97	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11568	Small.100.10.5.97.gexf	5	10	1	Small	100	10	5	97	gexf	5	2	5	2	2	NA
11571	Small.100.24.2.97.gexf	2	23	1	Small	100	24	2	97	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11572	Small.100.24.2.97.gexf	3	23	1	Small	100	24	2	97	gexf	20	1.15	20	1.15	1.15	NA
11573	Small.100.24.2.97.gexf	5	23	1	Small	100	24	2	97	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11574	Small.100.24.2.97.gexf	10	23	1	Small	100	24	2	97	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
11576	Small.100.24.5.97.gexf	2	25	1	Small	100	24	5	97	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
11577	Small.100.24.5.97.gexf	3	25	1	Small	100	24	5	97	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
11578	Small.100.24.5.97.gexf	5	25	1	Small	100	24	5	97	gexf	20	1.25	20	1.25	1.25	NA
11579	Small.100.24.5.97.gexf	10	25	2	Small	100	24	5	97	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
11581	Small.500.6.2.97.gexf	2	5	1	Small	500	6	2	97	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11582	Small.500.6.2.97.gexf	3	5	1	Small	500	6	2	97	gexf	2	2.5	2	2.5	2.5	NA
11586	Small.500.6.5.97.gexf	2	3	1	Small	500	6	5	97	gexf	1	3	1	3	3	NA
11591	Small.500.10.2.97.gexf	2	7	1	Small	500	10	2	97	gexf	5	1.4	5	1.4	1.4	NA
11592	Small.500.10.2.97.gexf	3	7	1	Small	500	10	2	97	gexf	4	1.75	4	1.75	1.75	NA
11593	Small.500.10.2.97.gexf	5	7	1	Small	500	10	2	97	gexf	2	3.5	2	3.5	3.5	NA
11596	Small.500.10.5.97.gexf	2	10	1	Small	500	10	5	97	gexf	8	1.25	8	1.25	1.25	NA
11597	Small.500.10.5.97.gexf	3	10	1	Small	500	10	5	97	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11598	Small.500.10.5.97.gexf	5	10	1	Small	500	10	5	97	gexf	5	2	5	2	2	NA
11601	Small.500.24.2.97.gexf	2	24	1	Small	500	24	2	97	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11602	Small.500.24.2.97.gexf	3	24	1	Small	500	24	2	97	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11603	Small.500.24.2.97.gexf	5	24	1	Small	500	24	2	97	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11604	Small.500.24.2.97.gexf	10	24	1	Small	500	24	2	97	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11606	Small.500.24.5.97.gexf	2	24	1	Small	500	24	5	97	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
11607	Small.500.24.5.97.gexf	3	24	1	Small	500	24	5	97	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
11608	Small.500.24.5.97.gexf	5	24	1	Small	500	24	5	97	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
11609	Small.500.24.5.97.gexf	10	24	1	Small	500	24	5	97	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
11611	Small.1000.6.2.97.gexf	2	5	1	Small	1000	6	2	97	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
11612	Small.1000.6.2.97.gexf	3	5	1	Small	1000	6	2	97	gexf	2	2.5	2	2.5	2.5	NA
11616	Small.1000.6.5.97.gexf	2	6	1	Small	1000	6	5	97	gexf	4	1.5	4	1.5	1.5	NA
11617	Small.1000.6.5.97.gexf	3	6	1	Small	1000	6	5	97	gexf	3	2	3	2	2	NA
11618	Small.1000.6.5.97.gexf	5	6	1	Small	1000	6	5	97	gexf	1	6	1	6	6	NA
11621	Small.1000.10.2.97.gexf	2	10	1	Small	1000	10	2	97	gexf	8	1.25	8	1.25	1.25	NA
11622	Small.1000.10.2.97.gexf	3	10	1	Small	1000	10	2	97	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
11623	Small.1000.10.2.97.gexf	5	10	1	Small	1000	10	2	97	gexf	5	2	5	2	2	NA
11626	Small.1000.10.5.97.gexf	2	9	1	Small	1000	10	5	97	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
11627	Small.1000.10.5.97.gexf	3	9	1	Small	1000	10	5	97	gexf	6	1.5	6	1.5	1.5	NA
11628	Small.1000.10.5.97.gexf	5	9	1	Small	1000	10	5	97	gexf	4	2.25	4	2.25	2.25	NA
11631	Small.1000.24.2.97.gexf	2	23	1	Small	1000	24	2	97	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
11632	Small.1000.24.2.97.gexf	3	23	1	Small	1000	24	2	97	gexf	20	1.15	20	1.15	1.15	NA
11633	Small.1000.24.2.97.gexf	5	23	1	Small	1000	24	2	97	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
11634	Small.1000.24.2.97.gexf	10	23	1	Small	1000	24	2	97	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
