path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4	small_1	constant1	rmat_2	constant2	best.constant	best.alg
1644	R-MAT.100.10.28.gexf	10	45.1	2	R-MAT	100	10	28	gexf	22	2.05	21	2.14761904761905	2.14761904761905	2
1646	R-MAT.100.25.28.gexf	2	104	1	R-MAT	100	25	28	gexf	81	1.28395061728395	81	1.28395061728395	1.28395061728395	NA
1647	R-MAT.100.25.28.gexf	3	104	1	R-MAT	100	25	28	gexf	71	1.46478873239437	71	1.46478873239437	1.46478873239437	NA
1648	R-MAT.100.25.28.gexf	5	104	1	R-MAT	100	25	28	gexf	59	1.76271186440678	59	1.76271186440678	1.76271186440678	NA
1649	R-MAT.100.25.28.gexf	10	97.625	4	R-MAT	100	25	28	gexf	38	2.56907894736842	38	2.56907894736842	2.56907894736842	NA
1651	R-MAT.500.5.28.gexf	2	45	1	R-MAT	500	5	28	gexf	28	1.60714285714286	28	1.60714285714286	1.60714285714286	NA
1652	R-MAT.500.5.28.gexf	3	45	1	R-MAT	500	5	28	gexf	24	1.875	24	1.875	1.875	NA
1653	R-MAT.500.5.28.gexf	5	42	2	R-MAT	500	5	28	gexf	21	2	21	2	2	NA
1654	R-MAT.500.5.28.gexf	10	33	4	R-MAT	500	5	28	gexf	16	2.0625	16	2.0625	2.0625	NA
1656	R-MAT.500.10.28.gexf	2	104	1	R-MAT	500	10	28	gexf	82	1.26829268292683	82	1.26829268292683	1.26829268292683	NA
1657	R-MAT.500.10.28.gexf	3	104	1	R-MAT	500	10	28	gexf	78	1.33333333333333	78	1.33333333333333	1.33333333333333	NA
1658	R-MAT.500.10.28.gexf	5	104	1	R-MAT	500	10	28	gexf	71	1.46478873239437	71	1.46478873239437	1.46478873239437	NA
1659	R-MAT.500.10.28.gexf	10	97.9	2	R-MAT	500	10	28	gexf	58	1.68793103448276	58	1.68793103448276	1.68793103448276	NA
1660	R-MAT.500.10.28.gexf	50	66	18	R-MAT	500	10	28	gexf	11	6	11	6	6	NA
1661	R-MAT.500.25.28.gexf	2	272	1	R-MAT	500	25	28	gexf	231	1.17748917748918	231	1.17748917748918	1.17748917748918	NA
1662	R-MAT.500.25.28.gexf	3	272	1	R-MAT	500	25	28	gexf	221	1.23076923076923	221	1.23076923076923	1.23076923076923	NA
1663	R-MAT.500.25.28.gexf	5	272	1	R-MAT	500	25	28	gexf	205	1.32682926829268	205	1.32682926829268	1.32682926829268	NA
1664	R-MAT.500.25.28.gexf	10	272	1	R-MAT	500	25	28	gexf	177	1.53672316384181	177	1.53672316384181	1.53672316384181	NA
1665	R-MAT.500.25.28.gexf	50	220.170731707317	12	R-MAT	500	25	28	gexf	76	2.89698331193838	76	2.89698331193838	2.89698331193838	NA
1666	R-MAT.1000.5.28.gexf	2	76	1	R-MAT	1000	5	28	gexf	69	1.10144927536232	69	1.10144927536232	1.10144927536232	NA
1667	R-MAT.1000.5.28.gexf	3	76	1	R-MAT	1000	5	28	gexf	66	1.15151515151515	66	1.15151515151515	1.15151515151515	NA
1668	R-MAT.1000.5.28.gexf	5	76	1	R-MAT	1000	5	28	gexf	61	1.24590163934426	61	1.24590163934426	1.24590163934426	NA
1669	R-MAT.1000.5.28.gexf	10	76	1	R-MAT	1000	5	28	gexf	51	1.49019607843137	51	1.49019607843137	1.49019607843137	NA
1670	R-MAT.1000.5.28.gexf	50	61.4615384615385	13	R-MAT	1000	5	28	gexf	9	6.82905982905983	9	6.82905982905983	6.82905982905983	NA
1671	R-MAT.1000.10.28.gexf	2	121	1	R-MAT	1000	10	28	gexf	110	1.1	110	1.1	1.1	NA
1672	R-MAT.1000.10.28.gexf	3	121	1	R-MAT	1000	10	28	gexf	105	1.15238095238095	105	1.15238095238095	1.15238095238095	NA
1673	R-MAT.1000.10.28.gexf	5	121	1	R-MAT	1000	10	28	gexf	98	1.23469387755102	98	1.23469387755102	1.23469387755102	NA
1674	R-MAT.1000.10.28.gexf	10	121	1	R-MAT	1000	10	28	gexf	84	1.44047619047619	84	1.44047619047619	1.44047619047619	NA
1675	R-MAT.1000.10.28.gexf	50	104.428571428571	10	R-MAT	1000	10	28	gexf	39	2.67765567765568	39	2.67765567765568	2.67765567765568	NA
1676	R-MAT.1000.25.28.gexf	2	362	1	R-MAT	1000	25	28	gexf	327	1.10703363914373	327	1.10703363914373	1.10703363914373	NA
1677	R-MAT.1000.25.28.gexf	3	362	1	R-MAT	1000	25	28	gexf	315	1.14920634920635	315	1.14920634920635	1.14920634920635	NA
1678	R-MAT.1000.25.28.gexf	5	362	1	R-MAT	1000	25	28	gexf	295	1.2271186440678	295	1.2271186440678	1.2271186440678	NA
1679	R-MAT.1000.25.28.gexf	10	362	1	R-MAT	1000	25	28	gexf	267	1.35580524344569	267	1.35580524344569	1.35580524344569	NA
1680	R-MAT.1000.25.28.gexf	50	325.266666666667	8	R-MAT	1000	25	28	gexf	160	2.03291666666667	160	2.03291666666667	2.03291666666667	NA
1681	R-MAT.50.5.29.gexf	2	17	1	R-MAT	50	5	29	gexf	12	1.41666666666667	12	1.41666666666667	1.41666666666667	NA
1682	R-MAT.50.5.29.gexf	3	17	1	R-MAT	50	5	29	gexf	10	1.7	10	1.7	1.7	NA
1683	R-MAT.50.5.29.gexf	5	16.8	2	R-MAT	50	5	29	gexf	8	2.1	7	2.4	2.4	2
1684	R-MAT.50.5.29.gexf	10	12.8333333333333	7	R-MAT	50	5	29	gexf	3	4.27777777777778	2	6.41666666666667	6.41666666666667	2
1686	R-MAT.50.10.29.gexf	2	26	1	R-MAT	50	10	29	gexf	16	1.625	16	1.625	1.625	NA
1687	R-MAT.50.10.29.gexf	3	25.3333333333333	2	R-MAT	50	10	29	gexf	14	1.80952380952381	14	1.80952380952381	1.80952380952381	NA
1688	R-MAT.50.10.29.gexf	5	22.8	2	R-MAT	50	10	29	gexf	10	2.28	10	2.28	2.28	NA
1689	R-MAT.50.10.29.gexf	10	17.6	7	R-MAT	50	10	29	gexf	5	3.52	4	4.4	4.4	2
1691	R-MAT.50.25.29.gexf	2	52	1	R-MAT	50	25	29	gexf	39	1.33333333333333	39	1.33333333333333	1.33333333333333	NA
1692	R-MAT.50.25.29.gexf	3	52	1	R-MAT	50	25	29	gexf	35	1.48571428571429	35	1.48571428571429	1.48571428571429	NA
1693	R-MAT.50.25.29.gexf	5	52	1	R-MAT	50	25	29	gexf	29	1.79310344827586	29	1.79310344827586	1.79310344827586	NA
1694	R-MAT.50.25.29.gexf	10	47.6666666666667	3	R-MAT	50	25	29	gexf	16	2.97916666666667	16	2.97916666666667	2.97916666666667	NA
1696	R-MAT.100.5.29.gexf	2	22	1	R-MAT	100	5	29	gexf	16	1.375	16	1.375	1.375	NA
1697	R-MAT.100.5.29.gexf	3	22	1	R-MAT	100	5	29	gexf	14	1.57142857142857	14	1.57142857142857	1.57142857142857	NA
1698	R-MAT.100.5.29.gexf	5	22	1	R-MAT	100	5	29	gexf	10	2.2	10	2.2	2.2	NA
1699	R-MAT.100.5.29.gexf	10	18.3333333333333	6	R-MAT	100	5	29	gexf	6	3.05555555555556	5	3.66666666666667	3.66666666666667	2
1701	R-MAT.100.10.29.gexf	2	43	1	R-MAT	100	10	29	gexf	34	1.26470588235294	34	1.26470588235294	1.26470588235294	NA
1702	R-MAT.100.10.29.gexf	3	43	1	R-MAT	100	10	29	gexf	31	1.38709677419355	31	1.38709677419355	1.38709677419355	NA
1703	R-MAT.100.10.29.gexf	5	43	1	R-MAT	100	10	29	gexf	26	1.65384615384615	26	1.65384615384615	1.65384615384615	NA
1704	R-MAT.100.10.29.gexf	10	40.7	2	R-MAT	100	10	29	gexf	16	2.54375	16	2.54375	2.54375	NA
1706	R-MAT.100.25.29.gexf	2	110	1	R-MAT	100	25	29	gexf	94	1.17021276595745	94	1.17021276595745	1.17021276595745	NA
1707	R-MAT.100.25.29.gexf	3	110	1	R-MAT	100	25	29	gexf	89	1.23595505617978	89	1.23595505617978	1.23595505617978	NA
1708	R-MAT.100.25.29.gexf	5	110	1	R-MAT	100	25	29	gexf	79	1.39240506329114	79	1.39240506329114	1.39240506329114	NA
1709	R-MAT.100.25.29.gexf	10	110	1	R-MAT	100	25	29	gexf	56	1.96428571428571	55	2	2	2
1711	R-MAT.500.5.29.gexf	2	50	1	R-MAT	500	5	29	gexf	39	1.28205128205128	39	1.28205128205128	1.28205128205128	NA
1712	R-MAT.500.5.29.gexf	3	50	1	R-MAT	500	5	29	gexf	35	1.42857142857143	35	1.42857142857143	1.42857142857143	NA
1713	R-MAT.500.5.29.gexf	5	50	1	R-MAT	500	5	29	gexf	31	1.61290322580645	31	1.61290322580645	1.61290322580645	NA
1714	R-MAT.500.5.29.gexf	10	47.6666666666667	3	R-MAT	500	5	29	gexf	26	1.83333333333333	26	1.83333333333333	1.83333333333333	NA
1716	R-MAT.500.10.29.gexf	2	103	1	R-MAT	500	10	29	gexf	87	1.18390804597701	87	1.18390804597701	1.18390804597701	NA
1717	R-MAT.500.10.29.gexf	3	103	1	R-MAT	500	10	29	gexf	82	1.25609756097561	82	1.25609756097561	1.25609756097561	NA
1718	R-MAT.500.10.29.gexf	5	103	1	R-MAT	500	10	29	gexf	78	1.32051282051282	78	1.32051282051282	1.32051282051282	NA
1719	R-MAT.500.10.29.gexf	10	102.3	3	R-MAT	500	10	29	gexf	68	1.50441176470588	68	1.50441176470588	1.50441176470588	NA
1720	R-MAT.500.10.29.gexf	50	82.7027027027027	15	R-MAT	500	10	29	gexf	24	3.44594594594595	24	3.44594594594595	3.44594594594595	NA
1721	R-MAT.500.25.29.gexf	2	256	1	R-MAT	500	25	29	gexf	216	1.18518518518519	216	1.18518518518519	1.18518518518519	NA
1722	R-MAT.500.25.29.gexf	3	256	1	R-MAT	500	25	29	gexf	206	1.24271844660194	206	1.24271844660194	1.24271844660194	NA
1723	R-MAT.500.25.29.gexf	5	256	1	R-MAT	500	25	29	gexf	191	1.34031413612565	191	1.34031413612565	1.34031413612565	NA
1724	R-MAT.500.25.29.gexf	10	256	1	R-MAT	500	25	29	gexf	168	1.52380952380952	168	1.52380952380952	1.52380952380952	NA
1725	R-MAT.500.25.29.gexf	50	208.744186046512	9	R-MAT	500	25	29	gexf	82	2.54566080544526	82	2.54566080544526	2.54566080544526	NA
1726	R-MAT.1000.5.29.gexf	2	64	1	R-MAT	1000	5	29	gexf	55	1.16363636363636	55	1.16363636363636	1.16363636363636	NA
1727	R-MAT.1000.5.29.gexf	3	64	1	R-MAT	1000	5	29	gexf	52	1.23076923076923	52	1.23076923076923	1.23076923076923	NA
1728	R-MAT.1000.5.29.gexf	5	64	1	R-MAT	1000	5	29	gexf	48	1.33333333333333	48	1.33333333333333	1.33333333333333	NA
1729	R-MAT.1000.5.29.gexf	10	64	1	R-MAT	1000	5	29	gexf	38	1.68421052631579	38	1.68421052631579	1.68421052631579	NA
1731	R-MAT.1000.10.29.gexf	2	155	1	R-MAT	1000	10	29	gexf	138	1.1231884057971	138	1.1231884057971	1.1231884057971	NA
1732	R-MAT.1000.10.29.gexf	3	155	1	R-MAT	1000	10	29	gexf	131	1.18320610687023	131	1.18320610687023	1.18320610687023	NA
1733	R-MAT.1000.10.29.gexf	5	155	1	R-MAT	1000	10	29	gexf	123	1.26016260162602	123	1.26016260162602	1.26016260162602	NA
1734	R-MAT.1000.10.29.gexf	10	155	1	R-MAT	1000	10	29	gexf	107	1.44859813084112	107	1.44859813084112	1.44859813084112	NA
1735	R-MAT.1000.10.29.gexf	50	132.357142857143	10	R-MAT	1000	10	29	gexf	52	2.54532967032967	52	2.54532967032967	2.54532967032967	NA
1736	R-MAT.1000.25.29.gexf	2	385	1	R-MAT	1000	25	29	gexf	347	1.10951008645533	347	1.10951008645533	1.10951008645533	NA
1737	R-MAT.1000.25.29.gexf	3	385	1	R-MAT	1000	25	29	gexf	336	1.14583333333333	336	1.14583333333333	1.14583333333333	NA
1738	R-MAT.1000.25.29.gexf	5	385	1	R-MAT	1000	25	29	gexf	315	1.22222222222222	315	1.22222222222222	1.22222222222222	NA
1739	R-MAT.1000.25.29.gexf	10	385	1	R-MAT	1000	25	29	gexf	286	1.34615384615385	286	1.34615384615385	1.34615384615385	NA
1740	R-MAT.1000.25.29.gexf	50	347.933333333333	7	R-MAT	1000	25	29	gexf	179	1.94376163873371	179	1.94376163873371	1.94376163873371	NA
1741	R-MAT.50.5.30.gexf	2	12	1	R-MAT	50	5	30	gexf	8	1.5	8	1.5	1.5	NA
1742	R-MAT.50.5.30.gexf	3	12	1	R-MAT	50	5	30	gexf	8	1.5	7	1.71428571428571	1.71428571428571	2
1743	R-MAT.50.5.30.gexf	5	12	1	R-MAT	50	5	30	gexf	6	2	5	2.4	2.4	2
1746	R-MAT.50.10.30.gexf	2	25	1	R-MAT	50	10	30	gexf	18	1.38888888888889	18	1.38888888888889	1.38888888888889	NA
1747	R-MAT.50.10.30.gexf	3	25	1	R-MAT	50	10	30	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
1748	R-MAT.50.10.30.gexf	5	25	1	R-MAT	50	10	30	gexf	11	2.27272727272727	12	2.08333333333333	2.27272727272727	NA
1749	R-MAT.50.10.30.gexf	10	20.1666666666667	6	R-MAT	50	10	30	gexf	6	3.36111111111111	5	4.03333333333333	4.03333333333333	2
1751	R-MAT.50.25.30.gexf	2	55	1	R-MAT	50	25	30	gexf	40	1.375	40	1.375	1.375	NA
1752	R-MAT.50.25.30.gexf	3	55	1	R-MAT	50	25	30	gexf	34	1.61764705882353	34	1.61764705882353	1.61764705882353	NA
1753	R-MAT.50.25.30.gexf	5	55	1	R-MAT	50	25	30	gexf	27	2.03703703703704	27	2.03703703703704	2.03703703703704	NA
1754	R-MAT.50.25.30.gexf	10	46.75	4	R-MAT	50	25	30	gexf	14	3.33928571428571	14	3.33928571428571	3.33928571428571	NA
1756	R-MAT.100.5.30.gexf	2	15	1	R-MAT	100	5	30	gexf	11	1.36363636363636	11	1.36363636363636	1.36363636363636	NA
1757	R-MAT.100.5.30.gexf	3	15	1	R-MAT	100	5	30	gexf	9	1.66666666666667	9	1.66666666666667	1.66666666666667	NA
1758	R-MAT.100.5.30.gexf	5	15	1	R-MAT	100	5	30	gexf	7	2.14285714285714	7	2.14285714285714	2.14285714285714	NA
1759	R-MAT.100.5.30.gexf	10	12.375	4	R-MAT	100	5	30	gexf	2	6.1875	2	6.1875	6.1875	NA
1761	R-MAT.100.10.30.gexf	2	38	1	R-MAT	100	10	30	gexf	30	1.26666666666667	30	1.26666666666667	1.26666666666667	NA
1762	R-MAT.100.10.30.gexf	3	38	1	R-MAT	100	10	30	gexf	27	1.40740740740741	27	1.40740740740741	1.40740740740741	NA
1763	R-MAT.100.10.30.gexf	5	38	1	R-MAT	100	10	30	gexf	22	1.72727272727273	22	1.72727272727273	1.72727272727273	NA
1764	R-MAT.100.10.30.gexf	10	36.6666666666667	3	R-MAT	100	10	30	gexf	12	3.05555555555556	12	3.05555555555556	3.05555555555556	NA
1766	R-MAT.100.25.30.gexf	2	131	1	R-MAT	100	25	30	gexf	104	1.25961538461538	104	1.25961538461538	1.25961538461538	NA
1767	R-MAT.100.25.30.gexf	3	131	1	R-MAT	100	25	30	gexf	95	1.37894736842105	95	1.37894736842105	1.37894736842105	NA
1768	R-MAT.100.25.30.gexf	5	131	1	R-MAT	100	25	30	gexf	81	1.61728395061728	81	1.61728395061728	1.61728395061728	NA
1769	R-MAT.100.25.30.gexf	10	126.5	2	R-MAT	100	25	30	gexf	58	2.18103448275862	58	2.18103448275862	2.18103448275862	NA
1771	R-MAT.500.5.30.gexf	2	38	1	R-MAT	500	5	30	gexf	29	1.31034482758621	29	1.31034482758621	1.31034482758621	NA
1772	R-MAT.500.5.30.gexf	3	38	1	R-MAT	500	5	30	gexf	26	1.46153846153846	26	1.46153846153846	1.46153846153846	NA
1773	R-MAT.500.5.30.gexf	5	38	1	R-MAT	500	5	30	gexf	22	1.72727272727273	22	1.72727272727273	1.72727272727273	NA
1774	R-MAT.500.5.30.gexf	10	35.4444444444444	3	R-MAT	500	5	30	gexf	17	2.08496732026144	17	2.08496732026144	2.08496732026144	NA
1776	R-MAT.500.10.30.gexf	2	115	1	R-MAT	500	10	30	gexf	106	1.08490566037736	106	1.08490566037736	1.08490566037736	NA
1777	R-MAT.500.10.30.gexf	3	115	1	R-MAT	500	10	30	gexf	102	1.12745098039216	102	1.12745098039216	1.12745098039216	NA
1778	R-MAT.500.10.30.gexf	5	115	1	R-MAT	500	10	30	gexf	96	1.19791666666667	96	1.19791666666667	1.19791666666667	NA
1779	R-MAT.500.10.30.gexf	10	115	1	R-MAT	500	10	30	gexf	83	1.3855421686747	83	1.3855421686747	1.3855421686747	NA
1780	R-MAT.500.10.30.gexf	50	103.186046511628	10	R-MAT	500	10	30	gexf	28	3.68521594684385	28	3.68521594684385	3.68521594684385	NA
1781	R-MAT.500.25.30.gexf	2	251	1	R-MAT	500	25	30	gexf	224	1.12053571428571	224	1.12053571428571	1.12053571428571	NA
1782	R-MAT.500.25.30.gexf	3	251	1	R-MAT	500	25	30	gexf	214	1.17289719626168	214	1.17289719626168	1.17289719626168	NA
1783	R-MAT.500.25.30.gexf	5	251	1	R-MAT	500	25	30	gexf	200	1.255	200	1.255	1.255	NA
1784	R-MAT.500.25.30.gexf	10	251	1	R-MAT	500	25	30	gexf	174	1.44252873563218	174	1.44252873563218	1.44252873563218	NA
1785	R-MAT.500.25.30.gexf	50	216.142857142857	10	R-MAT	500	25	30	gexf	77	2.80705009276438	77	2.80705009276438	2.80705009276438	NA
1786	R-MAT.1000.5.30.gexf	2	68	1	R-MAT	1000	5	30	gexf	58	1.17241379310345	58	1.17241379310345	1.17241379310345	NA
1787	R-MAT.1000.5.30.gexf	3	68	1	R-MAT	1000	5	30	gexf	55	1.23636363636364	55	1.23636363636364	1.23636363636364	NA
1788	R-MAT.1000.5.30.gexf	5	68	1	R-MAT	1000	5	30	gexf	51	1.33333333333333	51	1.33333333333333	1.33333333333333	NA
1789	R-MAT.1000.5.30.gexf	10	67.1	3	R-MAT	1000	5	30	gexf	44	1.525	44	1.525	1.525	NA
1790	R-MAT.1000.5.30.gexf	50	54.4772727272727	8	R-MAT	1000	5	30	gexf	4	13.6193181818182	4	13.6193181818182	13.6193181818182	NA
1791	R-MAT.1000.10.30.gexf	2	165	1	R-MAT	1000	10	30	gexf	147	1.12244897959184	147	1.12244897959184	1.12244897959184	NA
1792	R-MAT.1000.10.30.gexf	3	165	1	R-MAT	1000	10	30	gexf	141	1.17021276595745	141	1.17021276595745	1.17021276595745	NA
1793	R-MAT.1000.10.30.gexf	5	165	1	R-MAT	1000	10	30	gexf	131	1.25954198473282	131	1.25954198473282	1.25954198473282	NA
1794	R-MAT.1000.10.30.gexf	10	165	1	R-MAT	1000	10	30	gexf	114	1.44736842105263	114	1.44736842105263	1.44736842105263	NA
1795	R-MAT.1000.10.30.gexf	50	141.525	12	R-MAT	1000	10	30	gexf	54	2.62083333333333	54	2.62083333333333	2.62083333333333	NA
1796	R-MAT.1000.25.30.gexf	2	344	1	R-MAT	1000	25	30	gexf	308	1.11688311688312	308	1.11688311688312	1.11688311688312	NA
1797	R-MAT.1000.25.30.gexf	3	344	1	R-MAT	1000	25	30	gexf	295	1.16610169491525	295	1.16610169491525	1.16610169491525	NA
1798	R-MAT.1000.25.30.gexf	5	344	1	R-MAT	1000	25	30	gexf	276	1.2463768115942	276	1.2463768115942	1.2463768115942	NA
1799	R-MAT.1000.25.30.gexf	10	344	1	R-MAT	1000	25	30	gexf	245	1.40408163265306	245	1.40408163265306	1.40408163265306	NA
1800	R-MAT.1000.25.30.gexf	50	301.255813953488	10	R-MAT	1000	25	30	gexf	145	2.07762630312751	145	2.07762630312751	2.07762630312751	NA
1801	R-MAT.50.5.31.gexf	2	13	1	R-MAT	50	5	31	gexf	9	1.44444444444444	9	1.44444444444444	1.44444444444444	NA
1802	R-MAT.50.5.31.gexf	3	13	1	R-MAT	50	5	31	gexf	8	1.625	8	1.625	1.625	NA
1803	R-MAT.50.5.31.gexf	5	13	1	R-MAT	50	5	31	gexf	6	2.16666666666667	4	3.25	3.25	2
1806	R-MAT.50.10.31.gexf	2	23	1	R-MAT	50	10	31	gexf	15	1.53333333333333	15	1.53333333333333	1.53333333333333	NA
1807	R-MAT.50.10.31.gexf	3	23	1	R-MAT	50	10	31	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
1808	R-MAT.50.10.31.gexf	5	21.6	2	R-MAT	50	10	31	gexf	9	2.4	9	2.4	2.4	NA
1809	R-MAT.50.10.31.gexf	10	15.4	7	R-MAT	50	10	31	gexf	5	3.08	3	5.13333333333333	5.13333333333333	2
1811	R-MAT.50.25.31.gexf	2	67	1	R-MAT	50	25	31	gexf	51	1.31372549019608	51	1.31372549019608	1.31372549019608	NA
1812	R-MAT.50.25.31.gexf	3	67	1	R-MAT	50	25	31	gexf	45	1.48888888888889	45	1.48888888888889	1.48888888888889	NA
1813	R-MAT.50.25.31.gexf	5	67	1	R-MAT	50	25	31	gexf	36	1.86111111111111	36	1.86111111111111	1.86111111111111	NA
1814	R-MAT.50.25.31.gexf	10	61.875	4	R-MAT	50	25	31	gexf	21	2.94642857142857	21	2.94642857142857	2.94642857142857	NA
1816	R-MAT.100.5.31.gexf	2	16	1	R-MAT	100	5	31	gexf	12	1.33333333333333	12	1.33333333333333	1.33333333333333	NA
1817	R-MAT.100.5.31.gexf	3	16	1	R-MAT	100	5	31	gexf	10	1.6	10	1.6	1.6	NA
1818	R-MAT.100.5.31.gexf	5	16	1	R-MAT	100	5	31	gexf	7	2.28571428571429	7	2.28571428571429	2.28571428571429	NA
1819	R-MAT.100.5.31.gexf	10	12.5714285714286	6	R-MAT	100	5	31	gexf	2	6.28571428571428	2	6.28571428571428	6.28571428571428	NA
1821	R-MAT.100.10.31.gexf	2	39	1	R-MAT	100	10	31	gexf	29	1.3448275862069	29	1.3448275862069	1.3448275862069	NA
1822	R-MAT.100.10.31.gexf	3	39	1	R-MAT	100	10	31	gexf	25	1.56	25	1.56	1.56	NA
1823	R-MAT.100.10.31.gexf	5	39	1	R-MAT	100	10	31	gexf	20	1.95	20	1.95	1.95	NA
1824	R-MAT.100.10.31.gexf	10	34.375	4	R-MAT	100	10	31	gexf	10	3.4375	10	3.4375	3.4375	NA
1826	R-MAT.100.25.31.gexf	2	117	1	R-MAT	100	25	31	gexf	95	1.23157894736842	95	1.23157894736842	1.23157894736842	NA
1827	R-MAT.100.25.31.gexf	3	117	1	R-MAT	100	25	31	gexf	87	1.3448275862069	87	1.3448275862069	1.3448275862069	NA
1828	R-MAT.100.25.31.gexf	5	117	1	R-MAT	100	25	31	gexf	76	1.53947368421053	76	1.53947368421053	1.53947368421053	NA
1829	R-MAT.100.25.31.gexf	10	113.3	3	R-MAT	100	25	31	gexf	59	1.92033898305085	59	1.92033898305085	1.92033898305085	NA
1831	R-MAT.500.5.31.gexf	2	45	1	R-MAT	500	5	31	gexf	36	1.25	36	1.25	1.25	NA
1832	R-MAT.500.5.31.gexf	3	45	1	R-MAT	500	5	31	gexf	34	1.32352941176471	34	1.32352941176471	1.32352941176471	NA
1833	R-MAT.500.5.31.gexf	5	45	1	R-MAT	500	5	31	gexf	30	1.5	30	1.5	1.5	NA
1834	R-MAT.500.5.31.gexf	10	44	2	R-MAT	500	5	31	gexf	24	1.83333333333333	24	1.83333333333333	1.83333333333333	NA
1836	R-MAT.500.10.31.gexf	2	107	1	R-MAT	500	10	31	gexf	90	1.18888888888889	90	1.18888888888889	1.18888888888889	NA
1837	R-MAT.500.10.31.gexf	3	107	1	R-MAT	500	10	31	gexf	83	1.28915662650602	83	1.28915662650602	1.28915662650602	NA
1838	R-MAT.500.10.31.gexf	5	107	1	R-MAT	500	10	31	gexf	75	1.42666666666667	75	1.42666666666667	1.42666666666667	NA
1839	R-MAT.500.10.31.gexf	10	107	1	R-MAT	500	10	31	gexf	62	1.7258064516129	62	1.7258064516129	1.7258064516129	NA
1840	R-MAT.500.10.31.gexf	50	71.0909090909091	20	R-MAT	500	10	31	gexf	14	5.07792207792208	14	5.07792207792208	5.07792207792208	NA
1841	R-MAT.500.25.31.gexf	2	237	1	R-MAT	500	25	31	gexf	205	1.15609756097561	205	1.15609756097561	1.15609756097561	NA
1842	R-MAT.500.25.31.gexf	3	237	1	R-MAT	500	25	31	gexf	197	1.20304568527919	197	1.20304568527919	1.20304568527919	NA
1843	R-MAT.500.25.31.gexf	5	237	1	R-MAT	500	25	31	gexf	182	1.3021978021978	182	1.3021978021978	1.3021978021978	NA
1844	R-MAT.500.25.31.gexf	10	237	1	R-MAT	500	25	31	gexf	161	1.47204968944099	161	1.47204968944099	1.47204968944099	NA
1845	R-MAT.500.25.31.gexf	50	198.06976744186	10	R-MAT	500	25	31	gexf	73	2.71328448550494	73	2.71328448550494	2.71328448550494	NA
1846	R-MAT.1000.5.31.gexf	2	66	1	R-MAT	1000	5	31	gexf	60	1.1	60	1.1	1.1	NA
1847	R-MAT.1000.5.31.gexf	3	66	1	R-MAT	1000	5	31	gexf	58	1.13793103448276	58	1.13793103448276	1.13793103448276	NA
1848	R-MAT.1000.5.31.gexf	5	66	1	R-MAT	1000	5	31	gexf	54	1.22222222222222	54	1.22222222222222	1.22222222222222	NA
1849	R-MAT.1000.5.31.gexf	10	66	1	R-MAT	1000	5	31	gexf	45	1.46666666666667	45	1.46666666666667	1.46666666666667	NA
1850	R-MAT.1000.5.31.gexf	50	55.8571428571429	10	R-MAT	1000	5	31	gexf	5	11.1714285714286	5	11.1714285714286	11.1714285714286	NA
1851	R-MAT.1000.10.31.gexf	2	133	1	R-MAT	1000	10	31	gexf	119	1.11764705882353	119	1.11764705882353	1.11764705882353	NA
1852	R-MAT.1000.10.31.gexf	3	133	1	R-MAT	1000	10	31	gexf	115	1.15652173913043	115	1.15652173913043	1.15652173913043	NA
1853	R-MAT.1000.10.31.gexf	5	133	1	R-MAT	1000	10	31	gexf	109	1.22018348623853	109	1.22018348623853	1.22018348623853	NA
1854	R-MAT.1000.10.31.gexf	10	133	1	R-MAT	1000	10	31	gexf	99	1.34343434343434	99	1.34343434343434	1.34343434343434	NA
1855	R-MAT.1000.10.31.gexf	50	120.847826086957	7	R-MAT	1000	10	31	gexf	47	2.57123034227567	47	2.57123034227567	2.57123034227567	NA
1856	R-MAT.1000.25.31.gexf	2	394	1	R-MAT	1000	25	31	gexf	344	1.1453488372093	344	1.1453488372093	1.1453488372093	NA
1857	R-MAT.1000.25.31.gexf	3	394	1	R-MAT	1000	25	31	gexf	333	1.18318318318318	333	1.18318318318318	1.18318318318318	NA
1858	R-MAT.1000.25.31.gexf	5	394	1	R-MAT	1000	25	31	gexf	313	1.25878594249201	313	1.25878594249201	1.25878594249201	NA
1859	R-MAT.1000.25.31.gexf	10	394	1	R-MAT	1000	25	31	gexf	281	1.40213523131673	281	1.40213523131673	1.40213523131673	NA
1860	R-MAT.1000.25.31.gexf	50	345.666666666667	8	R-MAT	1000	25	31	gexf	161	2.14699792960662	161	2.14699792960662	2.14699792960662	NA
1861	R-MAT.50.5.32.gexf	2	7.5	2	R-MAT	50	5	32	gexf	5	1.5	4	1.875	1.875	2
1862	R-MAT.50.5.32.gexf	3	6.66666666666667	2	R-MAT	50	5	32	gexf	5	1.33333333333333	3	2.22222222222222	2.22222222222222	2
1863	R-MAT.50.5.32.gexf	5	6	2	R-MAT	50	5	32	gexf	4	1.5	1	6	6	2
1866	R-MAT.50.10.32.gexf	2	29	1	R-MAT	50	10	32	gexf	22	1.31818181818182	22	1.31818181818182	1.31818181818182	NA
1867	R-MAT.50.10.32.gexf	3	29	1	R-MAT	50	10	32	gexf	19	1.52631578947368	19	1.52631578947368	1.52631578947368	NA
