path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4	small_1	constant1	rmat_2	constant2	best.constant	best.alg
5343	R-MAT.50.5.90.gexf	5	12	3	R-MAT	50	5	90	gexf	4	3	4	3	3	NA
5346	R-MAT.50.10.90.gexf	2	29	1	R-MAT	50	10	90	gexf	19	1.52631578947368	19	1.52631578947368	1.52631578947368	NA
5347	R-MAT.50.10.90.gexf	3	29	1	R-MAT	50	10	90	gexf	15	1.93333333333333	15	1.93333333333333	1.93333333333333	NA
5348	R-MAT.50.10.90.gexf	5	28.5	3	R-MAT	50	10	90	gexf	10	2.85	10	2.85	2.85	NA
5349	R-MAT.50.10.90.gexf	10	17.6	8	R-MAT	50	10	90	gexf	4	4.4	4	4.4	4.4	NA
5351	R-MAT.50.25.90.gexf	2	66	1	R-MAT	50	25	90	gexf	53	1.24528301886792	53	1.24528301886792	1.24528301886792	NA
5352	R-MAT.50.25.90.gexf	3	66	1	R-MAT	50	25	90	gexf	48	1.375	48	1.375	1.375	NA
5353	R-MAT.50.25.90.gexf	5	66	1	R-MAT	50	25	90	gexf	41	1.60975609756098	41	1.60975609756098	1.60975609756098	NA
5354	R-MAT.50.25.90.gexf	10	64.7777777777778	4	R-MAT	50	25	90	gexf	26	2.49145299145299	26	2.49145299145299	2.49145299145299	NA
5356	R-MAT.100.5.90.gexf	2	14	1	R-MAT	100	5	90	gexf	10	1.4	10	1.4	1.4	NA
5357	R-MAT.100.5.90.gexf	3	14	1	R-MAT	100	5	90	gexf	9	1.55555555555556	9	1.55555555555556	1.55555555555556	NA
5358	R-MAT.100.5.90.gexf	5	13.2	3	R-MAT	100	5	90	gexf	7	1.88571428571429	7	1.88571428571429	1.88571428571429	NA
5359	R-MAT.100.5.90.gexf	10	12.1	2	R-MAT	100	5	90	gexf	2	6.05	2	6.05	6.05	NA
5361	R-MAT.100.10.90.gexf	2	41	1	R-MAT	100	10	90	gexf	32	1.28125	32	1.28125	1.28125	NA
5362	R-MAT.100.10.90.gexf	3	41	1	R-MAT	100	10	90	gexf	30	1.36666666666667	30	1.36666666666667	1.36666666666667	NA
5363	R-MAT.100.10.90.gexf	5	41	2	R-MAT	100	10	90	gexf	26	1.57692307692308	26	1.57692307692308	1.57692307692308	NA
5364	R-MAT.100.10.90.gexf	10	38.5	2	R-MAT	100	10	90	gexf	16	2.40625	16	2.40625	2.40625	NA
5366	R-MAT.100.25.90.gexf	2	97	1	R-MAT	100	25	90	gexf	77	1.25974025974026	77	1.25974025974026	1.25974025974026	NA
5367	R-MAT.100.25.90.gexf	3	97	1	R-MAT	100	25	90	gexf	70	1.38571428571429	70	1.38571428571429	1.38571428571429	NA
5368	R-MAT.100.25.90.gexf	5	97	1	R-MAT	100	25	90	gexf	61	1.59016393442623	61	1.59016393442623	1.59016393442623	NA
5369	R-MAT.100.25.90.gexf	10	94.1111111111111	3	R-MAT	100	25	90	gexf	43	2.18863049095607	44	2.13888888888889	2.18863049095607	NA
5371	R-MAT.500.5.90.gexf	2	52	1	R-MAT	500	5	90	gexf	45	1.15555555555556	45	1.15555555555556	1.15555555555556	NA
5372	R-MAT.500.5.90.gexf	3	52	1	R-MAT	500	5	90	gexf	43	1.2093023255814	43	1.2093023255814	1.2093023255814	NA
5373	R-MAT.500.5.90.gexf	5	52	1	R-MAT	500	5	90	gexf	39	1.33333333333333	39	1.33333333333333	1.33333333333333	NA
5374	R-MAT.500.5.90.gexf	10	52	1	R-MAT	500	5	90	gexf	31	1.67741935483871	31	1.67741935483871	1.67741935483871	NA
5376	R-MAT.500.10.90.gexf	2	105	1	R-MAT	500	10	90	gexf	91	1.15384615384615	91	1.15384615384615	1.15384615384615	NA
5377	R-MAT.500.10.90.gexf	3	105	1	R-MAT	500	10	90	gexf	84	1.25	84	1.25	1.25	NA
5378	R-MAT.500.10.90.gexf	5	105	1	R-MAT	500	10	90	gexf	76	1.38157894736842	76	1.38157894736842	1.38157894736842	NA
5379	R-MAT.500.10.90.gexf	10	105	1	R-MAT	500	10	90	gexf	64	1.640625	64	1.640625	1.640625	NA
5380	R-MAT.500.10.90.gexf	50	75	20	R-MAT	500	10	90	gexf	17	4.41176470588235	17	4.41176470588235	4.41176470588235	NA
5381	R-MAT.500.25.90.gexf	2	248	1	R-MAT	500	25	90	gexf	213	1.16431924882629	213	1.16431924882629	1.16431924882629	NA
5382	R-MAT.500.25.90.gexf	3	248	1	R-MAT	500	25	90	gexf	199	1.24623115577889	199	1.24623115577889	1.24623115577889	NA
5383	R-MAT.500.25.90.gexf	5	248	1	R-MAT	500	25	90	gexf	183	1.3551912568306	183	1.3551912568306	1.3551912568306	NA
5384	R-MAT.500.25.90.gexf	10	248	1	R-MAT	500	25	90	gexf	159	1.55974842767296	159	1.55974842767296	1.55974842767296	NA
5385	R-MAT.500.25.90.gexf	50	197.461538461538	15	R-MAT	500	25	90	gexf	77	2.56443556443556	77	2.56443556443556	2.56443556443556	NA
5386	R-MAT.1000.5.90.gexf	2	80	1	R-MAT	1000	5	90	gexf	73	1.0958904109589	73	1.0958904109589	1.0958904109589	NA
5387	R-MAT.1000.5.90.gexf	3	80	1	R-MAT	1000	5	90	gexf	70	1.14285714285714	70	1.14285714285714	1.14285714285714	NA
5388	R-MAT.1000.5.90.gexf	5	80	1	R-MAT	1000	5	90	gexf	65	1.23076923076923	65	1.23076923076923	1.23076923076923	NA
5389	R-MAT.1000.5.90.gexf	10	80	1	R-MAT	1000	5	90	gexf	55	1.45454545454545	55	1.45454545454545	1.45454545454545	NA
5390	R-MAT.1000.5.90.gexf	50	65.7631578947368	14	R-MAT	1000	5	90	gexf	12	5.48026315789474	12	5.48026315789474	5.48026315789474	NA
5391	R-MAT.1000.10.90.gexf	2	140	1	R-MAT	1000	10	90	gexf	121	1.15702479338843	121	1.15702479338843	1.15702479338843	NA
5392	R-MAT.1000.10.90.gexf	3	140	1	R-MAT	1000	10	90	gexf	118	1.1864406779661	118	1.1864406779661	1.1864406779661	NA
5393	R-MAT.1000.10.90.gexf	5	140	1	R-MAT	1000	10	90	gexf	112	1.25	112	1.25	1.25	NA
5394	R-MAT.1000.10.90.gexf	10	140	1	R-MAT	1000	10	90	gexf	101	1.38613861386139	101	1.38613861386139	1.38613861386139	NA
5395	R-MAT.1000.10.90.gexf	50	123.533333333333	7	R-MAT	1000	10	90	gexf	52	2.37564102564103	52	2.37564102564103	2.37564102564103	NA
5396	R-MAT.1000.25.90.gexf	2	342	1	R-MAT	1000	25	90	gexf	310	1.10322580645161	310	1.10322580645161	1.10322580645161	NA
5397	R-MAT.1000.25.90.gexf	3	342	1	R-MAT	1000	25	90	gexf	301	1.13621262458472	301	1.13621262458472	1.13621262458472	NA
5398	R-MAT.1000.25.90.gexf	5	342	1	R-MAT	1000	25	90	gexf	284	1.20422535211268	284	1.20422535211268	1.20422535211268	NA
5399	R-MAT.1000.25.90.gexf	10	342	1	R-MAT	1000	25	90	gexf	254	1.34645669291339	254	1.34645669291339	1.34645669291339	NA
5400	R-MAT.1000.25.90.gexf	50	311.93023255814	9	R-MAT	1000	25	90	gexf	149	2.09349149367879	149	2.09349149367879	2.09349149367879	NA
5401	R-MAT.50.5.91.gexf	2	13	1	R-MAT	50	5	91	gexf	8	1.625	8	1.625	1.625	NA
5402	R-MAT.50.5.91.gexf	3	13	1	R-MAT	50	5	91	gexf	6	2.16666666666667	6	2.16666666666667	2.16666666666667	NA
5403	R-MAT.50.5.91.gexf	5	12	2	R-MAT	50	5	91	gexf	4	3	4	3	3	NA
5406	R-MAT.50.10.91.gexf	2	27	1	R-MAT	50	10	91	gexf	18	1.5	18	1.5	1.5	NA
5407	R-MAT.50.10.91.gexf	3	27	1	R-MAT	50	10	91	gexf	16	1.6875	16	1.6875	1.6875	NA
5408	R-MAT.50.10.91.gexf	5	25.2	3	R-MAT	50	10	91	gexf	12	2.1	12	2.1	2.1	NA
5409	R-MAT.50.10.91.gexf	10	22	4	R-MAT	50	10	91	gexf	7	3.14285714285714	5	4.4	4.4	2
5411	R-MAT.50.25.91.gexf	2	66	1	R-MAT	50	25	91	gexf	54	1.22222222222222	54	1.22222222222222	1.22222222222222	NA
5412	R-MAT.50.25.91.gexf	3	66	1	R-MAT	50	25	91	gexf	48	1.375	48	1.375	1.375	NA
5413	R-MAT.50.25.91.gexf	5	66	1	R-MAT	50	25	91	gexf	38	1.73684210526316	38	1.73684210526316	1.73684210526316	NA
5414	R-MAT.50.25.91.gexf	10	66	1	R-MAT	50	25	91	gexf	21	3.14285714285714	21	3.14285714285714	3.14285714285714	NA
5416	R-MAT.100.5.91.gexf	2	22	1	R-MAT	100	5	91	gexf	15	1.46666666666667	15	1.46666666666667	1.46666666666667	NA
5417	R-MAT.100.5.91.gexf	3	22	1	R-MAT	100	5	91	gexf	13	1.69230769230769	13	1.69230769230769	1.69230769230769	NA
5418	R-MAT.100.5.91.gexf	5	21.6	2	R-MAT	100	5	91	gexf	9	2.4	9	2.4	2.4	NA
5419	R-MAT.100.5.91.gexf	10	16.5	6	R-MAT	100	5	91	gexf	4	4.125	4	4.125	4.125	NA
5421	R-MAT.100.10.91.gexf	2	29	1	R-MAT	100	10	91	gexf	23	1.26086956521739	23	1.26086956521739	1.26086956521739	NA
5422	R-MAT.100.10.91.gexf	3	29	1	R-MAT	100	10	91	gexf	20	1.45	20	1.45	1.45	NA
5423	R-MAT.100.10.91.gexf	5	29	1	R-MAT	100	10	91	gexf	16	1.8125	16	1.8125	1.8125	NA
5424	R-MAT.100.10.91.gexf	10	27.5	4	R-MAT	100	10	91	gexf	11	2.5	11	2.5	2.5	NA
5426	R-MAT.100.25.91.gexf	2	92	1	R-MAT	100	25	91	gexf	77	1.19480519480519	77	1.19480519480519	1.19480519480519	NA
5427	R-MAT.100.25.91.gexf	3	92	1	R-MAT	100	25	91	gexf	70	1.31428571428571	70	1.31428571428571	1.31428571428571	NA
5428	R-MAT.100.25.91.gexf	5	92	1	R-MAT	100	25	91	gexf	59	1.55932203389831	59	1.55932203389831	1.55932203389831	NA
5429	R-MAT.100.25.91.gexf	10	92	1	R-MAT	100	25	91	gexf	40	2.3	38	2.42105263157895	2.42105263157895	2
5431	R-MAT.500.5.91.gexf	2	60	1	R-MAT	500	5	91	gexf	47	1.27659574468085	47	1.27659574468085	1.27659574468085	NA
5432	R-MAT.500.5.91.gexf	3	60	1	R-MAT	500	5	91	gexf	43	1.3953488372093	43	1.3953488372093	1.3953488372093	NA
5433	R-MAT.500.5.91.gexf	5	60	1	R-MAT	500	5	91	gexf	38	1.57894736842105	38	1.57894736842105	1.57894736842105	NA
5434	R-MAT.500.5.91.gexf	10	57.4444444444444	3	R-MAT	500	5	91	gexf	31	1.85304659498208	31	1.85304659498208	1.85304659498208	NA
5436	R-MAT.500.10.91.gexf	2	115	1	R-MAT	500	10	91	gexf	96	1.19791666666667	96	1.19791666666667	1.19791666666667	NA
5437	R-MAT.500.10.91.gexf	3	115	1	R-MAT	500	10	91	gexf	92	1.25	92	1.25	1.25	NA
5438	R-MAT.500.10.91.gexf	5	115	1	R-MAT	500	10	91	gexf	86	1.33720930232558	86	1.33720930232558	1.33720930232558	NA
5439	R-MAT.500.10.91.gexf	10	113.3	3	R-MAT	500	10	91	gexf	74	1.53108108108108	74	1.53108108108108	1.53108108108108	NA
5440	R-MAT.500.10.91.gexf	50	89.6363636363637	19	R-MAT	500	10	91	gexf	26	3.44755244755245	26	3.44755244755245	3.44755244755245	NA
5441	R-MAT.500.25.91.gexf	2	255	1	R-MAT	500	25	91	gexf	210	1.21428571428571	210	1.21428571428571	1.21428571428571	NA
5442	R-MAT.500.25.91.gexf	3	255	1	R-MAT	500	25	91	gexf	197	1.29441624365482	197	1.29441624365482	1.29441624365482	NA
5443	R-MAT.500.25.91.gexf	5	255	1	R-MAT	500	25	91	gexf	177	1.44067796610169	177	1.44067796610169	1.44067796610169	NA
5444	R-MAT.500.25.91.gexf	10	254.1	3	R-MAT	500	25	91	gexf	150	1.694	150	1.694	1.694	NA
5445	R-MAT.500.25.91.gexf	50	186.15	12	R-MAT	500	25	91	gexf	71	2.62183098591549	71	2.62183098591549	2.62183098591549	NA
5446	R-MAT.1000.5.91.gexf	2	75	1	R-MAT	1000	5	91	gexf	64	1.171875	64	1.171875	1.171875	NA
5447	R-MAT.1000.5.91.gexf	3	75	1	R-MAT	1000	5	91	gexf	61	1.22950819672131	61	1.22950819672131	1.22950819672131	NA
5448	R-MAT.1000.5.91.gexf	5	75	1	R-MAT	1000	5	91	gexf	56	1.33928571428571	56	1.33928571428571	1.33928571428571	NA
5449	R-MAT.1000.5.91.gexf	10	75	1	R-MAT	1000	5	91	gexf	48	1.5625	48	1.5625	1.5625	NA
5450	R-MAT.1000.5.91.gexf	50	59.3023255813953	9	R-MAT	1000	5	91	gexf	8	7.41279069767442	8	7.41279069767442	7.41279069767442	NA
5451	R-MAT.1000.10.91.gexf	2	127	1	R-MAT	1000	10	91	gexf	111	1.14414414414414	111	1.14414414414414	1.14414414414414	NA
5452	R-MAT.1000.10.91.gexf	3	127	1	R-MAT	1000	10	91	gexf	107	1.18691588785047	107	1.18691588785047	1.18691588785047	NA
5453	R-MAT.1000.10.91.gexf	5	127	1	R-MAT	1000	10	91	gexf	102	1.24509803921569	102	1.24509803921569	1.24509803921569	NA
5454	R-MAT.1000.10.91.gexf	10	127	1	R-MAT	1000	10	91	gexf	92	1.3804347826087	92	1.3804347826087	1.3804347826087	NA
5455	R-MAT.1000.10.91.gexf	50	112.851063829787	6	R-MAT	1000	10	91	gexf	48	2.35106382978723	48	2.35106382978723	2.35106382978723	NA
5456	R-MAT.1000.25.91.gexf	2	389	1	R-MAT	1000	25	91	gexf	351	1.10826210826211	351	1.10826210826211	1.10826210826211	NA
5457	R-MAT.1000.25.91.gexf	3	389	1	R-MAT	1000	25	91	gexf	340	1.14411764705882	340	1.14411764705882	1.14411764705882	NA
5458	R-MAT.1000.25.91.gexf	5	389	1	R-MAT	1000	25	91	gexf	323	1.20433436532508	323	1.20433436532508	1.20433436532508	NA
5459	R-MAT.1000.25.91.gexf	10	389	2	R-MAT	1000	25	91	gexf	291	1.33676975945017	291	1.33676975945017	1.33676975945017	NA
5460	R-MAT.1000.25.91.gexf	50	357	7	R-MAT	1000	25	91	gexf	184	1.94021739130435	184	1.94021739130435	1.94021739130435	NA
5461	R-MAT.50.5.92.gexf	2	15	1	R-MAT	50	5	92	gexf	10	1.5	10	1.5	1.5	NA
5462	R-MAT.50.5.92.gexf	3	15	1	R-MAT	50	5	92	gexf	10	1.5	9	1.66666666666667	1.66666666666667	2
5463	R-MAT.50.5.92.gexf	5	14.4	2	R-MAT	50	5	92	gexf	8	1.8	7	2.05714285714286	2.05714285714286	2
5464	R-MAT.50.5.92.gexf	10	12.2222222222222	4	R-MAT	50	5	92	gexf	3	4.07407407407407	2	6.11111111111111	6.11111111111111	2
5466	R-MAT.50.10.92.gexf	2	23	1	R-MAT	50	10	92	gexf	14	1.64285714285714	14	1.64285714285714	1.64285714285714	NA
5467	R-MAT.50.10.92.gexf	3	23	1	R-MAT	50	10	92	gexf	12	1.91666666666667	12	1.91666666666667	1.91666666666667	NA
5468	R-MAT.50.10.92.gexf	5	21	4	R-MAT	50	10	92	gexf	9	2.33333333333333	9	2.33333333333333	2.33333333333333	NA
5469	R-MAT.50.10.92.gexf	10	15.7142857142857	6	R-MAT	50	10	92	gexf	4	3.92857142857143	4	3.92857142857143	3.92857142857143	NA
5471	R-MAT.50.25.92.gexf	2	82	1	R-MAT	50	25	92	gexf	61	1.34426229508197	61	1.34426229508197	1.34426229508197	NA
5472	R-MAT.50.25.92.gexf	3	82	1	R-MAT	50	25	92	gexf	51	1.6078431372549	51	1.6078431372549	1.6078431372549	NA
5473	R-MAT.50.25.92.gexf	5	82	1	R-MAT	50	25	92	gexf	39	2.1025641025641	39	2.1025641025641	2.1025641025641	NA
5474	R-MAT.50.25.92.gexf	10	70.125	4	R-MAT	50	25	92	gexf	19	3.69078947368421	19	3.69078947368421	3.69078947368421	NA
5476	R-MAT.100.5.92.gexf	2	12	1	R-MAT	100	5	92	gexf	9	1.33333333333333	9	1.33333333333333	1.33333333333333	NA
5477	R-MAT.100.5.92.gexf	3	12	1	R-MAT	100	5	92	gexf	8	1.5	8	1.5	1.5	NA
5478	R-MAT.100.5.92.gexf	5	12	1	R-MAT	100	5	92	gexf	6	2	6	2	2	NA
5479	R-MAT.100.5.92.gexf	10	11	2	R-MAT	100	5	92	gexf	1	11	1	11	11	NA
5481	R-MAT.100.10.92.gexf	2	44	1	R-MAT	100	10	92	gexf	35	1.25714285714286	36	1.22222222222222	1.25714285714286	NA
5482	R-MAT.100.10.92.gexf	3	44	1	R-MAT	100	10	92	gexf	32	1.375	33	1.33333333333333	1.375	NA
5483	R-MAT.100.10.92.gexf	5	44	1	R-MAT	100	10	92	gexf	26	1.69230769230769	27	1.62962962962963	1.69230769230769	NA
5484	R-MAT.100.10.92.gexf	10	42.7777777777778	3	R-MAT	100	10	92	gexf	17	2.51633986928105	15	2.85185185185185	2.85185185185185	2
5486	R-MAT.100.25.92.gexf	2	100	1	R-MAT	100	25	92	gexf	79	1.26582278481013	79	1.26582278481013	1.26582278481013	NA
5487	R-MAT.100.25.92.gexf	3	100	1	R-MAT	100	25	92	gexf	71	1.40845070422535	71	1.40845070422535	1.40845070422535	NA
5488	R-MAT.100.25.92.gexf	5	100	1	R-MAT	100	25	92	gexf	59	1.69491525423729	59	1.69491525423729	1.69491525423729	NA
5489	R-MAT.100.25.92.gexf	10	96.5555555555556	3	R-MAT	100	25	92	gexf	42	2.2989417989418	42	2.2989417989418	2.2989417989418	NA
5491	R-MAT.500.5.92.gexf	2	55	1	R-MAT	500	5	92	gexf	43	1.27906976744186	43	1.27906976744186	1.27906976744186	NA
5492	R-MAT.500.5.92.gexf	3	55	1	R-MAT	500	5	92	gexf	41	1.34146341463415	41	1.34146341463415	1.34146341463415	NA
5493	R-MAT.500.5.92.gexf	5	55	1	R-MAT	500	5	92	gexf	37	1.48648648648649	37	1.48648648648649	1.48648648648649	NA
5494	R-MAT.500.5.92.gexf	10	50.6	2	R-MAT	500	5	92	gexf	32	1.58125	32	1.58125	1.58125	NA
5496	R-MAT.500.10.92.gexf	2	92	1	R-MAT	500	10	92	gexf	78	1.17948717948718	78	1.17948717948718	1.17948717948718	NA
5497	R-MAT.500.10.92.gexf	3	92	1	R-MAT	500	10	92	gexf	74	1.24324324324324	74	1.24324324324324	1.24324324324324	NA
5498	R-MAT.500.10.92.gexf	5	92	1	R-MAT	500	10	92	gexf	67	1.37313432835821	67	1.37313432835821	1.37313432835821	NA
5499	R-MAT.500.10.92.gexf	10	92	1	R-MAT	500	10	92	gexf	57	1.6140350877193	57	1.6140350877193	1.6140350877193	NA
5500	R-MAT.500.10.92.gexf	50	68.4473684210526	15	R-MAT	500	10	92	gexf	14	4.8890977443609	14	4.8890977443609	4.8890977443609	NA
5501	R-MAT.500.25.92.gexf	2	255	1	R-MAT	500	25	92	gexf	216	1.18055555555556	216	1.18055555555556	1.18055555555556	NA
5502	R-MAT.500.25.92.gexf	3	255	1	R-MAT	500	25	92	gexf	206	1.2378640776699	206	1.2378640776699	1.2378640776699	NA
5503	R-MAT.500.25.92.gexf	5	255	1	R-MAT	500	25	92	gexf	188	1.3563829787234	188	1.3563829787234	1.3563829787234	NA
5504	R-MAT.500.25.92.gexf	10	255	2	R-MAT	500	25	92	gexf	166	1.53614457831325	166	1.53614457831325	1.53614457831325	NA
5505	R-MAT.500.25.92.gexf	50	206.266666666667	7	R-MAT	500	25	92	gexf	80	2.57833333333333	80	2.57833333333333	2.57833333333333	NA
5506	R-MAT.1000.5.92.gexf	2	59	1	R-MAT	1000	5	92	gexf	52	1.13461538461538	52	1.13461538461538	1.13461538461538	NA
5507	R-MAT.1000.5.92.gexf	3	59	1	R-MAT	1000	5	92	gexf	50	1.18	50	1.18	1.18	NA
5508	R-MAT.1000.5.92.gexf	5	59	1	R-MAT	1000	5	92	gexf	46	1.28260869565217	46	1.28260869565217	1.28260869565217	NA
5509	R-MAT.1000.5.92.gexf	10	59	1	R-MAT	1000	5	92	gexf	40	1.475	40	1.475	1.475	NA
5511	R-MAT.1000.10.92.gexf	2	126	1	R-MAT	1000	10	92	gexf	111	1.13513513513514	111	1.13513513513514	1.13513513513514	NA
5512	R-MAT.1000.10.92.gexf	3	126	1	R-MAT	1000	10	92	gexf	104	1.21153846153846	104	1.21153846153846	1.21153846153846	NA
5513	R-MAT.1000.10.92.gexf	5	126	1	R-MAT	1000	10	92	gexf	96	1.3125	96	1.3125	1.3125	NA
5514	R-MAT.1000.10.92.gexf	10	126	1	R-MAT	1000	10	92	gexf	82	1.53658536585366	82	1.53658536585366	1.53658536585366	NA
5515	R-MAT.1000.10.92.gexf	50	102	9	R-MAT	1000	10	92	gexf	34	3	34	3	3	NA
5516	R-MAT.1000.25.92.gexf	2	366	1	R-MAT	1000	25	92	gexf	327	1.11926605504587	327	1.11926605504587	1.11926605504587	NA
5517	R-MAT.1000.25.92.gexf	3	366	1	R-MAT	1000	25	92	gexf	316	1.15822784810127	316	1.15822784810127	1.15822784810127	NA
5518	R-MAT.1000.25.92.gexf	5	366	1	R-MAT	1000	25	92	gexf	297	1.23232323232323	297	1.23232323232323	1.23232323232323	NA
5519	R-MAT.1000.25.92.gexf	10	366	1	R-MAT	1000	25	92	gexf	265	1.3811320754717	265	1.3811320754717	1.3811320754717	NA
5520	R-MAT.1000.25.92.gexf	50	328.022727272727	8	R-MAT	1000	25	92	gexf	153	2.14393939393939	153	2.14393939393939	2.14393939393939	NA
5521	R-MAT.50.5.93.gexf	2	7	1	R-MAT	50	5	93	gexf	4	1.75	4	1.75	1.75	NA
5522	R-MAT.50.5.93.gexf	3	6.66666666666667	2	R-MAT	50	5	93	gexf	3	2.22222222222222	3	2.22222222222222	2.22222222222222	NA
5523	R-MAT.50.5.93.gexf	5	6	2	R-MAT	50	5	93	gexf	1	6	1	6	6	NA
5526	R-MAT.50.10.93.gexf	2	28	1	R-MAT	50	10	93	gexf	21	1.33333333333333	21	1.33333333333333	1.33333333333333	NA
5527	R-MAT.50.10.93.gexf	3	28	1	R-MAT	50	10	93	gexf	18	1.55555555555556	18	1.55555555555556	1.55555555555556	NA
5528	R-MAT.50.10.93.gexf	5	28	1	R-MAT	50	10	93	gexf	14	2	14	2	2	NA
5529	R-MAT.50.10.93.gexf	10	24.75	4	R-MAT	50	10	93	gexf	8	3.09375	8	3.09375	3.09375	NA
5531	R-MAT.50.25.93.gexf	2	93	1	R-MAT	50	25	93	gexf	63	1.47619047619048	67	1.38805970149254	1.47619047619048	NA
5532	R-MAT.50.25.93.gexf	3	93	1	R-MAT	50	25	93	gexf	54	1.72222222222222	58	1.60344827586207	1.72222222222222	NA
5533	R-MAT.50.25.93.gexf	5	91.2	2	R-MAT	50	25	93	gexf	41	2.22439024390244	37	2.46486486486486	2.46486486486486	2
5534	R-MAT.50.25.93.gexf	10	67.5714285714286	5	R-MAT	50	25	93	gexf	22	3.07142857142857	21	3.21768707482993	3.21768707482993	2
5536	R-MAT.100.5.93.gexf	2	21	1	R-MAT	100	5	93	gexf	15	1.4	15	1.4	1.4	NA
5537	R-MAT.100.5.93.gexf	3	21	1	R-MAT	100	5	93	gexf	12	1.75	12	1.75	1.75	NA
5538	R-MAT.100.5.93.gexf	5	21	1	R-MAT	100	5	93	gexf	8	2.625	8	2.625	2.625	NA
5539	R-MAT.100.5.93.gexf	10	13.2	8	R-MAT	100	5	93	gexf	2	6.6	2	6.6	6.6	NA
5541	R-MAT.100.10.93.gexf	2	39	1	R-MAT	100	10	93	gexf	29	1.3448275862069	29	1.3448275862069	1.3448275862069	NA
5542	R-MAT.100.10.93.gexf	3	39	1	R-MAT	100	10	93	gexf	26	1.5	26	1.5	1.5	NA
5543	R-MAT.100.10.93.gexf	5	39	1	R-MAT	100	10	93	gexf	20	1.95	20	1.95	1.95	NA
5544	R-MAT.100.10.93.gexf	10	35.4444444444444	3	R-MAT	100	10	93	gexf	10	3.54444444444444	10	3.54444444444444	3.54444444444444	NA
5546	R-MAT.100.25.93.gexf	2	107	1	R-MAT	100	25	93	gexf	85	1.25882352941176	85	1.25882352941176	1.25882352941176	NA
5547	R-MAT.100.25.93.gexf	3	107	1	R-MAT	100	25	93	gexf	79	1.35443037974684	79	1.35443037974684	1.35443037974684	NA
5548	R-MAT.100.25.93.gexf	5	107	1	R-MAT	100	25	93	gexf	67	1.59701492537313	67	1.59701492537313	1.59701492537313	NA
5549	R-MAT.100.25.93.gexf	10	103.888888888889	3	R-MAT	100	25	93	gexf	44	2.36111111111111	44	2.36111111111111	2.36111111111111	NA
5551	R-MAT.500.5.93.gexf	2	55	1	R-MAT	500	5	93	gexf	41	1.34146341463415	41	1.34146341463415	1.34146341463415	NA
5552	R-MAT.500.5.93.gexf	3	55	1	R-MAT	500	5	93	gexf	39	1.41025641025641	39	1.41025641025641	1.41025641025641	NA
5553	R-MAT.500.5.93.gexf	5	55	1	R-MAT	500	5	93	gexf	35	1.57142857142857	35	1.57142857142857	1.57142857142857	NA
5554	R-MAT.500.5.93.gexf	10	50.1111111111111	3	R-MAT	500	5	93	gexf	25	2.00444444444444	25	2.00444444444444	2.00444444444444	NA
5556	R-MAT.500.10.93.gexf	2	122	1	R-MAT	500	10	93	gexf	103	1.18446601941748	103	1.18446601941748	1.18446601941748	NA
5557	R-MAT.500.10.93.gexf	3	122	1	R-MAT	500	10	93	gexf	97	1.25773195876289	97	1.25773195876289	1.25773195876289	NA
5558	R-MAT.500.10.93.gexf	5	122	1	R-MAT	500	10	93	gexf	90	1.35555555555556	90	1.35555555555556	1.35555555555556	NA
5559	R-MAT.500.10.93.gexf	10	122	2	R-MAT	500	10	93	gexf	75	1.62666666666667	75	1.62666666666667	1.62666666666667	NA
5560	R-MAT.500.10.93.gexf	50	90.84375	21	R-MAT	500	10	93	gexf	26	3.49399038461538	26	3.49399038461538	3.49399038461538	NA
5561	R-MAT.500.25.93.gexf	2	296	1	R-MAT	500	25	93	gexf	247	1.19838056680162	247	1.19838056680162	1.19838056680162	NA
5562	R-MAT.500.25.93.gexf	3	296	1	R-MAT	500	25	93	gexf	234	1.26495726495726	234	1.26495726495726	1.26495726495726	NA
5563	R-MAT.500.25.93.gexf	5	296	1	R-MAT	500	25	93	gexf	211	1.40284360189573	211	1.40284360189573	1.40284360189573	NA
5564	R-MAT.500.25.93.gexf	10	296	1	R-MAT	500	25	93	gexf	182	1.62637362637363	182	1.62637362637363	1.62637362637363	NA
5565	R-MAT.500.25.93.gexf	50	224.923076923077	14	R-MAT	500	25	93	gexf	79	2.84712755598832	79	2.84712755598832	2.84712755598832	NA
5566	R-MAT.1000.5.93.gexf	2	65	1	R-MAT	1000	5	93	gexf	58	1.12068965517241	58	1.12068965517241	1.12068965517241	NA
5567	R-MAT.1000.5.93.gexf	3	65	1	R-MAT	1000	5	93	gexf	55	1.18181818181818	55	1.18181818181818	1.18181818181818	NA
5568	R-MAT.1000.5.93.gexf	5	65	1	R-MAT	1000	5	93	gexf	51	1.27450980392157	51	1.27450980392157	1.27450980392157	NA
5569	R-MAT.1000.5.93.gexf	10	65	1	R-MAT	1000	5	93	gexf	43	1.51162790697674	43	1.51162790697674	1.51162790697674	NA
5570	R-MAT.1000.5.93.gexf	50	53.3720930232558	10	R-MAT	1000	5	93	gexf	3	17.7906976744186	3	17.7906976744186	17.7906976744186	NA
5571	R-MAT.1000.10.93.gexf	2	137	1	R-MAT	1000	10	93	gexf	115	1.19130434782609	115	1.19130434782609	1.19130434782609	NA
